ESTADO DE RESULTADOS;NIT;Ingresos Operacionales;Costo De Ventas Y De Prestación De Servicios;UTILIDAD BRUTA;Gastos Operacionales De Administración;Gastos Operacionales De Ventas;Otras ganancias (pérdidas) Operaciones por Ajuste Niif;UTILIDAD OPERACIONAL;Ingresos No Operacionales;Gastos No Operacionales;Intereses Financieros;Otros Gastos No Operacionales;Ajustes No Operacionales Normas Internacionales;UTILIDAD ANTES DE IMPUESTOS Y AJUSTES X INFLACION;Impuesto De Renta Y Complementarios;Ganancia (pérdida) procedente de operaciones discontinuadas;GANANCIAS Y PERDIDAS;Depreciacion del Periodo;Amortizaciones
2020;805009200;46.060,09;28.867,91;17.192,18;2.533,51;853,59;0;13.805,08;149,03;958,79;958,79;-;-;12.995,31;4.270,10;0;8.725,21;9,55;-
2019;805009200;9.902,14;7.113,16;2.788,97;749,24;1.181,05;0;858,68;83,56;490,18;490,18;0;0;452,05;146,95;0;305,1;30,97;-
2018;805009200;8.917,60;6.348,08;2.569,52;716,77;966,69;0;886,06;63,55;678,23;678,23;-;0;271,39;98,25;0;173,13;30,73;-
2017;805009200;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2016;805009200;8.503,45;6.502,69;2.000,76;757,46;539,27;2,76;706,8;33,01;579,14;579,14;-;-;160,66;41,91;0;118,76;139,74;-
2015;805009200;7.828,99;5.920,26;1.908,73;807,13;477,34;-;624,26;35,13;556,71;291,8;264,91;-;102,68;42,02;-;60,66;-;-
2014;805009200;6.867,96;5.055,56;1.812,40;616,58;469,25;-;726,56;47,56;496,77;-;-;-;277,36;91,43;-;185,93;8,48;192,82
2013;805009200;6.204,78;4.531,63;1.673,15;530,54;514,01;-;628,6;244,32;761,98;-;-;-;110,94;42,18;-;68,76;7,92;44,98
2012;805009200;5.519,94;3.973,14;1.546,80;452,28;500,83;-;593,69;47,1;436,73;-;-;-;204,07;67,35;-;136,71;22,31;34,24
2011;805009200;4.331,96;3.007,69;1.324,27;325,43;477,55;-;521,29;83,66;420,35;-;-;-;184,6;82,01;-;102,6;0;22,12
2010;805009200;4.194,74;2.908,82;1.285,92;343,36;532,67;-;409,89;205,46;384,86;-;-;-;230,48;90,41;-;140,08;0;38,26
2009;805009200;4.356,18;2.786,54;1.569,65;342,02;591,89;-;635,73;2,25;484,46;-;-;-;153,52;60,56;-;92,96;0;3,37
2008;805009200;4.531,70;2.894,43;1.637,28;313,37;689,26;-;634,65;61,62;350,94;-;-;-;345,33;126,03;-;219,3;11,52;7,48
2007;805009200;3.771,15;2.284,21;1.486,94;320,66;722,35;-;443,93;35,07;180,4;-;-;-;298,6;101,53;-;197,08;-;-
2006;805009200;2.233,07;1.300,50;932,58;207,35;410,35;-;314,87;29,72;251,24;-;-;-37,42;93,36;0;-;55,94;-;-
