ESTADO DE RESULTADOS;NIT;Ingresos Operacionales;Costo De Ventas Y De Prestación De Servicios;UTILIDAD BRUTA;Gastos Operacionales De Administración;Gastos Operacionales De Ventas;Otras ganancias (pérdidas) Operaciones por Ajuste Niif;UTILIDAD OPERACIONAL;Ingresos No Operacionales;Gastos No Operacionales;Intereses Financieros;Otros Gastos No Operacionales;Ajustes No Operacionales Normas Internacionales;UTILIDAD ANTES DE IMPUESTOS Y AJUSTES X INFLACION;Impuesto De Renta Y Complementarios;Ganancia (pérdida) procedente de operaciones discontinuadas;GANANCIAS Y PERDIDAS;Depreciacion del Periodo;Amortizaciones
2020;830066330;21.509,49;18.533,46;2.976,03;575,88;507,79;301,48;2.193,84;0;0;0;-;-;2.193,84;678,83;0;1.515,01;98,35;-
2019;830066330;15.217,34;12.093,22;3.124,12;356,28;1.922,63;558,48;1.403,70;0;0;0;0;0;1.403,70;460,72;0;942,97;0;-
2018;830066330;10.824,02;8.710,09;2.113,93;396,68;1.530,50;580,39;767,14;0;0;0;-;0;767,14;196,36;0;570,78;0;-
2017;830066330;10.329,35;8.043,47;2.285,89;388,4;1.592,11;359,19;664,57;0;0;0;0;0;664,57;413,22;0;251,35;0;-
2016;830066330;9.702,53;7.243,91;2.458,62;142,07;1.635,67;149,79;830,67;0;0;0;-;-;830,67;0;0;830,67;128,14;-
2015;830066330;8.426,32;6.024,82;2.401,50;116,72;1.500,70;-;784,08;86,87;190,4;88,15;102,25;-;680,56;245,04;-;435,52;-;-
2014;830066330;6.117,87;4.316,77;1.801,10;204,24;1.234,68;-;362,18;45,82;94,8;-;-;-;313,21;108,11;-;205,1;41,31;0
2013;830066330;3.909,47;2.758,52;1.150,95;218,01;719,71;-;213,23;10,41;96,38;-;-;-;127,26;63,58;-;63,68;34,53;0
2012;830066330;3.962,19;2.914,58;1.047,60;224,5;608,36;-;214,75;2,7;32,5;-;-;-;184,96;68,59;-;116,36;30,76;0
2011;830066330;3.949,87;2.905,52;1.044,35;97,96;743,84;-;202,55;2,89;49,89;-;-;-;155,54;52,36;-;103,18;24,68;0
2010;830066330;3.284,96;2.416,42;868,54;33,97;556,7;-;277,87;32,2;51,45;-;-;-;258,62;92,42;-;166,2;29,01;0
2009;830066330;3.066,88;2.248,42;818,46;6;630,9;-;181,56;83,03;14,36;-;-;-;250,22;82,66;-;167,57;0;0
2008;830066330;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2007;830066330;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2006;830066330;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
