ESTADO DE RESULTADOS;NIT;Ingresos Operacionales;Costo De Ventas Y De Prestación De Servicios;UTILIDAD BRUTA;Gastos Operacionales De Administración;Gastos Operacionales De Ventas;Otras ganancias (pérdidas) Operaciones por Ajuste Niif;UTILIDAD OPERACIONAL;Ingresos No Operacionales;Gastos No Operacionales;Intereses Financieros;Otros Gastos No Operacionales;Ajustes No Operacionales Normas Internacionales;UTILIDAD ANTES DE IMPUESTOS Y AJUSTES X INFLACION;Impuesto De Renta Y Complementarios;Ganancia (pérdida) procedente de operaciones discontinuadas;GANANCIAS Y PERDIDAS;Depreciacion del Periodo;Amortizaciones
2020;860536292;12.095,22;9.437,06;2.658,15;1.699,14;771,86;-330,75;-143,59;0;0;0;-;-;-143,59;0;0;-143,59;278,43;-
2019;860536292;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2018;860536292;15.675,31;11.325,42;4.349,89;1.072,37;2.217,38;-1.122,18;-62,04;0;0;0;-;0;-62,04;158,04;0;-220,08;0;-
2017;860536292;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2016;860536292;15.993,28;11.363,01;4.630,28;817,94;2.310,87;22,85;1.524,32;0;1.213,47;1.213,47;-;-;310,85;192,62;0;118,23;552,67;-
2015;860536292;13.382,56;9.785,60;3.596,96;879,15;2.034,24;-;683,57;464,43;1.076,85;477,18;599,67;-;71,16;166,43;-;-95,27;-;-
2014;860536292;11.190,25;8.503,77;2.686,48;704,42;1.548,69;-;433,37;358,71;1.081,25;-;-;-;-289,16;61,56;-;-350,72;548,79;145,45
2013;860536292;12.256,54;8.742,10;3.514,44;756,91;1.460,93;-;1.296,60;39,64;1.211,07;-;-;-;125,17;96,59;-;28,58;542,98;145,28
2012;860536292;13.497,36;9.499,15;3.998,21;881,19;1.507,69;-;1.609,34;72,03;1.531,13;-;-;-;150,24;107,79;-;42,45;469,26;227,65
2011;860536292;14.649,87;10.366,25;4.283,62;996,55;2.008,89;-;1.278,17;66,75;1.182,75;-;-;-;162,17;82,72;-;79,46;379,34;112,62
2010;860536292;14.280,54;10.003,36;4.277,18;877,38;2.006,75;-;1.393,05;239,68;1.144,43;-;-;-;488,3;224,26;-;264,04;195,55;0
2009;860536292;14.954,57;10.264,72;4.689,85;813,78;1.951,30;-;1.924,77;117,36;1.791,10;-;-;-;251,04;171,57;-;79,47;316,07;0
2008;860536292;16.892,91;12.747,07;4.145,84;803,46;2.107,68;-;1.234,70;371,5;1.429,67;-;-;-;176,53;94,7;-;81,83;301,24;0
2007;860536292;17.631,67;13.476,84;4.154,83;758,17;2.016,38;-;1.380,29;23,8;1.242,27;-;-;-;161,81;110,4;-;51,41;-;-
2006;860536292;13.670,12;10.341,10;3.329,03;644,35;1.680,13;-;1.004,55;34,37;906,68;-;-;-9,42;132,24;93,87;-;28,95;-;-
