ESTADO DE RESULTADOS;NIT;Ingresos Operacionales;Costo De Ventas Y De Prestación De Servicios;UTILIDAD BRUTA;Gastos Operacionales De Administración;Gastos Operacionales De Ventas;Otras ganancias (pérdidas) Operaciones por Ajuste Niif;UTILIDAD OPERACIONAL;Ingresos No Operacionales;Gastos No Operacionales;Intereses Financieros;Otros Gastos No Operacionales;Ajustes No Operacionales Normas Internacionales;UTILIDAD ANTES DE IMPUESTOS Y AJUSTES X INFLACION;Impuesto De Renta Y Complementarios;Ganancia (pérdida) procedente de operaciones discontinuadas;GANANCIAS Y PERDIDAS;Depreciacion del Periodo;Amortizaciones
2020;890930111;6.874,71;4.468,46;2.406,25;267,85;1.423,83;-207,05;507,52;139,24;0;0;-;-;646,76;328,8;0;317,95;393,24;-
2019;890930111;7.781,52;4.984,45;2.797,07;1.427,16;305,68;-528,33;535,9;131,93;0;0;0;0;667,83;0;0;667,83;412,57;-
2018;890930111;7.296,54;4.640,74;2.655,80;1.149,16;214,75;355,89;1.647,77;0;0;0;-;0;1.647,77;653;0;994,77;0;-
2017;890930111;7.539,77;4.901,51;2.638,26;1.102,58;222,74;160,82;1.473,77;173,73;0;0;0;0;1.647,50;457,77;0;1.189,73;439,87;-
2016;890930111;8.530,58;5.148,85;3.381,73;949,47;269,07;-52,37;2.110,82;241,81;0;0;-;-;2.352,62;919,17;0;1.433,45;-;-
2015;890930111;7.631,62;4.781,75;2.849,87;697,45;242,69;-;1.909,73;435,98;243,92;0,05;243,87;-;2.101,79;811,81;-;1.289,98;-;-
2014;890930111;6.277,45;4.066,78;2.210,66;695,51;277,78;-;1.237,38;287,91;163,04;-;-;-;1.362,26;475,08;-;887,18;293,97;9,25
2013;890930111;5.942,97;3.706,80;2.236,17;639,78;311,57;-;1.284,83;236,15;118,68;-;-;-;1.402,30;476,81;-;925,49;265,58;10,21
2012;890930111;6.374,93;3.884,32;2.490,62;763,11;225,92;-;1.501,58;497,51;208,18;-;-;-;1.790,91;525,92;-;1.264,99;231,38;2,12
2011;890930111;6.327,43;4.087,21;2.240,22;567,12;231,38;-;1.441,73;216,29;132,03;-;-;-;1.525,99;505,88;-;1.020,11;203,98;0,26
2010;890930111;5.073,34;3.364,12;1.709,23;498,92;191,03;-;1.019,27;222,79;224,1;-;-;-;1.017,96;444,83;-;573,13;194,14;0,22
2009;890930111;4.771,74;3.009,00;1.762,74;410,81;247,83;-;1.104,10;485,9;282,77;-;-;-;1.307,23;383,47;-;923,76;157,92;0
2008;890930111;4.529,96;2.724,50;1.805,45;581,39;213,93;-;1.010,14;355,59;455,52;-;-;-;910,21;345,51;-;564,7;144,03;3
2007;890930111;5.016,15;3.415,55;1.600,60;512,64;260,12;-;827,84;391,92;430,11;-;-;-;789,65;273,35;-;516,3;-;-
2006;890930111;4.904,53;3.766,69;1.137,84;433,55;154,96;-;549,33;487,81;203,21;-;-;-71,18;833,94;300,09;-;462,67;-;-
