ESTADO DE RESULTADOS;NIT;Ingresos Operacionales;Costo De Ventas Y De Prestación De Servicios;UTILIDAD BRUTA;Gastos Operacionales De Administración;Gastos Operacionales De Ventas;Otras ganancias (pérdidas) Operaciones por Ajuste Niif;UTILIDAD OPERACIONAL;Ingresos No Operacionales;Gastos No Operacionales;Intereses Financieros;Otros Gastos No Operacionales;Ajustes No Operacionales Normas Internacionales;UTILIDAD ANTES DE IMPUESTOS Y AJUSTES X INFLACION;Impuesto De Renta Y Complementarios;Ganancia (pérdida) procedente de operaciones discontinuadas;GANANCIAS Y PERDIDAS;Depreciacion del Periodo;Amortizaciones
2020;890911539;14.703,38;11.604,17;3.099,21;434,93;1.494,38;477,16;1.647,07;0;191,11;191,11;-;-;1.455,96;533,93;0;922,03;257,34;-
2019;890911539;16.219,71;12.133,47;4.086,24;1.523,41;707,44;172,9;2.028,29;0;197,53;197,53;0;0;1.830,76;660,15;0;1.170,60;0;-
2018;890911539;15.018,55;11.371,30;3.647,25;1.323,10;619,21;136,67;1.841,61;0;165,41;165,41;-;0;1.676,20;644,03;0;1.032,18;273,04;-
2017;890911539;14.700,26;11.376,85;3.323,42;1.251,75;587,61;19,31;1.503,38;0;0;0;0;0;1.503,38;642,38;0;861;688,11;-
2016;890911539;13.017,31;9.738,49;3.278,81;1.063,69;723,89;48,47;1.539,70;0;0;0;-;-;1.539,70;578,96;0;960,74;211,18;-
2015;890911539;11.698,08;8.999,63;2.698,45;896,58;569,21;-;1.232,66;337,94;257,07;35,56;221,51;-;1.313,54;493,22;-;820,31;-;-
2014;890911539;11.346,30;9.154,01;2.192,29;849,13;575,88;-;767,29;623,37;98,88;-;-;-;1.291,77;461,29;-;830,49;261,97;0
2013;890911539;11.796,73;9.245,30;2.551,43;843,72;482,1;-;1.225,62;280,02;137,34;-;-;-;1.368,30;479,66;-;888,64;267,91;0
2012;890911539;11.476,85;8.995,32;2.481,52;873,49;457,24;-;1.150,79;119,37;295,97;-;-;-;974,19;340,15;-;634,03;280,21;0
2011;890911539;12.059,07;9.770,76;2.288,30;821,42;453,58;-;1.013,30;137,5;185,42;-;-;-;965,38;341,34;-;624,04;231,28;0
2010;890911539;9.209,19;7.403,39;1.805,80;703,58;289,37;-;812,86;171,19;254,28;-;-;-;729,76;249,72;-;480,04;260,52;0
2009;890911539;8.910,13;6.904,72;2.005,40;831,48;322,64;-;851,29;216,92;456,49;-;-;-;611,72;214,64;-;397,08;248,85;0
2008;890911539;9.707,87;7.992,77;1.715,10;784,16;323,8;-;607,14;386,32;240,55;-;-;-;752,92;235,42;-;517,5;244,23;0
2007;890911539;9.251,59;7.532,71;1.718,88;773,74;374,02;-;571,12;250,04;220,54;-;-;-;600,62;233,43;-;367,19;-;-
2006;890911539;9.204,86;7.622,01;1.582,85;683,46;330,05;-;569,34;127,69;129,49;-;-;6,08;567,54;236,43;-;337,18;-;-
