ESTADO DE RESULTADOS,NIT,Ingresos Operacionales,Costo De Ventas Y De Prestación De Servicios,UTILIDAD BRUTA,Gastos Operacionales De Administración,Gastos Operacionales De Ventas,Otras ganancias (pérdidas) Operaciones por Ajuste Niif,UTILIDAD OPERACIONAL,Ingresos No Operacionales,Gastos No Operacionales,Intereses Financieros,Otros Gastos No Operacionales,Ajustes No Operacionales Normas Internacionales,UTILIDAD ANTES DE IMPUESTOS Y AJUSTES X INFLACION,Impuesto De Renta Y Complementarios,Ganancia (pérdida) procedente de operaciones discontinuadas,GANANCIAS Y PERDIDAS,Depreciacion del Periodo,Amortizaciones
2020,830040872,"78,081.94","63,218.42","14,863.52","3,528.60","3,802.78",556.03,"8,088.16",0,0,0,-,0,"8,088.16","3,910.54","-1,717.85","2,459.77",669.36,-
2019,830040872,"114,793.80","107,231.70","7,562.10","3,165.58","4,421.87","6,387.27","6,361.91",0,0,0,0,0,"6,361.91","3,748.06",-349,"2,264.85",319.28,-
2018,830040872,"86,790.80","73,455.52","13,335.28","3,684.53","5,231.17",9.14,"4,428.72",0,0,0,-,0,"4,428.72","2,452.66",0,"1,976.07",206.5,-
2017,830040872,"64,756.23","56,563.56","8,192.66","4,048.94",0,129.39,"4,273.11",0,0,0,0,0,"4,273.11","1,861.08",0,"2,412.03",226.48,-
2016,830040872,"54,506.40","47,941.57","6,564.83",0,"4,849.46","-1,526.64",188.73,0,0,0,0,0,188.73,124.41,0,64.32,206.55,-
2015,830040872,"32,314.09","29,857.92","1,513.32",0,"7,340.25",0,"-4,884.08",0,0,0,-,0,"-4,884.08",73.57,0,"-4,957.65",206.55,-
2014,830040872,"41,190.70","35,975.67","5,215.03","3,813.86",0,-,"1,401.18",214.71,"1,116.97",-,-,-,498.92,455.48,-,43.45,316.51,14.68
2013,830040872,"45,431.79","42,000.37","3,431.42","2,406.66",0,-,"1,024.76",246.22,442.74,-,-,-,828.25,735.89,-,92.35,440.83,14.34
2012,830040872,"36,403.69","30,818.61","5,585.08","2,595.82",0,-,"2,989.26",289.65,437.5,-,-,-,"2,841.41","1,191.02",-,"1,650.39",582.37,6.1
2011,830040872,"28,661.40","25,149.15","3,512.25","1,396.54",0,-,"2,115.72",90.93,343.44,-,-,-,"1,863.21",761.45,-,"1,101.76",396.69,2.84
2010,830040872,"33,459.72","29,946.21","3,513.51",931.24,0,-,"2,582.27",202.27,269.22,-,-,-,"2,515.32",958.39,-,"1,556.94",304.17,10.24
2009,830040872,"30,550.86","23,647.11","6,903.75",968.4,0,-,"5,935.35",263.23,"1,056.36",-,-,-,"5,142.22","1,834.32",-,"3,307.91",300.76,15.22
2008,830040872,"41,200.85","37,711.20","3,489.65",993.17,0,-,"2,496.48","1,265.03","1,309.65",-,-,-,"2,451.87","1,193.21",-,"1,258.66",254.82,12.7
2007,830040872,"5,753.52","4,294.34","1,459.17",717.51,0,-,741.66,9.91,197.27,-,-,-,554.3,150.97,-,403.33,-,-
2006,830040872,54.98,40.14,14.85,1.71,0,-,13.14,28.16,33.79,-,-,-5.57,7.51,3.6,-,-1.66,-,-
