ESTADO DE RESULTADOS,NIT,Ingresos Operacionales,Costo De Ventas Y De Prestación De Servicios,UTILIDAD BRUTA,Gastos Operacionales De Administración,Gastos Operacionales De Ventas,Otras ganancias (pérdidas) Operaciones por Ajuste Niif,UTILIDAD OPERACIONAL,Ingresos No Operacionales,Gastos No Operacionales,Intereses Financieros,Otros Gastos No Operacionales,Ajustes No Operacionales Normas Internacionales,UTILIDAD ANTES DE IMPUESTOS Y AJUSTES X INFLACION,Impuesto De Renta Y Complementarios,Ganancia (pérdida) procedente de operaciones discontinuadas,GANANCIAS Y PERDIDAS,Depreciacion del Periodo,Amortizaciones
2020,860058553,"36,247.77","24,218.05","12,029.72",32.85,"10,137.83","1,115.44","2,974.48",382.29,180.27,180.27,-,-,"3,176.50","1,121.94",0,"2,054.57",847.15,-
2019,860058553,"48,309.78","30,804.81","17,504.97","11,110.06",30.44,863.62,"7,228.10",335.1,376.75,376.75,0,0,"7,186.45","2,410.06",0,"4,776.40",837.49,-
2018,860058553,"43,443.32","26,118.25","17,325.07","11,678.99",27.23,269.05,"5,887.90",398.66,905.84,905.84,-,0,"5,380.73","1,921.61",0,"3,459.12",882.3,-
2017,860058553,"38,927.93","23,638.62","15,289.31","9,896.85",43.61,149.76,"5,498.62",288.06,"1,250.57","1,250.57",0,0,"4,536.12","1,908.69",0,"2,627.43",901.39,-
2016,860058553,"34,216.57","21,575.95","12,640.62","7,885.01",45.8,425.33,"5,135.15",0,"1,266.97","1,266.97",-,-,"3,868.18","1,638.77",0,"2,229.40",730.83,-
2015,860058553,"30,137.25","20,991.65","9,145.61","6,991.38",57.09,-,"2,097.14",505.89,939.72,898.31,41.41,-,"1,663.32",634.6,-,"1,028.72",-,-
2014,860058553,"26,809.47","18,376.89","8,432.58","6,680.21",46.35,-,"1,706.02",482.54,958.11,-,-,-,"1,230.45",456.58,-,773.87,475.17,0
2013,860058553,"23,718.31","17,122.52","6,595.79","5,449.03",30.18,-,"1,116.58",540.88,995.25,-,-,-,662.21,245.98,-,416.23,423.98,0
2012,860058553,"20,618.86","14,420.20","6,198.65","4,927.32",59.5,-,"1,211.83",484.14,"1,358.58",-,-,-,337.39,161.97,-,175.42,78.85,3.84
2011,860058553,"18,303.63","12,793.20","5,510.43","5,003.45",60.84,-,446.14,483.36,332.58,-,-,-,596.92,241.54,-,355.38,82.25,3.24
2010,860058553,"15,953.90","11,199.80","4,754.10","4,226.42",64.55,-,463.13,227.1,187.58,-,-,-,502.65,190.79,-,311.85,84.89,12.95
2009,860058553,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2008,860058553,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2007,860058553,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2006,860058553,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
