BALANCE GENERAL;sector;NIT;Caja;Bancos;Cuentas De Ahorro;Fondos;SUBTOTAL DISPONIBLE;INVERSIONES CP;Clientes;Cuentas Corrientes Comerciales;Deudas De Difícil Cobro;Provisiones (db);TOTAL DEUDORES COMERCIALES;Cuentas Por Cobrar A Socios y Accionistas;Anticipos y Avances;Anticipo De Imptos. y Contrib.O Saldos A Favor;Cuentas Por Cobrar a Trabajadores;Activos Biológicos CP;Deudores Varios / Otros Activos No Financieros;TOTAL OTROS DEUDORES;Materias Primas;Productos En Proceso;Productos Terminados;M/Cías No Fabricadas Por La Emp;Materiales, Repuestos y Accesorios;Otros Inventarios y Provisiones;SUBTOTAL INVENTARIOS;Gastos Pagados Por Anticipado;Cargos Diferidos;Amortización Acumulada y Otros;SUBTOTAL DIFERIDO;TOTAL ACTIVO CORRIENTE;Inversiones LP;Activos biológicos no corrientes;CxC comerciales y otras CxC no corrientes;Subtotal Deudores A Largo Plazo;Propiedades Planta Y Equipo;Plusvalía;Activos intangibles distintos de la plusvalía;Subtotal Intangibles;Subtotal Diferidos;Inventarios no corrientes;Activos por impuestos corrientes, no corriente;Otros activos no financieros no corrientes;Activos LP pignorados como garantía para Vender;Subtotal Otros Activos;De Inversiones Y Otros;De Propiedades Planta Y Equipo;Subtotal Valorizaciones;TOTAL ACTIVO NO CORRIENTE;TOTAL ACTIVO;Obligaciones Financieras;Proveedores CP;Costos y Gastos Por Pagar;Retención En La Fuente;Deudas Con Accionistas O Socios;Impuesto A Las Ventas Retenido;Impuesto De Industria y Comercio Retenido;Provisiones, Retenciones y Aportes de Nómina;Otras provisiones corrientes;Acreedores;Otras Cuenta Por Pagar;SUBTOTAL CUENTAS POR PAGAR;IMPUESTOS GRAVAMENES Y TASAS;OBLIGACIONES LABORALES;SUBTOTAL PASIVOS ESTIMAD. Y PROVIS.;DIFERIDOS;Anticipos y Avances Recibidos;Otros;SUBTOTAL OTROS PASIVOS;SUBTOTAL BONOS Y PAPELES COMERCIA.;TOTAL PASIVO CORRIENTE;Obligaciones Financieras;Proveedores LP;Subtotal Cuentas Por Pagar;Impuestos Gravámenes y Tasas;Obligaciones Laborales;Subtotal Pasivos Estimad. y Provis.;Subtotal Diferidos;Subtotal Otros Pasivos;Subtotal Bonos y Papeles Comercia.;TOTAL PASIVO NO CORRIENTE;TOTAL PASIVO;Capital Suscrito y Pagado;Prima de emisión;Acciones propias en cartera;Aportes Sociales y Otros;SUBTOTAL CAPITAL SOCIAL;SUBTOTAL SUPERAVIT DE CAPITAL;RESERVAS;REVALORIZACION DEL PATRIMONIO;DIVIDEN. O PARTC. DECRET. EN ACC.O CUOTAS;RESULTADOS DEL EJERCICIO;RESULTADOS DE EJERCICIOS ANTERIORES;SUPERAVIT POR VALORIZACIONES;INVERSIÓN SUPLEMENTARIA AL CAPITAL Y AJUSTES AÑOS ANTERIORES;TOTAL PATRIMONIO;TOTAL PASIVO Y PATRIMONIO
2020.00;financiero;800216181.00;4.13;130348.87;0.00;0.00;130353.00;229.00;343448.00;0.00;0.00;0.00;343448.00;0.00;0.00;0.00;0.00;0.00;2094.00;2094.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;476124.00;22761045.00;0.00;0.00;0.00;6817.00;0.00;0.00;0.00;1849.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;22769711.00;23245835.00;2644.00;698.00;0.00;0.00;432089.00;0.00;0.00;860.00;0.00;0.00;1572.00;434521.00;26990.00;2208.00;0.00;0.00;0.00;1214.00;1214.00;5579.00;473854.00;526735.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1124520.00;1651255.00;2125109.00;22281.00;0.00;0.00;0.00;22281.00;8612936.00;0.00;0.00;0.00;2399001.00;9324442.00;0.00;762066.00;21120726.00;23245835.00
2019.00;financiero;800216181.00;2.00;51297.00;0.00;0.00;51299.00;212.00;328307.00;0.00;0.00;0.00;328307.00;0.00;0.00;0.00;0.00;0.00;164.00;164.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;278.00;0.00;0.00;278.00;380260.00;22077817.00;0.00;0.00;0.00;8351.00;0.00;0.00;0.00;331.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;22086499.00;22466759.00;189297.00;738.00;0.00;0.00;426881.00;0.00;0.00;839.00;0.00;0.00;109894.00;537614.00;35575.00;1806.00;0.00;0.00;0.00;1214.00;1214.00;0.00;766244.00;241141.00;0.00;1124520.00;0.00;0.00;0.00;0.00;0.00;0.00;1365661.00;2131905.00;22281.00;0.00;0.00;0.00;22281.00;8612936.00;0.00;0.00;0.00;3031238.00;8668399.00;0.00;0.00;20334854.00;22466759.00
2018.00;financiero;800216181.00;2.00;38665.00;0.00;0.00;38667.00;1543.00;0.00;0.00;0.00;0.00;0.00;267640.00;0.00;0.00;0.00;0.00;517.00;268157.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;308367.00;19970980.00;0.00;0.00;0.00;2414.00;0.00;0.00;0.00;476.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;19973870.00;20282237.00;2808.00;743.00;0.00;0.00;641698.00;0.00;0.00;1106.00;0.00;0.00;1017.00;643821.00;43434.00;2132.00;0.00;0.00;0.00;1214.00;1214.00;0.00;694152.00;541924.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;824520.00;1366444.00;2060596.00;22281.00;0.00;0.00;0.00;22281.00;8869814.00;5850493.00;591304.00;0.00;2887749.00;0.00;0.00;0.00;18221641.00;20282237.00
2017.00;financiero;800216181.00;2.00;35476.00;0.00;0.00;35478.00;453.00;0.00;0.00;0.00;0.00;0.00;274323.00;0.00;0.00;0.00;0.00;165.00;274488.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;310419.00;18619868.00;0.00;0.00;0.00;2851.00;0.00;0.00;348.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;18623067.00;18933486.00;295826.00;2939.00;0.00;863.00;415949.00;0.00;0.00;0.00;0.00;0.00;2352.00;419164.00;16308.00;1907.00;0.00;0.00;0.00;1233.00;1233.00;0.00;737377.00;253503.00;0.00;1104080.00;0.00;0.00;0.00;33.00;0.00;0.00;1357616.00;2094993.00;22281.00;0.00;0.00;0.00;22281.00;8504729.00;5344903.00;708524.00;0.00;2001178.00;256878.00;0.00;0.00;16838493.00;18933486.00
2016.00;financiero;800216181.00;1.00;47279.00;0.00;0.00;47280.00;4980.00;0.00;0.00;0.00;0.00;0.00;260445.00;0.00;17375.00;0.00;0.00;384.00;278204.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;330464.00;17529893.00;0.00;0.00;0.00;3170.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;17533063.00;17863527.00;377050.00;6470.00;0.00;0.00;413350.00;0.00;0.00;814.00;0.00;0.00;3781.00;417945.00;4277.00;1588.00;0.00;0.00;0.00;1233.00;1233.00;0.00;808563.00;1069685.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1069685.00;1878248.00;22281.00;0.00;0.00;0.00;22281.00;8504729.00;5602528.00;240105.00;0.00;1053594.00;562042.00;0.00;0.00;15985279.00;17863527.00
2015.00;financiero;800216181.00;1.00;12163.00;0.00;0.00;12164.00;4456.00;0.00;0.00;0.00;0.00;0.00;251321.00;0.00;14347.00;0.00;0.00;368.00;266036.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;282656.00;28294551.00;0.00;0.00;0.00;3293.00;0.00;0.00;0.00;41.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;28297885.00;28580541.00;122775.00;5449.00;3146.00;0.00;410191.00;0.00;0.00;1241.00;0.00;0.00;1822.00;416400.00;6174.00;0.00;0.00;0.00;0.00;1243.00;1243.00;0.00;552041.00;918402.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;918402.00;1470443.00;22281.00;0.00;0.00;0.00;22281.00;8504729.00;4689973.00;0.00;493804.00;1086061.00;13300858.00;0.00;0.00;27110098.00;28580541.00
2014.00;financiero;800216181.00;0.00;42458.71;0.00;0.00;42458.71;382.89;0.00;0.00;0.00;0.00;0.00;0.00;1.43;0.00;0.00;0.00;266677.70;266679.13;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;824.67;0.00;824.67;310345.40;15365747.53;0.00;0.00;0.00;1363.81;0.00;0.00;1235777.55;1551.79;0.00;0.00;0.00;0.00;0.00;10660732.44;0.00;10660732.44;27265173.12;27575518.52;92588.20;2306.54;0.00;0.00;399300.93;529.59;40.49;0.00;0.00;0.00;12909.31;412780.32;15847.54;1113.53;637.36;0.00;0.00;1263.63;1263.63;100000.00;626537.12;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;518750.00;518750.00;1145287.12;22281.02;0.00;0.00;0.00;22281.02;9646857.19;3878153.59;874469.66;0.00;1347737.50;0.00;10660732.44;0.00;26430231.40;27575518.52
2013.00;financiero;800216181.00;1.50;425.80;835405.91;0.00;835833.22;11641295.58;0.00;0.00;0.00;0.00;0.00;0.00;0.18;6576.88;0.00;0.00;205048.05;211625.11;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;446.80;0.00;446.80;12689200.71;0.00;0.00;0.00;0.00;606.04;0.00;0.00;740287.84;0.00;0.00;0.00;0.00;0.00;0.00;10683671.38;0.00;10683671.38;11424565.26;24113765.96;74568.32;820.70;6022.80;778.33;341175.85;26.19;6.44;336.15;0.00;60.96;0.00;348406.72;21246.68;1145.79;3712.01;0.00;1407.33;0.00;1407.33;0.00;451307.55;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;724249.00;724249.00;1175556.55;20178.29;0.00;0.00;0.00;20178.29;7210862.97;3382963.96;874469.66;0.00;766063.16;0.00;10683671.38;0.00;22938209.42;24113765.96
2012.00;financiero;800216181.00;0.00;816327.93;0.00;0.00;816327.93;8297.56;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;177266.51;177266.51;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;11043.32;0.00;11043.32;1012935.32;10598119.18;0.00;0.00;0.00;535.31;0.00;0.00;411992.08;306.31;0.00;0.00;0.00;0.00;0.00;7738865.88;0.00;7738865.88;18749818.75;19762754.07;355355.65;289.02;0.00;0.00;293453.94;28.52;125.83;0.00;0.00;0.00;22013.06;315621.35;25697.54;1086.11;1170.80;0.00;0.00;1951.82;1951.82;0.00;701172.29;795561.30;0.00;0.00;11464.17;0.00;0.00;0.00;0.00;724249.00;1531274.47;2232446.77;18551.77;0.00;0.00;0.00;18551.77;5349906.75;2745359.38;875225.14;0.00;802398.39;0.00;7738865.88;0.00;17530307.30;19762754.07
2011.00;financiero;800216181.00;1.50;1885.87;1588002.57;0.00;1589889.94;103.74;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;171861.32;171861.32;0.00;0.00;0.00;0.00;0.00;0.00;0.00;17643.90;5538.33;0.00;23182.23;1785037.23;9694709.39;0.00;0.00;0.00;443.60;0.00;0.00;423505.73;11293.48;0.00;0.00;0.00;0.00;0.00;6982266.16;0.00;6982266.16;17112218.36;18897255.59;32736.69;501.13;26683.57;953.78;0.00;21.45;117.50;270.81;0.00;1531.90;259953.19;289532.18;36460.68;916.10;0.00;0.00;2655.41;0.00;2655.41;220450.00;583252.20;1411383.62;0.00;0.00;0.00;0.00;0.00;0.00;0.00;724250.00;2135633.62;2718885.82;18551.30;0.00;0.00;0.00;18551.30;5433581.36;2201184.25;875225.14;0.00;667561.55;0.00;6982266.16;0.00;16178369.77;18897255.59
