ESTADO DE RESULTADOS;NIT;Ingresos Operacionales;Costo De Ventas Y De Prestación De Servicios;UTILIDAD BRUTA;Gastos Operacionales De Administración;Gastos Operacionales De Ventas;Otras ganancias (pérdidas) Operaciones por Ajuste Niif;UTILIDAD OPERACIONAL;Ingresos No Operacionales;Gastos No Operacionales;Intereses Financieros;Otros Gastos No Operacionales;Ajustes No Operacionales Normas Internacionales;UTILIDAD ANTES DE IMPUESTOS Y AJUSTES X INFLACION;Impuesto De Renta Y Complementarios;Ganancia (pérdida) procedente de operaciones discontinuadas;GANANCIAS Y PERDIDAS;Depreciacion del Periodo;Amortizaciones
2020;860021302;54.396,80;38.906,34;15.490,46;5.975,65;4.492,62;1.893,94;6.916,12;1.344,32;1.802,45;1.802,45;-;-;6.458,00;2.315,92;0;4.142,08;347,17;-
2019;860021302;68.266,78;46.849,37;21.417,41;6.706,65;8.060,67;1.724,09;8.374,18;1.682,31;1.118,93;1.118,93;0;0;8.937,56;3.207,32;0;5.730,24;368,68;-
2018;860021302;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2017;860021302;72.835,10;48.932,08;23.903,02;5.721,16;6.382,85;2.347,66;14.146,67;1.329,56;2.298,43;2.298,43;0;0;13.177,79;4.458,80;0;8.718,99;395,9;-
2016;860021302;61.410,26;37.482,21;23.928,04;6.079,67;6.806,30;1.184,74;12.226,81;2.405,39;2.680,91;2.680,91;-;-;11.951,30;5.550,60;0;6.400,70;346,48;-
2015;860021302;53.792,10;34.131,07;19.661,03;3.848,60;5.860,53;-;9.951,90;2.392,01;2.654,16;287,56;2.366,61;-;9.689,75;3.617,54;-;6.072,21;-;-
2014;860021302;35.028,92;23.101,46;11.927,47;3.252,47;4.361,27;-;4.313,73;1.159,82;1.254,60;-;-;-;4.218,95;1.524,90;-;2.694,05;296,77;7,15
2013;860021302;38.903,12;25.562,63;13.340,49;3.061,47;5.186,09;-;5.092,93;1.459,20;1.187,24;-;-;-;5.364,88;1.951,78;-;3.413,10;276,03;0
2012;860021302;36.723,19;25.415,39;11.307,80;3.150,85;4.743,84;-;3.413,12;2.117,71;1.293,94;-;-;-;4.236,89;1.691,17;-;2.545,72;225,25;255,33
2011;860021302;34.948,37;23.231,29;11.717,08;2.867,55;4.146,51;-;4.703,03;1.569,72;1.068,06;-;-;-;5.204,69;1.884,54;-;3.320,15;163,5;314,6
2010;860021302;32.105,77;20.851,61;11.254,16;2.588,25;4.013,20;-;4.652,71;1.459,14;994,96;-;-;-;5.116,90;1.771,56;-;3.345,34;513,25;353,97
2009;860021302;18.706,11;12.743,88;5.962,23;2.332,37;3.051,67;-;578,19;1.239,06;1.302,00;-;-;-;515,25;140;-;375,25;203,42;161,86
2008;860021302;33.039,84;22.569,08;10.470,75;2.870,30;2.619,48;-;4.980,97;1.369,31;861,12;-;-;-;5.489,16;1.890,00;-;3.599,16;274,13;0
2007;860021302;24.108,37;16.276,30;7.832,07;2.275,87;2.146,12;-;3.410,08;658,02;601,52;-;-;-;3.466,58;1.246,37;-;2.220,21;-;-
2006;860021302;28.407,71;19.773,03;8.634,69;2.046,71;2.449,46;-;4.138,52;496,23;413,49;-;-;-72,17;4.221,26;1.687,37;-;2.461,71;-;-
