BALANCE GENERAL;NIT;Caja;Bancos;Cuentas De Ahorro;Fondos;SUBTOTAL DISPONIBLE;INVERSIONES CP;Clientes;Cuentas Corrientes Comerciales;Deudas De Difícil Cobro;Provisiones (db);TOTAL DEUDORES COMERCIALES;Cuentas Por Cobrar A Socios y Accionistas;Anticipos y Avances;Anticipo De Imptos. y Contrib.O Saldos A Favor;Cuentas Por Cobrar a Trabajadores;Activos Biológicos CP;Deudores Varios / Otros Activos No Financieros;TOTAL OTROS DEUDORES;Materias Primas;Productos En Proceso;Productos Terminados;M/Cías No Fabricadas Por La Emp;Materiales, Repuestos y Accesorios;Otros Inventarios y Provisiones;SUBTOTAL INVENTARIOS;Gastos Pagados Por Anticipado;Cargos Diferidos;Amortización Acumulada y Otros;SUBTOTAL DIFERIDO;TOTAL ACTIVO CORRIENTE;Inversiones LP;Activos biológicos no corrientes;CxC comerciales y otras CxC no corrientes;Subtotal Deudores A Largo Plazo;Propiedades Planta Y Equipo;Plusvalía;Activos intangibles distintos de la plusvalía;Subtotal Intangibles;Subtotal Diferidos;Inventarios no corrientes;Activos por impuestos corrientes, no corriente;Otros activos no financieros no corrientes;Activos LP pignorados como garantía para Vender;Subtotal Otros Activos;De Inversiones Y Otros;De Propiedades Planta Y Equipo;Subtotal Valorizaciones;TOTAL ACTIVO NO CORRIENTE;TOTAL ACTIVO;Obligaciones Financieras;Proveedores CP;Costos y Gastos Por Pagar;Retención En La Fuente;Deudas Con Accionistas O Socios;Impuesto A Las Ventas Retenido;Impuesto De Industria y Comercio Retenido;Provisiones, Retenciones y Aportes de Nómina;Otras provisiones corrientes;Acreedores;Otras Cuenta Por Pagar;SUBTOTAL CUENTAS POR PAGAR;IMPUESTOS GRAVAMENES Y TASAS;OBLIGACIONES LABORALES;SUBTOTAL PASIVOS ESTIMAD. Y PROVIS.;DIFERIDOS;Anticipos y Avances Recibidos;Otros;SUBTOTAL OTROS PASIVOS;SUBTOTAL BONOS Y PAPELES COMERCIA.;TOTAL PASIVO CORRIENTE;Obligaciones Financieras;Proveedores LP;Subtotal Cuentas Por Pagar;Impuestos Gravámenes y Tasas;Obligaciones Laborales;Subtotal Pasivos Estimad. y Provis.;Subtotal Diferidos;Subtotal Otros Pasivos;Subtotal Bonos y Papeles Comercia.;TOTAL PASIVO NO CORRIENTE;TOTAL PASIVO;Capital Suscrito y Pagado;Prima de emisión;Acciones propias en cartera;Aportes Sociales y Otros;SUBTOTAL CAPITAL SOCIAL;SUBTOTAL SUPERAVIT DE CAPITAL;RESERVAS;REVALORIZACION DEL PATRIMONIO;DIVIDEN. O PARTC. DECRET. EN ACC.O CUOTAS;RESULTADOS DEL EJERCICIO;RESULTADOS DE EJERCICIOS ANTERIORES;SUPERAVIT POR VALORIZACIONES;INVERSIÓN SUPLEMENTARIA AL CAPITAL Y AJUSTES AÑOS ANTERIORES;TOTAL PATRIMONIO;TOTAL PASIVO Y PATRIMONIO
2020;800230447;423,18;54.053,19;0;-;54.476,38;0,01;67.702,41;-;-;1.928,86;65.773,55;0;4.123,61;5.076,53;-;0;5.117,13;14.317,27;-;-;-;-;-;7.375,04;7.375,04;-;-;-;-;141.942,25;0;0;0;0;13.522,52;0;747,85;747,85;2.432,63;0;0;0;0;0;-;-;-;16.703,00;158.645,25;3.696,22;62.708,30;-;-;-;-;-;-;0;-;438,08;438,08;0;-;28.942,42;-;-;16.100,47;16.100,47;-;111.885,49;2.326,78;0;0;0;-;-;0;0;-;2.326,78;114.212,27;458,29;466,57;0;-;924,86;0;375,17;0;-;-;43.132,95;-;0;44.432,98;158.645,25
2019;800230447;-;37.976,79;-;-;37.976,79;0;75.683,35;-;-;-;75.683,35;-;0;7.812,73;-;0;3.591,08;11.403,81;-;-;-;-;-;8.855,23;8.855,23;-;-;-;-;133.919,17;0;0;0;0;20.734,49;0;931,53;931,53;2.082,71;0;0;0;0;0;-;-;-;23.748,74;157.667,91;9.611,72;64.089,95;-;-;-;-;-;27.158,64;507,6;-;16.364,91;44.031,15;0;-;-;-;-;-;-;-;117.732,82;0;0;0;0;-;-;0;0;-;0;117.732,82;458,29;466,57;0;-;924,86;0;375,17;0;-;-;38.635,06;-;0;39.935,09;157.667,91
2018;800230447;-;15.955,87;-;-;15.955,87;0;68.977,75;-;-;-;68.977,75;-;0;11.870,19;-;0;2.336,70;14.206,89;-;-;-;-;-;8.200,72;8.200,72;-;-;-;-;107.341,23;0;0;0;0;12.754,78;0;967,6;967,6;814,68;0;0;0;0;0;-;-;-;14.537,06;121.878,29;0;51.873,42;-;-;-;-;-;28.013,12;316,81;15.417,86;0;43.747,78;0;-;-;-;-;-;-;-;95.621,21;0;0;0;0;-;-;0;0;-;0;95.621,21;458,29;466,57;0;-;924,86;0;375,17;0;-;-;24.957,06;-;0;26.257,09;121.878,29
2017;800230447;493,55;2.683,19;-;-;3.176,74;7.035,82;68.151,23;-;-;-;68.151,23;0;0;11.816,65;-;0;1.438,20;13.254,85;-;-;-;-;-;6.364,53;6.364,53;-;-;-;-;97.983,16;0;0;0;0;7.511,84;0;363,24;363,24;1.800,19;0;0;0;0;0;-;-;-;9.675,26;107.658,42;0;51.288,09;13.367,34;-;-;-;-;26.710,62;857,09;-;0;40.935,05;0;-;-;-;-;-;-;-;92.223,14;0;0;-;0;0;0;0;0;-;0;92.223,14;458,29;466,57;0;-;924,86;0;375,17;0;-;-;14.135,24;-;0;15.435,27;107.658,42
2016;800230447;-;16.619,78;-;-;16.619,78;0;60.068,31;-;-;-;60.068,31;-;0;10.094,79;-;0;1.356,31;11.451,11;-;-;-;-;-;5.626,87;5.626,87;-;-;-;-;93.766,06;0;0;0;0;7.569,73;0;455,03;455,03;0;0;4.060,86;0;0;4.060,86;-;-;-;12.085,62;105.851,68;0;81.374,34;-;-;-;-;-;0;1.357,75;-;0;1.357,75;11.871,75;-;-;-;-;-;-;-;94.603,84;0;0;0;0;-;-;0;0;-;0;94.603,84;458,29;466,57;0;-;924,86;0;375,17;0;-;-;9.947,81;-;0;11.247,84;105.851,68
2015;800230447;-;13.264,97;-;-;13.264,97;0;54.511,58;-;-;-;54.511,58;0;0;15.107,75;-;0;3.545,40;18.653,14;-;-;-;-;-;3.208,94;3.208,94;-;-;-;-;89.638,63;0;0;0;0;7.901,38;0;93,15;93,15;2,8;0;0;0;0;0;-;-;-;7.997,32;97.635,96;0;75.271,16;-;-;-;-;-;0;1.077,66;-;0;1.077,66;11.289,16;-;-;-;-;0;0;-;87.637,97;0;0;0;0;-;-;0;0;-;0;87.637,97;458,29;466,57;0;-;924,86;0;375,17;0;-;6.613,17;2.084,79;-;0;9.997,99;97.635,96
2014;800230447;650,45;11.264,09;1.335,35;0;13.249,88;1.946,86;67.639,15;0;580,27;596,75;67.622,68;0;4.374,95;10.800,63;26,2;-;5.325,65;20.527,43;5.161,49;0;0;0;116,74;0;5.278,23;119,05;3.636,50;0;3.755,55;112.380,63;0;-;-;0;5.528,00;-;-;0;5.576,88;-;-;-;-;0;0;24;24;11.128,88;123.509,51;97,5;31.906,70;23.872,73;2.741,20;0;337,03;130,56;1.418,61;-;3.928,37;2.358,73;34.787,23;10.819,48;16.770,81;4.953,73;0;44,09;1.260,14;1.304,23;0;100.639,68;0;0;0;0;0;0;0;0;0;0;100.639,68;458,29;-;-;0;458,29;466,57;375,17;1.696,17;0;19.849,63;0;24;-;22.869,83;123.509,51
2013;800230447;633,77;10.889,89;435,36;0;11.959,02;3.439,96;70.092,03;0;0;3.615,84;66.476,19;0;4.925,47;6.120,52;13,08;-;5.127,27;16.186,34;3.773,62;0;0;0;93,09;0;3.866,71;138,78;4.418,26;0;4.557,04;106.485,27;0;-;-;604,22;6.756,61;-;-;0;5.897,63;-;-;-;-;0;0;26;26;13.284,47;119.769,73;125,05;31.414,96;21.190,40;1.878,17;0;281,68;157,54;1.642,41;-;3.574,47;2.230,39;30.955,05;12.589,53;16.467,92;6.493,60;0;73,86;468;541,86;0;98.587,97;0;0;0;0;0;0;0;0;0;0;98.587,97;458,29;-;-;0;458,29;466,57;375,17;1.696,17;0;18.159,57;0;26;-;21.181,77;119.769,73
2012;800230447;844,45;170,96;281,66;0;1.297,06;55,21;61.270,41;0;0;1.091,95;60.178,46;0;3.028,22;6.538,91;14,52;-;2.235,97;11.817,62;4.516,67;0;0;0;65,29;0;4.581,96;135,03;1.529,57;0;1.664,59;79.594,89;0;-;-;530,84;7.060,87;-;-;0;5.021,58;-;-;-;-;0;0;28;28;12.641,30;92.236,19;679,06;29.607,87;15.129,08;2.024,40;0;496,25;84,57;2.755,90;-;2.258,01;1.704,90;24.453,11;6.801,09;14.156,71;2.305,03;0;0,25;65,62;65,87;0;78.068,73;0;0;0;210,62;0;0;0;0;0;210,62;78.279,35;458,29;-;-;0;458,29;466,57;375,17;1.696,17;0;10.932,64;0;28;-;13.956,84;92.236,19
2011;800230447;672,93;4.373,31;683,84;0;5.730,08;14.073,46;36.841,46;0;0;988,92;35.852,53;0;260,41;4.538,79;13,19;-;989,92;5.802,30;2.049,56;0;0;0;76,29;0;2.125,85;86,63;1.568,79;0;1.655,43;65.239,64;0;-;-;530,84;6.310,34;-;-;0;3.388,66;-;-;-;-;0;0;31;31;10.260,85;75.500,49;81,26;20.987,52;12.270,22;1.563,19;0;363,14;57,17;2.173,44;-;0;3.109,95;19.537,12;5.832,38;12.434,12;2.795,19;146,85;0,52;52,88;53,4;0;61.867,83;0;0;0;421,24;0;0;0;0;0;421,24;62.289,07;458,29;-;-;0;458,29;466,57;375,17;1.696,17;0;10.184,22;0;31;-;13.211,42;75.500,49
