BALANCE GENERAL;NIT;Caja;Bancos;Cuentas De Ahorro;Fondos;SUBTOTAL DISPONIBLE;INVERSIONES CP;Clientes;Cuentas Corrientes Comerciales;Deudas De Difícil Cobro;Provisiones (db);TOTAL DEUDORES COMERCIALES;Cuentas Por Cobrar A Socios y Accionistas;Anticipos y Avances;Anticipo De Imptos. y Contrib.O Saldos A Favor;Cuentas Por Cobrar a Trabajadores;Activos Biológicos CP;Deudores Varios / Otros Activos No Financieros;TOTAL OTROS DEUDORES;Materias Primas;Productos En Proceso;Productos Terminados;M/Cías No Fabricadas Por La Emp;Materiales, Repuestos y Accesorios;Otros Inventarios y Provisiones;SUBTOTAL INVENTARIOS;Gastos Pagados Por Anticipado;Cargos Diferidos;Amortización Acumulada y Otros;SUBTOTAL DIFERIDO;TOTAL ACTIVO CORRIENTE;Inversiones LP;Activos biológicos no corrientes;CxC comerciales y otras CxC no corrientes;Subtotal Deudores A Largo Plazo;Propiedades Planta Y Equipo;Plusvalía;Activos intangibles distintos de la plusvalía;Subtotal Intangibles;Subtotal Diferidos;Inventarios no corrientes;Activos por impuestos corrientes, no corriente;Otros activos no financieros no corrientes;Activos LP pignorados como garantía para Vender;Subtotal Otros Activos;De Inversiones Y Otros;De Propiedades Planta Y Equipo;Subtotal Valorizaciones;TOTAL ACTIVO NO CORRIENTE;TOTAL ACTIVO;Obligaciones Financieras;Proveedores CP;Costos y Gastos Por Pagar;Retención En La Fuente;Deudas Con Accionistas O Socios;Impuesto A Las Ventas Retenido;Impuesto De Industria y Comercio Retenido;Provisiones, Retenciones y Aportes de Nómina;Otras provisiones corrientes;Acreedores;Otras Cuenta Por Pagar;SUBTOTAL CUENTAS POR PAGAR;IMPUESTOS GRAVAMENES Y TASAS;OBLIGACIONES LABORALES;SUBTOTAL PASIVOS ESTIMAD. Y PROVIS.;DIFERIDOS;Anticipos y Avances Recibidos;Otros;SUBTOTAL OTROS PASIVOS;SUBTOTAL BONOS Y PAPELES COMERCIA.;TOTAL PASIVO CORRIENTE;Obligaciones Financieras;Proveedores LP;Subtotal Cuentas Por Pagar;Impuestos Gravámenes y Tasas;Obligaciones Laborales;Subtotal Pasivos Estimad. y Provis.;Subtotal Diferidos;Subtotal Otros Pasivos;Subtotal Bonos y Papeles Comercia.;TOTAL PASIVO NO CORRIENTE;TOTAL PASIVO;Capital Suscrito y Pagado;Prima de emisión;Acciones propias en cartera;Aportes Sociales y Otros;SUBTOTAL CAPITAL SOCIAL;SUBTOTAL SUPERAVIT DE CAPITAL;RESERVAS;REVALORIZACION DEL PATRIMONIO;DIVIDEN. O PARTC. DECRET. EN ACC.O CUOTAS;RESULTADOS DEL EJERCICIO;RESULTADOS DE EJERCICIOS ANTERIORES;SUPERAVIT POR VALORIZACIONES;INVERSIÓN SUPLEMENTARIA AL CAPITAL Y AJUSTES AÑOS ANTERIORES;TOTAL PATRIMONIO;TOTAL PASIVO Y PATRIMONIO
2020;800244387;6.125,01;9.469,02;0;-;15.594,03;1.710,22;8.325,85;-;-;26,25;8.299,59;0;2.112,77;5.998,83;-;0;2.518,65;10.630,25;-;-;-;-;-;21.932,21;21.932,21;-;-;-;-;58.166,29;0;0;0;0;343.003,37;282,38;3.221,69;3.504,06;0;0;0;9,25;0;9,25;-;-;-;346.516,69;404.682,98;36.238,15;43.324,13;-;-;-;-;-;-;0;-;0;0;4.115,17;-;12.497,80;-;-;4.128,14;4.128,14;-;100.303,41;319.068,50;0;350,85;0;-;-;0;0;-;319.419,35;419.722,75;2.949,09;216.739,05;0;-;219.688,15;0;-1.382,31;85.454,03;-;-;-318.799,64;-;0;-15.039,78;404.682,98
2019;800244387;-;21.597,76;-;-;21.597,76;0;2.006,12;-;-;-;2.006,12;-;0;7.177,40;-;0;1.593,56;8.770,96;-;-;-;-;-;16.503,48;16.503,48;-;-;-;-;48.878,32;0;0;0;0;378.033,09;282,38;4.539,33;4.821,71;0;0;0;9,25;0;9,25;-;-;-;382.864,05;431.742,37;12.099,06;74.863,27;-;-;-;-;-;12.197,90;0;-;28,48;12.226,38;10.681,66;-;-;-;-;-;-;-;109.870,37;179.301,76;129.039,13;402,6;0;-;-;0;0;-;308.743,49;418.613,87;2.949,09;216.739,05;0;-;219.688,15;0;-684,65;65.532,64;-;-;-271.407,63;-;0;13.128,50;431.742,37
2018;800244387;-;19.208,56;-;-;19.208,56;1.066,40;2.992,90;-;-;-;2.992,90;-;0;8.830,32;-;0;2.033,91;10.864,23;-;-;-;-;-;19.249,16;19.249,16;-;-;-;-;53.381,25;0;0;0;0;216.603,22;282,38;3.534,16;3.816,54;0;0;0;152,05;0;152,05;-;-;-;220.571,81;273.953,06;653,49;49.243,51;-;-;-;-;-;12.023,54;0;166,01;0;12.189,55;9.073,48;-;-;-;-;-;-;-;71.160,04;14.067,03;147.571,44;347,23;0;-;-;0;0;-;161.985,70;233.145,73;2.949,09;216.739,05;0;-;219.688,15;0;635,65;54.735,34;-;-;-234.251,80;-;0;40.807,33;273.953,06
2017;800244387;8.169,57;3.319,28;-;-;11.488,85;2.985,81;4.734,49;-;-;-;4.734,49;0;0;5.253,38;-;0;2.089,40;7.342,77;-;-;-;-;-;20.554,76;20.554,76;-;-;-;-;47.106,69;0;0;0;0;200.032,91;282,38;3.571,59;3.853,97;0;0;0;152,05;0;152,05;-;-;-;204.038,93;251.145,62;953,65;162.936,61;67,8;-;-;-;-;12.951,41;0;-;0;13.019,21;9.075,15;-;-;-;-;-;-;-;185.984,62;3.639,70;23.552,09;-;0;0;5.065,77;333,82;0;-;32.591,38;218.576,00;2.949,09;216.739,05;0;-;219.688,15;0;-536,04;22.426,72;-;-;-209.009,22;-;0;32.569,61;251.145,62
2016;800244387;-;12.561,66;-;-;12.561,66;50,49;15.557,83;-;-;-;15.557,83;-;0;5.994,58;-;0;5.943,28;11.937,86;-;-;-;-;-;15.356,80;15.356,80;-;-;-;-;55.464,64;0;0;0;0;192.743,96;282,38;3.717,16;3.999,54;0;0;0;152,05;0;152,05;-;-;-;196.895,55;252.360,19;554,88;43.681,92;-;-;-;-;-;12.805,87;0;-;71,75;12.877,62;6.139,63;-;-;-;-;-;-;-;63.254,06;4.186,24;134.945,46;5.058,38;0;-;-;1.823,49;0;-;146.013,57;209.267,62;2.949,09;216.739,05;0;-;219.688,15;0;-67,19;0;-;-;-176.528,39;-;0;43.092,57;252.360,19
2015;800244387;-;5.975,54;-;-;5.975,54;2.179,18;12.775,81;-;-;-;12.775,81;0;0;7.205,87;-;0;2.052,77;9.258,64;-;-;-;-;-;16.476,94;16.476,94;-;-;-;-;46.666,12;0;0;0;0;194.983,98;282,38;4.284,63;4.567,01;0;0;0;152,05;0;152,05;-;-;-;199.703,04;246.369,15;559,82;36.365,88;-;-;-;-;-;9.955,41;0;-;134,48;10.089,88;5.386,27;-;-;-;-;0;0;-;52.401,85;4.762,66;130.063,40;5.059,14;0;-;-;0;0;-;139.885,21;192.287,06;2.949,09;216.739,05;0;-;219.688,14;0;2.061,51;0;-;-62.716,90;-104.950,67;-;0;54.082,10;246.369,15
2014;800244387;3.193,08;224,41;6.776,88;0;10.194,37;0;541,13;61,54;0;125,62;477,06;0;1.237,82;5.467,27;8,4;-;12.514,61;19.228,08;0;0;0;7.645,67;644,06;2.405,88;10.695,61;1.636,65;0;0;1.636,65;42.231,76;4.324,53;-;-;0;96.842,80;-;-;4.930,91;44.198,65;-;-;-;-;0;0;82.721,93;82.721,93;233.018,83;275.250,58;76.988,92;24.596,09;6.903,28;1.322,10;0;139,59;76,64;328,52;-;693,63;1.637,41;11.101,18;5.612,14;3.905,34;6.646,69;130,17;5,9;0;5,9;0;128.986,41;5.181,87;0;3.649,46;0;0;0;0;430,64;0;9.261,97;138.248,38;2.949,09;-;-;0;2.949,09;220.275,56;0;11.175,13;0;-28.468,87;-151.650,64;82.721,93;-;137.002,20;275.250,58
2013;800244387;5.893,45;347,48;6.864,81;5,24;13.110,97;0;366,91;0;0;160,76;206,15;0;504,48;3.512,48;80,52;-;11.984,54;16.082,02;0;0;0;10.771,35;479,11;498,14;11.748,60;1.761,54;0;0;1.761,54;42.909,27;4.916,28;-;-;0;91.536,74;-;-;5.560,95;40.990,88;-;-;-;-;0;0;102.335,63;102.335,63;245.340,48;288.249,75;412,62;18.063,10;7.453,00;1.363,71;0;123,21;90,9;341,94;-;503,11;1.468,46;11.344,34;6.479,23;3.879,53;5.056,54;118,56;0;4,51;4,51;0;45.358,43;5.620,23;0;30.995,46;0;0;0;0;34.066,35;0;70.682,04;116.040,47;2.949,09;-;-;0;2.949,09;207.400,06;0;11.175,13;0;-34.924,49;-116.726,15;102.335,63;-;172.209,28;288.249,75
2012;800244387;3.646,91;67,17;1.504,75;51,59;5.270,41;0;883,77;122,14;0;228,7;777,21;0;2.415,62;3.220,13;55,44;-;10.808,78;16.499,96;0;0;0;9.688,74;283,25;1.059,91;11.031,90;1.653,79;0;0;1.653,79;35.233,28;3.652,76;-;-;0;92.195,17;-;-;5.731,42;38.211,22;-;-;-;-;0;0;33.939,23;33.939,23;173.729,81;208.963,08;393,9;19.334,39;4.805,06;907,73;0;736,72;76,66;529,1;-;396,02;2.719,82;10.171,11;4.966,49;3.090,64;5.865,35;51,49;0;3,01;3,01;0;43.876,37;6.022,05;0;24.892,42;1.694,49;0;0;0;11.794,51;0;44.403,46;88.279,83;2.949,09;-;-;0;2.949,09;189.345,94;0;11.175,13;0;-4.175,75;-112.550,40;33.939,23;-;120.683,25;208.963,08
2011;800244387;3.367,28;526,26;900,7;0;4.794,23;0;558,42;3.093,65;0;3.207,33;444,74;0;1.405,29;1.963,96;22,58;-;5.943,03;9.334,85;0;0;0;10.340,96;390,86;249,46;10.981,28;1.981,55;0;0;1.981,55;27.536,64;3.371,78;-;-;0;74.595,94;-;-;1.689,42;27.906,73;-;-;-;-;0;0;31.470,74;31.470,74;139.034,62;166.571,26;0;17.134,36;4.643,50;1.558,84;0;186,25;70,83;451,34;-;326,79;2.665,13;9.902,68;3.982,86;2.683,09;5.150,27;7,57;101,14;4,14;105,28;0;38.966,11;0;0;1.443,30;3.388,97;0;0;0;8.189,03;0;13.021,30;51.987,40;2.949,02;-;-;0;2.949,02;181.539,38;0;11.175,13;0;-3.938,45;-108.611,96;31.470,74;-;114.583,86;166.571,26
2010;800244387;1.578,88;817,27;3.769,34;10;6.175,49;0;545,43;3.004,04;0;3.007,30;542,17;0;580,39;1.503,60;131,24;-;7.373,93;9.589,16;0;0;0;4.271,40;337,35;2.617,79;7.226,55;2.223,87;0;0;2.223,87;25.757,23;1.917,40;-;-;0;66.175,05;-;-;1.398,08;22.192,63;-;-;-;-;0;0;32.792,75;32.792,75;124.475,91;150.233,14;0;13.113,23;4.131,88;601,17;0;372,56;49,02;387,61;-;275,14;1.813,88;7.631,27;3.162,22;2.268,56;3.600,73;11,56;68,1;29,42;97,52;0;29.885,08;0;0;1.362,18;0;0;0;0;401,94;0;1.764,11;31.649,19;2.949,02;-;-;0;2.949,02;180.279,00;0;11.175,13;0;-11.586,42;-97.025,54;32.792,75;-;118.583,95;150.233,14
2009;800244387;1.402,48;1.295,76;2.882,39;1,61;5.582,24;0;183,3;3.006,51;51,78;3.304,12;-62,53;0;994,49;2.466,35;272;-;9.491,01;13.223,85;0;0;0;4.590,80;315,5;1.498,02;6.404,31;2.506,33;0;0;2.506,33;27.654,20;5.860,57;-;-;0;66.703,79;-;-;901,6;23.335,96;-;-;-;-;0;0;20.795,43;20.795,43;117.597,35;145.251,54;0;9.633,86;1.175,86;165,67;0;0;71,18;316,43;-;224,63;4.098,28;6.052,06;4.357,87;1.871,38;1.924,54;46,75;5,25;11,78;17,03;0;23.903,47;0;0;2.684,42;0;0;0;0;490,62;0;3.175,03;27.078,50;2.949,02;-;-;0;2.949,02;180.279,00;0;11.175,13;0;-952,91;-96.072,64;20.795,43;-;118.173,04;145.251,54
2008;800244387;1.542,91;660,57;134,73;24;2.362,21;848,5;247,42;3.070,36;0;3.163,24;154,54;0;2.973,98;1.958,06;501,01;-;5.791,12;11.224,17;0;0;0;4.154,81;256,42;1.809,33;6.220,56;2.534,09;0;0;2.534,09;23.344,06;4.163,15;-;-;0;62.761,64;-;-;447,74;20.765,11;-;-;-;-;0;0;19.495,48;19.495,48;107.633,12;130.977,19;2.300,53;6.711,75;776,04;80,5;0;8,86;42,21;265,07;-;187,35;1.676,26;3.036,30;2.676,18;1.512,52;4.811,78;4,12;0;13,4;13,4;0;21.066,58;0;0;1.168,44;0;0;0;0;471,15;0;1.639,60;22.706,18;2.899,02;-;-;0;2.899,02;170.774,00;0;11.175,13;0;-10.214,34;-85.858,29;19.495,48;-;108.271,01;130.977,19
2007;800244387;1.169,33;1.089,66;1.158,34;0;3.417,33;0;209,03;7.491,19;0;3.228,86;4.471,36;0;1.441,59;849,45;213,75;-;244,28;2.749,06;0;0;0;2.469,62;886,78;920,55;4.276,94;2.714,88;0;0;2.714,88;17.629,57;4.635,86;-;-;0;54.342,70;-;-;4.216,29;18.766,30;-;-;-;-;0;0;3.585,26;3.585,26;85.546,42;103.175,98;1.634,89;6.998,66;133,31;166,11;0;9,93;28,65;197,39;-;128,59;948,71;1.612,70;609,68;926,4;5.088,02;23,7;209,25;398,93;608,18;0;17.502,22;0;0;0;0;0;0;0;0;0;0;17.502,22;2.754,02;-;-;0;2.754,02;150.195,00;0;11.175,13;0;-4.407,15;-77.628,51;3.585,26;-;85.673,76;103.175,98
2006;800244387;69,95;818,44;872,91;0;1.761,30;0;503,51;5.804,38;301,76;2.872,56;3.737,09;0;2.616,56;957,37;471,77;-;921,4;4.967,10;0;0;0;1.779,09;1.105,42;-19,99;2.864,52;3.241,20;0;0;3.241,20;16.571,21;5.225,01;-;-;0;55.957,23;-;-;8.431,02;16.301,88;-;-;-;-;0;0;1.320,33;1.320,33;87.235,47;103.806,69;8.399,47;6.819,67;225,78;305,3;0;113,07;31,39;153,54;-;18,35;376,22;1.223,64;2.702,24;667,06;3.627,79;24,86;1.168,87;400,22;1.569,10;0;25.033,83;49.253,38;0;14.943,19;0;0;0;0;0;0;64.196,57;89.230,39;1.115,02;-;-;0;1.115,02;73.902,19;0;9.954,48;0;-2.667,34;-69.048,39;1.320,33;-;14.576,30;103.806,69
