BALANCE GENERAL;NIT;Caja;Bancos;Cuentas De Ahorro;Fondos;SUBTOTAL DISPONIBLE;INVERSIONES CP;Clientes;Cuentas Corrientes Comerciales;Deudas De Difícil Cobro;Provisiones (db);TOTAL DEUDORES COMERCIALES;Cuentas Por Cobrar A Socios y Accionistas;Anticipos y Avances;Anticipo De Imptos. y Contrib.O Saldos A Favor;Cuentas Por Cobrar a Trabajadores;Activos Biológicos CP;Deudores Varios / Otros Activos No Financieros;TOTAL OTROS DEUDORES;Materias Primas;Productos En Proceso;Productos Terminados;M/Cías No Fabricadas Por La Emp;Materiales, Repuestos y Accesorios;Otros Inventarios y Provisiones;SUBTOTAL INVENTARIOS;Gastos Pagados Por Anticipado;Cargos Diferidos;Amortización Acumulada y Otros;SUBTOTAL DIFERIDO;TOTAL ACTIVO CORRIENTE;Inversiones LP;Activos biológicos no corrientes;CxC comerciales y otras CxC no corrientes;Subtotal Deudores A Largo Plazo;Propiedades Planta Y Equipo;Plusvalía;Activos intangibles distintos de la plusvalía;Subtotal Intangibles;Subtotal Diferidos;Inventarios no corrientes;Activos por impuestos corrientes, no corriente;Otros activos no financieros no corrientes;Activos LP pignorados como garantía para Vender;Subtotal Otros Activos;De Inversiones Y Otros;De Propiedades Planta Y Equipo;Subtotal Valorizaciones;TOTAL ACTIVO NO CORRIENTE;TOTAL ACTIVO;Obligaciones Financieras;Proveedores CP;Costos y Gastos Por Pagar;Retención En La Fuente;Deudas Con Accionistas O Socios;Impuesto A Las Ventas Retenido;Impuesto De Industria y Comercio Retenido;Provisiones, Retenciones y Aportes de Nómina;Otras provisiones corrientes;Acreedores;Otras Cuenta Por Pagar;SUBTOTAL CUENTAS POR PAGAR;IMPUESTOS GRAVAMENES Y TASAS;OBLIGACIONES LABORALES;SUBTOTAL PASIVOS ESTIMAD. Y PROVIS.;DIFERIDOS;Anticipos y Avances Recibidos;Otros;SUBTOTAL OTROS PASIVOS;SUBTOTAL BONOS Y PAPELES COMERCIA.;TOTAL PASIVO CORRIENTE;Obligaciones Financieras;Proveedores LP;Subtotal Cuentas Por Pagar;Impuestos Gravámenes y Tasas;Obligaciones Laborales;Subtotal Pasivos Estimad. y Provis.;Subtotal Diferidos;Subtotal Otros Pasivos;Subtotal Bonos y Papeles Comercia.;TOTAL PASIVO NO CORRIENTE;TOTAL PASIVO;Capital Suscrito y Pagado;Prima de emisión;Acciones propias en cartera;Aportes Sociales y Otros;SUBTOTAL CAPITAL SOCIAL;SUBTOTAL SUPERAVIT DE CAPITAL;RESERVAS;REVALORIZACION DEL PATRIMONIO;DIVIDEN. O PARTC. DECRET. EN ACC.O CUOTAS;RESULTADOS DEL EJERCICIO;RESULTADOS DE EJERCICIOS ANTERIORES;SUPERAVIT POR VALORIZACIONES;INVERSIÓN SUPLEMENTARIA AL CAPITAL Y AJUSTES AÑOS ANTERIORES;TOTAL PATRIMONIO;TOTAL PASIVO Y PATRIMONIO
2020;891408584;3.057,72;4.228,57;0;-;7.286,29;804,82;6.773,53;-;-;258,4;6.515,13;0;0;7.191,74;-;0;32.208,26;39.400,00;-;-;-;-;-;10.734,02;10.734,02;-;-;-;-;64.740,25;0;0;0;0;180.116,38;0;0;0;35.278,76;0;0;197,97;0;197,97;-;-;-;215.593,10;280.333,36;0;72.114,71;-;-;-;-;-;-;0;-;0;0;7.128,14;-;0;-;-;0;0;-;79.242,85;5.143,30;0;0;0;-;-;38.659,27;98.554,72;-;142.357,29;221.600,14;4.310,09;0;0;-;4.310,09;1.921,18;2.179,41;0;-;-;50.322,54;-;0;58.733,22;280.333,36
2019;891408584;-;10.499,45;-;-;10.499,45;15.246,78;13.207,08;-;-;-;13.207,08;-;0;8.104,92;-;0;0;8.104,92;-;-;-;-;-;8.780,33;8.780,33;-;-;-;-;55.838,56;197,97;0;0;0;179.372,50;0;0;0;35.221,43;0;0;0;0;0;-;-;-;214.791,89;270.630,45;0;79.663,13;-;-;-;-;-;0;0;-;0;0;8.691,80;-;-;-;-;-;-;-;88.354,93;125,28;0;0;0;-;-;38.272,66;95.087,26;-;133.485,19;221.840,12;4.310,09;0;0;-;4.310,09;889,31;2.179,41;0;-;-;41.411,51;-;0;48.790,33;270.630,45
2018;891408584;-;14.128,12;-;-;14.128,12;11.727,72;8.824,53;-;-;-;8.824,53;-;0;6.772,53;-;0;0;6.772,53;-;-;-;-;-;10.547,25;10.547,25;-;-;-;-;52.000,16;0;0;0;0;50.252,70;0;0;0;303,39;0;0;7,95;0;7,95;-;-;-;50.564,04;102.564,20;0;45.045,17;-;-;-;-;-;0;0;0;0;0;9.387,85;-;-;-;-;-;-;-;54.433,03;264,97;0;0;0;-;-;2.624,92;6.162,22;-;9.052,11;63.485,13;4.310,09;0;0;-;4.310,09;889,31;2.179,41;0;-;-;31.700,26;-;0;39.079,07;102.564,20
2017;891408584;4.142,95;11.896,56;-;-;16.039,51;4.274,28;9.043,29;-;-;-;9.043,29;0;2.840,85;7.911,41;-;0;0;10.752,26;-;-;-;-;-;8.273,06;8.273,06;-;-;-;-;48.382,39;0;0;0;0;42.057,51;0;0;0;172,77;0;0;7,95;0;7,95;-;-;-;42.238,23;90.620,62;0;32.746,62;0;-;-;-;-;0;0;-;0;0;13.888,27;-;-;-;-;-;-;-;46.634,90;211,74;0;-;0;0;0;2.298,50;7.603,40;-;10.113,64;56.748,53;4.310,09;0;0;-;4.310,09;889,31;2.179,41;0;-;-;26.493,28;-;0;33.872,09;90.620,62
2016;891408584;-;13.473,02;-;-;13.473,02;675,12;9.833,55;-;-;-;9.833,55;-;0;341,49;-;0;0;341,49;-;-;-;-;-;8.160,43;8.160,43;-;-;-;-;32.483,60;0;0;0;0;40.634,09;0;0;0;262,12;0;0;7,95;0;7,95;-;-;-;40.904,16;73.387,77;33,38;29.439,57;-;-;-;-;-;0;0;-;0;0;5.509,79;-;-;-;-;-;-;-;34.982,74;270,11;0;0;0;-;-;2.018,31;8.888,44;-;11.176,86;46.159,59;4.310,09;0;0;-;4.310,09;0;2.179,41;0;-;-;20.738,67;-;0;27.228,17;73.387,77
2015;891408584;2.229,52;10.404,03;133,98;0;12.767,52;2.056,45;4.601,97;0;0;6,76;4.595,21;0;1.339,29;5.781,73;317,13;-;531,03;7.969,17;0;0;0;6.992,26;0;0;6.992,26;339,51;0;0;339,51;34.720,13;0;-;-;0;26.741,51;-;-;7,95;7.536,34;-;-;-;-;0;0;17.843,64;17.843,64;52.129,44;86.849,57;0;10.716,80;0;434,79;0;0;9,89;467,32;-;1.304,12;7.589,84;9.805,96;9.152,73;4.791,77;1.189,16;0;255,26;0;255,26;0;35.911,68;3.606,01;0;0;0;0;0;10.130,45;0;0;13.736,47;49.648,14;4.310,09;-;-;0;4.310,09;0;2.179,41;1.025,69;0;6.944,79;4.897,82;17.843,64;-;37.201,43;86.849,57
2014;891408584;1.822,72;8.483,12;73,55;2.266,19;12.645,58;0;2.179,59;0;0;6,76;2.172,84;1.432,72;1.337,82;4.000,72;201,46;-;449;7.421,73;0;0;0;5.893,81;0;0;5.893,81;331,01;11.211,77;0;11.542,77;39.676,73;0;-;-;0;26.264,80;-;-;7,95;0;-;-;-;-;0;0;17.843,64;17.843,64;44.116,39;83.793,12;7.027,48;10.605,23;6.584,13;417,63;0;8,73;0;248,08;-;738,38;0;7.996,95;7.317,24;4.111,51;765,53;11.249,02;173,76;0,02;173,78;0;49.246,72;0;0;0;0;0;0;0;0;0;0;49.246,72;4.310,09;-;-;0;4.310,09;0;2.179,41;1.177,76;0;5.347,44;3.688,06;17.843,64;-;34.546,40;83.793,12
2013;891408584;518,13;3.158,26;129,39;0;3.805,78;1.569,71;2.500,59;0;0;3,53;2.497,06;820,85;1.240,09;2.152,05;105,99;-;375,89;4.694,87;0;0;0;5.841,34;0;0;5.841,34;399,66;11.841,01;0;12.240,66;30.649,43;0;-;-;0;19.321,36;-;-;954,43;0;-;-;-;-;0;0;4.938,74;4.938,74;25.214,53;55.863,96;8.985,38;10.568,57;5.660,81;315,7;0;0;3,12;355,9;-;531,65;577,35;7.444,53;6.245,33;3.392,30;865,22;0;35,9;0,02;35,92;0;37.537,26;0;0;0;0;0;0;0;0;0;0;37.537,26;4.310,09;-;-;0;4.310,09;0;2.179,41;1.344,12;0;3.733,63;1.820,70;4.938,75;-;18.326,70;55.863,96
2012;891408584;151,61;2.984,66;108,55;0;3.244,82;1.378,23;3.815,19;0;0;121,64;3.693,55;477,65;986,12;1.235,79;100,79;-;3.217,10;6.017,44;0;0;0;3.295,49;720,11;4,06;4.019,65;146,33;0;0;146,33;18.500,01;1.000,00;-;-;0;13.444,75;-;-;1.641,06;8.928,02;-;-;-;-;0;0;4.938,74;4.938,74;29.952,56;48.452,58;8.113,91;10.158,86;3.926,39;376,71;0;0,64;1,22;494,77;-;345,42;0;5.145,14;5.201,28;2.789,42;691,35;0;41,71;0,02;41,73;0;32.141,69;0;0;0;0;0;0;0;0;0;0;32.141,69;4.310,09;-;-;0;4.310,09;0;1.941,04;1.510,49;0;2.293,53;1.317,00;4.938,74;-;16.310,89;48.452,58
2011;891408584;137,57;2.162,97;186,96;0;2.487,50;1.161,03;3.257,98;0;0;99,39;3.158,59;242,52;731,94;1.034,59;56,63;-;1.184,11;3.249,79;0;0;0;3.784,45;0;0;3.784,45;258,36;0;0;258,36;14.099,71;500;-;-;0;12.421,91;-;-;2.335,54;5.674,20;-;-;-;-;0;0;4.938,74;4.938,74;25.870,39;39.970,10;4.180,86;8.351,02;3.162,32;380,68;0;0;1,17;397,89;-;336,13;138,61;4.416,80;4.155,20;2.304,16;479,36;0;42,68;0,02;42,7;0;23.930,09;0;0;0;0;0;0;0;0;0;0;23.930,09;4.310,09;-;-;0;4.310,09;0;1.693,74;1.676,85;0;2.473,00;947,6;4.938,74;-;16.040,01;39.970,10
