BALANCE GENERAL;NIT;Caja;Bancos;Cuentas De Ahorro;Fondos;SUBTOTAL DISPONIBLE;INVERSIONES CP;Clientes;Cuentas Corrientes Comerciales;Deudas De Difícil Cobro;Provisiones (db);TOTAL DEUDORES COMERCIALES;Cuentas Por Cobrar A Socios y Accionistas;Anticipos y Avances;Anticipo De Imptos. y Contrib.O Saldos A Favor;Cuentas Por Cobrar a Trabajadores;Activos Biológicos CP;Deudores Varios / Otros Activos No Financieros;TOTAL OTROS DEUDORES;Materias Primas;Productos En Proceso;Productos Terminados;M/Cías No Fabricadas Por La Emp;Materiales, Repuestos y Accesorios;Otros Inventarios y Provisiones;SUBTOTAL INVENTARIOS;Gastos Pagados Por Anticipado;Cargos Diferidos;Amortización Acumulada y Otros;SUBTOTAL DIFERIDO;TOTAL ACTIVO CORRIENTE;Inversiones LP;Activos biológicos no corrientes;CxC comerciales y otras CxC no corrientes;Subtotal Deudores A Largo Plazo;Propiedades Planta Y Equipo;Plusvalía;Activos intangibles distintos de la plusvalía;Subtotal Intangibles;Subtotal Diferidos;Inventarios no corrientes;Activos por impuestos corrientes, no corriente;Otros activos no financieros no corrientes;Activos LP pignorados como garantía para Vender;Subtotal Otros Activos;De Inversiones Y Otros;De Propiedades Planta Y Equipo;Subtotal Valorizaciones;TOTAL ACTIVO NO CORRIENTE;TOTAL ACTIVO;Obligaciones Financieras;Proveedores CP;Costos y Gastos Por Pagar;Retención En La Fuente;Deudas Con Accionistas O Socios;Impuesto A Las Ventas Retenido;Impuesto De Industria y Comercio Retenido;Provisiones, Retenciones y Aportes de Nómina;Otras provisiones corrientes;Acreedores;Otras Cuenta Por Pagar;SUBTOTAL CUENTAS POR PAGAR;IMPUESTOS GRAVAMENES Y TASAS;OBLIGACIONES LABORALES;SUBTOTAL PASIVOS ESTIMAD. Y PROVIS.;DIFERIDOS;Anticipos y Avances Recibidos;Otros;SUBTOTAL OTROS PASIVOS;SUBTOTAL BONOS Y PAPELES COMERCIA.;TOTAL PASIVO CORRIENTE;Obligaciones Financieras;Proveedores LP;Subtotal Cuentas Por Pagar;Impuestos Gravámenes y Tasas;Obligaciones Laborales;Subtotal Pasivos Estimad. y Provis.;Subtotal Diferidos;Subtotal Otros Pasivos;Subtotal Bonos y Papeles Comercia.;TOTAL PASIVO NO CORRIENTE;TOTAL PASIVO;Capital Suscrito y Pagado;Prima de emisión;Acciones propias en cartera;Aportes Sociales y Otros;SUBTOTAL CAPITAL SOCIAL;SUBTOTAL SUPERAVIT DE CAPITAL;RESERVAS;REVALORIZACION DEL PATRIMONIO;DIVIDEN. O PARTC. DECRET. EN ACC.O CUOTAS;RESULTADOS DEL EJERCICIO;RESULTADOS DE EJERCICIOS ANTERIORES;SUPERAVIT POR VALORIZACIONES;INVERSIÓN SUPLEMENTARIA AL CAPITAL Y AJUSTES AÑOS ANTERIORES;TOTAL PATRIMONIO;TOTAL PASIVO Y PATRIMONIO
2020;800213075;549,21;675,69;0;-;1.224,90;2.460,51;1.176,39;-;-;410,28;766,11;0;0;1.218,35;-;0;2.659,00;3.877,35;-;-;-;-;-;4.024,92;4.024,92;-;-;-;-;12.353,78;20.836,85;0;16.579,38;16.579,38;20.831,63;0;74.663,68;74.663,68;0;0;0;27.228,74;0;27.228,74;-;-;-;160.140,28;172.494,06;10.823,95;19.419,29;-;-;-;-;-;-;0;-;0;0;2.547,97;2.752,44;223,4;-;-;472,51;472,51;-;36.239,56;81.567,14;9.900,80;0;0;-;-;4.486,41;27.228,74;-;123.183,09;159.422,65;7.007,70;36.352,56;0;-;43.360,25;0;126,14;0;-;-;-19.701,68;-;-10.713,30;13.071,42;172.494,06
2019;800213075;-;2.259,85;-;-;2.259,85;0;3.456,96;-;-;-;3.456,96;-;0;1.565,99;-;0;445,63;2.011,62;-;-;-;-;-;1.918,90;1.918,90;-;-;-;-;9.647,34;20.836,85;0;11.891,23;11.891,23;12.732,21;0;35.065,36;35.065,36;0;0;0;14.883,86;0;14.883,86;-;-;-;95.409,52;105.056,86;4.622,55;12.923,46;-;-;-;-;-;2.312,90;72,59;-;467,59;2.853,08;2.483,03;-;-;-;-;-;-;-;22.882,12;44.832,00;12.412,20;0;0;-;-;1.988,34;14.883,86;-;74.116,41;96.998,53;2.345,97;12.674,98;0;-;15.020,95;0;126,14;0;-;-;-7.088,77;-;0;8.058,32;105.056,86
2018;800213075;-;1.763,83;-;-;1.763,83;0;10.279,67;-;-;-;10.279,67;-;0;0;-;0;232,46;232,46;-;-;-;-;-;7.281,43;7.281,43;-;-;-;-;19.557,39;20.836,85;0;10.152,47;10.152,47;16.084,33;0;35.402,96;35.402,96;0;0;0;9,88;0;9,88;-;-;-;82.486,49;102.043,88;10.427,10;19.860,33;-;-;-;-;-;2.476,53;222,43;373,78;0;3.072,74;1.984,18;-;-;-;-;-;-;-;35.344,36;45.600,00;3.519,20;0;0;-;-;2.433,22;0;-;51.552,42;86.896,78;23.459,68;20.777,65;0;-;44.237,34;0;126,14;0;-;-;-29.216,39;-;0;15.147,09;102.043,88
2017;800213075;929,91;994,92;-;-;1.924,82;1.098,97;12.513,96;-;-;-;12.513,96;0;0;0;-;0;552,62;552,62;-;-;-;-;-;7.080,81;7.080,81;-;-;-;-;23.171,19;20.837,85;0;14.693,15;14.693,15;19.496,05;0;33.621,25;33.621,25;2.784,41;0;0;11;0;11;-;-;-;91.443,71;114.614,90;14.866,99;18.937,57;568,14;-;-;-;-;2.609,45;0;-;0;3.177,59;1.887,58;-;-;-;-;-;-;-;38.869,73;46.342,83;269,55;-;0;0;0;6.408,94;0;-;53.021,32;91.891,05;21.320,26;16.843,43;0;-;38.163,69;0;126,14;0;-;-;-15.565,99;-;0;22.723,85;114.614,90
2016;800213075;-;10.294,77;-;-;10.294,77;0;12.126,84;-;-;-;12.126,84;-;0;0;-;0;737,37;737,37;-;-;-;-;-;7.590,83;7.590,83;-;-;-;-;30.749,82;20.836,85;0;13.968,02;13.968,02;22.028,51;0;33.353,45;33.353,45;3.899,81;0;0;42,82;0;42,82;-;-;-;94.129,45;124.879,27;10.892,77;13.408,12;-;-;-;-;-;2.655,97;0;-;846,04;3.502,01;1.676,50;-;-;-;-;-;-;-;29.479,41;47.484,00;2.182,73;0;0;-;-;11.580,04;0;-;61.246,77;90.726,18;21.320,26;16.843,43;0;-;38.163,69;0;126,14;0;-;-;-4.136,75;-;0;34.153,09;124.879,27
2015;800213075;-;1.602,35;-;-;1.602,35;0;12.502,90;-;-;-;12.502,90;0;0;0;-;0;424,86;424,86;-;-;-;-;-;4.591,26;4.591,26;-;-;-;-;19.121,37;21.702,52;0;13.194,11;13.194,11;25.787,26;0;33.349,03;33.349,03;2.984,96;0;0;0;0;0;-;-;-;97.017,88;116.139,25;2.933,86;13.095,87;-;-;-;-;-;2.314,88;78,49;-;503,72;2.897,09;1.824,13;-;-;-;-;0;0;-;20.750,95;47.484,00;0;0;0;-;-;9.366,37;0;-;56.850,37;77.601,32;21.320,26;16.843,43;0;-;38.163,69;0;126,14;0;-;3.959,64;-3.711,54;-;0;38.537,94;116.139,25
2014;800213075;484,31;1.361,99;0;0;1.846,29;11;12.837,41;0;0;0;12.837,41;0;391,27;1.300,96;44,75;-;390,29;2.127,28;2.033,56;74,56;854,85;338,2;63,34;475,83;3.840,34;0;609,77;0;609,77;21.272,09;0;-;-;8.828,13;12.457,81;-;-;29.864,27;4.285,67;-;-;-;-;0;0;6.347,95;6.347,95;61.783,83;83.055,92;15.331,46;4.399,81;2.781,75;261,5;0;65,04;59,49;102,06;-;9,82;0;3.279,65;1.563,27;1.874,53;1.419,06;0;161,24;292,73;453,98;0;28.321,75;15.522,96;0;0;1.846,74;0;0;0;0;0;17.369,69;45.691,44;21.320,26;-;-;0;21.320,26;16.843,43;126,14;0;0;-1.603,57;509,77;168,44;-;37.364,48;83.055,92
2013;800213075;434,62;7.255,71;0;0;7.690,33;1.531,42;6.424,91;0;15,34;0;6.440,25;0;345,88;485,13;68,07;-;458,39;1.357,47;2.177,49;5,33;602,94;243,01;126,35;495,91;3.651,03;0;596,05;0;596,05;21.266,54;0;-;-;6.307,63;10.147,99;-;-;33.024,92;3.084,92;-;-;-;-;0;0;6.421,50;6.421,50;58.986,96;80.253,50;5.627,71;4.302,47;3.077,05;142,93;0;47,56;44,45;221,39;-;208,79;0;3.742,15;1.371,99;1.544,69;1.646,58;0;105,32;212,86;318,18;0;18.553,77;21.349,84;0;0;0;0;0;1.381,85;0;0;22.731,68;41.285,45;21.320,26;-;-;0;21.320,26;16.843,43;31,71;0;0;944,36;-340,16;168,44;-;38.968,04;80.253,50
2012;800213075;429,86;1.644,35;0;0;2.074,21;0;5.533,26;0;3,66;53,62;5.483,30;0;188,16;1.942,16;59,41;-;2.755,79;4.945,52;1.777,58;4,3;809,58;298,89;98,2;489,81;3.478,35;358,49;1.983,73;0;2.342,22;18.323,61;0;-;-;0;6.432,64;-;-;36.879,59;0;-;-;-;-;0;0;6.421,50;6.421,50;49.733,73;68.057,33;18.732,69;3.061,56;1.950,03;342,7;0;0;1,97;284,53;-;372,75;0;2.951,97;1.642,33;1.283,90;1.106,05;916,95;91,57;246,62;338,18;0;30.033,65;0;0;0;0;0;0;0;0;0;0;30.033,65;21.320,26;-;-;0;21.320,26;16.843,43;0;0;0;317,07;-625,51;168,44;-;38.023,68;68.057,33
2011;800213075;430,4;4.005,93;0;0;4.436,32;9.708,53;3.652,68;0;51,84;53,62;3.650,89;0;38,35;1.692,62;31,99;-;467,07;2.230,03;1.843,52;6,19;715,48;308,37;116,98;483,16;3.473,69;54,89;1.938,65;0;1.993,53;25.493,00;0;-;-;0;3.036,23;-;-;42.120,98;0;-;-;-;-;0;0;6.253,06;6.253,06;51.410,27;76.903,27;2.608,06;3.383,06;939,6;262,54;0;0;0;179,91;-;619,47;0;2.001,52;1.511,50;1.033,69;453,09;0;43,71;1.371,07;1.414,78;0;12.405,70;16.571,60;0;0;0;0;0;0;0;0;16.571,60;28.977,30;21.320,26;-;-;0;21.320,26;16.843,43;679,01;749,22;0;723,31;1.357,68;6.253,06;-;47.925,97;76.903,27
