BALANCE GENERAL;NIT;Caja;Bancos;Cuentas De Ahorro;Fondos;SUBTOTAL DISPONIBLE;INVERSIONES CP;Clientes;Cuentas Corrientes Comerciales;Deudas De Difícil Cobro;Provisiones (db);TOTAL DEUDORES COMERCIALES;Cuentas Por Cobrar A Socios y Accionistas;Anticipos y Avances;Anticipo De Imptos. y Contrib.O Saldos A Favor;Cuentas Por Cobrar a Trabajadores;Activos Biológicos CP;Deudores Varios / Otros Activos No Financieros;TOTAL OTROS DEUDORES;Materias Primas;Productos En Proceso;Productos Terminados;M/Cías No Fabricadas Por La Emp;Materiales, Repuestos y Accesorios;Otros Inventarios y Provisiones;SUBTOTAL INVENTARIOS;Gastos Pagados Por Anticipado;Cargos Diferidos;Amortización Acumulada y Otros;SUBTOTAL DIFERIDO;TOTAL ACTIVO CORRIENTE;Inversiones LP;Activos biológicos no corrientes;CxC comerciales y otras CxC no corrientes;Subtotal Deudores A Largo Plazo;Propiedades Planta Y Equipo;Plusvalía;Activos intangibles distintos de la plusvalía;Subtotal Intangibles;Subtotal Diferidos;Inventarios no corrientes;Activos por impuestos corrientes, no corriente;Otros activos no financieros no corrientes;Activos LP pignorados como garantía para Vender;Subtotal Otros Activos;De Inversiones Y Otros;De Propiedades Planta Y Equipo;Subtotal Valorizaciones;TOTAL ACTIVO NO CORRIENTE;TOTAL ACTIVO;Obligaciones Financieras;Proveedores CP;Costos y Gastos Por Pagar;Retención En La Fuente;Deudas Con Accionistas O Socios;Impuesto A Las Ventas Retenido;Impuesto De Industria y Comercio Retenido;Provisiones, Retenciones y Aportes de Nómina;Otras provisiones corrientes;Acreedores;Otras Cuenta Por Pagar;SUBTOTAL CUENTAS POR PAGAR;IMPUESTOS GRAVAMENES Y TASAS;OBLIGACIONES LABORALES;SUBTOTAL PASIVOS ESTIMAD. Y PROVIS.;DIFERIDOS;Anticipos y Avances Recibidos;Otros;SUBTOTAL OTROS PASIVOS;SUBTOTAL BONOS Y PAPELES COMERCIA.;TOTAL PASIVO CORRIENTE;Obligaciones Financieras;Proveedores LP;Subtotal Cuentas Por Pagar;Impuestos Gravámenes y Tasas;Obligaciones Laborales;Subtotal Pasivos Estimad. y Provis.;Subtotal Diferidos;Subtotal Otros Pasivos;Subtotal Bonos y Papeles Comercia.;TOTAL PASIVO NO CORRIENTE;TOTAL PASIVO;Capital Suscrito y Pagado;Prima de emisión;Acciones propias en cartera;Aportes Sociales y Otros;SUBTOTAL CAPITAL SOCIAL;SUBTOTAL SUPERAVIT DE CAPITAL;RESERVAS;REVALORIZACION DEL PATRIMONIO;DIVIDEN. O PARTC. DECRET. EN ACC.O CUOTAS;RESULTADOS DEL EJERCICIO;RESULTADOS DE EJERCICIOS ANTERIORES;SUPERAVIT POR VALORIZACIONES;INVERSIÓN SUPLEMENTARIA AL CAPITAL Y AJUSTES AÑOS ANTERIORES;TOTAL PATRIMONIO;TOTAL PASIVO Y PATRIMONIO
2020;860076919;1.546,49;15.197,22;639,53;-;17.383,23;14.005,94;2.552,78;-;-;0;2.552,78;0;0;7.743,73;-;0;4.017,29;11.761,02;-;-;-;-;-;11.115,69;11.115,69;-;-;-;-;56.818,67;28.019,88;0;6.621,73;6.621,73;104.922,60;0;617,79;617,79;54,49;0;0;17.394,20;0;17.394,20;-;-;-;157.630,69;214.449,36;2.373,47;19.552,44;7.027,76;-;-;-;-;-;0;-;-;7.027,76;6.319,99;8.825,36;0;-;-;5.770,71;5.770,71;-;49.869,74;60.447,46;0;0;7.522,88;0;-;0;0;-;67.970,34;117.840,08;950;0;0;-;950;0;15.570,87;0;-;-;80.088,41;-;0;96.609,28;214.449,36
2019;860076919;-;27.563,08;-;-;27.563,08;2.135,12;1.381,84;-;-;-;1.381,84;-;0;4.446,92;-;0;0;4.446,92;-;-;-;-;-;11.448,97;11.448,97;-;-;-;-;46.975,92;46.300,53;0;4.216,34;4.216,34;107.018,83;0;495,97;495,97;220,56;0;0;0;0;0;-;-;-;158.252,21;205.228,13;895,17;25.631,65;-;-;-;-;-;9.891,38;0;-;12.593,60;22.484,98;11.169,94;-;-;-;-;-;-;-;60.181,74;37.562,20;0;0;5.075,66;-;-;0;0;-;42.637,86;102.819,60;950;0;0;-;950;0;570,87;0;-;-;100.887,66;-;0;102.408,53;205.228,13
2018;860076919;-;17.636,80;-;-;17.636,80;0;1.544,23;-;-;-;1.544,23;-;0;6.601,60;-;0;2.181,31;8.782,91;-;-;-;-;-;10.497,19;10.497,19;-;-;-;-;38.461,14;39.136,90;0;2.113,46;2.113,46;103.427,12;0;577,43;577,43;26,5;0;0;0;0;0;-;-;-;145.281,41;183.742,55;636,36;22.608,97;-;-;-;-;-;9.028,72;0;-;9.692,77;18.721,49;11.251,04;-;-;-;-;-;-;-;53.217,86;39.458,02;0;0;10.036,60;-;-;0;0;-;49.494,62;102.712,47;950;0;0;-;950;0;570,87;0;-;-;79.509,21;-;0;81.030,08;183.742,55
2017;860076919;4.688,00;5.287,07;-;-;9.975,07;950,93;1.740,28;-;-;-;1.740,28;0;0;8.282,29;-;0;1.934,37;10.216,66;-;-;-;-;-;10.967,46;10.967,46;-;-;-;-;33.850,39;19.399,56;0;2.113,69;2.113,69;98.249,98;0;593,52;593,52;0;0;0;14.948,12;0;14.948,12;-;-;-;135.304,87;169.155,26;9.630,44;30.485,05;0;-;-;-;-;8.404,58;0;-;0;8.404,58;16.182,50;-;-;-;-;-;-;-;64.702,56;0;23.962,55;-;13.291,42;0;0;0;0;-;37.253,97;101.956,54;950;0;0;-;950;0;4.198,68;0;-;-;62.050,05;-;0;67.198,72;169.155,26
2016;860076919;-;8.293,55;-;-;8.293,55;0;1.404,25;-;-;-;1.404,25;-;0;7.471,68;-;0;2.203,40;9.675,09;-;-;-;-;-;7.882,19;7.882,19;-;-;-;-;27.255,07;26.066,00;0;0;0;88.156,60;0;407,59;407,59;0;0;0;0;0;0;-;-;-;114.630,19;141.885,26;21.245,72;25.822,29;-;-;-;-;-;7.356,22;0;-;0;7.356,22;15.207,87;-;-;-;-;-;-;-;69.632,11;7.320,83;0;0;12.139,88;-;-;0;0;-;19.460,72;89.092,83;950;0;0;-;950;0;6.610,37;0;-;-;45.232,06;-;0;52.792,43;141.885,26
2015;860076919;1.085,63;3.812,05;505,6;115,12;5.518,40;11.520,39;458,77;0;0;0;458,77;0;469,76;5.937,76;369,63;-;2.912,11;9.689,26;3.486,05;1.054,33;0;201,03;1.637,02;510,21;6.888,64;0;0;0;0;34.075,46;8.484,68;-;-;0;35.653,95;-;-;20.266,17;10.803,68;-;-;-;-;26,93;0;55.972,96;55.972,96;131.208,37;165.283,83;21,28;13.710,71;331,6;653,25;0;194,58;122,38;485,99;-;32,74;9.722,09;11.542,62;15.135,99;5.614,86;213,06;0;0;0;0;0;46.238,53;10.314,00;0;0;0;0;39,23;9.621,72;1.518,49;0;21.493,44;67.731,97;950;-;-;0;950;0;4.115,77;1.938,04;0;20.569,67;14.005,43;55.972,96;-;97.551,86;165.283,83
2014;860076919;1.043,88;827,17;1.157,94;111,9;3.140,89;11.937,26;749,64;0;0;0;749,64;0;491,63;3.494,78;384,46;-;3.248,95;7.619,82;2.964,38;926,42;0;223,3;1.832,81;377,33;6.324,24;0;0;0;0;29.771,85;5.537,73;-;-;0;36.314,56;-;-;18.312,47;8.893,99;-;-;-;-;26,93;0;55.972,96;55.972,96;125.058,65;154.830,50;849,89;12.239,73;609,02;720,1;0;0;0;457,5;-;102,32;0;1.888,94;9.165,46;5.113,68;177,89;0;0;0;0;0;29.435,59;12.316,53;0;0;0;0;201,27;7.455,66;1.321,50;0;21.294,96;50.730,55;950;-;-;0;950;0;4.536,58;1.938,04;0;17.261,89;23.440,48;55.972,96;-;104.099,95;154.830,50
2013;860076919;870,2;3.799,85;977,98;107,2;5.755,23;1.392,32;574,24;0;0;0;574,24;0;704;1.248,63;418,16;-;6.777,10;9.147,89;3.572,13;733,87;0;223,32;710,29;652,66;5.892,27;0;0;0;0;22.761,95;3.736,27;-;-;0;37.639,16;-;-;8.091,46;6.945,67;-;-;-;-;26,93;0;36.724,28;36.724,28;93.163,76;115.925,71;4.061,47;11.481,42;690,47;529;0;0;0;461,76;-;181,75;836,02;2.699,00;7.666,81;4.632,87;94,41;0;0;0;0;0;30.635,98;6.789,58;0;0;0;0;0;3.796,04;1.228,81;0;11.814,43;42.450,40;950;-;-;0;950;0;3.859,32;1.938,04;0;10.590,76;19.412,92;36.724,28;-;73.475,31;115.925,71
2012;860076919;1.286,86;1.998,95;591,04;113,33;3.990,17;1.021,13;555,64;0;0;0;555,64;0;1.252,20;1.522,45;355,84;-;6.121,66;9.252,15;2.982,62;662,63;0;217,59;682,22;503,08;5.048,14;0;0;0;0;19.867,23;2.007,30;-;-;0;36.602,39;-;-;9.463,74;8.997,83;-;-;-;-;26,93;0;36.730,71;36.730,71;93.828,90;113.696,13;1.523,40;11.089,07;488,17;778,71;0;0;0;443,76;-;11,43;1.526,31;3.248,39;7.559,52;4.248,71;17,98;0;199,09;799,8;998,89;0;28.685,95;13.669,63;0;0;0;55,29;0;2.394,27;0;0;16.119,20;44.805,15;950;-;-;0;950;0;3.659,36;1.938,04;0;10.582,54;15.030,34;36.730,71;-;68.890,98;113.696,13
2011;860076919;1.287,08;1.309,45;509,12;113,28;3.218,92;1.413,53;521,24;0;0;0;521,24;0;804,73;1.227,63;405,6;-;5.446,15;7.884,11;3.538,30;675,69;0;218,69;420,5;353,77;5.206,95;0;0;0;0;18.244,75;1.658,32;-;-;0;32.847,69;-;-;3.220,64;6.404,02;-;-;-;-;26,93;0;36.748,71;36.748,71;80.906,31;99.151,06;3.157,53;10.435,09;529,23;676,98;0;0;0;369,16;-;8,28;103,4;1.687,03;7.119,28;3.889,34;7,18;0;255,54;728,82;984,36;0;27.279,80;7.627,27;0;0;0;47,41;0;2.370,15;0;0;10.044,82;37.324,62;950;-;-;0;950;0;2.720,48;1.938,04;0;6.949,84;12.519,37;36.748,71;-;61.826,44;99.151,06
