BALANCE GENERAL;NIT;Caja;Bancos;Cuentas De Ahorro;Fondos;SUBTOTAL DISPONIBLE;INVERSIONES CP;Clientes;Cuentas Corrientes Comerciales;Deudas De Difícil Cobro;Provisiones (db);TOTAL DEUDORES COMERCIALES;Cuentas Por Cobrar A Socios y Accionistas;Anticipos y Avances;Anticipo De Imptos. y Contrib.O Saldos A Favor;Cuentas Por Cobrar a Trabajadores;Activos Biológicos CP;Deudores Varios / Otros Activos No Financieros;TOTAL OTROS DEUDORES;Materias Primas;Productos En Proceso;Productos Terminados;M/Cías No Fabricadas Por La Emp;Materiales, Repuestos y Accesorios;Otros Inventarios y Provisiones;SUBTOTAL INVENTARIOS;Gastos Pagados Por Anticipado;Cargos Diferidos;Amortización Acumulada y Otros;SUBTOTAL DIFERIDO;TOTAL ACTIVO CORRIENTE;Inversiones LP;Activos biológicos no corrientes;CxC comerciales y otras CxC no corrientes;Subtotal Deudores A Largo Plazo;Propiedades Planta Y Equipo;Plusvalía;Activos intangibles distintos de la plusvalía;Subtotal Intangibles;Subtotal Diferidos;Inventarios no corrientes;Activos por impuestos corrientes, no corriente;Otros activos no financieros no corrientes;Activos LP pignorados como garantía para Vender;Subtotal Otros Activos;De Inversiones Y Otros;De Propiedades Planta Y Equipo;Subtotal Valorizaciones;TOTAL ACTIVO NO CORRIENTE;TOTAL ACTIVO;Obligaciones Financieras;Proveedores CP;Costos y Gastos Por Pagar;Retención En La Fuente;Deudas Con Accionistas O Socios;Impuesto A Las Ventas Retenido;Impuesto De Industria y Comercio Retenido;Provisiones, Retenciones y Aportes de Nómina;Otras provisiones corrientes;Acreedores;Otras Cuenta Por Pagar;SUBTOTAL CUENTAS POR PAGAR;IMPUESTOS GRAVAMENES Y TASAS;OBLIGACIONES LABORALES;SUBTOTAL PASIVOS ESTIMAD. Y PROVIS.;DIFERIDOS;Anticipos y Avances Recibidos;Otros;SUBTOTAL OTROS PASIVOS;SUBTOTAL BONOS Y PAPELES COMERCIA.;TOTAL PASIVO CORRIENTE;Obligaciones Financieras;Proveedores LP;Subtotal Cuentas Por Pagar;Impuestos Gravámenes y Tasas;Obligaciones Laborales;Subtotal Pasivos Estimad. y Provis.;Subtotal Diferidos;Subtotal Otros Pasivos;Subtotal Bonos y Papeles Comercia.;TOTAL PASIVO NO CORRIENTE;TOTAL PASIVO;Capital Suscrito y Pagado;Prima de emisión;Acciones propias en cartera;Aportes Sociales y Otros;SUBTOTAL CAPITAL SOCIAL;SUBTOTAL SUPERAVIT DE CAPITAL;RESERVAS;REVALORIZACION DEL PATRIMONIO;DIVIDEN. O PARTC. DECRET. EN ACC.O CUOTAS;RESULTADOS DEL EJERCICIO;RESULTADOS DE EJERCICIOS ANTERIORES;SUPERAVIT POR VALORIZACIONES;INVERSIÓN SUPLEMENTARIA AL CAPITAL Y AJUSTES AÑOS ANTERIORES;TOTAL PATRIMONIO;TOTAL PASIVO Y PATRIMONIO
2020;890929877;331,66;35.525,03;0;-;35.856,69;710,12;95.778,72;-;-;4.727,15;91.051,57;0;1.719,48;6.535,87;-;0;0;8.255,35;-;-;-;-;-;5.109,44;5.109,44;-;-;-;-;140.983,16;0;0;0;0;36.987,43;18.061,47;5.656,80;23.718,26;5.340,39;0;0;0;0;0;-;-;-;66.046,09;207.029,25;4.134,39;76.001,62;-;-;-;-;-;-;0;-;6.303,22;6.303,22;0;-;27.204,08;-;-;9.753,89;9.753,89;-;123.397,21;4.798,84;0;0;0;-;-;0;0;-;4.798,84;128.196,05;19.492,68;13.509,08;0;-;33.001,76;0;36.958,47;0;-;-;8.872,97;-;0;78.833,20;207.029,25
2019;890929877;-;40.742,00;-;-;40.742,00;0;100.325,76;-;-;-;100.325,76;-;0;6.425,68;-;0;1.240,01;7.665,68;-;-;-;-;-;6.835,74;6.835,74;-;-;-;-;155.569,18;0;0;0;0;31.073,06;18.061,47;5.161,78;23.223,24;2.162,62;0;0;0;0;0;-;-;-;56.458,92;212.028,09;0;94.648,23;-;-;-;-;-;24.352,67;122,34;-;12.243,02;36.718,04;0;-;-;-;-;-;-;-;131.366,26;4.818,80;0;0;0;-;-;0;0;-;4.818,80;136.185,07;19.492,68;13.509,08;0;-;33.001,76;0;25.645,86;0;-;-;17.195,41;-;0;75.843,03;212.028,09
2018;890929877;-;37.753,90;-;-;37.753,90;2.507,08;96.399,62;-;-;-;96.399,62;-;0;7.966,54;-;0;0;7.966,54;-;-;-;-;-;5.490,31;5.490,31;-;-;-;-;150.117,44;0;0;0;0;22.146,77;18.061,47;3.808,23;21.869,70;0;0;0;0;0;0;-;-;-;44.016,46;194.133,91;0;72.452,97;-;-;-;-;-;24.609,46;563,45;12.115,54;0;37.288,45;0;-;-;-;-;-;-;-;109.741,42;0;19.007,20;0;0;-;-;854,87;0;-;19.862,07;129.603,49;19.492,68;13.509,08;0;-;33.001,76;0;15.315,95;0;-;-;16.212,71;-;0;64.530,42;194.133,91
2017;890929877;496,77;25.853,24;-;-;26.350,01;764,25;79.886,04;-;-;-;79.886,04;0;2.471,82;9.229,01;-;0;0;11.700,83;-;-;-;-;-;5.254,98;5.254,98;-;-;-;-;123.956,11;0;0;0;0;18.432,03;18.061,47;959,63;19.021,10;0;0;0;0;0;0;-;-;-;37.453,13;161.409,24;0;61.334,10;10.649,41;-;-;-;-;21.090,74;372,9;-;0;32.113,05;0;-;-;-;-;-;-;-;93.447,14;0;11.108,29;-;0;0;0;2.845,92;0;-;13.954,21;107.401,35;19.492,68;13.509,08;0;-;33.001,76;0;9.302,18;0;-;-;11.703,95;-;0;54.007,89;161.409,24
2016;890929877;-;16.920,82;-;-;16.920,82;0;58.270,17;-;-;-;58.270,17;-;0;10.553,62;-;0;1.188,59;11.742,21;-;-;-;-;-;4.139,55;4.139,55;-;-;-;-;91.072,75;0;0;0;0;13.556,85;18.061,47;1.006,29;19.067,75;0;0;0;0;0;0;-;-;-;32.624,60;123.697,35;0;48.976,09;-;-;-;-;-;16.094,02;354,88;-;8.937,15;25.386,04;0;-;-;-;-;-;-;-;74.362,13;0;0;0;0;-;-;1.341,10;0;-;1.341,10;75.703,23;19.492,68;13.509,08;0;-;33.001,76;0;3.949,34;0;-;-;11.043,02;-;0;47.994,12;123.697,35
2015;890929877;-;14.673,10;-;-;14.673,10;0;51.236,04;-;-;-;51.236,04;0;0;8.817,74;-;0;1.047,45;9.865,19;-;-;-;-;-;3.548,43;3.548,43;-;-;-;-;79.322,76;0;0;0;0;12.382,12;18.061,47;1.260,73;19.322,20;4.094,65;0;0;0;0;0;-;-;-;35.798,96;115.121,72;31,17;50.700,87;-;-;-;-;-;0;389,29;-;17.838,25;18.227,54;0;-;-;-;-;0;0;-;68.959,57;0;0;0;0;-;-;3.520,86;0;-;3.520,86;72.480,44;19.492,68;13.509,08;0;-;33.001,76;0;3.949,34;0;-;-2.429,21;8.119,40;-;0;42.641,29;115.121,72
2014;890929877;604,22;1.544,24;6.932,34;653,78;9.734,58;0;36.601,90;0;0;1.364,95;35.236,94;0;156,55;7.580,09;59,99;-;7.323,62;15.120,24;2.719,18;0;0;0;19,19;0;2.738,37;534,26;1.300,71;0;1.834,97;64.665,11;0;-;-;0;5.832,68;-;-;10.872,78;6.681,68;-;-;-;-;0;0;1.365,42;1.365,42;24.752,56;89.417,67;41,85;22.503,88;5.319,70;1.261,64;0;123,04;42,88;2.406,33;-;549,36;1.867,59;11.570,55;4.679,14;7.484,79;1.599,45;0;56,39;0;56,39;0;47.936,04;31,15;0;193,46;0;0;0;0;0;0;224,61;48.160,64;19.492,68;-;-;0;19.492,68;13.509,08;10.103,80;2.940,51;0;111,74;-6.266,21;1.365,42;-;41.257,03;89.417,67
2013;890929877;1.142,30;1.344,72;5.089,58;0;7.576,60;687;38.683,13;0;0;113,09;38.570,04;0;205,98;7.427,29;95,07;-;7.872,05;15.600,40;3.252,98;0;0;2,47;129,05;46,9;3.431,40;559,12;873,18;0;1.432,30;67.297,73;0;-;-;0;4.925,38;-;-;14.036,14;8.952,81;-;-;-;-;0;0;1.365,42;1.365,42;29.279,74;96.577,47;76,92;23.406,93;4.580,44;665,21;0;58,51;39,6;2.053,43;-;1.477,87;5.490,14;14.365,19;6.076,85;7.291,88;3.524,62;0;93,83;7,23;101,05;0;54.843,45;123,64;0;193,46;0;0;0;0;0;0;317,09;55.160,54;19.492,68;-;-;0;19.492,68;13.509,08;10.103,81;3.212,16;0;-6.266,21;0;1.365,42;-;41.416,93;96.577,47
2012;890929877;410,79;5.330,30;6.120,37;0;11.861,46;0;44.393,37;0;0;73,12;44.320,25;0;83,9;4.021,36;102,52;-;15.170,18;19.377,95;2.960,81;0;0;2,08;252,5;0;3.215,39;360,59;931,94;0;1.292,53;80.067,57;44,91;-;-;0;5.049,21;-;-;14.644,57;6.976,33;-;-;-;-;0;0;1.880,34;1.880,34;28.595,36;108.662,93;145,12;25.455,13;5.469,46;1.299,29;0;279,94;56,56;2.781,74;-;5.149,21;2.740,19;17.776,38;4.373,41;11.804,53;3.791,82;0;400,35;12,15;412,49;0;63.758,87;90,84;0;644,86;271,64;0;0;0;12.956,76;0;13.964,11;77.722,98;14.203,07;-;-;0;14.203,07;1.268,94;6.037,56;3.483,80;0;4.066,25;0;1.880,34;-;30.939,96;108.662,93
2011;890929877;434,56;8.949,66;1.115,11;44,66;10.543,99;0;21.540,48;0;0;381,22;21.159,26;0;104,37;2.656,40;24,55;-;8.697,83;11.483,14;2.344,83;0;0;133,22;0;0;2.478,04;479,57;1.543,11;0;2.022,68;47.687,11;1.573,60;-;-;0;4.172,05;-;-;5.684,73;6.597,75;-;-;-;-;0;0;1.880,34;1.880,34;19.908,47;67.595,58;51,07;20.771,59;30,93;885,18;0;253,83;56,81;1.636,14;-;26,55;4.090,11;6.979,55;2.729,92;6.069,83;4.255,93;0;240,67;46,01;286,67;0;41.144,55;0;0;644,86;537,31;0;0;0;0;0;1.182,17;42.326,72;12.328,07;-;-;0;12.328,07;1.268,94;3.288,07;3.753,94;0;2.749,49;0;1.880,34;-;25.268,86;67.595,58
