BALANCE GENERAL;NIT;Caja;Bancos;Cuentas De Ahorro;Fondos;SUBTOTAL DISPONIBLE;INVERSIONES CP;Clientes;Cuentas Corrientes Comerciales;Deudas De Difícil Cobro;Provisiones (db);TOTAL DEUDORES COMERCIALES;Cuentas Por Cobrar A Socios y Accionistas;Anticipos y Avances;Anticipo De Imptos. y Contrib.O Saldos A Favor;Cuentas Por Cobrar a Trabajadores;Activos Biológicos CP;Deudores Varios / Otros Activos No Financieros;TOTAL OTROS DEUDORES;Materias Primas;Productos En Proceso;Productos Terminados;M/Cías No Fabricadas Por La Emp;Materiales, Repuestos y Accesorios;Otros Inventarios y Provisiones;SUBTOTAL INVENTARIOS;Gastos Pagados Por Anticipado;Cargos Diferidos;Amortización Acumulada y Otros;SUBTOTAL DIFERIDO;TOTAL ACTIVO CORRIENTE;Inversiones LP;Activos biológicos no corrientes;CxC comerciales y otras CxC no corrientes;Subtotal Deudores A Largo Plazo;Propiedades Planta Y Equipo;Plusvalía;Activos intangibles distintos de la plusvalía;Subtotal Intangibles;Subtotal Diferidos;Inventarios no corrientes;Activos por impuestos corrientes, no corriente;Otros activos no financieros no corrientes;Activos LP pignorados como garantía para Vender;Subtotal Otros Activos;De Inversiones Y Otros;De Propiedades Planta Y Equipo;Subtotal Valorizaciones;TOTAL ACTIVO NO CORRIENTE;TOTAL ACTIVO;Obligaciones Financieras;Proveedores CP;Costos y Gastos Por Pagar;Retención En La Fuente;Deudas Con Accionistas O Socios;Impuesto A Las Ventas Retenido;Impuesto De Industria y Comercio Retenido;Provisiones, Retenciones y Aportes de Nómina;Otras provisiones corrientes;Acreedores;Otras Cuenta Por Pagar;SUBTOTAL CUENTAS POR PAGAR;IMPUESTOS GRAVAMENES Y TASAS;OBLIGACIONES LABORALES;SUBTOTAL PASIVOS ESTIMAD. Y PROVIS.;DIFERIDOS;Anticipos y Avances Recibidos;Otros;SUBTOTAL OTROS PASIVOS;SUBTOTAL BONOS Y PAPELES COMERCIA.;TOTAL PASIVO CORRIENTE;Obligaciones Financieras;Proveedores LP;Subtotal Cuentas Por Pagar;Impuestos Gravámenes y Tasas;Obligaciones Laborales;Subtotal Pasivos Estimad. y Provis.;Subtotal Diferidos;Subtotal Otros Pasivos;Subtotal Bonos y Papeles Comercia.;TOTAL PASIVO NO CORRIENTE;TOTAL PASIVO;Capital Suscrito y Pagado;Prima de emisión;Acciones propias en cartera;Aportes Sociales y Otros;SUBTOTAL CAPITAL SOCIAL;SUBTOTAL SUPERAVIT DE CAPITAL;RESERVAS;REVALORIZACION DEL PATRIMONIO;DIVIDEN. O PARTC. DECRET. EN ACC.O CUOTAS;RESULTADOS DEL EJERCICIO;RESULTADOS DE EJERCICIOS ANTERIORES;SUPERAVIT POR VALORIZACIONES;INVERSIÓN SUPLEMENTARIA AL CAPITAL Y AJUSTES AÑOS ANTERIORES;TOTAL PATRIMONIO;TOTAL PASIVO Y PATRIMONIO
2020;830002397;5,4;11.507,10;0;-;11.512,50;0;4.706,38;-;-;54,29;4.652,08;0;0;211,29;-;0;1.244,33;1.455,62;-;-;-;-;-;0;0;-;-;-;-;17.620,20;0;0;0;0;106,27;0;0;0;217,5;0;0;0;0;0;-;-;-;323,77;17.943,97;0;862,74;-;-;-;-;-;-;0;-;1.342,22;1.342,22;832,77;-;1.196,72;-;-;0;0;-;4.234,45;0;0;0;0;-;-;0;0;-;0;4.234,45;289,87;0;0;-;289,87;0;5.173,92;0;-;-;8.245,73;-;0;13.709,52;17.943,97
2019;830002397;-;5.975,04;-;-;5.975,04;59,77;7.580,31;-;-;-;7.580,31;-;0;184,74;-;0;0;184,74;-;-;-;-;-;0;0;-;-;-;-;13.799,86;0;0;0;0;130,71;0;0;0;52,7;0;0;0;0;0;-;-;-;183,41;13.983,27;0;821,65;-;-;-;-;-;873,09;385,66;-;435,57;1.694,32;539,77;-;-;-;-;-;-;-;3.055,74;0;0;0;0;-;-;0;0;-;0;3.055,74;289,87;0;0;-;289,87;0;5.173,92;0;-;-;5.463,75;-;0;10.927,54;13.983,27
2018;830002397;-;1.665,04;-;-;1.665,04;0;9.650,02;-;-;-;9.650,02;-;0;117,3;-;0;26,67;143,97;-;-;-;-;-;0;0;-;-;-;-;11.459,02;0;0;0;0;25,72;0;0;0;100,87;0;0;0;0;0;-;-;-;126,59;11.585,62;0;785,88;-;-;-;-;-;670,89;208,96;523,29;0;1.403,13;481,15;-;-;-;-;-;-;-;2.670,16;0;0;0;0;-;-;0;0;-;0;2.670,16;289,87;0;0;-;289,87;0;5.173,92;0;-;-;3.451,67;-;0;8.915,45;11.585,62
2017;830002397;2.063,93;10,1;-;-;2.074,03;0;8.164,01;-;-;-;8.164,01;0;0;1.794,13;-;0;41,73;1.835,86;-;-;-;-;-;0;0;-;-;-;-;12.073,91;0;0;0;0;42,6;0;0;0;172,84;0;0;0;0;0;-;-;-;215,44;12.289,34;0;1.755,81;581,24;-;-;-;-;734,05;728,2;-;0;2.043,49;480,43;-;-;-;-;-;-;-;4.279,72;0;0;-;0;0;0;0;0;-;0;4.279,72;289,87;0;0;-;289,87;0;5.173,92;0;-;-;2.545,84;-;0;8.009,63;12.289,34
2016;830002397;-;138,07;-;-;138,07;0;6.838,27;-;-;-;6.838,27;-;0;5.193,65;-;0;25,49;5.219,15;-;-;-;-;-;0;0;-;-;-;-;12.195,49;0;0;0;0;63,52;0;0;0;273,79;0;0;0;0;0;-;-;-;337,31;12.532,80;992,02;3.047,45;-;-;-;-;-;0;828,22;-;0;828,22;467,19;-;-;-;-;-;-;-;5.334,87;0;0;0;0;-;-;0;0;-;0;5.334,87;289,87;0;0;-;289,87;0;5.173,92;0;-;-;1.734,14;-;0;7.197,92;12.532,80
2015;830002397;-;1.538,91;-;-;1.538,91;0;4.197,97;-;-;-;4.197,97;0;0;5.100,97;-;0;191,9;5.292,87;-;-;-;-;-;0;0;-;-;-;-;11.029,76;0;0;0;0;63,14;0;42,5;42,5;204,94;0;0;0;0;0;-;-;-;310,58;11.340,34;0;3.282,43;-;-;-;-;-;0;888,61;-;359,32;1.247,93;512,99;-;-;-;-;0;0;-;5.043,35;0;0;0;0;-;-;0;0;-;0;5.043,35;289,87;0;0;-;289,87;0;5.173,92;0;-;118,2;715,02;-;0;6.297,00;11.340,34
2014;830002397;12,31;3.819,06;0;0;3.831,37;0;4.450,57;0;0;74,5;4.376,07;0;617,02;4.790,37;0,6;-;0;5.408,00;0;0;0;0;0;0;0;168,9;0;0;168,9;13.784,34;0;-;-;0;61,95;-;-;0;397,32;-;-;-;-;0;0;26,66;26,66;485,94;14.270,27;0;0;2.300,95;185,39;0;18,67;0,01;29,56;-;33,67;4.431,00;6.999,26;300,28;283,73;452,36;0;0;103,76;103,76;0;8.139,39;0;0;0;0;0;0;0;0;0;0;8.139,39;289,87;-;-;0;289,87;0;5.173,92;609,72;0;33,58;-2,86;26,66;-;6.130,88;14.270,27
2013;830002397;12,15;1.925,98;0;0;1.938,13;0;3.162,59;0;0;95,54;3.067,06;0;277,46;3.781,45;6,98;-;81,34;4.147,24;0;0;0;0;0;0;0;202,82;128,35;0;331,18;9.483,60;0;-;-;0;61,2;-;-;0;257,65;-;-;-;-;0;0;26,66;26,66;345,5;9.829,10;0;0;1.582,13;179,12;0;22,26;3,11;18,93;-;30,03;52,28;1.887,86;331,34;280,13;619,46;0;613,02;0;613,02;0;3.731,80;0;0;0;0;0;0;0;0;0;0;3.731,80;289,87;-;-;0;289,87;0;5.173,92;609,72;0;-710,08;707,22;26,66;-;6.097,30;9.829,10
2012;830002397;10,6;799,2;0;0;809,8;0;3.941,34;0;0;95,61;3.845,74;0;712,78;3.532,53;5,9;-;417,71;4.668,92;0;0;0;0;0;0;0;135,64;128,36;0;264;9.588,45;0;-;-;5.584,31;77,65;-;-;0;276,12;-;-;-;-;0;0;26,66;26,66;5.964,74;15.553,19;7,45;0;769,25;179,96;0;28,76;3,96;0,43;-;0,38;4.248,09;5.230,82;1.048,28;207,09;1.062,87;0;609,99;450,05;1.060,04;0;8.616,55;0;0;0;129,27;0;0;0;0;0;129,27;8.745,81;289,87;-;-;0;289,87;0;5.173,92;609,72;0;244,04;463,18;26,66;-;6.807,38;15.553,19
2011;830002397;12,1;2.065,51;0;0;2.077,61;0;4.080,01;8.431,68;5,56;148,14;12.369,11;0;1,61;2.384,98;1,08;-;86,74;2.474,40;0;0;0;0;0;0;0;27;128,36;0;155,36;17.076,48;0;-;-;282,71;87,81;-;-;0;470,91;-;-;-;-;0;0;26,66;26,66;868,08;17.944,56;4.207,76;0;1.999,10;151;0;10,88;4,34;0;-;0;2.402,07;4.567,40;790,48;201,26;872,14;0;0;481,82;481,82;0;11.120,86;0;0;0;260,35;0;0;0;0;0;260,35;11.381,22;289,87;-;-;0;289,87;0;5.348,52;609,72;0;-1.278,03;1.566,61;26,66;-;6.563,34;17.944,56
