BALANCE GENERAL;NIT;Caja;Bancos;Cuentas De Ahorro;Fondos;SUBTOTAL DISPONIBLE;INVERSIONES CP;Clientes;Cuentas Corrientes Comerciales;Deudas De Difícil Cobro;Provisiones (db);TOTAL DEUDORES COMERCIALES;Cuentas Por Cobrar A Socios y Accionistas;Anticipos y Avances;Anticipo De Imptos. y Contrib.O Saldos A Favor;Cuentas Por Cobrar a Trabajadores;Activos Biológicos CP;Deudores Varios / Otros Activos No Financieros;TOTAL OTROS DEUDORES;Materias Primas;Productos En Proceso;Productos Terminados;M/Cías No Fabricadas Por La Emp;Materiales, Repuestos y Accesorios;Otros Inventarios y Provisiones;SUBTOTAL INVENTARIOS;Gastos Pagados Por Anticipado;Cargos Diferidos;Amortización Acumulada y Otros;SUBTOTAL DIFERIDO;TOTAL ACTIVO CORRIENTE;Inversiones LP;Activos biológicos no corrientes;CxC comerciales y otras CxC no corrientes;Subtotal Deudores A Largo Plazo;Propiedades Planta Y Equipo;Plusvalía;Activos intangibles distintos de la plusvalía;Subtotal Intangibles;Subtotal Diferidos;Inventarios no corrientes;Activos por impuestos corrientes, no corriente;Otros activos no financieros no corrientes;Activos LP pignorados como garantía para Vender;Subtotal Otros Activos;De Inversiones Y Otros;De Propiedades Planta Y Equipo;Subtotal Valorizaciones;TOTAL ACTIVO NO CORRIENTE;TOTAL ACTIVO;Obligaciones Financieras;Proveedores CP;Costos y Gastos Por Pagar;Retención En La Fuente;Deudas Con Accionistas O Socios;Impuesto A Las Ventas Retenido;Impuesto De Industria y Comercio Retenido;Provisiones, Retenciones y Aportes de Nómina;Otras provisiones corrientes;Acreedores;Otras Cuenta Por Pagar;SUBTOTAL CUENTAS POR PAGAR;IMPUESTOS GRAVAMENES Y TASAS;OBLIGACIONES LABORALES;SUBTOTAL PASIVOS ESTIMAD. Y PROVIS.;DIFERIDOS;Anticipos y Avances Recibidos;Otros;SUBTOTAL OTROS PASIVOS;SUBTOTAL BONOS Y PAPELES COMERCIA.;TOTAL PASIVO CORRIENTE;Obligaciones Financieras;Proveedores LP;Subtotal Cuentas Por Pagar;Impuestos Gravámenes y Tasas;Obligaciones Laborales;Subtotal Pasivos Estimad. y Provis.;Subtotal Diferidos;Subtotal Otros Pasivos;Subtotal Bonos y Papeles Comercia.;TOTAL PASIVO NO CORRIENTE;TOTAL PASIVO;Capital Suscrito y Pagado;Prima de emisión;Acciones propias en cartera;Aportes Sociales y Otros;SUBTOTAL CAPITAL SOCIAL;SUBTOTAL SUPERAVIT DE CAPITAL;RESERVAS;REVALORIZACION DEL PATRIMONIO;DIVIDEN. O PARTC. DECRET. EN ACC.O CUOTAS;RESULTADOS DEL EJERCICIO;RESULTADOS DE EJERCICIOS ANTERIORES;SUPERAVIT POR VALORIZACIONES;INVERSIÓN SUPLEMENTARIA AL CAPITAL Y AJUSTES AÑOS ANTERIORES;TOTAL PATRIMONIO;TOTAL PASIVO Y PATRIMONIO
2020;830008524;38,96;6.165,04;2.828,34;-;9.032,34;0;71.263,63;-;-;4.306,69;66.956,94;0;0;7.031,34;-;0;32.498,22;39.529,55;-;-;-;-;-;67,7;67,7;-;-;-;-;115.586,54;0;0;0;0;19.578,82;0;364,92;364,92;2.660,54;0;0;0;3.630,79;3.630,79;-;-;-;26.235,06;141.821,60;18.663,54;44.573,70;30.492,75;-;-;-;-;-;0;-;-;30.492,75;0;0;0;-;-;0;0;-;93.729,99;6.856,39;0;0;0;0;-;0;0;-;6.856,39;100.586,38;26.084,00;7.991,40;0;-;34.075,40;0;992,98;1.404,62;-;-;4.762,23;-;0;41.235,22;141.821,60
2019;830008524;-;849,81;-;-;849,81;0;112.255,58;-;-;-;112.255,58;-;0;6.826,53;-;0;0;6.826,53;-;-;-;-;-;113,78;113,78;-;-;-;-;120.045,69;0;0;0;0;20.712,64;0;354,05;354,05;2.294,24;0;0;2.601,65;0;2.601,65;-;-;-;25.962,57;146.008,26;31.428,38;71.336,30;-;-;-;-;-;0;0;-;0;0;1.950,43;-;-;-;-;-;-;-;104.715,10;684,5;0;0;778,06;-;-;0;0;-;1.462,56;106.177,66;26.084,00;7.991,40;0;-;34.075,40;0;362,54;1.706,64;-;-;3.686,03;-;0;39.830,60;146.008,26
2018;830008524;-;966,01;-;-;966,01;0;100.472,38;-;-;-;100.472,38;-;0;6.590,60;-;0;0;6.590,60;-;-;-;-;-;0;0;-;-;-;-;108.028,99;0;0;0;0;32.432,22;0;391,94;391,94;2.064,83;0;0;4.576,78;0;4.576,78;-;-;-;39.465,76;147.494,75;5.459,89;75.095,56;-;-;-;-;-;0;0;-;0;0;775,76;-;-;-;-;-;-;-;81.331,21;0;0;0;0;-;-;1.028,68;26.802,98;-;27.831,67;109.162,88;26.084,00;7.991,40;0;-;34.075,40;0;362,54;0;-;-;3.893,94;-;0;38.331,87;147.494,75
2017;830008524;412,69;863,21;-;-;1.275,90;282,19;84.861,24;-;-;-;84.861,24;0;0;3.159,72;-;0;0;3.159,72;-;-;-;-;-;0;0;-;-;-;-;89.579,05;0;0;0;0;34.495,22;0;1.223,00;1.223,00;1.641,68;0;0;6.583,37;0;6.583,37;-;-;-;43.943,28;133.522,33;22.416,07;63.369,13;0;-;-;-;-;87,54;0;-;0;87,54;565;-;-;-;-;-;-;-;86.437,74;10.472,47;0;-;0;0;0;634,7;0;-;11.107,18;97.544,92;26.084,00;7.991,40;0;-;34.075,40;0;362,53;0;-;-;1.539,48;-;0;35.977,41;133.522,33
2016;830008524;-;2.582,28;-;-;2.582,28;0;77.774,44;-;-;-;77.774,44;-;0;4.721,18;-;0;0;4.721,18;-;-;-;-;-;0;0;-;-;-;-;85.077,90;689,66;0;0;0;35.987,15;0;1.416,16;1.416,16;1.894,60;0;0;0;0;0;-;-;-;39.987,57;125.065,47;13.807,82;49.682,54;-;-;-;-;-;0;0;-;0;0;271,05;-;-;-;-;-;-;-;63.761,41;20.186,52;0;0;0;-;-;382,56;0;-;20.569,08;84.330,49;26.084,00;7.991,40;0;-;34.075,40;0;362,53;0;-;-;6.297,05;-;0;40.734,98;125.065,47
2015;830008524;0;432,56;29,87;0;462,43;80,1;46.968,07;0;0;1.484,80;45.483,26;2.487,56;5.725,26;4.171,82;20,75;-;13.741,91;26.147,30;0;0;0;0;0;0;0;883,87;11.206,00;0;12.089,87;84.262,96;0;-;-;0;23.309,09;-;-;820,35;0;-;-;-;-;0;0;1.517,07;1.517,07;25.646,50;109.909,46;48.093,67;0;5.955,39;557,11;0;0;18,75;802,7;-;2.574,39;0;9.908,34;430,59;4.087,83;5.812,27;0;0;0;0;0;68.332,70;0;14.970,60;0;0;0;0;0;0;0;14.970,60;83.303,30;9.144,00;-;-;0;9.144,00;7.991,40;362,53;0,01;0;1.546,96;6.044,20;1.517,07;-;26.606,16;109.909,46
2014;830008524;328,99;407,87;68,76;0;805,62;676,78;47.660,72;0;0;1.590,78;46.069,94;1.914,39;3.495,97;3.306,34;47,93;-;26.098,53;34.863,14;0;0;0;0;0;0;0;0;0;0;0;82.415,47;0;-;-;0;13.065,62;-;-;1.039,79;1.098,75;-;-;-;-;0;0;1.517,07;1.517,07;16.721,22;99.136,70;37.760,42;21.248,41;0;530,88;5.975,86;0;27,77;703,52;-;3.287,47;0;10.525,50;2.274,95;3.787,63;4.624,58;0;0;0;0;0;80.221,50;0;0;0;0;0;0;0;0;0;0;80.221,50;3.000,00;-;-;0;3.000,00;7.991,40;362,53;0,01;0;1.685,77;4.358,42;1.517,07;-;18.915,20;99.136,70
2013;830008524;183,59;522,01;26,72;0;732,32;1.361,55;35.487,04;0;0;1.271,72;34.215,32;1.477,75;1.488,08;2.851,88;76,16;-;27.178,71;33.072,58;0;0;0;0;0;0;0;814,99;977,37;0;1.792,36;71.174,14;0;-;-;0;13.619,45;-;-;1.089,32;0;-;-;-;-;0;0;1.517,07;1.517,07;16.225,83;87.399,97;34.938,96;16.931,41;5.791,16;761,58;0;0;47,54;630,2;-;2.235,30;3,1;9.468,88;2.242,65;3.163,59;3.425,06;0;0;0;0;0;70.170,55;0;0;0;0;0;0;0;0;0;0;70.170,55;3.000,00;-;-;0;3.000,00;7.991,40;362,53;0,01;0;2.217,47;2.140,95;1.517,07;-;17.229,42;87.399,97
2012;830008524;235,99;1.150,34;2,2;3,07;1.391,60;8,52;37.834,66;0;0;311,72;37.522,94;1.438,72;11.759,65;1.339,83;166,64;-;1.792,98;16.497,83;0;0;0;0;0;0;0;166,1;183,33;0;349,43;55.770,32;0;-;-;0;11.221,69;-;-;613,86;0;-;-;-;-;0;0;1.517,07;1.517,07;13.352,61;69.122,94;6.861,77;19.275,24;3.130,87;343,67;0;0;23,47;287,45;-;269,54;0;4.055,00;1.220,56;1.562,25;3.842,09;0;0;0;0;0;36.816,89;17.294,09;0;0;0;0;0;0;0;0;17.294,09;54.110,99;3.000,00;-;-;0;3.000,00;7.991,40;362,53;0,01;0;1.011,89;1.129,06;1.517,06;-;15.011,95;69.122,94
2011;830008524;305,62;987,9;46,85;1,73;1.342,09;51,28;26.482,64;0;0;311,72;26.170,92;751,38;10.050,47;972,03;99,6;-;3.155,59;15.029,07;0;0;0;0;0;0;0;0;0;0;0;42.593,36;0;-;-;0;7.006,19;-;-;459,51;576;-;-;-;-;0;0;291,77;291,77;8.333,46;50.926,83;7.770,73;19.604,86;1.203,88;265,22;5,25;0;18,7;228,6;-;0,4;0;1.722,05;1.012,73;887,24;0;0;0;0;0;0;30.997,61;9.803,05;0;0;0;0;328,43;0;0;0;10.131,49;41.129,10;2.890,70;-;-;0;2.890,70;5.127,16;237,07;0,01;0;1.251,02;0;291,77;-;9.797,73;50.926,83
