BALANCE GENERAL;NIT;Caja;Bancos;Cuentas De Ahorro;Fondos;SUBTOTAL DISPONIBLE;INVERSIONES CP;Clientes;Cuentas Corrientes Comerciales;Deudas De Difícil Cobro;Provisiones (db);TOTAL DEUDORES COMERCIALES;Cuentas Por Cobrar A Socios y Accionistas;Anticipos y Avances;Anticipo De Imptos. y Contrib.O Saldos A Favor;Cuentas Por Cobrar a Trabajadores;Activos Biológicos CP;Deudores Varios / Otros Activos No Financieros;TOTAL OTROS DEUDORES;Materias Primas;Productos En Proceso;Productos Terminados;M/Cías No Fabricadas Por La Emp;Materiales, Repuestos y Accesorios;Otros Inventarios y Provisiones;SUBTOTAL INVENTARIOS;Gastos Pagados Por Anticipado;Cargos Diferidos;Amortización Acumulada y Otros;SUBTOTAL DIFERIDO;TOTAL ACTIVO CORRIENTE;Inversiones LP;Activos biológicos no corrientes;CxC comerciales y otras CxC no corrientes;Subtotal Deudores A Largo Plazo;Propiedades Planta Y Equipo;Plusvalía;Activos intangibles distintos de la plusvalía;Subtotal Intangibles;Subtotal Diferidos;Inventarios no corrientes;Activos por impuestos corrientes, no corriente;Otros activos no financieros no corrientes;Activos LP pignorados como garantía para Vender;Subtotal Otros Activos;De Inversiones Y Otros;De Propiedades Planta Y Equipo;Subtotal Valorizaciones;TOTAL ACTIVO NO CORRIENTE;TOTAL ACTIVO;Obligaciones Financieras;Proveedores CP;Costos y Gastos Por Pagar;Retención En La Fuente;Deudas Con Accionistas O Socios;Impuesto A Las Ventas Retenido;Impuesto De Industria y Comercio Retenido;Provisiones, Retenciones y Aportes de Nómina;Otras provisiones corrientes;Acreedores;Otras Cuenta Por Pagar;SUBTOTAL CUENTAS POR PAGAR;IMPUESTOS GRAVAMENES Y TASAS;OBLIGACIONES LABORALES;SUBTOTAL PASIVOS ESTIMAD. Y PROVIS.;DIFERIDOS;Anticipos y Avances Recibidos;Otros;SUBTOTAL OTROS PASIVOS;SUBTOTAL BONOS Y PAPELES COMERCIA.;TOTAL PASIVO CORRIENTE;Obligaciones Financieras;Proveedores LP;Subtotal Cuentas Por Pagar;Impuestos Gravámenes y Tasas;Obligaciones Laborales;Subtotal Pasivos Estimad. y Provis.;Subtotal Diferidos;Subtotal Otros Pasivos;Subtotal Bonos y Papeles Comercia.;TOTAL PASIVO NO CORRIENTE;TOTAL PASIVO;Capital Suscrito y Pagado;Prima de emisión;Acciones propias en cartera;Aportes Sociales y Otros;SUBTOTAL CAPITAL SOCIAL;SUBTOTAL SUPERAVIT DE CAPITAL;RESERVAS;REVALORIZACION DEL PATRIMONIO;DIVIDEN. O PARTC. DECRET. EN ACC.O CUOTAS;RESULTADOS DEL EJERCICIO;RESULTADOS DE EJERCICIOS ANTERIORES;SUPERAVIT POR VALORIZACIONES;INVERSIÓN SUPLEMENTARIA AL CAPITAL Y AJUSTES AÑOS ANTERIORES;TOTAL PATRIMONIO;TOTAL PASIVO Y PATRIMONIO
2020;890404190;12,09;630,04;0;-;642,13;862,96;2.683,62;-;-;0;2.683,62;0;766,74;2.602,94;-;0;2.723,71;6.093,39;-;-;-;-;-;3,13;3,13;-;-;-;-;10.285,22;0;0;0;0;3.008,39;0;65;65;0,77;0;0;0;0;0;-;-;-;3.074,16;13.359,38;664,54;1.484,29;0;-;-;-;-;-;0;-;-;0;427,15;626,02;0;-;-;2.007,09;2.007,09;-;5.209,09;711,15;0;0;108,71;0;-;228,37;2.615,83;-;3.664,06;8.873,16;250;0;0;-;250;1.085,78;125;788,56;-;-;2.236,88;-;0;4.486,22;13.359,38
2019;890404190;-;1.747,45;-;-;1.747,45;1.919,97;2.072,16;-;-;-;2.072,16;-;0;2.450,87;-;0;768,15;3.219,03;-;-;-;-;-;3,51;3,51;-;-;-;-;8.962,12;0;0;0;0;3.074,89;0;19,5;19,5;0,77;0;0;0;0;0;-;-;-;3.095,16;12.057,28;5,77;1.713,74;-;-;-;-;-;582,09;0;-;3.381,26;3.963,35;263,83;-;-;-;-;-;-;-;5.946,69;262,67;0;0;85,95;-;-;228,37;2.615,83;-;3.192,81;9.139,50;250;0;0;-;250;1.085,78;125;788,56;-;-;668,44;-;0;2.917,78;12.057,28
2018;890404190;-;384,99;-;-;384,99;2.025,43;2.607,48;-;-;-;2.607,48;-;0;2.169,21;-;0;722,95;2.892,16;-;-;-;-;-;1,87;1,87;-;-;-;-;7.911,93;0;0;0;0;2.835,89;0;0;0;63,84;0;0;0;0;0;-;-;-;2.899,73;10.811,66;0;1.037,21;-;-;-;-;-;549,91;0;-;2.486,95;3.036,86;65,68;-;-;-;-;-;-;-;4.139,75;367,78;0;0;525,82;-;-;246,62;2.615,83;-;3.756,05;7.895,80;250;0;0;-;250;1.085,78;125;788,56;-;-;666,51;-;0;2.915,85;10.811,66
2017;890404190;15,47;440,28;-;-;455,75;1.521,30;6.850,11;-;-;-;6.850,11;0;515,9;0;-;0;45,82;561,72;-;-;-;-;-;4,98;4,98;-;-;-;-;9.393,86;0;0;0;0;1.535,50;0;0;0;0;0;0;0;0;0;-;-;-;1.535,50;10.929,36;297,18;4.386,21;0;-;-;-;-;508,78;0;-;0;508,78;344,69;-;-;-;-;-;-;-;5.536,87;349,52;0;-;85,58;0;0;0;0;-;435,09;5.971,96;250;0;0;-;250;0;125;0;-;-;4.582,40;-;0;4.957,40;10.929,36
2016;890404190;-;413,17;-;-;413,17;2.804,49;7.004,33;-;-;-;7.004,33;-;0;0;-;0;36,17;36,17;-;-;-;-;-;5,94;5,94;-;-;-;-;10.264,09;0;0;0;0;1.786,80;0;0;0;0;0;0;0;0;0;-;-;-;1.786,80;12.050,89;280,33;4.123,62;-;-;-;-;-;0;0;-;0;0;0;-;-;-;-;-;-;-;4.403,95;467,58;0;0;1.174,13;-;-;0;0;-;1.641,71;6.045,66;250;0;0;-;250;0;125;0;-;-;5.630,23;-;0;6.005,23;12.050,89
2015;890404190;11,49;69,82;1.590,43;0;1.671,74;93,9;3.244,18;0;0;46,87;3.197,30;0;5,61;1.843,92;22,93;-;1.341,03;3.213,48;0;0;0;0;0;0;0;25,88;188,92;0;214,8;8.391,23;0;-;-;0;517,48;-;-;53,22;0;-;-;-;-;5,02;0;476,12;476,12;1.051,84;9.443,07;293,43;332,3;33,1;35,33;0;4,56;5,62;84,13;-;258,11;386,39;807,24;391,4;427,8;7,63;0;1.059,00;111;1.170,00;0;3.429,79;0;0;0;0;0;0;0;0;0;0;3.429,79;250;-;-;0;250;0;125;293,19;0;754,18;4.114,79;476,12;-;6.013,28;9.443,07
2014;890404190;5,88;214,23;908,18;0;1.128,30;713,8;3.670,45;0;0;43,77;3.626,68;0;377;909,34;34,99;-;1.954,92;3.276,25;0;0;0;0;0;0;0;20,45;55,65;0;76,09;8.821,11;0;-;-;0;508,03;-;-;67,22;0;-;-;-;-;4,18;0;441,19;441,19;1.020,61;9.841,73;146,46;445,28;9,34;38,95;22,12;4,03;5,16;122,5;-;183,86;100,41;486,35;647,19;426,75;21,44;0;1.239,12;101;1.340,12;0;3.513,59;0;0;0;0;0;0;0;0;0;0;3.513,59;250;-;-;0;250;0;125;293,19;0;2.605,99;2.612,77;441,19;-;6.328,13;9.841,73
2013;890404190;12,24;1.020,99;1.114,07;0;2.147,30;1.065,86;2.351,49;0;0;39,84;2.311,65;0;10,65;945,32;9,67;-;1.307,29;2.272,92;0;0;0;0;0;0;0;26,15;59,36;0;85,51;7.883,24;0;-;-;0;430,88;-;-;0,73;0;-;-;-;-;7;0;441,19;441,19;879,8;8.763,04;100,28;315,54;19,88;31,33;1,74;4,4;2,36;59,89;-;500,47;1.130,19;1.750,26;502,48;327,02;15;0;1.949,31;81;2.030,31;0;5.040,89;0;0;0;0;0;0;0;0;0;0;5.040,89;250;-;-;0;250;0;125;293,19;0;1.508,80;1.103,97;441,19;-;3.722,15;8.763,04
2012;890404190;6,18;723,2;78,69;0;808,07;1.063,79;2.099,05;0;0;52,9;2.046,15;0;2,07;772,01;11,15;-;603,62;1.388,85;0;0;0;0;0;0;0;29,91;77,96;0;107,87;5.414,74;0;-;-;0;431,19;-;-;0,73;0;-;-;-;-;10,48;0;441,19;441,19;883,59;6.298,33;0;229,67;36,18;16,86;2,43;10,07;1,95;74,99;-;404,1;282,28;828,87;318,13;359,54;11,14;0;686,58;81,98;768,55;0;2.515,90;0;0;0;0;0;0;0;0;0;0;2.515,90;250;-;-;0;250;0;125;293,19;0;1.103,97;1.569,08;441,19;-;3.782,42;6.298,33
2011;890404190;2,55;687,89;4,85;0;695,29;11,31;2.015,58;0;0;33,63;1.981,95;16,68;2,93;837,53;13,42;-;2.173,59;3.044,15;0;0;0;0;0;0;0;11,64;45,04;0;56,68;5.789,40;0;-;-;0;436,13;-;-;0,73;0;-;-;-;-;0;0;69,23;69,23;506,09;6.295,49;0;250,47;1,66;30,31;1,57;0;0;74,35;-;218,59;217,6;544,08;308,3;332,3;34,23;0;1.428,74;82,64;1.511,38;0;2.980,76;0;0;0;0;0;0;0;0;0;0;2.980,76;250;-;-;0;250;0;125;293,19;0;1.647,39;929,92;69,23;-;3.314,73;6.295,49
