BALANCE GENERAL;NIT;Caja;Bancos;Cuentas De Ahorro;Fondos;SUBTOTAL DISPONIBLE;INVERSIONES CP;Clientes;Cuentas Corrientes Comerciales;Deudas De Difícil Cobro;Provisiones (db);TOTAL DEUDORES COMERCIALES;Cuentas Por Cobrar A Socios y Accionistas;Anticipos y Avances;Anticipo De Imptos. y Contrib.O Saldos A Favor;Cuentas Por Cobrar a Trabajadores;Activos Biológicos CP;Deudores Varios / Otros Activos No Financieros;TOTAL OTROS DEUDORES;Materias Primas;Productos En Proceso;Productos Terminados;M/Cías No Fabricadas Por La Emp;Materiales, Repuestos y Accesorios;Otros Inventarios y Provisiones;SUBTOTAL INVENTARIOS;Gastos Pagados Por Anticipado;Cargos Diferidos;Amortización Acumulada y Otros;SUBTOTAL DIFERIDO;TOTAL ACTIVO CORRIENTE;Inversiones LP;Activos biológicos no corrientes;CxC comerciales y otras CxC no corrientes;Subtotal Deudores A Largo Plazo;Propiedades Planta Y Equipo;Plusvalía;Activos intangibles distintos de la plusvalía;Subtotal Intangibles;Subtotal Diferidos;Inventarios no corrientes;Activos por impuestos corrientes, no corriente;Otros activos no financieros no corrientes;Activos LP pignorados como garantía para Vender;Subtotal Otros Activos;De Inversiones Y Otros;De Propiedades Planta Y Equipo;Subtotal Valorizaciones;TOTAL ACTIVO NO CORRIENTE;TOTAL ACTIVO;Obligaciones Financieras;Proveedores CP;Costos y Gastos Por Pagar;Retención En La Fuente;Deudas Con Accionistas O Socios;Impuesto A Las Ventas Retenido;Impuesto De Industria y Comercio Retenido;Provisiones, Retenciones y Aportes de Nómina;Otras provisiones corrientes;Acreedores;Otras Cuenta Por Pagar;SUBTOTAL CUENTAS POR PAGAR;IMPUESTOS GRAVAMENES Y TASAS;OBLIGACIONES LABORALES;SUBTOTAL PASIVOS ESTIMAD. Y PROVIS.;DIFERIDOS;Anticipos y Avances Recibidos;Otros;SUBTOTAL OTROS PASIVOS;SUBTOTAL BONOS Y PAPELES COMERCIA.;TOTAL PASIVO CORRIENTE;Obligaciones Financieras;Proveedores LP;Subtotal Cuentas Por Pagar;Impuestos Gravámenes y Tasas;Obligaciones Laborales;Subtotal Pasivos Estimad. y Provis.;Subtotal Diferidos;Subtotal Otros Pasivos;Subtotal Bonos y Papeles Comercia.;TOTAL PASIVO NO CORRIENTE;TOTAL PASIVO;Capital Suscrito y Pagado;Prima de emisión;Acciones propias en cartera;Aportes Sociales y Otros;SUBTOTAL CAPITAL SOCIAL;SUBTOTAL SUPERAVIT DE CAPITAL;RESERVAS;REVALORIZACION DEL PATRIMONIO;DIVIDEN. O PARTC. DECRET. EN ACC.O CUOTAS;RESULTADOS DEL EJERCICIO;RESULTADOS DE EJERCICIOS ANTERIORES;SUPERAVIT POR VALORIZACIONES;INVERSIÓN SUPLEMENTARIA AL CAPITAL Y AJUSTES AÑOS ANTERIORES;TOTAL PATRIMONIO;TOTAL PASIVO Y PATRIMONIO
2020;860535640;2,26;2.148,31;0;-;2.150,57;0;2.346,44;-;-;65,24;2.281,20;0;0;0;-;0;977,51;977,51;-;-;-;-;-;0;0;-;-;-;-;5.409,27;0;0;0;0;538,4;0;0;0;42,51;0;0;1.257,62;0;1.257,62;-;-;-;1.838,53;7.247,80;0;941,63;580,57;-;-;-;-;-;0;-;-;580,57;230,34;201,62;0;-;-;847,45;847,45;-;2.801,61;0;0;0;0;0;-;19,52;0;-;19,52;2.821,12;1.737,00;0;0;-;1.737,00;0;447,5;0;-;-;2.242,18;-;0;4.426,68;7.247,80
2019;860535640;-;3.088,29;-;-;3.088,29;197,75;2.458,64;-;-;-;2.458,64;-;0;223,15;-;0;684,53;907,69;-;-;-;-;-;0;0;-;-;-;-;6.652,37;105,48;0;0;0;493,82;0;5,13;5,13;42,51;0;0;0;0;0;-;-;-;646,95;7.299,32;0;2.945,58;-;-;-;-;-;199,19;0;-;678,49;877,68;89,61;-;-;-;-;-;-;-;3.912,87;0;0;0;0;-;-;0;0;-;0;3.912,87;1.737,00;0;0;-;1.737,00;0;431,6;0;-;-;1.217,84;-;0;3.386,45;7.299,32
2018;860535640;-;2.195,49;-;-;2.195,49;0;3.256,57;-;-;-;3.256,57;-;0;0;-;0;0;0;-;-;-;-;-;0;0;-;-;-;-;5.452,06;955,01;0;123,7;123,7;520,3;0;0;0;23,12;0;0;0;0;0;-;-;-;1.622,12;7.074,19;0;2.581,12;-;-;-;-;-;188,92;0;-;0;188,92;302,42;-;-;-;-;-;-;-;3.072,46;0;0;0;0;-;-;0;0;-;0;3.072,46;1.737,00;0;0;-;1.737,00;0;344,28;0;-;-;1.920,45;-;0;4.001,73;7.074,19
2017;860535640;0,35;2.847,14;-;-;2.847,49;0;2.538,71;-;-;-;2.538,71;0;0;0;-;0;0;0;-;-;-;-;-;0;0;-;-;-;-;5.386,20;0;0;0;0;528,98;0;0;0;33,57;0;0;0;781,68;781,68;-;-;-;1.344,23;6.730,43;0;2.886,11;0;-;-;-;-;160,5;0;-;0;160,5;146,73;-;-;-;-;-;-;-;3.193,34;0;0;-;0;0;0;92,05;0;-;92,05;3.285,40;1.737,00;0;0;-;1.737,00;0;278,13;0;-;-;1.429,91;-;0;3.445,03;6.730,43
2016;860535640;-;1.832,97;-;-;1.832,97;0;1.549,41;-;-;-;1.549,41;-;0;0;-;0;0;0;-;-;-;-;-;0;0;-;-;-;-;3.382,37;33,37;0;0;0;653,05;0;0;0;23,36;0;0;81,31;0;81,31;-;-;-;791,09;4.173,46;0;1.424,59;-;-;-;-;-;153,82;0;-;0;153,82;54,3;-;-;-;-;-;-;-;1.632,71;0;0;0;0;-;-;158,5;0;-;158,5;1.791,21;1.120,00;0;0;-;1.120,00;0;247,5;0;-;-;1.014,76;-;0;2.382,26;4.173,46
2015;860535640;2,87;674,63;1.635,86;0;2.313,36;0;1.700,47;0;0;10,15;1.690,32;0;10,4;8,59;1,02;-;74,4;94,41;0;0;0;0;0;0;0;119,31;110,88;0;230,19;4.328,27;31,79;-;-;0;197,75;-;-;0;0;-;-;-;-;0;0;0;0;229,55;4.557,82;0;0;253,11;11,18;0;1,35;0,21;25,98;-;98,31;0;390,13;137,84;174,61;0;0;67,15;1.709,11;1.776,26;0;2.478,84;0;0;0;0;0;0;0;0;0;0;2.478,84;1.120,00;-;-;0;1.120,00;0;203,53;0;0;243,75;511,7;0;-;2.078,98;4.557,82
2014;860535640;8,17;202,9;1.854,81;0;2.065,88;0;2.306,25;0;0;10,15;2.296,10;0;0;1,94;0,35;-;222,95;225,24;0;0;0;0;0;0;0;108,23;3,43;0;111,66;4.698,88;31,79;-;-;0;147,88;-;-;0;0;-;-;-;-;0;0;0;0;179,68;4.878,56;1,78;0;312,88;14,35;0;2,3;0,59;19,52;-;104,46;0;454,1;123,3;132,5;0;0;152,4;3.019,28;3.171,67;0;3.883,34;0;0;0;0;0;0;0;0;0;0;3.883,34;280;-;-;0;280;0;170,19;0;0;222,28;322,75;0;-;995,22;4.878,56
2013;860535640;5,52;182,65;1.155,06;0;1.343,22;0;2.011,18;0;0;11,12;2.000,06;0;5,77;1,64;3,9;-;329,12;340,43;0;0;0;0;0;0;0;32,32;2,72;0;35,04;3.718,75;31,79;-;-;0;227,39;-;-;0;0;-;-;-;-;0;0;0;0;259,19;3.977,93;14,69;0;68,57;6,06;0;1,26;0,18;17,25;-;70,1;198,88;362,29;87,78;119,97;0;0;198,56;2.418,01;2.616,57;0;3.201,29;0;0;0;0;0;0;0;0;0;0;3.201,29;280;-;-;0;280;0;141,8;0;0;213,89;140,95;0;-;776,64;3.977,93
2012;860535640;1,81;308,87;1.134,73;0;1.445,41;0;1.511,73;0;0;4,42;1.507,31;0;11,37;3,06;2,07;-;1.174,28;1.190,78;0;0;0;0;0;0;0;43,26;3,69;0;46,94;4.190,44;31,79;-;-;0;300,3;-;-;0;0;-;-;-;-;0;0;0;0;332,09;4.522,53;0,86;0,62;89,94;4,2;0;6,16;0,18;23,5;-;497,1;314,44;935,53;78,91;96;0;0;44,05;2.803,83;2.847,88;0;3.959,79;0;0;0;0;0;0;0;0;0;0;3.959,79;280;-;-;0;280;0;116,93;0;0;165,82;0;0;-;562,74;4.522,53
2011;860535640;2,61;157,16;1.178,89;0;1.338,65;0;1.570,63;66,14;0;0;1.636,76;0;1,01;37;2,23;-;195,82;236,05;0;0;0;0;0;0;0;34,62;1,82;0;36,43;3.247,89;31,79;-;-;0;257,88;-;-;0;0;-;-;-;-;0;0;0;0;289,67;3.537,56;0,1;7,22;294,01;9,93;0;0,1;0,05;23,65;-;48,59;0;376,32;45,35;80,74;0,31;0;62,85;1.650,46;1.713,31;0;2.223,36;0;0;0;0;0;0;0;0;0;0;2.223,36;280;-;-;0;280;0;89,79;0;0;180,94;763,48;0;-;1.314,21;3.537,56
