BALANCE GENERAL;NIT;Caja;Bancos;Cuentas De Ahorro;Fondos;SUBTOTAL DISPONIBLE;INVERSIONES CP;Clientes;Cuentas Corrientes Comerciales;Deudas De Difícil Cobro;Provisiones (db);TOTAL DEUDORES COMERCIALES;Cuentas Por Cobrar A Socios y Accionistas;Anticipos y Avances;Anticipo De Imptos. y Contrib.O Saldos A Favor;Cuentas Por Cobrar a Trabajadores;Activos Biológicos CP;Deudores Varios / Otros Activos No Financieros;TOTAL OTROS DEUDORES;Materias Primas;Productos En Proceso;Productos Terminados;M/Cías No Fabricadas Por La Emp;Materiales, Repuestos y Accesorios;Otros Inventarios y Provisiones;SUBTOTAL INVENTARIOS;Gastos Pagados Por Anticipado;Cargos Diferidos;Amortización Acumulada y Otros;SUBTOTAL DIFERIDO;TOTAL ACTIVO CORRIENTE;Inversiones LP;Activos biológicos no corrientes;CxC comerciales y otras CxC no corrientes;Subtotal Deudores A Largo Plazo;Propiedades Planta Y Equipo;Plusvalía;Activos intangibles distintos de la plusvalía;Subtotal Intangibles;Subtotal Diferidos;Inventarios no corrientes;Activos por impuestos corrientes, no corriente;Otros activos no financieros no corrientes;Activos LP pignorados como garantía para Vender;Subtotal Otros Activos;De Inversiones Y Otros;De Propiedades Planta Y Equipo;Subtotal Valorizaciones;TOTAL ACTIVO NO CORRIENTE;TOTAL ACTIVO;Obligaciones Financieras;Proveedores CP;Costos y Gastos Por Pagar;Retención En La Fuente;Deudas Con Accionistas O Socios;Impuesto A Las Ventas Retenido;Impuesto De Industria y Comercio Retenido;Provisiones, Retenciones y Aportes de Nómina;Otras provisiones corrientes;Acreedores;Otras Cuenta Por Pagar;SUBTOTAL CUENTAS POR PAGAR;IMPUESTOS GRAVAMENES Y TASAS;OBLIGACIONES LABORALES;SUBTOTAL PASIVOS ESTIMAD. Y PROVIS.;DIFERIDOS;Anticipos y Avances Recibidos;Otros;SUBTOTAL OTROS PASIVOS;SUBTOTAL BONOS Y PAPELES COMERCIA.;TOTAL PASIVO CORRIENTE;Obligaciones Financieras;Proveedores LP;Subtotal Cuentas Por Pagar;Impuestos Gravámenes y Tasas;Obligaciones Laborales;Subtotal Pasivos Estimad. y Provis.;Subtotal Diferidos;Subtotal Otros Pasivos;Subtotal Bonos y Papeles Comercia.;TOTAL PASIVO NO CORRIENTE;TOTAL PASIVO;Capital Suscrito y Pagado;Prima de emisión;Acciones propias en cartera;Aportes Sociales y Otros;SUBTOTAL CAPITAL SOCIAL;SUBTOTAL SUPERAVIT DE CAPITAL;RESERVAS;REVALORIZACION DEL PATRIMONIO;DIVIDEN. O PARTC. DECRET. EN ACC.O CUOTAS;RESULTADOS DEL EJERCICIO;RESULTADOS DE EJERCICIOS ANTERIORES;SUPERAVIT POR VALORIZACIONES;INVERSIÓN SUPLEMENTARIA AL CAPITAL Y AJUSTES AÑOS ANTERIORES;TOTAL PATRIMONIO;TOTAL PASIVO Y PATRIMONIO
2020;830076778;7,2;1.549,40;0;-;1.556,60;0;2.568,62;-;-;33,07;2.535,55;0;27,3;3.965,80;-;0;0,52;3.993,63;-;-;-;-;-;0;0;-;-;-;-;8.085,77;0;0;0;0;784,57;0;0;0;73,37;0;0;0;0;0;-;-;-;857,93;8.943,70;1.650,47;566,72;0;-;-;-;-;-;0;-;-;0;441,4;462,83;330,18;-;-;0;0;-;3.451,59;0;0;0;0;0;-;0;0;-;0;3.451,59;1.151,25;1.305,00;0;-;2.456,25;0;601,73;0;-;-;2.434,13;-;0;5.492,11;8.943,70
2019;830076778;-;1.160,74;-;-;1.160,74;51,1;3.893,30;-;-;-;3.893,30;-;0;3.647,61;-;0;0;3.647,61;-;-;-;-;-;0;0;-;-;-;-;8.752,74;0;0;0;0;835,83;0;0;0;60,86;0;0;0;0;0;-;-;-;896,68;9.649,43;0;2.315,60;-;-;-;-;-;384,24;1.223,62;-;0;1.607,86;129,42;-;-;-;-;-;-;-;4.052,88;0;0;0;0;-;-;0;0;-;0;4.052,88;1.151,25;1.305,00;0;-;2.456,25;0;601,73;0;-;-;2.538,58;-;0;5.596,55;9.649,43
2018;830076778;-;389,94;-;-;389,94;16,23;2.639,52;-;-;-;2.639,52;-;0;3.156,27;-;0;0;3.156,27;-;-;-;-;-;0;0;-;-;-;-;6.201,96;0;0;0;0;996,3;0;0;0;26,1;0;0;0;0;0;-;-;-;1.022,40;7.224,36;0;1.661,96;-;-;-;-;-;188,7;750,44;-;0;939,14;408,92;-;-;-;-;-;-;-;3.010,01;0;0;0;0;-;-;0;0;-;0;3.010,01;1.006,25;0;0;-;1.006,25;0;601,73;0;-;-;2.606,37;-;0;4.214,35;7.224,36
2017;830076778;0,05;1.825,28;-;-;1.825,33;0;1.658,66;-;-;-;1.658,66;0;2,64;2.786,38;-;0;0;2.789,02;-;-;-;-;-;0;0;-;-;-;-;6.273,01;0;0;0;0;1.146,39;0;0;0;37,55;0;0;0;0;0;-;-;-;1.183,94;7.456,94;0;1.552,61;0;-;-;-;-;213,41;917,12;-;0;1.130,52;412,19;-;-;-;-;-;-;-;3.095,32;0;0;-;0;0;0;0;0;-;0;3.095,32;1.006,25;0;0;-;1.006,25;0;601,73;0;-;-;2.753,65;-;0;4.361,63;7.456,94
2016;830076778;-;921,64;-;-;921,64;6,61;989,67;-;-;-;989,67;-;0;2.745,75;-;0;0;2.745,75;-;-;-;-;-;0;0;-;-;-;-;4.663,67;0;0;0;0;1.322,45;0;0;0;7,27;0;0;0;0;0;-;-;-;1.329,72;5.993,39;0;1.045,36;-;-;-;-;-;104,46;0;-;123,31;227,77;331,04;-;-;-;-;-;-;-;1.604,17;0;0;0;0;-;-;0;0;-;0;1.604,17;1.006,25;0;0;-;1.006,25;0;601,73;0;-;-;2.781,25;-;0;4.389,22;5.993,39
2015;830076778;0,05;22,58;812,04;0;834,66;0;540,9;1.041,63;0;4,8;1.577,73;0;42,52;2.616,03;0;-;289,98;2.948,52;0;0;0;0;0;0;0;40,56;0;0;40,56;5.401,48;0;-;-;0;1.022,19;-;-;0;5,23;-;-;-;-;0;0;0;0;1.027,42;6.428,90;0;450,96;0;28,61;0;1,76;0,34;47,72;-;9,5;517,43;605,35;149,86;109,54;380,08;0;0;0;0;0;1.695,79;0;0;0;0;0;0;0;0;0;0;1.695,79;0;-;-;1.006,25;1.006,25;0;601,73;0;0;-62,02;3.187,15;0;-;4.733,11;6.428,90
2014;830076778;7,05;153,52;112,08;0;272,65;0;122,27;3.113,59;0;1,48;3.234,38;0;74,94;2.418,44;0;-;289,08;2.782,46;0;0;0;0;0;0;0;35,12;0;0;35,12;6.324,61;0;-;-;0;0;-;-;0;4,31;-;-;-;-;0;0;0;0;4,31;6.328,92;0;139,37;0;116,58;0;0;0,25;85,9;-;0;855,53;1.058,26;151,81;120,36;55,53;0;8,47;0;8,47;0;1.533,80;0;0;0;0;0;0;0;0;0;0;1.533,80;0;-;-;1.006,25;1.006,25;0;601,73;0;0;-162,16;3.349,31;0;-;4.795,12;6.328,92
2013;830076778;7;132,6;194,71;0;334,31;0;678,01;2.929,71;0;27,54;3.580,18;0;51,7;1.721,26;0;-;255,53;2.028,49;0;0;0;0;0;0;0;49,77;0;0;49,77;5.992,75;0;-;-;0;2,35;-;-;0;114,01;-;-;-;-;0;0;0;0;116,36;6.109,11;0;121,4;0;64,42;0;0,23;0,16;36,75;-;0;408,56;510,11;256,06;198,64;65,61;0;0;0;0;0;1.151,83;0;0;0;0;0;0;0;0;0;0;1.151,83;0;-;-;1.006,25;1.006,25;0;601,73;0;0;-30,37;3.379,68;0;-;4.957,29;6.109,11
2012;830076778;7;34,22;1.187,76;0;1.228,97;0;534,73;3.119,99;0;1,57;3.653,15;0;17,61;1.274,84;0;-;0;1.292,45;0;0;0;0;0;0;0;19,87;207,7;0;227,57;6.402,14;0;-;-;0;5,48;-;-;0;0;-;-;-;-;0;0;0;0;5,48;6.407,62;0;93,07;600,12;47,91;0;0,33;0,08;22,9;-;0;31,95;703,29;134,55;124,84;334,95;0;8,66;0;8,66;0;1.399,36;0;0;0;0;0;0;0;0;0;0;1.399,36;0;-;-;1.006,25;1.006,25;0;601,73;33,13;0;-6,86;3.374,02;0;-;5.008,26;6.407,62
2011;830076778;7;0,39;2.191,15;0;2.198,54;0;593,17;2.407,46;0;0;3.000,62;0;31,53;888,47;0;-;262,86;1.182,85;0;0;0;0;0;0;0;4,61;309,58;0;314,2;6.696,21;0;-;-;0;8,61;-;-;0;0;-;-;-;-;0;0;0;0;8,61;6.704,81;0;24,45;0;44,06;0;0,5;0,33;30,43;-;0;726,58;801,89;213,98;130,58;398,1;0;18,52;0;18,52;0;1.587,53;0;0;0;0;0;0;0;0;0;0;1.587,53;0;-;-;1.006,25;1.006,25;0;601,73;38,1;0;-42,61;3.513,82;0;-;5.117,29;6.704,81
