BALANCE GENERAL;NIT;Caja;Bancos;Cuentas De Ahorro;Fondos;SUBTOTAL DISPONIBLE;INVERSIONES CP;Clientes;Cuentas Corrientes Comerciales;Deudas De Difícil Cobro;Provisiones (db);TOTAL DEUDORES COMERCIALES;Cuentas Por Cobrar A Socios y Accionistas;Anticipos y Avances;Anticipo De Imptos. y Contrib.O Saldos A Favor;Cuentas Por Cobrar a Trabajadores;Activos Biológicos CP;Deudores Varios / Otros Activos No Financieros;TOTAL OTROS DEUDORES;Materias Primas;Productos En Proceso;Productos Terminados;M/Cías No Fabricadas Por La Emp;Materiales, Repuestos y Accesorios;Otros Inventarios y Provisiones;SUBTOTAL INVENTARIOS;Gastos Pagados Por Anticipado;Cargos Diferidos;Amortización Acumulada y Otros;SUBTOTAL DIFERIDO;TOTAL ACTIVO CORRIENTE;Inversiones LP;Activos biológicos no corrientes;CxC comerciales y otras CxC no corrientes;Subtotal Deudores A Largo Plazo;Propiedades Planta Y Equipo;Plusvalía;Activos intangibles distintos de la plusvalía;Subtotal Intangibles;Subtotal Diferidos;Inventarios no corrientes;Activos por impuestos corrientes, no corriente;Otros activos no financieros no corrientes;Activos LP pignorados como garantía para Vender;Subtotal Otros Activos;De Inversiones Y Otros;De Propiedades Planta Y Equipo;Subtotal Valorizaciones;TOTAL ACTIVO NO CORRIENTE;TOTAL ACTIVO;Obligaciones Financieras;Proveedores CP;Costos y Gastos Por Pagar;Retención En La Fuente;Deudas Con Accionistas O Socios;Impuesto A Las Ventas Retenido;Impuesto De Industria y Comercio Retenido;Provisiones, Retenciones y Aportes de Nómina;Otras provisiones corrientes;Acreedores;Otras Cuenta Por Pagar;SUBTOTAL CUENTAS POR PAGAR;IMPUESTOS GRAVAMENES Y TASAS;OBLIGACIONES LABORALES;SUBTOTAL PASIVOS ESTIMAD. Y PROVIS.;DIFERIDOS;Anticipos y Avances Recibidos;Otros;SUBTOTAL OTROS PASIVOS;SUBTOTAL BONOS Y PAPELES COMERCIA.;TOTAL PASIVO CORRIENTE;Obligaciones Financieras;Proveedores LP;Subtotal Cuentas Por Pagar;Impuestos Gravámenes y Tasas;Obligaciones Laborales;Subtotal Pasivos Estimad. y Provis.;Subtotal Diferidos;Subtotal Otros Pasivos;Subtotal Bonos y Papeles Comercia.;TOTAL PASIVO NO CORRIENTE;TOTAL PASIVO;Capital Suscrito y Pagado;Prima de emisión;Acciones propias en cartera;Aportes Sociales y Otros;SUBTOTAL CAPITAL SOCIAL;SUBTOTAL SUPERAVIT DE CAPITAL;RESERVAS;REVALORIZACION DEL PATRIMONIO;DIVIDEN. O PARTC. DECRET. EN ACC.O CUOTAS;RESULTADOS DEL EJERCICIO;RESULTADOS DE EJERCICIOS ANTERIORES;SUPERAVIT POR VALORIZACIONES;INVERSIÓN SUPLEMENTARIA AL CAPITAL Y AJUSTES AÑOS ANTERIORES;TOTAL PATRIMONIO;TOTAL PASIVO Y PATRIMONIO
2020;806008047;1,1;5.005,49;0;-;5.006,59;0;24.701,92;-;-;596,6;24.105,32;0;64,69;0;-;0;1.402,25;1.466,95;-;-;-;-;-;0;0;-;-;-;-;30.578,86;0;0;0;0;362,5;0;0;0;261,89;0;0;0;0;0;-;-;-;624,39;31.203,24;3,93;14.384,13;2.597,32;-;-;-;-;-;0;-;-;2.597,32;0;592,88;0;-;-;1.280,76;1.280,76;-;18.859,01;0;0;0;830,43;0;-;0;400,06;-;1.230,50;20.089,51;1.200,00;1.168,71;0;-;2.368,71;0;611,85;0;-;-;8.133,18;-;0;11.113,73;31.203,24
2019;806008047;-;1.495,03;-;-;1.495,03;32,39;21.956,73;-;-;-;21.956,73;-;0;0;-;0;0;0;-;-;-;-;-;0;0;-;-;-;-;23.484,15;0;0;0;0;342,99;0;0;0;225,12;0;0;0;0;0;-;-;-;568,11;24.052,26;4,62;12.517,67;-;-;-;-;-;645,96;0;-;0;645,96;922,96;-;-;-;-;-;-;-;14.091,21;0;0;0;0;-;-;56,28;300,06;-;356,34;14.447,55;1.200,00;1.168,71;0;-;2.368,71;0;611,85;0;-;-;6.624,15;-;0;9.604,70;24.052,26
2018;806008047;-;3.690,28;-;-;3.690,28;310,53;20.953,02;-;-;-;20.953,02;-;0;0;-;0;0;0;-;-;-;-;-;0;0;-;-;-;-;24.953,82;0;0;0;0;258,83;0;0;0;235,48;0;0;0;0;0;-;-;-;494,31;25.448,13;57,72;16.709,11;-;-;-;-;-;546,43;0;-;0;546,43;1.292,19;-;-;-;-;-;-;-;18.605,46;0,65;0;0;0;-;-;29,96;300;-;330,6;18.936,06;1.200,00;1.168,71;0;-;2.368,71;0;611,85;0;-;-;3.531,52;-;0;6.512,07;25.448,13
2017;806008047;0;1.029,52;-;-;1.029,52;4,41;15.429,14;-;-;-;15.429,14;0;9,32;31,18;-;0;0;40,49;-;-;-;-;-;0;0;-;-;-;-;16.503,56;0;0;0;0;307,22;0;0;0;16,58;0;0;0;0;0;-;-;-;323,81;16.827,37;53,48;8.676,97;0;-;-;-;-;395,04;0;-;0;395,04;178,02;-;-;-;-;-;-;-;9.303,51;59,27;0;-;0;0;0;364;300,51;-;723,78;10.027,29;1.200,00;1.168,71;0;-;2.368,71;0;396,59;0;-;-;4.034,78;-;0;6.800,08;16.827,37
2016;806008047;-;3.284,27;-;-;3.284,27;0;10.262,55;-;-;-;10.262,55;-;0;0;-;0;134,87;134,87;-;-;-;-;-;0;0;-;-;-;-;13.681,69;0;0;0;0;218,92;0;0;0;62,86;0;0;0;0;0;-;-;-;281,78;13.963,47;3,27;5.336,10;-;-;-;-;-;309,26;0;-;0;309,26;650,2;-;-;-;-;-;-;-;6.298,82;0;0;0;0;-;-;694,45;60,65;-;755,1;7.053,93;1.000,00;1.168,71;0;-;2.168,71;0;449,44;0;-;-;4.291,39;-;0;6.909,54;13.963,47
2015;806008047;4,7;1.770,46;8,91;0;1.784,07;1.269,72;9.712,06;0;0;49,03;9.663,03;0;271,63;1.091,62;3,23;-;0;1.366,47;0;0;0;0;0;0;0;0;0;0;0;14.083,28;0;-;-;0;251,03;-;-;0;0;-;-;-;-;0;0;0;0;251,03;14.334,31;14,78;3.925,23;91,65;109,49;0;0;13,82;50,83;-;0;0;265,79;268,24;221,84;1.570,51;0;157,58;0;157,58;0;6.423,98;0;0;0;0;0;0;0;2.903,77;0;2.903,77;9.327,75;734,02;-;-;0;734,02;1.168,71;454,33;0;0;2.611,01;38,5;0;-;5.006,56;14.334,31
2014;806008047;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2013;806008047;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2012;806008047;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2011;806008047;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
