ESTADO DE RESULTADOS;sector;NIT;Ingresos Operacionales;Costo De Ventas Y De Prestación De Servicios;UTILIDAD BRUTA;Gastos Operacionales De Administración;Gastos Operacionales De Ventas;Otras ganancias (pérdidas) Operaciones por Ajuste Niif;UTILIDAD OPERACIONAL;Ingresos No Operacionales;Gastos No Operacionales;Intereses Financieros;Otros Gastos No Operacionales;Ajustes No Operacionales Normas Internacionales;UTILIDAD ANTES DE IMPUESTOS Y AJUSTES X INFLACION;Impuesto De Renta Y Complementarios;Ganancia (pérdida) procedente de operaciones discontinuadas;GANANCIAS Y PERDIDAS;Depreciacion del Periodo;Amortizaciones
2020.00;educacion;900007640.00;18211.22;6592.41;11618.82;2351.59;8805.56;181.99;643.65;41.90;717.26;717.26;0.00;0.00;31.70;131.63;0.00;163.33;893.54;0.00
2019.00;educacion;900007640.00;22194.39;7303.21;14891.17;9879.96;2615.39;407.59;1988.23;40.40;834.34;834.34;0.00;36.03;1158.27;829.77;0.00;328.49;847.72;0.00
2018.00;educacion;900007640.00;18876.70;4650.65;14226.05;9016.02;3996.05;455.75;758.23;26.87;810.32;810.32;0.00;0.00;25.22;341.43;0.00;366.65;778.81;0.00
2017.00;educacion;900007640.00;19134.79;5940.83;13193.96;9358.81;2062.48;348.70;1423.98;68.94;860.67;860.67;0.00;0.00;632.24;616.31;0.00;15.94;749.83;0.00
2016.00;educacion;900007640.00;17400.43;6576.43;10824.01;9410.27;2619.21;413.69;791.79;101.05;985.38;985.38;0.00;0.00;1676.12;300.56;0.00;1375.57;0.00;0.00
2015.00;educacion;900007640.00;20375.10;6459.82;13915.27;10635.56;2871.83;0.00;407.89;539.02;761.24;310.72;450.52;0.00;185.66;105.00;0.00;80.66;0.00;0.00
2014.00;educacion;900007640.00;16050.72;4518.24;11532.48;8302.05;3049.60;0.00;180.83;385.23;370.87;0.00;0.00;0.00;195.19;145.00;0.00;50.19;241.24;218.91
2013.00;educacion;900007640.00;15126.42;4775.71;10350.71;8019.28;2183.56;0.00;147.87;295.63;339.46;0.00;0.00;0.00;104.04;26.01;0.00;78.03;151.21;116.33
2012.00;educacion;900007640.00;12796.45;4155.54;8640.91;6666.21;1554.06;0.00;420.65;99.13;288.34;0.00;0.00;0.00;231.44;114.53;0.00;116.91;34.44;159.64
2011.00;educacion;900007640.00;11182.24;3449.48;7732.76;5803.35;1496.05;0.00;433.36;121.26;335.26;0.00;0.00;0.00;219.37;92.43;0.00;126.94;134.00;575.98
2010.00;educacion;900007640.00;8633.03;2892.54;5740.49;4452.32;1081.74;0.00;206.43;84.68;222.14;0.00;0.00;0.00;68.97;58.69;0.00;10.28;98.39;272.56
2009.00;educacion;900007640.00;6032.55;1934.49;4098.06;3268.25;659.94;0.00;169.87;62.59;131.26;0.00;0.00;0.00;101.21;45.52;0.00;55.69;64.25;138.67
2008.00;educacion;900007640.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
2007.00;educacion;900007640.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
2006.00;educacion;900007640.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
