ESTADO DE RESULTADOS;sector;NIT;Ingresos Operacionales;Costo De Ventas Y De Prestación De Servicios;UTILIDAD BRUTA;Gastos Operacionales De Administración;Gastos Operacionales De Ventas;Otras ganancias (pérdidas) Operaciones por Ajuste Niif;UTILIDAD OPERACIONAL;Ingresos No Operacionales;Gastos No Operacionales;Intereses Financieros;Otros Gastos No Operacionales;Ajustes No Operacionales Normas Internacionales;UTILIDAD ANTES DE IMPUESTOS Y AJUSTES X INFLACION;Impuesto De Renta Y Complementarios;Ganancia (pérdida) procedente de operaciones discontinuadas;GANANCIAS Y PERDIDAS;Depreciacion del Periodo;Amortizaciones
2020.00;educacion;830096897.00;26754.24;0.00;26754.24;0.00;25540.17;85.05;1129.03;335.17;598.83;598.83;0.00;0.00;865.36;687.25;0.00;178.11;2578.39;0.00
2019.00;educacion;830096897.00;30900.53;0.00;30900.53;28547.09;0.00;259.14;2612.57;395.35;949.38;949.38;0.00;0.00;2058.55;860.99;0.00;1197.55;2383.40;0.00
2018.00;educacion;830096897.00;29892.09;0.00;29892.09;26402.63;0.00;1251.18;2238.28;0.00;0.00;0.00;0.00;0.00;2238.28;1524.67;0.00;713.62;2308.36;0.00
2017.00;educacion;830096897.00;29407.15;0.00;29407.15;24827.26;0.00;2058.92;2520.98;0.00;0.00;0.00;0.00;0.00;2520.98;0.00;0.00;2520.98;2648.82;0.00
2016.00;educacion;830096897.00;26709.09;0.00;26709.09;23950.97;0.00;275.29;3033.40;0.00;2286.89;2286.89;0.00;0.00;746.52;94.83;0.00;841.35;0.00;0.00
2015.00;educacion;830096897.00;23680.99;0.00;23680.99;19591.94;0.00;0.00;4089.06;478.10;2684.34;2281.43;402.91;0.00;1882.82;516.77;0.00;1366.05;0.00;0.00
2014.00;educacion;830096897.00;24042.81;0.00;24042.81;19543.04;0.00;0.00;4499.77;185.47;3000.29;0.00;0.00;0.00;1684.95;608.62;0.00;1076.33;1600.39;0.00
2013.00;educacion;830096897.00;24228.96;0.00;24228.96;19659.99;0.00;0.00;4568.97;321.37;3341.57;0.00;0.00;0.00;1548.77;523.01;0.00;1025.76;2133.48;0.00
2012.00;educacion;830096897.00;22759.75;0.00;22759.75;18921.32;0.00;0.00;3838.43;307.57;3421.26;0.00;0.00;0.00;724.74;411.09;0.00;313.66;1980.37;0.00
2011.00;educacion;830096897.00;20339.15;0.00;20339.15;15218.25;0.00;0.00;5120.91;384.93;3890.68;0.00;0.00;0.00;1615.16;0.00;0.00;1615.16;1138.43;0.00
2010.00;educacion;830096897.00;18007.75;0.00;18007.75;13005.99;0.00;0.00;5001.76;395.79;3355.43;0.00;0.00;0.00;2042.12;0.00;0.00;2042.12;1559.35;0.00
2009.00;educacion;830096897.00;14812.72;0.00;14812.72;9716.01;0.00;0.00;5096.70;34.07;4251.60;0.00;0.00;0.00;879.18;21.70;0.00;857.47;920.89;0.00
2008.00;educacion;830096897.00;12933.22;0.00;12933.22;8046.04;0.00;0.00;4887.18;107.60;4053.27;0.00;0.00;0.00;941.52;112.77;0.00;828.75;974.32;0.00
2007.00;educacion;830096897.00;9945.43;0.00;9945.43;6694.01;0.00;0.00;3251.42;27.17;3267.12;0.00;0.00;0.00;11.47;3.61;0.00;7.86;0.00;0.00
2006.00;educacion;830096897.00;6045.91;0.00;6045.91;5746.36;0.00;0.00;299.55;46.86;420.60;0.00;0.00;105.04;74.19;10.80;0.00;20.05;0.00;0.00
