ESTADO DE RESULTADOS;sector;NIT;Ingresos Operacionales;Costo De Ventas Y De Prestación De Servicios;UTILIDAD BRUTA;Gastos Operacionales De Administración;Gastos Operacionales De Ventas;Otras ganancias (pérdidas) Operaciones por Ajuste Niif;UTILIDAD OPERACIONAL;Ingresos No Operacionales;Gastos No Operacionales;Intereses Financieros;Otros Gastos No Operacionales;Ajustes No Operacionales Normas Internacionales;UTILIDAD ANTES DE IMPUESTOS Y AJUSTES X INFLACION;Impuesto De Renta Y Complementarios;Ganancia (pérdida) procedente de operaciones discontinuadas;GANANCIAS Y PERDIDAS;Depreciacion del Periodo;Amortizaciones
2020.00;educacion;900088875.00;54305.27;8687.40;45617.87;19592.22;19840.77;4984.15;11169.03;386.94;329.11;329.11;0.00;0.00;11226.87;4303.00;0.00;6923.87;7144.29;0.00
2019.00;educacion;900088875.00;46859.59;7324.76;39534.83;17956.57;18905.16;5104.00;7777.10;459.70;310.36;310.36;0.00;0.00;7926.44;2909.42;0.00;5017.02;5226.15;0.00
2018.00;educacion;900088875.00;38553.68;5902.91;32650.77;16403.77;16786.50;4934.05;4394.55;532.83;174.98;174.98;0.00;0.00;4752.41;1461.91;0.00;3290.50;3147.77;0.00
2017.00;educacion;900088875.00;36056.59;5768.40;30288.19;11773.29;14538.82;3564.49;7540.57;570.28;190.67;190.67;0.00;0.00;7920.18;2891.05;0.00;5029.12;2531.31;0.00
2016.00;educacion;900088875.00;32115.19;5678.18;26437.01;13229.84;8438.68;710.41;5478.91;321.80;193.31;193.31;0.00;0.00;5607.39;2635.66;0.00;2971.73;3007.55;0.00
2015.00;educacion;900088875.00;33831.78;6033.36;27798.43;5450.61;20923.30;0.00;1424.51;3382.09;1547.77;178.91;1368.85;0.00;3258.83;1010.24;0.00;4269.08;0.00;0.00
2014.00;educacion;900088875.00;32112.04;7026.46;25085.58;4443.44;21907.37;0.00;1265.23;2017.41;1086.04;0.00;0.00;0.00;333.86;513.51;0.00;847.38;345.37;1053.67
2013.00;educacion;900088875.00;24138.24;6517.24;17620.99;3656.21;19971.38;0.00;6006.60;1202.73;840.65;0.00;0.00;0.00;5644.51;0.00;0.00;5644.51;131.02;923.69
2012.00;educacion;900088875.00;5945.80;1819.71;4126.09;2237.20;4582.85;0.00;2693.96;292.12;72.69;0.00;0.00;0.00;2474.52;0.00;0.00;2474.52;100.52;362.57
2011.00;educacion;900088875.00;2240.79;1003.58;1237.21;1585.72;3797.50;0.00;4146.01;108.64;71.82;0.00;0.00;0.00;4109.19;5.55;0.00;4114.74;5.29;339.15
2010.00;educacion;900088875.00;3370.56;942.53;2428.03;667.58;2220.42;0.00;459.97;135.25;140.13;0.00;0.00;0.00;464.84;2.50;0.00;467.34;5.32;93.08
2009.00;educacion;900088875.00;473.51;0.00;473.51;346.58;855.78;0.00;728.85;148.72;130.24;0.00;0.00;0.00;710.37;8.50;0.00;718.87;5.24;0.00
2008.00;educacion;900088875.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
2007.00;educacion;900088875.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
2006.00;educacion;900088875.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
