ESTADO DE RESULTADOS;sector;NIT;Ingresos Operacionales;Costo De Ventas Y De Prestación De Servicios;UTILIDAD BRUTA;Gastos Operacionales De Administración;Gastos Operacionales De Ventas;Otras ganancias (pérdidas) Operaciones por Ajuste Niif;UTILIDAD OPERACIONAL;Ingresos No Operacionales;Gastos No Operacionales;Intereses Financieros;Otros Gastos No Operacionales;Ajustes No Operacionales Normas Internacionales;UTILIDAD ANTES DE IMPUESTOS Y AJUSTES X INFLACION;Impuesto De Renta Y Complementarios;Ganancia (pérdida) procedente de operaciones discontinuadas;GANANCIAS Y PERDIDAS;Depreciacion del Periodo;Amortizaciones
2020.00;educacion;830040872.00;78081.94;63218.42;14863.52;3528.60;3802.78;556.03;8088.16;0.00;0.00;0.00;0.00;0.00;8088.16;3910.54;1717.85;2459.77;669.36;0.00
2019.00;educacion;830040872.00;114793.80;107231.70;7562.10;3165.58;4421.87;6387.27;6361.91;0.00;0.00;0.00;0.00;0.00;6361.91;3748.06;349.00;2264.85;319.28;0.00
2018.00;educacion;830040872.00;86790.80;73455.52;13335.28;3684.53;5231.17;9.14;4428.72;0.00;0.00;0.00;0.00;0.00;4428.72;2452.66;0.00;1976.07;206.50;0.00
2017.00;educacion;830040872.00;64756.23;56563.56;8192.66;4048.94;0.00;129.39;4273.11;0.00;0.00;0.00;0.00;0.00;4273.11;1861.08;0.00;2412.03;226.48;0.00
2016.00;educacion;830040872.00;54506.40;47941.57;6564.83;0.00;4849.46;1526.64;188.73;0.00;0.00;0.00;0.00;0.00;188.73;124.41;0.00;64.32;206.55;0.00
2015.00;educacion;830040872.00;32314.09;29857.92;1513.32;0.00;7340.25;0.00;4884.08;0.00;0.00;0.00;0.00;0.00;4884.08;73.57;0.00;4957.65;206.55;0.00
2014.00;educacion;830040872.00;41190.70;35975.67;5215.03;3813.86;0.00;0.00;1401.18;214.71;1116.97;0.00;0.00;0.00;498.92;455.48;0.00;43.45;316.51;14.68
2013.00;educacion;830040872.00;45431.79;42000.37;3431.42;2406.66;0.00;0.00;1024.76;246.22;442.74;0.00;0.00;0.00;828.25;735.89;0.00;92.35;440.83;14.34
2012.00;educacion;830040872.00;36403.69;30818.61;5585.08;2595.82;0.00;0.00;2989.26;289.65;437.50;0.00;0.00;0.00;2841.41;1191.02;0.00;1650.39;582.37;6.10
2011.00;educacion;830040872.00;28661.40;25149.15;3512.25;1396.54;0.00;0.00;2115.72;90.93;343.44;0.00;0.00;0.00;1863.21;761.45;0.00;1101.76;396.69;2.84
2010.00;educacion;830040872.00;33459.72;29946.21;3513.51;931.24;0.00;0.00;2582.27;202.27;269.22;0.00;0.00;0.00;2515.32;958.39;0.00;1556.94;304.17;10.24
2009.00;educacion;830040872.00;30550.86;23647.11;6903.75;968.40;0.00;0.00;5935.35;263.23;1056.36;0.00;0.00;0.00;5142.22;1834.32;0.00;3307.91;300.76;15.22
2008.00;educacion;830040872.00;41200.85;37711.20;3489.65;993.17;0.00;0.00;2496.48;1265.03;1309.65;0.00;0.00;0.00;2451.87;1193.21;0.00;1258.66;254.82;12.70
2007.00;educacion;830040872.00;5753.52;4294.34;1459.17;717.51;0.00;0.00;741.66;9.91;197.27;0.00;0.00;0.00;554.30;150.97;0.00;403.33;0.00;0.00
2006.00;educacion;830040872.00;54.98;40.14;14.85;1.71;0.00;0.00;13.14;28.16;33.79;0.00;0.00;5.57;7.51;3.60;0.00;1.66;0.00;0.00
