ESTADO DE RESULTADOS;sector;NIT;Ingresos Operacionales;Costo De Ventas Y De Prestación De Servicios;UTILIDAD BRUTA;Gastos Operacionales De Administración;Gastos Operacionales De Ventas;Otras ganancias (pérdidas) Operaciones por Ajuste Niif;UTILIDAD OPERACIONAL;Ingresos No Operacionales;Gastos No Operacionales;Intereses Financieros;Otros Gastos No Operacionales;Ajustes No Operacionales Normas Internacionales;UTILIDAD ANTES DE IMPUESTOS Y AJUSTES X INFLACION;Impuesto De Renta Y Complementarios;Ganancia (pérdida) procedente de operaciones discontinuadas;GANANCIAS Y PERDIDAS;Depreciacion del Periodo;Amortizaciones
2020.00;educacion;890913319.00;23490.51;15789.43;7701.08;0.00;4851.73;971.15;3820.49;115.65;1892.55;1892.55;0.00;1037.55;1006.05;346.20;0.00;659.85;4211.44;0.00
2019.00;educacion;890913319.00;21076.79;14651.74;6425.05;4698.83;0.00;212.42;1938.64;149.08;2057.25;2057.25;0.00;0.00;30.47;26.50;0.00;3.98;4090.96;0.00
2018.00;educacion;890913319.00;18908.92;12960.26;5948.65;4347.94;0.00;78.11;1678.83;146.33;365.20;365.20;0.00;0.00;1459.95;458.08;0.00;1001.88;474.61;0.00
2017.00;educacion;890913319.00;18579.86;12433.37;6146.49;5390.02;0.00;390.93;1147.40;95.67;137.31;137.31;0.00;0.00;1105.76;450.63;0.00;655.13;474.23;0.00
2016.00;educacion;890913319.00;19648.25;12661.43;6986.82;0.00;6575.33;51.63;359.85;182.73;130.69;130.69;0.00;0.00;411.89;97.24;0.00;314.66;528.48;0.00
2015.00;educacion;890913319.00;18262.52;9501.31;8761.20;7144.08;0.00;0.00;1617.13;15152.92;1877.40;1185.20;692.20;0.00;14892.65;2210.63;0.00;12682.02;0.00;0.00
2014.00;educacion;890913319.00;17668.00;8498.34;9169.66;6640.37;0.00;0.00;2529.29;779.38;2180.70;0.00;0.00;0.00;1127.97;629.55;0.00;498.42;1363.53;277.21
2013.00;educacion;890913319.00;16084.88;7860.79;8224.09;5543.19;0.00;0.00;2680.91;450.06;1597.04;0.00;0.00;0.00;1533.92;674.21;0.00;859.71;761.82;473.17
2012.00;educacion;890913319.00;14262.37;7068.05;7194.33;5838.66;0.00;0.00;1355.67;296.81;1279.80;0.00;0.00;0.00;372.69;283.28;0.00;89.40;675.15;604.12
2011.00;educacion;890913319.00;15684.03;7983.73;7700.30;6287.96;0.00;0.00;1412.34;207.86;993.02;0.00;0.00;0.00;627.18;337.78;0.00;289.40;670.35;545.86
2010.00;educacion;890913319.00;14204.58;6869.96;7334.62;6164.98;0.00;0.00;1169.65;122.36;905.16;0.00;0.00;0.00;386.85;191.30;0.00;195.55;810.69;524.56
2009.00;educacion;890913319.00;14018.28;6515.63;7502.65;5705.09;0.00;0.00;1797.56;194.36;1172.56;0.00;0.00;0.00;819.37;295.15;0.00;524.21;565.96;357.65
2008.00;educacion;890913319.00;12305.53;5863.13;6442.40;5220.71;0.00;0.00;1221.68;379.61;1022.85;0.00;0.00;0.00;578.44;216.54;0.00;361.90;575.28;260.80
2007.00;educacion;890913319.00;11111.87;3728.99;7382.88;6605.70;0.00;0.00;777.18;332.61;959.24;0.00;0.00;0.00;150.55;146.46;0.00;4.09;0.00;0.00
2006.00;educacion;890913319.00;9036.43;2668.01;6368.43;4524.54;1121.97;0.00;721.91;373.54;1007.22;0.00;0.00;294.64;88.23;218.73;0.00;164.14;0.00;0.00
