ESTADO DE RESULTADOS;sector;NIT;Ingresos Operacionales;Costo De Ventas Y De Prestación De Servicios;UTILIDAD BRUTA;Gastos Operacionales De Administración;Gastos Operacionales De Ventas;Otras ganancias (pérdidas) Operaciones por Ajuste Niif;UTILIDAD OPERACIONAL;Ingresos No Operacionales;Gastos No Operacionales;Intereses Financieros;Otros Gastos No Operacionales;Ajustes No Operacionales Normas Internacionales;UTILIDAD ANTES DE IMPUESTOS Y AJUSTES X INFLACION;Impuesto De Renta Y Complementarios;Ganancia (pérdida) procedente de operaciones discontinuadas;GANANCIAS Y PERDIDAS;Depreciacion del Periodo;Amortizaciones
2020.00;educacion;860058553.00;36247.77;24218.05;12029.72;32.85;10137.83;1115.44;2974.48;382.29;180.27;180.27;0.00;0.00;3176.50;1121.94;0.00;2054.57;847.15;0.00
2019.00;educacion;860058553.00;48309.78;30804.81;17504.97;11110.06;30.44;863.62;7228.10;335.10;376.75;376.75;0.00;0.00;7186.45;2410.06;0.00;4776.40;837.49;0.00
2018.00;educacion;860058553.00;43443.32;26118.25;17325.07;11678.99;27.23;269.05;5887.90;398.66;905.84;905.84;0.00;0.00;5380.73;1921.61;0.00;3459.12;882.30;0.00
2017.00;educacion;860058553.00;38927.93;23638.62;15289.31;9896.85;43.61;149.76;5498.62;288.06;1250.57;1250.57;0.00;0.00;4536.12;1908.69;0.00;2627.43;901.39;0.00
2016.00;educacion;860058553.00;34216.57;21575.95;12640.62;7885.01;45.80;425.33;5135.15;0.00;1266.97;1266.97;0.00;0.00;3868.18;1638.77;0.00;2229.40;730.83;0.00
2015.00;educacion;860058553.00;30137.25;20991.65;9145.61;6991.38;57.09;0.00;2097.14;505.89;939.72;898.31;41.41;0.00;1663.32;634.60;0.00;1028.72;0.00;0.00
2014.00;educacion;860058553.00;26809.47;18376.89;8432.58;6680.21;46.35;0.00;1706.02;482.54;958.11;0.00;0.00;0.00;1230.45;456.58;0.00;773.87;475.17;0.00
2013.00;educacion;860058553.00;23718.31;17122.52;6595.79;5449.03;30.18;0.00;1116.58;540.88;995.25;0.00;0.00;0.00;662.21;245.98;0.00;416.23;423.98;0.00
2012.00;educacion;860058553.00;20618.86;14420.20;6198.65;4927.32;59.50;0.00;1211.83;484.14;1358.58;0.00;0.00;0.00;337.39;161.97;0.00;175.42;78.85;3.84
2011.00;educacion;860058553.00;18303.63;12793.20;5510.43;5003.45;60.84;0.00;446.14;483.36;332.58;0.00;0.00;0.00;596.92;241.54;0.00;355.38;82.25;3.24
2010.00;educacion;860058553.00;15953.90;11199.80;4754.10;4226.42;64.55;0.00;463.13;227.10;187.58;0.00;0.00;0.00;502.65;190.79;0.00;311.85;84.89;12.95
2009.00;educacion;860058553.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
2008.00;educacion;860058553.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
2007.00;educacion;860058553.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
2006.00;educacion;860058553.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
