ESTADO DE RESULTADOS;sector;NIT;Ingresos Operacionales;Costo De Ventas Y De Prestación De Servicios;UTILIDAD BRUTA;Gastos Operacionales De Administración;Gastos Operacionales De Ventas;Otras ganancias (pérdidas) Operaciones por Ajuste Niif;UTILIDAD OPERACIONAL;Ingresos No Operacionales;Gastos No Operacionales;Intereses Financieros;Otros Gastos No Operacionales;Ajustes No Operacionales Normas Internacionales;UTILIDAD ANTES DE IMPUESTOS Y AJUSTES X INFLACION;Impuesto De Renta Y Complementarios;Ganancia (pérdida) procedente de operaciones discontinuadas;GANANCIAS Y PERDIDAS;Depreciacion del Periodo;Amortizaciones
2020.00;educacion;800002143.00;22322.80;9401.61;12921.19;1209.65;6871.95;16.61;4822.98;231.50;208.63;208.63;0.00;218.47;4627.38;1627.00;0.00;3000.38;876.81;0.00
2019.00;educacion;800002143.00;24855.59;10524.44;14331.15;7374.43;1135.74;117.16;5703.82;397.47;525.49;525.49;0.00;141.19;5717.00;2045.10;0.00;3671.90;846.23;0.00
2018.00;educacion;800002143.00;22094.96;10454.63;11640.33;6559.79;813.04;152.76;4420.26;362.90;643.86;643.86;0.00;0.00;4139.30;1577.28;0.00;2562.02;845.86;0.00
2017.00;educacion;800002143.00;20326.95;9568.36;10758.59;6868.42;659.56;505.28;2725.34;466.75;236.72;236.72;0.00;0.00;2955.37;1397.10;0.00;1558.27;531.56;0.00
2016.00;educacion;800002143.00;18664.78;8504.93;10159.85;5817.92;650.25;766.44;2925.24;525.85;556.49;556.49;0.00;0.00;2894.60;1373.93;0.00;1520.66;365.34;0.00
2015.00;educacion;800002143.00;17514.21;8189.92;9324.29;5870.27;370.61;0.00;3083.41;386.36;1042.74;627.91;414.83;0.00;2427.03;872.00;0.00;1555.03;0.00;0.00
2014.00;educacion;800002143.00;16732.18;7465.67;9266.51;6490.57;422.37;0.00;2353.57;439.50;427.91;0.00;0.00;0.00;2365.16;884.14;0.00;1481.02;703.88;20.04
2013.00;educacion;800002143.00;16100.75;7441.57;8659.18;6512.80;428.59;0.00;1717.79;390.14;207.41;0.00;0.00;0.00;1900.53;672.76;0.00;1227.77;884.20;13.77
2012.00;educacion;800002143.00;15027.89;7068.54;7959.35;6346.22;389.03;0.00;1224.10;414.41;183.49;0.00;0.00;0.00;1455.02;503.40;0.00;951.62;1159.42;0.00
2011.00;educacion;800002143.00;13854.20;6743.47;7110.74;5228.87;519.15;0.00;1362.71;451.43;215.17;0.00;0.00;0.00;1598.97;569.02;0.00;1029.95;1636.12;0.00
2010.00;educacion;800002143.00;12585.22;6396.25;6188.97;4116.88;346.32;0.00;1725.77;167.00;212.41;0.00;0.00;0.00;1680.37;347.20;0.00;1333.17;548.01;11.87
2009.00;educacion;800002143.00;11600.21;5993.79;5606.42;3972.64;577.37;0.00;1056.41;320.38;273.44;0.00;0.00;0.00;1103.36;376.25;0.00;727.11;518.61;36.66
2008.00;educacion;800002143.00;10028.79;5720.49;4308.30;3337.16;0.00;0.00;971.14;311.65;444.58;0.00;0.00;0.00;838.21;155.29;0.00;682.92;493.34;96.44
2007.00;educacion;800002143.00;8150.85;4697.88;3452.97;2927.94;0.00;0.00;525.03;136.65;576.49;0.00;0.00;0.00;85.20;25.79;0.00;59.41;0.00;0.00
2006.00;educacion;800002143.00;7100.84;4610.52;2490.32;2261.35;0.00;0.00;228.97;74.50;468.28;0.00;0.00;263.88;164.82;38.39;0.00;60.68;0.00;0.00
