ESTADO DE RESULTADOS;sector;NIT;Ingresos Operacionales;Costo De Ventas Y De Prestación De Servicios;UTILIDAD BRUTA;Gastos Operacionales De Administración;Gastos Operacionales De Ventas;Otras ganancias (pérdidas) Operaciones por Ajuste Niif;UTILIDAD OPERACIONAL;Ingresos No Operacionales;Gastos No Operacionales;Intereses Financieros;Otros Gastos No Operacionales;Ajustes No Operacionales Normas Internacionales;UTILIDAD ANTES DE IMPUESTOS Y AJUSTES X INFLACION;Impuesto De Renta Y Complementarios;Ganancia (pérdida) procedente de operaciones discontinuadas;GANANCIAS Y PERDIDAS;Depreciacion del Periodo;Amortizaciones
2020.00;educacion;830031497.00;19384.54;14554.34;4830.20;0.00;4430.54;513.51;913.17;230.48;242.71;242.71;-;-;900.94;407.75;0.00;493.18;314.88;-
2019.00;educacion;830031497.00;22750.27;18079.94;4670.33;4191.94;0.00;527.05;1005.45;244.63;275.16;275.16;0.00;0.00;974.92;436.25;0.00;538.67;314.68;-
2018.00;educacion;830031497.00;21990.22;17367.07;4623.15;4338.37;0.00;720.93;1005.71;131.98;198.02;198.02;-;0.00;939.67;544.42;0.00;395.25;266.79;-
2017.00;educacion;830031497.00;20927.38;17757.67;3169.71;2276.27;0.00;476.14;1369.58;296.85;178.61;178.61;0.00;0.00;1487.81;629.13;0.00;858.68;249.41;-
2016.00;educacion;830031497.00;19087.48;0.00;19087.48;18743.95;0.00;207.22;550.75;707.49;272.06;272.06;-;-;986.17;336.24;0.00;649.94;226.43;-
2015.00;educacion;830031497.00;18005.75;0.00;18005.75;17578.60;0.00;-;427.14;869.89;424.12;0.44;423.69;-;872.91;202.32;-;670.59;-;-
2014.00;educacion;830031497.00;17763.81;0.00;17763.81;17295.82;0.00;-;467.99;257.86;288.29;-;-;-;437.56;170.61;-;266.95;179.56;0.00
2013.00;educacion;830031497.00;17042.56;0.00;17042.56;16596.93;0.00;-;445.62;208.74;441.29;-;-;-;213.07;103.42;-;109.66;343.39;10.42
2012.00;educacion;830031497.00;15344.93;0.00;15344.93;14898.10;0.00;-;446.83;360.62;665.24;-;-;-;142.21;57.10;-;85.10;309.14;12.77
2011.00;educacion;830031497.00;13977.50;0.00;13977.50;13910.95;0.00;-;66.55;164.61;216.56;-;-;-;14.60;38.52;-;-23.92;102.81;894.67
2010.00;educacion;830031497.00;13213.58;0.00;13213.58;13231.25;0.00;-;-17.67;127.11;127.59;-;-;-;-18.14;31.20;-;-49.34;95.61;896.19
2009.00;educacion;830031497.00;10689.45;0.00;10689.45;10775.55;0.00;-;-86.11;107.12;345.99;-;-;-;-324.98;27.46;-;-352.44;80.81;0.61
2008.00;educacion;830031497.00;8135.80;0.00;8135.80;8104.40;0.00;-;31.40;90.90;293.89;-;-;-;-171.59;17.28;-;-188.87;45.13;0.36
2007.00;educacion;830031497.00;6283.98;0.00;6283.98;6244.32;0.00;-;39.66;46.23;178.62;-;-;-;-92.73;14.01;-;-106.73;-;-
2006.00;educacion;830031497.00;4873.78;0.00;4873.78;5230.83;0.00;-;-357.05;274.80;151.47;-;-;-35.67;-233.73;10.39;-;-279.78;-;-
