BALANCE GENERAL;sector;NIT;Caja;Bancos;Cuentas De Ahorro;Fondos;SUBTOTAL DISPONIBLE;INVERSIONES CP;Clientes;Cuentas Corrientes Comerciales;Deudas De Difícil Cobro;Provisiones (db);TOTAL DEUDORES COMERCIALES;Cuentas Por Cobrar A Socios y Accionistas;Anticipos y Avances;Anticipo De Imptos. y Contrib.O Saldos A Favor;Cuentas Por Cobrar a Trabajadores;Activos Biológicos CP;Deudores Varios / Otros Activos No Financieros;TOTAL OTROS DEUDORES;Materias Primas;Productos En Proceso;Productos Terminados;M/Cías No Fabricadas Por La Emp;Materiales, Repuestos y Accesorios;Otros Inventarios y Provisiones;SUBTOTAL INVENTARIOS;Gastos Pagados Por Anticipado;Cargos Diferidos;Amortización Acumulada y Otros;SUBTOTAL DIFERIDO;TOTAL ACTIVO CORRIENTE;Inversiones LP;Activos biológicos no corrientes;CxC comerciales y otras CxC no corrientes;Subtotal Deudores A Largo Plazo;Propiedades Planta Y Equipo;Plusvalía;Activos intangibles distintos de la plusvalía;Subtotal Intangibles;Subtotal Diferidos;Inventarios no corrientes;Activos por impuestos corrientes, no corriente;Otros activos no financieros no corrientes;Activos LP pignorados como garantía para Vender;Subtotal Otros Activos;De Inversiones Y Otros;De Propiedades Planta Y Equipo;Subtotal Valorizaciones;TOTAL ACTIVO NO CORRIENTE;TOTAL ACTIVO;Obligaciones Financieras;Proveedores CP;Costos y Gastos Por Pagar;Retención En La Fuente;Deudas Con Accionistas O Socios;Impuesto A Las Ventas Retenido;Impuesto De Industria y Comercio Retenido;Provisiones, Retenciones y Aportes de Nómina;Otras provisiones corrientes;Acreedores;Otras Cuenta Por Pagar;SUBTOTAL CUENTAS POR PAGAR;IMPUESTOS GRAVAMENES Y TASAS;OBLIGACIONES LABORALES;SUBTOTAL PASIVOS ESTIMAD. Y PROVIS.;DIFERIDOS;Anticipos y Avances Recibidos;Otros;SUBTOTAL OTROS PASIVOS;SUBTOTAL BONOS Y PAPELES COMERCIA.;TOTAL PASIVO CORRIENTE;Obligaciones Financieras;Proveedores LP;Subtotal Cuentas Por Pagar;Impuestos Gravámenes y Tasas;Obligaciones Laborales;Subtotal Pasivos Estimad. y Provis.;Subtotal Diferidos;Subtotal Otros Pasivos;Subtotal Bonos y Papeles Comercia.;TOTAL PASIVO NO CORRIENTE;TOTAL PASIVO;Capital Suscrito y Pagado;Prima de emisión;Acciones propias en cartera;Aportes Sociales y Otros;SUBTOTAL CAPITAL SOCIAL;SUBTOTAL SUPERAVIT DE CAPITAL;RESERVAS;REVALORIZACION DEL PATRIMONIO;DIVIDEN. O PARTC. DECRET. EN ACC.O CUOTAS;RESULTADOS DEL EJERCICIO;RESULTADOS DE EJERCICIOS ANTERIORES;SUPERAVIT POR VALORIZACIONES;INVERSIÓN SUPLEMENTARIA AL CAPITAL Y AJUSTES AÑOS ANTERIORES;TOTAL PATRIMONIO;TOTAL PASIVO Y PATRIMONIO
2020;confeccion;890911539;15.62;578.92;0.00;0.00;594.54;0.00;2468.18;0.00;0.00;0.00;2468.18;0.00;0.00;0.00;0.00;0.00;19.69;19.69;0.00;0.00;0.00;0.00;0.00;1187.30;1187.30;0.00;0.00;0.00;0.00;4269.71;0.00;0.00;0.00;0.00;5794.99;0.00;0.00;0.00;1441.47;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;7236.46;11506.17;430.80;1082.85;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;493.34;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2006.99;0.00;0.00;0.00;0.00;0.00;0.00;610.21;0.00;0.00;610.21;2617.20;187.00;0.00;0.00;0.00;187.00;5165.54;1201.40;0.00;0.00;0.00;2335.02;0.00;0.00;8888.97;11506.17
2019;confeccion;890911539;0.00;376.22;0.00;0.00;376.22;22.28;3284.54;0.00;0.00;0.00;3284.54;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1219.34;1219.34;0.00;0.00;0.00;0.00;4902.38;0.00;0.00;0.00;0.00;6049.37;0.00;0.00;0.00;1441.47;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;7490.84;12393.22;879.56;1792.78;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;364.78;0.00;0.00;0.00;0.00;0.00;0.00;0.00;3037.12;0.00;0.00;0.00;0.00;0.00;0.00;610.21;0.00;0.00;610.21;3647.33;187.00;0.00;0.00;0.00;187.00;0.00;1084.34;0.00;0.00;0.00;7474.55;0.00;0.00;8745.89;12393.22
2018;confeccion;890911539;0.00;259.27;0.00;0.00;259.27;0.00;2907.20;0.00;0.00;0.00;2907.20;0.00;0.00;0.00;0.00;0.00;5.61;5.61;0.00;0.00;0.00;0.00;0.00;1387.71;1387.71;0.00;0.00;0.00;0.00;4559.79;0.00;0.00;0.00;0.00;6343.66;0.00;0.00;0.00;1487.20;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;7830.87;12390.65;1041.82;2278.66;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;329.47;0.00;0.00;0.00;0.00;0.00;0.00;0.00;3649.95;0.00;0.00;0.00;0.00;0.00;0.00;610.21;0.00;0.00;610.21;4260.16;187.00;0.00;0.00;0.00;187.00;0.00;981.13;0.00;0.00;0.00;6962.37;0.00;0.00;8130.50;12390.65
2017;confeccion;890911539;3.26;180.87;0.00;0.00;184.13;5.52;2724.21;0.00;0.00;0.00;2724.21;0.00;0.00;0.00;0.00;0.00;4.55;4.55;0.00;0.00;0.00;0.00;0.00;1230.80;1230.80;0.00;0.00;0.00;0.00;4149.21;0.00;0.00;0.00;0.00;5432.55;0.00;0.00;0.00;1579.91;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;7012.46;11161.67;0.00;2412.47;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;249.89;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2662.36;0.00;0.00;0.00;0.00;0.00;0.00;610.21;0.00;0.00;610.21;3272.57;187.00;0.00;0.00;0.00;187.00;0.00;895.03;0.00;0.00;0.00;6807.07;0.00;0.00;7889.10;11161.67
2016;confeccion;890911539;0.00;108.89;0.00;0.00;108.89;0.00;2210.40;0.00;0.00;0.00;2210.40;0.00;0.00;0.00;0.00;0.00;55.31;55.31;0.00;0.00;0.00;0.00;0.00;1312.79;1312.79;0.00;0.00;0.00;0.00;3687.40;2.87;0.00;0.00;0.00;5188.85;0.00;0.00;0.00;2048.55;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;7240.27;10927.67;67.40;1558.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;325.30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1951.60;0.00;0.00;0.00;0.00;0.00;0.00;610.21;0.00;0.00;610.21;2561.81;187.00;0.00;0.00;0.00;187.00;0.00;798.95;0.00;0.00;0.00;7379.91;0.00;0.00;8365.86;10927.67
2015;confeccion;890911539;4.50;104.74;6.54;0.00;115.78;2.68;3701.39;0.00;0.00;0.00;3701.39;0.00;15.25;3.54;28.73;0.00;0.23;47.76;33.53;1036.65;511.36;0.00;0.00;0.00;1581.53;17.91;2.11;0.00;20.02;5469.15;0.00;0.00;0.00;0.00;1147.04;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1932.08;1932.08;3079.11;8548.26;524.94;1085.45;101.56;9.56;0.00;0.37;0.06;51.78;0.00;0.00;339.09;502.40;223.34;328.34;0.00;0.00;172.92;0.00;172.92;0.00;2837.39;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2837.39;0.00;0.00;0.00;187.00;187.00;0.00;716.92;1497.37;0.00;820.31;557.20;1932.08;0.00;5710.88;8548.26
2014;confeccion;890911539;5.60;67.60;1.35;0.00;74.55;7.06;3485.79;0.00;0.00;0.00;3485.79;0.00;207.55;4.80;51.10;0.00;74.72;338.17;41.00;759.05;121.67;0.00;0.00;0.00;921.72;16.73;0.73;0.00;17.46;4844.74;0.00;0.00;0.00;0.00;1341.98;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1932.08;1932.08;3274.06;8118.80;164.50;1078.29;74.13;9.95;0.00;0.15;0.06;48.41;0.00;0.00;387.36;520.05;234.18;327.02;0.00;0.00;156.76;0.00;156.76;0.00;2480.80;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2480.80;0.00;0.00;0.00;187.00;187.00;0.00;633.87;1497.37;0.00;830.49;557.20;1932.08;0.00;5638.00;8118.80
2013;confeccion;890911539;3.35;76.91;18.77;0.00;99.02;131.99;3060.78;0.00;0.00;0.00;3060.78;0.00;0.89;4.79;126.36;0.00;0.00;132.04;12.71;488.11;164.20;0.00;0.00;0.00;665.02;15.63;0.76;0.00;16.39;4105.23;0.00;0.00;0.00;0.00;1301.88;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1932.08;1932.08;3233.96;7339.19;0.00;877.58;47.34;6.07;0.00;0.70;0.10;43.83;0.00;0.00;18.16;116.20;293.61;302.31;0.00;0.00;143.63;0.00;143.63;0.00;1733.32;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1733.32;0.00;0.00;0.00;187.00;187.00;0.00;543.59;1497.37;0.00;888.64;557.20;1932.08;0.00;5605.87;7339.19
2012;confeccion;890911539;3.56;130.77;0.15;0.00;134.47;103.84;3046.93;0.00;0.00;0.00;3046.93;0.00;0.75;4.79;46.27;0.00;1.09;52.90;17.56;862.28;97.97;0.00;0.00;0.00;977.82;16.72;1.20;0.00;17.92;4333.88;0.00;0.00;0.00;0.00;1557.48;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1932.08;1932.08;3489.55;7823.44;796.16;764.83;56.76;4.67;0.00;2.93;0.06;59.90;0.00;0.00;157.63;281.94;224.98;267.75;0.00;0.00;199.92;0.00;199.92;0.00;2535.57;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2535.57;0.00;0.00;0.00;187.00;187.00;0.00;480.19;1497.37;0.00;634.03;557.20;1932.08;0.00;5287.87;7823.44
2011;confeccion;890911539;6.16;112.62;2.75;0.00;121.52;422.84;2646.54;0.00;0.00;0.00;2646.54;0.00;0.28;4.85;78.33;0.00;17.45;100.92;16.02;416.72;157.49;0.00;0.00;0.00;590.23;15.32;1.34;0.00;16.65;3898.71;0.00;0.00;0.00;0.00;1828.26;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1932.08;1932.08;3760.34;7659.05;592.85;1076.71;51.67;13.12;0.00;11.42;0.27;53.21;0.00;0.00;0.00;129.68;259.96;219.69;0.00;0.00;166.72;0.00;166.72;0.00;2445.62;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2445.62;0.00;0.00;0.00;187.00;187.00;0.00;415.74;1497.37;0.00;624.04;557.20;1932.08;0.00;5213.43;7659.05
