BALANCE GENERAL;SECTOR;NIT;Caja;Bancos;Cuentas De Ahorro;Fondos;SUBTOTAL DISPONIBLE;INVERSIONES CP;Clientes;Cuentas Corrientes Comerciales;Deudas De Difícil Cobro;Provisiones (db);TOTAL DEUDORES COMERCIALES;Cuentas Por Cobrar A Socios y Accionistas;Anticipos y Avances;Anticipo De Imptos, y Contrib,O Saldos A Favor;Cuentas Por Cobrar a Trabajadores;Activos Biológicos CP;Deudores Varios / Otros Activos No Financieros;TOTAL OTROS DEUDORES;Materias Primas;Productos En Proceso;Productos Terminados;M/Cías No Fabricadas Por La Emp;Materiales, Repuestos y Accesorios;Otros Inventarios y Provisiones;SUBTOTAL INVENTARIOS;Gastos Pagados Por Anticipado;Cargos Diferidos;Amortización Acumulada y Otros;SUBTOTAL DIFERIDO;TOTAL ACTIVO CORRIENTE;Inversiones LP;Activos biológicos no corrientes;CxC comerciales y otras CxC no corrientes;Subtotal Deudores A Largo Plazo;Propiedades Planta Y Equipo;Plusvalía;Activos intangibles distintos de la plusvalía;Subtotal Intangibles;Subtotal Diferidos;Inventarios no corrientes;Activos por impuestos corrientes, no corriente;Otros activos no financieros no corrientes;Activos LP pignorados como garantía para Vender;Subtotal Otros Activos;De Inversiones Y Otros;De Propiedades Planta Y Equipo;Subtotal Valorizaciones;TOTAL ACTIVO NO CORRIENTE;TOTAL ACTIVO;Obligaciones Financieras;Proveedores CP;Costos y Gastos Por Pagar;Retención En La Fuente;Deudas Con Accionistas O Socios;Impuesto A Las Ventas Retenido;Impuesto De Industria y Comercio Retenido;Provisiones, Retenciones y Aportes de Nómina;Otras provisiones corrientes;Acreedores;Otras Cuenta Por Pagar;SUBTOTAL CUENTAS POR PAGAR;IMPUESTOS GRAVAMENES Y TASAS;OBLIGACIONES LABORALES;SUBTOTAL PASIVOS ESTIMAD, Y PROVIS,;DIFERIDOS;Anticipos y Avances Recibidos;Otros;SUBTOTAL OTROS PASIVOS;SUBTOTAL BONOS Y PAPELES COMERCIA,;TOTAL PASIVO CORRIENTE;Obligaciones Financieras;Proveedores LP;Subtotal Cuentas Por Pagar;Impuestos Gravámenes y Tasas;Obligaciones Laborales;Subtotal Pasivos Estimad, y Provis,;Subtotal Diferidos;Subtotal Otros Pasivos;Subtotal Bonos y Papeles Comercia,;TOTAL PASIVO NO CORRIENTE;TOTAL PASIVO;Capital Suscrito y Pagado;Prima de emisión;Acciones propias en cartera;Aportes Sociales y Otros;SUBTOTAL CAPITAL SOCIAL;SUBTOTAL SUPERAVIT DE CAPITAL;RESERVAS;REVALORIZACION DEL PATRIMONIO;DIVIDEN, O PARTC, DECRET, EN ACC,O CUOTAS;RESULTADOS DEL EJERCICIO;RESULTADOS DE EJERCICIOS ANTERIORES;SUPERAVIT POR VALORIZACIONES;INVERSIÓN SUPLEMENTARIA AL CAPITAL Y AJUSTES AÑOS ANTERIORES;TOTAL PATRIMONIO;TOTAL PASIVO Y PATRIMONIO
2020;CONFECCION;800177133;0,00;2,23;0,00;0,00;2,23;0,00;655,86;0,00;0,00;153,83;502,04;0,00;0,00;0,00;0,00;0,00;280,97;280,97;0,00;0,00;0,00;0,00;0,00;978,43;978,43;0,00;0,00;0,00;0,00;1763,67;548,06;0,00;0,00;0,00;4301,36;0,00;0,00;0,00;52,52;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4901,94;6665,62;0,00;809,53;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;254,52;46,34;0,00;0,00;0,00;0,00;0,00;0,00;1110,39;3456,80;511,36;0,00;0,00;0,00;0,00;187,81;204,19;0,00;4360,16;5470,54;2549,80;0,00;0,00;0,00;2549,80;0,00;114,25;0,00;0,00;0,00;1468,98;0,00;0,00;1195,07;6665,62
2019;CONFECCION;800177133;0,00;6,01;0,00;0,00;6,01;0,00;931,99;0,00;0,00;0,00;931,99;0,00;0,00;0,00;0,00;0,00;9,56;9,56;0,00;0,00;0,00;0,00;0,00;805,87;805,87;0,00;0,00;0,00;0,00;1753,43;548,06;0,00;0,00;0,00;4380,79;0,00;0,00;0,00;52,88;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4981,73;6735,15;0,00;601,51;0,00;0,00;0,00;0,00;0,00;38,24;0,00;0,00;0,00;38,24;239,98;0,00;0,00;0,00;0,00;0,00;0,00;0,00;879,73;3550,21;593,42;0,00;0,00;0,00;0,00;183,90;196,94;0,00;4524,47;5404,19;2549,80;0,00;0,00;0,00;2549,80;0,00;114,25;0,00;0,00;0,00;1333,10;0,00;0,00;1330,96;6735,15
2018;CONFECCION;800177133;0,00;0,32;0,00;0,00;0,32;0,00;752,87;0,00;0,00;0,00;752,87;0,00;0,00;0,00;0,00;0,00;44,65;44,65;0,00;0,00;0,00;0,00;0,00;1249,25;1249,25;0,00;0,00;0,00;0,00;2047,09;548,06;0,00;0,00;0,00;4452,59;0,00;0,00;0,00;40,96;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5041,61;7088,70;0,00;162,49;0,00;0,00;0,00;0,00;0,00;36,47;0,00;0,00;3,61;40,07;199,86;0,00;0,00;0,00;0,00;0,00;0,00;0,00;402,42;3545,68;599,17;0,00;0,00;0,00;0,00;106,76;195,08;0,00;4446,70;4849,11;2549,80;0,00;0,00;0,00;2549,80;0,00;114,25;0,00;0,00;0,00;424,47;0,00;0,00;2239,58;7088,70
2017;CONFECCION;800177133;0,63;0,00;0,00;0,00;0,63;0,00;1100,56;0,00;0,00;0,00;1100,56;0,00;0,00;0,00;0,00;0,00;6,86;6,86;0,00;0,00;0,00;0,00;0,00;1082,52;1082,52;0,00;0,00;0,00;0,00;2190,57;548,06;0,00;0,00;0,00;4530,00;0,00;0,00;0,00;41,40;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5119,46;7310,03;1711,06;659,36;242,10;0,00;0,00;0,00;0,00;23,74;0,00;0,00;0,00;265,84;107,81;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2744,06;1750,77;0,00;0,00;0,00;0,00;0,00;160,88;0,00;0,00;1911,65;4655,72;2549,80;0,00;0,00;0,00;2549,80;0,00;114,25;0,00;0,00;0,00;9,75;0,00;0,00;2654,31;7310,03
2016;CONFECCION;800177133;0,00;30,29;0,00;0,00;30,29;0,00;1210,00;0,00;0,00;0,00;1210,00;0,00;0,00;0,00;0,00;0,00;34,22;34,22;0,00;0,00;0,00;0,00;0,00;1467,34;1467,34;0,00;0,00;0,00;0,00;2741,85;2849,03;0,00;0,00;0,00;4613,90;0,00;0,00;0,00;35,26;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;7498,19;10240,03;1619,62;440,48;0,00;0,00;0,00;0,00;0,00;47,65;0,00;0,00;1,33;48,98;91,79;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2200,87;2392,65;0,00;0,00;0,00;0,00;0,00;398,17;0,00;0,00;2790,81;4991,68;2549,80;0,00;0,00;0,00;2549,80;0,00;114,25;0,00;0,00;0,00;2584,30;0,00;0,00;5248,35;10240,03
2015;CONFECCION;800177133;0,00;78,74;0,00;0,00;78,74;0,13;902,15;0,00;0,00;0,00;902,15;0,00;7,77;444,30;0,27;0,00;0,00;452,33;536,59;192,06;1371,81;0,00;0,00;7,31;2107,78;0,00;0,00;0,00;0,00;3541,13;0,00;0,00;0,00;0,00;3827,98;0,00;0,00;7,80;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2280,00;2280,00;6115,78;9656,91;4440,41;348,46;102,53;2,79;187,68;0,35;0,13;2,43;0,00;3,61;0,00;299,51;0,00;0,00;0,28;0,00;9,71;0,00;9,71;0,00;5098,38;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5098,38;2549,80;0,00;0,00;0,00;2549,80;0,00;114,25;59,65;0,00;719,28;274,11;2280,00;0,00;4558,53;9656,91
2014;CONFECCION;800177133;2,01;0,00;0,00;0,00;2,01;0,13;1432,73;0,00;0,00;0,00;1432,73;0,00;5,85;363,35;0,00;0,00;80,56;449,76;317,27;358,54;1187,47;0,00;0,00;0,00;1863,27;0,00;0,00;0,00;0,00;3747,90;0,00;0,00;0,00;0,00;402,16;0,00;0,00;2741,53;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2280,00;2280,00;5423,69;9171,60;3442,49;144,75;63,47;4,51;148,45;0,39;0,39;2,27;0,00;3,38;0,00;222,86;0,00;15,00;68,69;0,00;0,00;0,00;0,00;0,00;3893,79;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;3893,79;2549,80;0,00;0,00;0,00;2549,80;0,00;114,25;59,65;0,00;13,39;260,71;2280,00;0,00;5277,81;9171,60
2013;CONFECCION;800177133;0,00;30,25;0,00;0,00;30,25;0,13;1525,36;0,00;0,00;63,64;1461,71;0,00;9,14;261,61;0,00;0,00;0,00;270,75;172,53;353,13;1549,79;0,00;0,00;0,00;2075,45;0,00;11,10;0,00;11,10;3849,40;0,00;0,00;0,00;0,00;2845,93;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1045,00;0,00;1045,00;3890,93;7740,33;1464,56;140,57;75,68;7,60;195,73;0,73;0,52;2,73;0,00;4,05;0,57;287,62;78,75;0,00;75,25;0,00;3,53;0,00;3,53;0,00;2050,28;1660,63;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1660,63;3710,91;2549,80;0,00;0,00;0,00;2549,80;0,00;107,33;59,65;0,00;85,32;182,32;1045,00;0,00;4029,42;7740,33
2012;CONFECCION;800177133;52,28;191,40;0,00;0,00;243,68;0,88;1654,37;31,85;0,00;63,64;1622,57;0,00;4,40;216,23;0,00;0,00;0,00;220,63;116,91;565,82;898,91;0,00;0,00;374,55;1956,18;0,00;0,00;0,00;0,00;4043,94;0,00;0,00;0,00;0,00;628,80;0,00;0,00;0,00;225,11;0,00;0,00;0,00;0,00;0,00;0,00;206,73;206,73;1060,64;5104,59;1252,77;356,43;136,22;4,05;0,00;0,00;0,00;7,72;0,00;0,00;0,00;147,99;33,93;0,00;89,26;0,00;0,00;0,00;0,00;0,00;1880,38;0,00;0,00;118,37;0,00;0,00;0,00;0,00;0,00;0,00;118,37;1998,76;950,00;0,00;0,00;0,00;950,00;0,00;94,46;59,65;0,00;128,73;1666,27;206,73;0,00;3105,83;5104,59
2011;CONFECCION;800177133;0,87;43,33;0,00;0,00;44,20;0,00;1359,24;0,00;0,00;0,00;1359,24;0,00;222,13;34,60;0,00;0,00;179,37;436,10;99,54;47,92;1138,91;0,00;0,00;522,13;1808,50;0,00;29,60;0,00;29,60;3677,63;0,88;0,00;0,00;0,00;716,48;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;206,73;206,73;924,09;4601,72;875,07;173,57;78,30;2,94;0,00;1,11;0,23;3,45;0,00;2,26;370,91;459,19;112,38;0,00;4,20;0,00;0,20;0,00;0,20;0,00;1624,62;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1624,62;950,00;0,00;0,00;0,00;950,00;0,00;61,12;59,65;0,00;333,42;1366,19;206,73;0,00;2977,10;4601,72
