BALANCE GENERAL;SECTOR;NIT;Caja;Bancos;Cuentas De Ahorro;Fondos;SUBTOTAL DISPONIBLE;INVERSIONES CP;Clientes;Cuentas Corrientes Comerciales;Deudas De Difícil Cobro;Provisiones (db);TOTAL DEUDORES COMERCIALES;Cuentas Por Cobrar A Socios y Accionistas;Anticipos y Avances;Anticipo De Imptos. y Contrib.O Saldos A Favor;Cuentas Por Cobrar a Trabajadores;Activos Biológicos CP;Deudores Varios / Otros Activos No Financieros;TOTAL OTROS DEUDORES;Materias Primas;Productos En Proceso;Productos Terminados;M/Cías No Fabricadas Por La Emp;Materiales, Repuestos y Accesorios;Otros Inventarios y Provisiones;SUBTOTAL INVENTARIOS;Gastos Pagados Por Anticipado;Cargos Diferidos;Amortización Acumulada y Otros;SUBTOTAL DIFERIDO;TOTAL ACTIVO CORRIENTE;Inversiones LP;Activos biológicos no corrientes;CxC comerciales y otras CxC no corrientes;Subtotal Deudores A Largo Plazo;Propiedades Planta Y Equipo;Plusvalía;Activos intangibles distintos de la plusvalía;Subtotal Intangibles;Subtotal Diferidos;Inventarios no corrientes;Activos por impuestos corrientes, no corriente;Otros activos no financieros no corrientes;Activos LP pignorados como garantía para Vender;Subtotal Otros Activos;De Inversiones Y Otros;De Propiedades Planta Y Equipo;Subtotal Valorizaciones;TOTAL ACTIVO NO CORRIENTE;TOTAL ACTIVO;Obligaciones Financieras;Proveedores CP;Costos y Gastos Por Pagar;Retención En La Fuente;Deudas Con Accionistas O Socios;Impuesto A Las Ventas Retenido;Impuesto De Industria y Comercio Retenido;Provisiones, Retenciones y Aportes de Nómina;Otras provisiones corrientes;Acreedores;Otras Cuenta Por Pagar;SUBTOTAL CUENTAS POR PAGAR;IMPUESTOS GRAVAMENES Y TASAS;OBLIGACIONES LABORALES;SUBTOTAL PASIVOS ESTIMAD. Y PROVIS.;DIFERIDOS;Anticipos y Avances Recibidos;Otros;SUBTOTAL OTROS PASIVOS;SUBTOTAL BONOS Y PAPELES COMERCIA.;TOTAL PASIVO CORRIENTE;Obligaciones Financieras;Proveedores LP;Subtotal Cuentas Por Pagar;Impuestos Gravámenes y Tasas;Obligaciones Laborales;Subtotal Pasivos Estimad. y Provis.;Subtotal Diferidos;Subtotal Otros Pasivos;Subtotal Bonos y Papeles Comercia.;TOTAL PASIVO NO CORRIENTE;TOTAL PASIVO;Capital Suscrito y Pagado;Prima de emisión;Acciones propias en cartera;Aportes Sociales y Otros;SUBTOTAL CAPITAL SOCIAL;SUBTOTAL SUPERAVIT DE CAPITAL;RESERVAS;REVALORIZACION DEL PATRIMONIO;DIVIDEN. O PARTC. DECRET. EN ACC.O CUOTAS;RESULTADOS DEL EJERCICIO;RESULTADOS DE EJERCICIOS ANTERIORES;SUPERAVIT POR VALORIZACIONES;INVERSIÓN SUPLEMENTARIA AL CAPITAL Y AJUSTES AÑOS ANTERIORES;TOTAL PATRIMONIO;TOTAL PASIVO Y PATRIMONIO
2020;CONFECCION;890100783;3,90;4065,91;3,50;0,00;4073,30;5217,93;41560,35;0,00;0,00;0,00;41560,35;0,00;364,90;1972,17;0,00;0,00;45754,91;48091,98;0,00;0,00;0,00;0,00;0,00;91735,03;91735,03;0,00;0,00;0,00;0,00;190678,59;42052,19;0,00;0,00;0,00;52945,21;0,00;146,04;146,04;2,47;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;95145,90;285824,49;75334,15;45928,82;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;8711,45;8711,45;0,00;0,00;0,00;0,00;0,00;1603,10;1603,10;0,00;131577,51;0,00;0,00;392,26;0,00;0,00;0,00;5976,16;792,95;0,00;7161,37;138738,88;153,25;38343,95;0,00;0,00;38497,20;61667,07;27129,45;0,00;0,00;0,00;19791,88;0,00;0,00;147085,60;285824,49
2019;CONFECCION;890100783;0,00;5259,33;0,00;0,00;5259,33;21068,99;32831,97;0,00;0,00;0,00;32831,97;0,00;0,00;4732,40;0,00;0,00;341,10;5073,50;0,00;0,00;0,00;0,00;0,00;99038,60;99038,60;0,00;0,00;0,00;0,00;163272,39;40123,17;0,00;0,00;0,00;56060,21;0,00;257,32;257,32;3,52;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;96444,23;259716,62;56606,41;47691,12;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;3194,59;3194,59;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;107492,12;0,00;0,00;409,69;0,00;0,00;0,00;5846,13;757,06;0,00;7012,88;114505,00;153,25;38343,95;0,00;0,00;38497,20;0,00;27129,45;63522,59;0,00;0,00;16062,38;0,00;0,00;145211,63;259716,62
2018;CONFECCION;890100783;0,00;3906,66;0,00;0,00;3906,66;12288,96;45069,28;0,00;0,00;0,00;45069,28;0,00;0,00;3756,62;0,00;0,00;368,92;4125,54;0,00;0,00;0,00;0,00;0,00;65835,46;65835,46;0,00;0,00;0,00;0,00;131225,89;39623,52;0,00;0,00;0,00;59223,21;0,00;275,72;275,72;7,81;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;99130,27;230356,16;45805,38;40061,48;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1470,44;0,00;1470,44;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;87337,30;0,00;0,00;368,59;0,00;0,00;0,00;9957,06;750,73;0,00;11076,38;98413,68;153,25;38343,95;0,00;0,00;38497,20;0,00;27129,45;63522,59;0,00;0,00;2793,24;0,00;0,00;131942,48;230356,16
2017;CONFECCION;890100783;82,48;3313,43;0,00;0,00;3395,92;0,53;67691,31;0,00;0,00;0,00;67691,31;0,00;6869,67;2807,11;0,00;0,00;353,56;10030,34;0,00;0,00;0,00;0,00;0,00;44282,97;44282,97;0,00;0,00;0,00;0,00;125401,07;2046,11;0,00;0,00;0,00;46862,04;0,00;270,61;270,61;469,68;0,00;0,00;34484,76;0,00;34484,76;0,00;0,00;0,00;84133,20;209534,28;33899,52;70357,90;1175,95;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1175,95;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;105433,36;0,00;0,00;0,00;0,00;895,60;0,00;11102,61;689,34;0,00;12687,55;118120,91;153,25;38343,95;0,00;0,00;38497,20;0,00;27129,45;21846,78;0,00;0,00;3939,94;0,00;0,00;91413,37;209534,28
2016;CONFECCION;890100783;0,00;8573,38;0,00;0,00;8573,38;6345,68;64161,54;0,00;0,00;0,00;64161,54;0,00;0,00;2055,74;0,00;0,00;177,04;2232,77;0,00;0,00;0,00;0,00;0,00;44526,11;44526,11;0,00;0,00;0,00;0,00;125839,48;37212,31;0,00;0,00;0,00;41465,96;0,00;218,43;218,43;575,40;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;79472,09;205311,57;35797,20;68067,47;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;581,45;581,45;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;104446,12;693,20;0,00;400,69;0,00;0,00;0,00;10778,01;0,00;0,00;11871,90;116318,02;153,25;38343,95;0,00;0,00;38497,20;0,00;27129,45;22112,04;0,00;0,00;1254,87;0,00;0,00;88993,56;205311,57
2015;CONFECCION;890100783;0,00;9109,94;0,00;0,00;9109,94;0,00;72908,62;0,00;0,00;0,00;72908,62;0,00;130,20;775,01;0,00;0,00;5816,22;6721,42;0,00;0,00;0,00;0,00;0,00;50810,99;50810,99;0,00;0,00;0,00;0,00;139550,98;38667,48;0,00;0,00;0,00;36373,79;0,00;253,93;253,93;5824,83;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;81120,04;220671,01;39757,96;76326,86;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;832,89;832,89;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;116917,71;0,00;0,00;509,55;0,00;0,00;0,00;14604,79;0,00;0,00;15114,34;132032,05;153,25;38343,95;0,00;0,00;38497,20;0,00;25740,77;21006,79;0,00;3328,56;65,64;0,00;0,00;88638,96;220671,01
2014;CONFECCION;890100783;117,42;2774,75;992,54;0,00;3884,71;27791,91;55864,77;0,00;0,00;1563,63;54301,14;0,00;366,12;960,91;7,02;0,00;6432,98;7767,02;2620,91;1555,57;1536,75;1896,88;0,00;5526,90;13137,02;2100,29;0,00;0,00;2100,29;108982,09;66,44;0,00;0,00;0,00;21127,55;0,00;0,00;81,84;2471,64;0,00;0,00;0,00;0,00;0,00;68,50;0,00;68,50;23815,97;132798,06;32886,76;2992,00;8561,19;123,73;0,00;38,28;7,44;50,53;0,00;9,66;0,00;8790,82;667,90;318,56;0,00;42,48;237,96;725,64;963,60;0,00;46662,12;0,00;0,00;16901,07;0,00;0,00;0,00;0,00;0,00;0,00;16901,07;63563,19;153,25;0,00;0,00;0,00;153,25;38343,95;7505,57;21678,40;0,00;1335,20;150,00;68,50;0,00;69234,87;132798,06
2013;CONFECCION;890100783;152,07;3070,54;854,93;0,00;4077,54;6656,29;53560,51;0,00;0,00;1534,35;52026,16;0,00;254,48;2413,72;28,99;0,00;6418,65;9115,84;7894,02;5344,15;5901,37;2968,20;0,00;6014,41;28122,15;1222,15;0,00;0,00;1222,15;101220,14;73,13;0,00;0,00;0,00;19565,76;0,00;0,00;47,78;2952,98;0,00;0,00;0,00;0,00;0,00;84,88;0,00;84,88;22724,53;123944,66;19345,44;12252,45;5688,00;153,52;0,00;30,10;4,00;51,96;0,00;4,88;2,60;5935,05;446,22;251,08;0,00;41,68;266,11;589,53;855,64;0,00;39127,54;0,00;0,00;16901,07;0,00;0,00;0,00;0,00;0,00;0,00;16901,07;56028,61;153,25;0,00;0,00;0,00;153,25;38343,95;6443,89;21678,40;0,00;1061,68;150,00;84,88;0,00;67916,05;123944,66
2012;CONFECCION;890100783;40,13;5106,59;40,21;0,00;5186,93;1665,74;45118,85;0,00;0,00;996,04;44122,81;0,00;338,18;967,71;49,90;0,00;6332,17;7687,95;5445,80;992,04;3848,50;2123,53;0,00;5454,90;17864,78;666,79;0,00;0,00;666,79;77195,00;72,02;0,00;0,00;0,00;10081,74;0,00;0,00;49,21;898,53;0,00;0,00;0,00;0,00;0,00;281,25;0,00;281,25;11382,74;88577,74;720,45;4596,44;3210,91;130,47;0,00;51,42;4,31;58,30;0,00;865,19;1,97;4322,57;1225,63;256,13;0,00;687,71;0,00;0,00;0,00;0,00;11808,93;0,00;0,00;16901,07;0,00;0,00;0,00;0,00;0,00;0,00;16901,07;28710,00;103,25;0,00;0,00;0,00;103,25;31210,95;5658,07;21678,40;0,00;785,82;150,00;281,25;0,00;59867,74;88577,74
2011;CONFECCION;890100783;104,92;1060,90;95,39;0,00;1261,21;1879,57;60490,14;0,00;0,00;2653,33;57836,81;0,00;146,09;694,85;61,99;0,00;5355,01;6257,94;4313,05;1069,64;3927,81;1782,25;0,00;8159,28;19252,04;623,56;0,00;0,00;623,56;87111,14;77,56;0,00;0,00;0,00;9185,77;0,00;0,00;0,57;591,62;0,00;0,00;0,00;0,00;0,00;245,59;0,00;245,59;10101,10;97212,23;17264,22;2848,29;13518,02;90,83;0,00;36,59;2,28;64,61;0,00;786,19;0,00;14498,51;2335,07;216,79;0,00;32,84;793,49;368,61;1162,10;0,00;38357,81;0,00;0,00;16901,07;0,00;0,00;0,00;0,00;0,00;0,00;16901,07;55258,87;102,30;0,00;0,00;0,00;102,30;14119,00;4614,38;21678,40;0,00;1043,70;150,00;245,59;0,00;41953,36;97212,23
