BALANCE GENERAL;sector;NIT;Caja;Bancos;Cuentas De Ahorro;Fondos;SUBTOTAL DISPONIBLE;INVERSIONES CP;Clientes;Cuentas Corrientes Comerciales;Deudas De Difícil Cobro;Provisiones (db);TOTAL DEUDORES COMERCIALES;Cuentas Por Cobrar A Socios y Accionistas;Anticipos y Avances;Anticipo De Imptos. y Contrib.O Saldos A Favor;Cuentas Por Cobrar a Trabajadores;Activos Biológicos CP;Deudores Varios / Otros Activos No Financieros;TOTAL OTROS DEUDORES;Materias Primas;Productos En Proceso;Productos Terminados;M/Cías No Fabricadas Por La Emp;Materiales, Repuestos y Accesorios;Otros Inventarios y Provisiones;SUBTOTAL INVENTARIOS;Gastos Pagados Por Anticipado;Cargos Diferidos;Amortización Acumulada y Otros;SUBTOTAL DIFERIDO;TOTAL ACTIVO CORRIENTE;Inversiones LP;Activos biológicos no corrientes;CxC comerciales y otras CxC no corrientes;Subtotal Deudores A Largo Plazo;Propiedades Planta Y Equipo;Plusvalía;Activos intangibles distintos de la plusvalía;Subtotal Intangibles;Subtotal Diferidos;Inventarios no corrientes;Activos por impuestos corrientes, no corriente;Otros activos no financieros no corrientes;Activos LP pignorados como garantía para Vender;Subtotal Otros Activos;De Inversiones Y Otros;De Propiedades Planta Y Equipo;Subtotal Valorizaciones;TOTAL ACTIVO NO CORRIENTE;TOTAL ACTIVO;Obligaciones Financieras;Proveedores CP;Costos y Gastos Por Pagar;Retención En La Fuente;Deudas Con Accionistas O Socios;Impuesto A Las Ventas Retenido;Impuesto De Industria y Comercio Retenido;Provisiones, Retenciones y Aportes de Nómina;Otras provisiones corrientes;Acreedores;Otras Cuenta Por Pagar;SUBTOTAL CUENTAS POR PAGAR;IMPUESTOS GRAVAMENES Y TASAS;OBLIGACIONES LABORALES;SUBTOTAL PASIVOS ESTIMAD. Y PROVIS.;DIFERIDOS;Anticipos y Avances Recibidos;Otros;SUBTOTAL OTROS PASIVOS;SUBTOTAL BONOS Y PAPELES COMERCIA.;TOTAL PASIVO CORRIENTE;Obligaciones Financieras;Proveedores LP;Subtotal Cuentas Por Pagar;Impuestos Gravámenes y Tasas;Obligaciones Laborales;Subtotal Pasivos Estimad. y Provis.;Subtotal Diferidos;Subtotal Otros Pasivos;Subtotal Bonos y Papeles Comercia.;TOTAL PASIVO NO CORRIENTE;TOTAL PASIVO;Capital Suscrito y Pagado;Prima de emisión;Acciones propias en cartera;Aportes Sociales y Otros;SUBTOTAL CAPITAL SOCIAL;SUBTOTAL SUPERAVIT DE CAPITAL;RESERVAS;REVALORIZACION DEL PATRIMONIO;DIVIDEN. O PARTC. DECRET. EN ACC.O CUOTAS;RESULTADOS DEL EJERCICIO;RESULTADOS DE EJERCICIOS ANTERIORES;SUPERAVIT POR VALORIZACIONES;INVERSIÓN SUPLEMENTARIA AL CAPITAL Y AJUSTES AÑOS ANTERIORES;TOTAL PATRIMONIO;TOTAL PASIVO Y PATRIMONIO
2020;confeccion;860074578;19.20;835.66;0.00;0.00;854.86;4504.13;9219.55;0.00;0.00;428.66;8790.89;0.00;0.00;1958.92;0.00;0.00;1652.81;3611.73;0.00;0.00;0.00;0.00;0.00;13894.84;13894.84;0.00;0.00;0.00;0.00;31656.44;32637.64;0.00;0.00;0.00;8506.24;0.00;92.58;92.58;2048.26;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;43284.73;74941.17;686.55;13636.06;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;4735.91;4735.91;1412.58;0.00;669.98;0.00;0.00;4243.35;4243.35;0.00;25384.42;0.00;0.00;0.00;0.00;0.00;0.00;22.38;39673.21;0.00;39695.59;65080.02;1270.46;5025.54;0.00;0.00;6296.00;0.00;2184.84;0.00;0.00;0.00;1380.32;0.00;0.00;9861.16;74941.17
2019;confeccion;860074578;0.00;670.00;0.00;0.00;670.00;0.00;8413.99;0.00;0.00;0.00;8413.99;0.00;0.00;1896.35;0.00;0.00;383.52;2279.88;0.00;0.00;0.00;0.00;0.00;13003.96;13003.96;0.00;0.00;0.00;0.00;24367.83;22273.93;0.00;0.00;0.00;8766.62;0.00;90.35;90.35;2457.39;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;33588.29;57956.12;3413.31;14568.39;0.00;0.00;0.00;0.00;0.00;0.00;1226.79;0.00;2902.38;4129.17;1502.84;0.00;0.00;0.00;0.00;0.00;0.00;0.00;23613.71;26407.45;0.00;0.00;0.00;0.00;0.00;2.60;0.00;0.00;26410.05;50023.76;1270.46;5025.54;0.00;0.00;6296.00;0.00;2184.84;0.00;0.00;0.00;548.48;0.00;0.00;7932.36;57956.12
2018;confeccion;860074578;0.00;85.19;0.00;0.00;85.19;0.00;9821.90;0.00;0.00;0.00;9821.90;0.00;0.00;4171.70;0.00;0.00;261.24;4432.94;0.00;0.00;0.00;0.00;0.00;13007.95;13007.95;0.00;0.00;0.00;0.00;27347.98;0.00;0.00;0.00;0.00;8184.64;0.00;351.60;351.60;2155.06;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;10691.30;38039.28;8719.97;12945.74;0.00;0.00;0.00;0.00;0.00;1093.24;0.00;3737.96;0.00;4831.19;2069.41;0.00;0.00;0.00;0.00;0.00;0.00;0.00;28566.32;444.20;0.00;0.00;0.00;0.00;0.00;963.81;0.00;0.00;1408.01;29974.33;1270.46;5025.54;0.00;0.00;6296.00;0.00;2184.84;0.00;0.00;0.00;415.88;0.00;0.00;8064.95;38039.28
2017;confeccion;860074578;13.29;673.06;0.00;0.00;686.35;29.28;3853.40;0.00;0.00;0.00;3853.40;0.00;0.00;2452.40;0.00;0.00;163.42;2615.82;0.00;0.00;0.00;0.00;0.00;8461.41;8461.41;0.00;0.00;0.00;0.00;15646.26;0.00;0.00;0.00;0.00;6440.04;0.00;116.68;116.68;665.76;0.00;0.00;100.55;0.00;100.55;0.00;0.00;0.00;7323.03;22969.29;3014.77;7381.50;2602.75;0.00;0.00;0.00;0.00;667.01;0.00;0.00;0.00;3269.76;990.52;0.00;0.00;0.00;0.00;0.00;0.00;0.00;14656.54;929.70;0.00;0.00;0.00;0.00;0.00;946.59;0.00;0.00;1876.29;16532.83;756.20;4039.80;0.00;0.00;4796.00;0.00;700.00;0.00;0.00;0.00;940.46;0.00;0.00;6436.46;22969.29
2016;confeccion;860074578;0.00;1008.59;0.00;0.00;1008.59;0.00;4305.80;0.00;0.00;0.00;4305.80;0.00;0.00;0.00;0.00;0.00;3052.59;3052.59;0.00;0.00;0.00;0.00;0.00;8931.78;8931.78;0.00;0.00;0.00;0.00;17298.75;94.34;0.00;0.00;0.00;7355.31;0.00;183.60;183.60;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;7633.25;24932.00;4700.86;6778.64;0.00;0.00;0.00;0.00;0.00;714.02;0.00;0.00;0.00;714.02;1098.04;0.00;0.00;0.00;0.00;0.00;0.00;0.00;13291.55;1730.76;0.00;0.00;0.00;0.00;0.00;756.03;0.00;0.00;2486.79;15778.34;756.20;4039.80;0.00;0.00;4796.00;0.00;700.00;0.00;0.00;0.00;3657.66;0.00;0.00;9153.66;24932.00
2015;confeccion;860074578;19.44;1076.27;0.00;0.00;1095.70;54.83;4072.71;0.00;0.00;65.90;4006.81;0.00;191.59;1910.61;55.11;0.00;2.35;2159.66;4129.80;174.24;2476.96;1539.37;408.37;430.01;9158.74;157.05;903.88;0.00;1060.93;17536.66;84.64;0.00;0.00;0.00;4036.08;0.00;0.00;7.47;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2759.93;2759.93;6888.11;24424.77;1076.99;2436.39;1241.93;233.46;0.00;57.22;24.33;112.26;0.00;176.21;0.00;1845.40;938.22;659.70;210.28;0.00;2311.45;0.00;2311.45;0.00;9478.43;1798.63;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1798.63;11277.06;756.20;0.00;0.00;0.00;756.20;4039.80;700.00;1405.31;0.00;542.92;4029.38;2759.93;0.00;13147.71;24424.77
2014;confeccion;860074578;7.67;1057.22;0.01;0.00;1064.90;846.05;3891.81;0.00;0.00;59.63;3832.18;0.00;202.74;1332.42;98.28;0.00;2.32;1635.76;4059.36;221.82;2268.99;640.93;388.22;119.57;7698.88;26.50;380.24;0.00;406.74;15484.50;100.94;0.00;0.00;0.00;4904.63;0.00;0.00;29.28;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2764.92;2764.92;7799.77;23284.28;2015.36;2494.72;1308.08;154.21;0.00;39.57;19.93;140.32;0.00;137.19;0.00;1799.30;1022.59;626.23;132.80;0.00;1378.38;2548.00;3926.38;0.00;12017.37;1211.28;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1211.28;13228.65;700.20;0.00;0.00;0.00;700.20;455.80;700.00;1405.31;0.00;552.59;3476.79;2764.92;0.00;10055.62;23284.28
2013;confeccion;860074578;63.54;1322.10;0.08;0.00;1385.72;179.09;3507.72;0.00;0.00;59.63;3448.09;0.00;254.33;351.64;60.91;0.00;3.01;669.89;4043.72;314.26;2097.90;476.04;298.56;125.06;7355.54;0.00;0.00;0.00;0.00;13038.33;0.00;0.00;0.00;0.00;3791.96;0.00;0.00;116.07;352.93;0.00;0.00;0.00;0.00;0.00;0.00;2812.92;2812.92;7073.89;20112.21;3081.14;1797.92;1593.28;93.03;0.00;26.22;17.50;107.40;0.00;58.71;0.00;1896.14;1018.99;584.48;0.00;0.00;981.43;0.00;981.43;0.00;9360.09;1201.10;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1201.10;10561.19;700.20;0.00;0.00;0.00;700.20;455.80;700.00;1405.31;0.00;1328.86;2147.93;2812.92;0.00;9551.03;20112.21
2012;confeccion;860074578;66.10;553.60;0.34;0.00;620.04;233.44;4637.90;107.38;0.00;59.63;4685.65;195.50;429.83;122.19;385.67;0.00;6.45;1139.64;3583.85;384.61;2207.22;543.82;170.20;107.32;6997.01;0.00;0.00;0.00;0.00;13675.79;0.00;0.00;0.00;0.00;3999.37;0.00;0.00;682.08;458.72;0.00;0.00;0.00;0.00;0.00;0.00;2266.19;2266.19;7406.36;21082.15;1586.61;1050.56;1470.77;151.78;0.00;81.36;17.11;87.26;0.00;64.16;2284.62;4157.05;1012.79;660.86;0.00;222.88;663.78;0.00;663.78;0.00;9354.53;1576.38;0.00;0.00;0.00;1060.81;0.00;0.00;0.00;0.00;2637.19;11991.72;700.00;0.00;0.00;0.00;700.00;0.00;1130.73;1405.31;0.00;1704.18;1884.02;2266.19;0.00;9090.43;21082.15
2011;confeccion;860074578;88.33;457.07;0.88;0.00;546.28;147.22;5000.61;93.18;0.00;62.28;5031.52;1053.24;654.25;82.16;464.75;0.00;7.20;2261.59;4412.41;343.63;1790.88;745.29;200.07;182.83;7675.10;72.81;0.00;0.00;72.81;15734.51;101.57;0.00;0.00;0.00;4539.06;0.00;0.00;682.08;293.61;0.00;0.00;0.00;0.00;0.00;0.00;2136.23;2136.23;7752.55;23487.06;2746.38;1455.23;1270.81;84.27;0.00;106.90;19.26;99.28;0.00;61.24;2153.00;3794.75;1476.17;639.64;0.00;301.53;1047.59;111.36;1158.95;0.00;11572.64;1838.85;0.00;0.00;0.00;926.13;0.00;0.00;0.00;0.00;2764.98;14337.61;700.00;0.00;0.00;0.00;700.00;0.00;1097.54;1405.31;0.00;1950.77;1859.58;2136.23;0.00;9149.45;23487.06
