BALANCE GENERAL;SECTOR;NIT;Caja;Bancos;Cuentas De Ahorro;Fondos;SUBTOTAL DISPONIBLE;INVERSIONES CP;Clientes;Cuentas Corrientes Comerciales;Deudas De Difícil Cobro;Provisiones (db);TOTAL DEUDORES COMERCIALES;Cuentas Por Cobrar A Socios y Accionistas;Anticipos y Avances;Anticipo De Imptos. y Contrib.O Saldos A Favor;Cuentas Por Cobrar a Trabajadores;Activos Biológicos CP;Deudores Varios / Otros Activos No Financieros;TOTAL OTROS DEUDORES;Materias Primas;Productos En Proceso;Productos Terminados;M/Cías No Fabricadas Por La Emp;Materiales, Repuestos y Accesorios;Otros Inventarios y Provisiones;SUBTOTAL INVENTARIOS;Gastos Pagados Por Anticipado;Cargos Diferidos;Amortización Acumulada y Otros;SUBTOTAL DIFERIDO;TOTAL ACTIVO CORRIENTE;Inversiones LP;Activos biológicos no corrientes;CxC comerciales y otras CxC no corrientes;Subtotal Deudores A Largo Plazo;Propiedades Planta Y Equipo;Plusvalía;Activos intangibles distintos de la plusvalía;Subtotal Intangibles;Subtotal Diferidos;Inventarios no corrientes;Activos por impuestos corrientes, no corriente;Otros activos no financieros no corrientes;Activos LP pignorados como garantía para Vender;Subtotal Otros Activos;De Inversiones Y Otros;De Propiedades Planta Y Equipo;Subtotal Valorizaciones;TOTAL ACTIVO NO CORRIENTE;TOTAL ACTIVO;Obligaciones Financieras;Proveedores CP;Costos y Gastos Por Pagar;Retención En La Fuente;Deudas Con Accionistas O Socios;Impuesto A Las Ventas Retenido;Impuesto De Industria y Comercio Retenido;Provisiones, Retenciones y Aportes de Nómina;Otras provisiones corrientes;Acreedores;Otras Cuenta Por Pagar;SUBTOTAL CUENTAS POR PAGAR;IMPUESTOS GRAVAMENES Y TASAS;OBLIGACIONES LABORALES;SUBTOTAL PASIVOS ESTIMAD. Y PROVIS.;DIFERIDOS;Anticipos y Avances Recibidos;Otros;SUBTOTAL OTROS PASIVOS;SUBTOTAL BONOS Y PAPELES COMERCIA.;TOTAL PASIVO CORRIENTE;Obligaciones Financieras;Proveedores LP;Subtotal Cuentas Por Pagar;Impuestos Gravámenes y Tasas;Obligaciones Laborales;Subtotal Pasivos Estimad. y Provis.;Subtotal Diferidos;Subtotal Otros Pasivos;Subtotal Bonos y Papeles Comercia.;TOTAL PASIVO NO CORRIENTE;TOTAL PASIVO;Capital Suscrito y Pagado;Prima de emisión;Acciones propias en cartera;Aportes Sociales y Otros;SUBTOTAL CAPITAL SOCIAL;SUBTOTAL SUPERAVIT DE CAPITAL;RESERVAS;REVALORIZACION DEL PATRIMONIO;DIVIDEN. O PARTC. DECRET. EN ACC.O CUOTAS;RESULTADOS DEL EJERCICIO;RESULTADOS DE EJERCICIOS ANTERIORES;SUPERAVIT POR VALORIZACIONES;INVERSIÓN SUPLEMENTARIA AL CAPITAL Y AJUSTES AÑOS ANTERIORES;TOTAL PATRIMONIO;TOTAL PASIVO Y PATRIMONIO
2020;confeccion;811017434;10.76;4227.88;0.00;0.00;4238.64;29.23;7196.44;0.00;0.00;269.49;6926.95;0.00;61.06;0.00;0.00;0.00;195.15;256.21;0.00;0.00;0.00;0.00;0.00;7087.56;7087.56;0.00;0.00;0.00;0.00;18538.59;0.00;0.00;0.00;0.00;6358.29;0.00;26.26;26.26;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;6384.55;24923.13;238.56;9443.73;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;271.70;0.00;320.13;0.00;0.00;486.67;486.67;0.00;10760.79;373.67;0.00;50.51;366.46;0.00;0.00;0.00;0.00;0.00;790.64;11551.43;418.01;205.27;0.00;0.00;623.28;0.00;1889.37;0.00;0.00;0.00;10859.05;0.00;0.00;13371.70;24923.13
2019;confeccion;811017434;0.00;1547.07;0.00;0.00;1547.07;0.00;6515.89;0.00;0.00;0.00;6515.89;0.00;0.00;0.00;0.00;0.00;22.42;22.42;0.00;0.00;0.00;0.00;0.00;7464.92;7464.92;0.00;0.00;0.00;0.00;15550.30;0.00;0.00;0.00;0.00;6396.69;0.00;17.24;17.24;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;6413.94;21964.24;224.29;6259.75;0.00;0.00;0.00;0.00;0.00;276.22;0.00;0.00;342.29;618.51;46.85;0.00;0.00;0.00;0.00;0.00;0.00;0.00;7149.40;545.65;0.00;29.41;0.00;0.00;0.00;434.97;0.00;0.00;1010.03;8159.43;418.01;205.27;0.00;0.00;623.28;0.00;1889.37;0.00;0.00;0.00;11292.15;0.00;0.00;13804.81;21964.24
2018;confeccion;811017434;0.00;1821.03;0.00;0.00;1821.03;0.00;6614.88;0.00;0.00;0.00;6614.88;0.00;0.00;0.00;0.00;0.00;6.18;6.18;0.00;0.00;0.00;0.00;0.00;7666.18;7666.18;0.00;0.00;0.00;0.00;16108.28;0.00;0.00;0.00;0.00;5550.96;0.00;26.07;26.07;585.67;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;6162.69;22270.97;0.00;6767.46;0.00;0.00;0.00;0.00;0.00;271.12;0.00;132.31;0.00;403.43;29.51;0.00;0.00;0.00;0.00;0.00;0.00;0.00;7200.40;0.00;0.00;31.63;0.00;0.00;0.00;964.87;0.00;0.00;996.50;8196.90;418.01;205.27;0.00;0.00;623.28;0.00;1889.37;0.00;0.00;0.00;11561.41;0.00;0.00;14074.07;22270.97
2017;confeccion;811017434;17.51;1011.15;0.00;0.00;1028.65;2553.54;5426.26;0.00;0.00;0.00;5426.26;0.00;0.00;0.00;0.00;0.00;9.82;9.82;0.00;0.00;0.00;0.00;0.00;6194.59;6194.59;0.00;0.00;0.00;0.00;15212.87;0.00;0.00;0.00;0.00;3895.37;0.00;16.11;16.11;625.18;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;4536.67;19749.54;0.00;3267.76;74.64;0.00;0.00;0.00;0.00;231.06;0.00;0.00;0.00;305.70;156.30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;3729.76;0.00;0.00;0.00;0.00;17.96;0.00;1097.98;0.00;0.00;1115.93;4845.69;418.01;205.27;0.00;0.00;623.28;0.00;1889.37;0.00;0.00;0.00;12391.19;0.00;0.00;14903.84;19749.54
2016;confeccion;811017434;0.00;752.54;0.00;0.00;752.54;0.00;5574.44;0.00;0.00;0.00;5574.44;0.00;0.00;0.00;0.00;0.00;28.30;28.30;0.00;0.00;0.00;0.00;0.00;7095.15;7095.15;0.00;0.00;0.00;0.00;13450.43;0.00;0.00;0.00;0.00;5903.45;0.00;25.88;25.88;194.73;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;6124.05;19574.49;0.00;2560.75;0.00;0.00;0.00;0.00;0.00;202.14;0.00;0.00;11.73;213.87;1040.79;0.00;0.00;0.00;0.00;0.00;0.00;0.00;3815.40;0.00;0.00;15.77;0.00;0.00;0.00;1004.69;0.00;0.00;1020.46;4835.87;418.01;205.27;0.00;0.00;623.28;0.00;1889.37;0.00;0.00;0.00;12225.96;0.00;0.00;14738.62;19574.49
2015;confeccion;811017434;17.09;765.17;0.00;683.76;1466.02;0.00;4615.48;0.00;0.00;20.71;4594.76;0.00;6.20;199.84;65.45;0.00;2.92;274.42;3044.33;0.00;235.30;339.27;337.17;3212.73;7168.80;16.58;54.09;0.00;70.67;13574.66;0.00;0.00;0.00;0.00;1428.02;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;20.69;0.00;4233.67;4233.67;5682.39;19257.05;0.00;3303.68;304.23;60.40;0.00;14.02;0.27;0.05;0.00;0.00;0.00;378.97;1046.79;223.92;6.51;0.00;0.00;0.00;0.00;0.00;4959.86;0.00;0.00;0.00;0.00;0.00;0.00;153.16;0.00;0.00;153.16;5113.02;418.01;0.00;0.00;0.00;418.01;205.27;1880.79;1022.79;0.00;2248.43;4135.05;4233.67;0.00;14144.02;19257.05
2014;confeccion;811017434;11.68;451.54;0.00;1260.65;1723.87;0.00;3753.55;0.00;0.00;0.93;3752.62;0.00;0.35;26.12;106.65;0.00;6.84;139.96;2244.36;0.00;251.81;221.94;235.37;1616.58;4570.06;18.40;36.33;0.00;54.73;10241.24;0.00;0.00;0.00;0.00;1265.79;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;4233.67;4233.67;5499.46;15740.70;0.00;1739.72;255.06;36.32;0.00;7.56;0.12;6.88;0.00;0.00;800.00;1105.94;544.45;178.51;15.98;0.00;0.00;0.00;0.00;0.00;3584.61;0.00;0.00;0.00;0.00;0.00;0.00;176.44;0.00;0.00;176.44;3761.04;418.01;0.00;0.00;0.00;418.01;205.27;2005.48;1022.79;0.00;1278.74;2815.69;4233.67;0.00;11979.65;15740.70
2013;confeccion;811017434;10.33;626.63;8.91;758.87;1404.74;0.00;2953.22;0.00;0.00;2.08;2951.14;0.00;0.60;127.34;47.82;0.00;7.74;183.50;1879.67;0.00;187.35;236.87;136.61;1712.01;4152.50;12.25;23.01;0.00;35.26;8727.13;0.00;0.00;0.00;0.00;1321.49;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;3665.56;3665.56;4987.06;13714.19;0.00;1362.90;207.27;23.47;0.00;14.79;0.15;7.37;0.00;0.00;0.00;253.05;386.87;149.40;5.00;0.00;0.00;0.00;0.00;0.00;2157.20;0.00;0.00;0.00;0.00;0.00;0.00;146.24;0.00;0.00;146.24;2303.44;418.01;0.00;0.00;0.00;418.01;205.27;2126.05;1022.79;0.00;955.89;3017.17;3665.56;0.00;11410.75;13714.19
2012;confeccion;811017434;4.82;750.10;9.75;1382.79;2147.46;0.00;2159.32;0.00;0.00;0.22;2159.10;0.00;0.03;122.26;54.81;0.00;1.08;178.19;1568.24;0.00;148.75;107.58;136.52;1368.63;3329.72;4.78;33.26;0.00;38.05;7852.50;0.00;0.00;0.00;0.00;1465.97;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;6.25;0.00;3514.54;3514.54;4986.76;12839.26;0.00;936.20;141.48;29.98;0.00;15.42;0.06;52.83;0.00;14.84;0.00;254.61;456.39;170.73;4.31;0.00;0.00;0.00;0.00;0.00;1822.24;0.00;0.00;0.00;35.53;0.00;0.00;249.14;0.00;0.00;284.67;2106.91;418.01;0.00;0.00;0.00;418.01;205.27;2228.92;1022.79;0.00;1071.28;2271.54;3514.54;0.00;10732.35;12839.26
2011;confeccion;811017434;4.94;279.13;69.24;1529.76;1883.07;0.00;2096.87;0.00;0.00;0.02;2096.85;0.00;0.75;20.11;74.27;0.00;4.39;99.52;1710.94;0.00;294.26;0.00;136.92;1045.31;3187.42;13.14;39.43;0.00;52.57;7319.43;0.00;0.00;0.00;0.00;1547.75;0.00;0.00;33.36;0.00;0.00;0.00;0.00;0.00;0.14;0.00;3514.54;3514.54;5095.78;12415.20;13.31;1180.54;170.09;36.28;0.00;16.19;0.06;56.43;0.00;0.00;0.00;279.04;429.16;195.82;6.32;0.00;0.00;0.00;0.00;0.00;2104.19;12.20;0.00;0.00;71.05;0.00;0.00;301.24;0.00;0.00;384.49;2488.68;418.01;0.00;0.00;0.00;418.01;205.27;2228.92;1022.79;0.00;1327.27;1209.73;3514.54;0.00;9926.53;12415.20
