ESTADO DE RESULTADOS,NIT,Ingresos Operacionales,Costo De Ventas Y De Prestación De Servicios,UTILIDAD BRUTA,Gastos Operacionales De Administración,Gastos Operacionales De Ventas,Otras ganancias (pérdidas) Operaciones por Ajuste Niif,UTILIDAD OPERACIONAL,Ingresos No Operacionales,Gastos No Operacionales,Intereses Financieros,Otros Gastos No Operacionales,Ajustes No Operacionales Normas Internacionales,UTILIDAD ANTES DE IMPUESTOS Y AJUSTES X INFLACION,Impuesto De Renta Y Complementarios,Ganancia (pérdida) procedente de operaciones discontinuadas,GANANCIAS Y PERDIDAS,Depreciacion del Periodo,Amortizaciones
2020,805023971,"733,079.98","386,767.65","346,312.33","204,960.26","60,891.37","-13,867.51","66,593.19",0,"38,394.79","38,394.79",-,0,"28,198.40","9,531.14",0,"18,667.27","24,701.49",-
2019,805023971,207,145.2,61.81,139.02,0,-15.74,-92.96,194.32,149.59,149.59,0,"1,857.83","1,809.60",50.21,0,"1,759.38",40.49,-
2018,805023971,0,0,0,201.38,0,124.61,-76.78,131.13,74.32,74.32,-,"2,572.25","2,552.29",197.75,0,"2,354.54",95.36,-
2017,805023971,0,0,0,194.22,0,-288.65,-482.87,235.7,93.62,93.62,0,"3,013.02","2,672.23",33.7,0,"2,638.53",99.54,-
2016,805023971,0,0,0,194.17,0,-145.28,-339.44,285.77,101.74,101.74,0,"2,524.55","2,369.13",26.74,0,"2,342.39",19.78,-
2015,805023971,711.77,1,128.15,0,194.85,0,515.92,165.05,361.19,361.19,-,"3,341.32","3,661.10",94.2,0,"3,566.90",19.78,-
2014,805023971,214.57,0,214.57,66.5,0,-,148.08,"2,690.40",313.95,-,-,-,"2,524.53",0,-,"2,524.53",0,0
2013,805023971,214.16,0,214.16,107.68,0,-,106.47,50.2,16.72,-,-,-,139.95,27.08,-,112.88,0,0
2012,805023971,217.21,0,217.21,34.85,0,-,182.35,35,38.23,-,-,-,179.12,0,-,179.12,0,0
2011,805023971,273.29,0,273.29,152.15,0,-,121.14,95.09,31.32,-,-,-,184.92,11.63,-,173.28,0,0
2010,805023971,190.1,0,190.1,213.87,0,-,-23.77,36.15,94.33,-,-,-,-81.95,12.29,-,-94.24,17.95,0
2009,805023971,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2008,805023971,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2007,805023971,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2006,805023971,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
