ESTADO DE RESULTADOS,NIT,Ingresos Operacionales,Costo De Ventas Y De Prestación De Servicios,UTILIDAD BRUTA,Gastos Operacionales De Administración,Gastos Operacionales De Ventas,Otras ganancias (pérdidas) Operaciones por Ajuste Niif,UTILIDAD OPERACIONAL,Ingresos No Operacionales,Gastos No Operacionales,Intereses Financieros,Otros Gastos No Operacionales,Ajustes No Operacionales Normas Internacionales,UTILIDAD ANTES DE IMPUESTOS Y AJUSTES X INFLACION,Impuesto De Renta Y Complementarios,Ganancia (pérdida) procedente de operaciones discontinuadas,GANANCIAS Y PERDIDAS,Depreciacion del Periodo,Amortizaciones
2020,800216181,"2,632,276.00",0,"2,632,276.00","79,993.00",0,0,"2,552,283.00",0,"107,194.00","106,979.00",215,0,"2,445,089.00","46,088.00",0,"2,399,001.00","1,743.00",75
2019,800216181,"3,299,393.00",0,"3,299,393.00","83,902.00",0,-,"3,215,491.00",0,"122,842.00",-,-,-,"3,092,649.00","61,411.00",-,"3,031,238.00","1,451.00",349
2018,800216181,"3,150,418.00",0,"3,150,418.00","74,801.00",0,0,"3,075,617.00",0,"121,206.00","119,439.00","1,767.00",0,"2,954,411.00","66,662.00",0,"2,887,749.00",646,0
2017,800216181,"2,274,822.00",0,"2,274,822.00","89,316.00",0,-,"2,185,506.00",98,"133,953.00",-,-,-,"2,051,651.00","50,473.00",-,"2,001,178.00",0,0
2016,800216181,"1,179,900.00",0,"1,179,900.00","54,740.00",0,-,"1,125,160.00",0,"70,103.00",-,-,-,"1,055,057.00","1,463.00",-,"1,053,594.00",-,-
2015,800216181,"1,185,765.00",0,"1,185,765.00","40,348.00",0,-,"1,145,417.00",0,"60,540.00",-,-,-,"1,084,877.00","-1,184.00",-,"1,086,061.00",-,-
2014,800216181,"1,431,037.07",0,"1,431,037.07","53,680.73","8,083.19",-,"1,369,273.15","150,733.99","163,631.77",-,-,-,"1,356,375.37","8,637.87",-,"1,347,737.50",0,0
2013,800216181,"851,014.40",0,"851,014.40","36,261.84","2,670.13",-,"812,082.43","24,082.77","66,382.29",-,-,-,"769,782.91","3,719.76",-,"766,063.16",102.92,"11,537.11"
2012,800216181,"913,359.78",0,"913,359.78","43,403.04","1,942.37",-,"868,014.37","19,912.16","79,492.24",-,-,-,"808,434.29","6,035.90",-,"802,398.39",-,-
2011,800216181,"821,391.91",0,"821,391.91","46,770.75","1,490.56",-,"773,130.60","10,666.84","112,390.39",-,-,-,"671,407.05","3,845.51",-,"667,561.54",-,-
2010,800216181,"1,340,603.14","769,175.81","571,427.33","35,696.89","2,114.94",-,"533,615.50","7,222.00","75,282.47",-,-,-,"465,555.04","1,275.24",-,"464,279.80",0,0
2009,800216181,"553,516.71","60,874.70","492,642.01","29,372.43","2,845.46",-,"460,424.12","6,650.35","65,025.02",-,-,-,"402,049.45",979.24,-,"401,070.21",0,0
2008,800216181,"909,829.95",0,"909,829.95","25,524.21","1,385.35",-,"882,920.39","14,824.81","132,353.77",-,-,-,"765,391.43","5,211.83",-,"760,179.59",0,0
2007,800216181,"704,605.54",0,"704,605.54","36,232.74","12,132.75",-,"656,240.05","31,640.34","113,252.48",-,-,-,"574,627.90","2,989.52",-,"571,638.39",-,-
2006,800216181,"599,291.30","2,468.50","596,822.80","35,364.74","4,459.31",-,"556,998.76","20,971.33","65,644.76",-,-,"23,100.68","512,325.32","2,894.83",-,"532,531.17",-,-
