BALANCE GENERAL;NIT;Caja;Bancos;Cuentas De Ahorro;Fondos;SUBTOTAL DISPONIBLE;INVERSIONES CP;Clientes;Cuentas Corrientes Comerciales;Deudas De Difícil Cobro;Provisiones (db);TOTAL DEUDORES COMERCIALES;Cuentas Por Cobrar A Socios y Accionistas;Anticipos y Avances;Anticipo De Imptos. y Contrib.O Saldos A Favor;Cuentas Por Cobrar a Trabajadores;Activos Biológicos CP;Deudores Varios / Otros Activos No Financieros;TOTAL OTROS DEUDORES;Materias Primas;Productos En Proceso;Productos Terminados;M/Cías No Fabricadas Por La Emp;Materiales, Repuestos y Accesorios;Otros Inventarios y Provisiones;SUBTOTAL INVENTARIOS;Gastos Pagados Por Anticipado;Cargos Diferidos;Amortización Acumulada y Otros;SUBTOTAL DIFERIDO;TOTAL ACTIVO CORRIENTE;Inversiones LP;Activos biológicos no corrientes;CxC comerciales y otras CxC no corrientes;Subtotal Deudores A Largo Plazo;Propiedades Planta Y Equipo;Plusvalía;Activos intangibles distintos de la plusvalía;Subtotal Intangibles;Subtotal Diferidos;Inventarios no corrientes;Activos por impuestos corrientes, no corriente;Otros activos no financieros no corrientes;Activos LP pignorados como garantía para Vender;Subtotal Otros Activos;De Inversiones Y Otros;De Propiedades Planta Y Equipo;Subtotal Valorizaciones;TOTAL ACTIVO NO CORRIENTE;TOTAL ACTIVO;Obligaciones Financieras;Proveedores CP;Costos y Gastos Por Pagar;Retención En La Fuente;Deudas Con Accionistas O Socios;Impuesto A Las Ventas Retenido;Impuesto De Industria y Comercio Retenido;Provisiones, Retenciones y Aportes de Nómina;Otras provisiones corrientes;Acreedores;Otras Cuenta Por Pagar;SUBTOTAL CUENTAS POR PAGAR;IMPUESTOS GRAVAMENES Y TASAS;OBLIGACIONES LABORALES;SUBTOTAL PASIVOS ESTIMAD. Y PROVIS.;DIFERIDOS;Anticipos y Avances Recibidos;Otros;SUBTOTAL OTROS PASIVOS;SUBTOTAL BONOS Y PAPELES COMERCIA.;TOTAL PASIVO CORRIENTE;Obligaciones Financieras;Proveedores LP;Subtotal Cuentas Por Pagar;Impuestos Gravámenes y Tasas;Obligaciones Laborales;Subtotal Pasivos Estimad. y Provis.;Subtotal Diferidos;Subtotal Otros Pasivos;Subtotal Bonos y Papeles Comercia.;TOTAL PASIVO NO CORRIENTE;TOTAL PASIVO;Capital Suscrito y Pagado;Prima de emisión;Acciones propias en cartera;Aportes Sociales y Otros;SUBTOTAL CAPITAL SOCIAL;SUBTOTAL SUPERAVIT DE CAPITAL;RESERVAS;REVALORIZACION DEL PATRIMONIO;DIVIDEN. O PARTC. DECRET. EN ACC.O CUOTAS;RESULTADOS DEL EJERCICIO;RESULTADOS DE EJERCICIOS ANTERIORES;SUPERAVIT POR VALORIZACIONES;INVERSIÓN SUPLEMENTARIA AL CAPITAL Y AJUSTES AÑOS ANTERIORES;TOTAL PATRIMONIO;TOTAL PASIVO Y PATRIMONIO
2020;860002455;14,93;4.561,65;0;-;4.576,58;0;21.631,50;-;-;358,62;21.272,88;0;2.126,31;2.626,87;-;0;5.950,30;10.703,47;-;-;-;-;-;16.889,49;16.889,49;-;-;-;-;53.442,42;31.326,64;0;0;0;21.156,95;0;0;0;0;0;0;0;0;0;-;-;-;52.483,59;105.926,01;13.150,02;4.852,41;-;-;-;-;-;-;0;-;0;0;3.154,34;717,57;0;-;-;5.318,13;5.318,13;-;27.192,46;13.819,45;0;0;0;-;-;3.285,38;0;-;17.104,83;44.297,29;1.692,03;1.136,96;0;-;2.828,99;0;45.441,73;0;-;-;13.358,01;-;0;61.628,72;105.926,01
2019;860002455;-;1.841,04;-;-;1.841,04;0;26.819,95;-;-;-;26.819,95;-;0;2.923,32;-;0;979,13;3.902,45;-;-;-;-;-;22.532,41;22.532,41;-;-;-;-;55.095,84;29.436,08;0;0;0;20.306,06;0;0;0;0;0;0;0;0;0;-;-;-;49.742,15;104.837,99;16.855,99;7.546,19;-;-;-;-;-;745,23;0;-;4.805,85;5.551,07;2.932,16;-;-;-;-;-;-;-;32.885,40;12.742,60;0;0;0;-;-;3.290,72;0;-;16.033,32;48.918,72;1.692,03;1.136,96;0;-;2.828,99;0;38.711,61;0;-;-;14.378,67;-;0;55.919,27;104.837,99
2018;860002455;-;1.920,23;-;-;1.920,23;0;23.085,79;-;-;-;23.085,79;-;-;2.237,68;-;0;1.234,32;3.471,99;-;-;-;-;-;20.555,31;20.555,31;-;-;-;-;49.033,33;27.401,37;0;0;0;19.729,45;0;0;0;0;0;0;0;0;0;-;-;-;47.130,82;96.164,15;15.703,67;6.339,62;-;-;-;-;-;553,64;0;4.521,12;0;5.074,76;2.349,07;-;-;-;-;-;-;-;29.467,11;13.863,89;0;0;0;-;-;3.644,00;0;-;17.507,89;46.975,00;1.692,03;1.136,96;0;-;2.828,99;0;34.422,73;0;-;-;11.937,43;-;0;49.189,15;96.164,15
2017;860002455;75,82;1.465,81;-;-;1.541,63;544,93;21.882,55;-;-;-;21.882,55;0;1.002,31;2.124,67;-;0;1.394,54;4.521,52;-;-;-;-;-;14.725,90;14.725,90;-;-;-;-;43.216,53;21.708,39;0;0;0;20.331,88;0;0;0;0;0;0;0;0;0;-;-;-;42.040,26;85.256,79;7.725,07;6.506,04;5.936,98;-;-;-;-;609,92;3.793,35;-;0;10.340,25;3.242,27;-;-;-;-;-;-;-;27.813,63;3.557,18;0;-;0;0;0;0;0;-;3.557,18;31.370,80;1.692,03;1.136,96;0;-;2.828,99;0;38.239,57;0;-;-;12.817,43;-;0;53.885,99;85.256,79
2016;860002455;-;1.276,33;-;-;1.276,33;1.510,34;17.875,68;-;-;-;17.875,68;-;0;2.152,32;-;0;0;2.152,32;-;-;-;-;-;17.761,44;17.761,44;-;-;-;-;40.576,12;19.687,94;0;0;0;20.994,33;-;-;0;0;0;0;0;0;0;-;-;-;40.682,28;81.258,39;9.688,28;8.003,80;-;-;-;-;-;0;0;-;1.820,13;1.820,13;4.026,85;-;-;-;-;-;-;-;23.539,06;4.982,64;0;0;0;-;-;3.893,30;0;-;8.875,94;32.415,00;1.692,03;0;0;-;1.692,03;1.136,96;31.121,78;0;-;-;14.892,63;-;0;48.843,40;81.258,39
2015;860002455;63,26;2.103,08;423,67;0;2.590,00;0;14.283,94;0;360,17;367,66;14.276,45;0;1.705,87;1.726,56;33,17;-;551,21;4.016,80;6.915,03;445,82;4.768,34;0;517,41;2.672,62;15.319,21;0;276,62;0;276,62;36.479,09;15.545,98;-;-;0;7.798,99;-;-;9.046,96;0;-;-;-;-;0;67,71;2.506,49;2.574,19;34.966,12;71.445,21;12.435,27;6.713,16;1.423,32;244,03;0;40,34;4,34;1,06;-;1.773,39;0;3.486,48;486,86;430,07;2.442,94;0;1.631,04;0;1.631,04;0;27.625,80;2.243,32;0;0;0;0;0;0;0;0;2.243,32;29.869,12;1.692,03;-;-;0;1.692,03;6.416,19;27.521,78;576,71;0;2.795,18;0;2.574,19;-;41.576,09;71.445,21
2014;860002455;152,41;414,6;0;154,49;721,49;0;14.406,97;0;266,08;266,08;14.406,97;0;1.908,03;1.318,50;42,77;-;265,83;3.535,13;7.096,14;505,37;4.025,44;0;0;1.624,17;13.251,11;0;187,55;0;187,55;32.102,26;11.128,45;-;-;0;6.200,91;-;-;10.149,75;0;-;-;-;-;230;15,59;1.466,23;1.481,81;29.190,92;61.293,19;11.429,48;4.558,51;1.198,90;163,84;0;31,63;5,38;0,68;-;1.034,96;0;2.435,38;622,91;377,08;1.773,47;0;234,52;0;234,52;0;21.431,34;2.764,17;0;0;0;0;0;0;0;0;2.764,17;24.195,51;1.692,03;-;-;0;1.692,03;3.154,14;27.251,04;576,71;0;2.941,95;0;1.481,81;-;37.097,67;61.293,19
2013;860002455;98,22;617,86;731,62;0;1.447,69;0;15.224,20;0;308,89;145,81;15.387,28;0;1.408,66;1.145,52;28,52;-;43,25;2.625,95;6.978,09;305,33;2.428,35;0;567,08;503,44;10.782,30;0;62,69;0;62,69;30.305,90;5.879,43;-;-;0;3.735,89;-;-;10.628,17;228;-;-;-;-;0;2,33;847,64;849,97;21.321,45;51.627,35;7.790,03;3.639,01;817,52;118,74;0;34,65;3,73;0,68;-;620,92;182,29;1.778,52;448,2;336,3;1.457,51;0;485,14;0;485,14;0;15.934,72;3.511,05;0;0;0;0;0;22,22;0;0;3.533,28;19.467,99;1.692,03;-;-;0;1.692,03;1.434,78;24.885,62;931,55;0;2.288,14;77,27;849,97;-;32.159,36;51.627,35
2012;860002455;85,2;296,19;67,91;0;449,3;0;12.885,89;0;243,32;850,99;12.278,21;0;869,8;1.128,61;49,31;-;88,56;2.136,28;6.651,23;136,13;3.375,96;0;448,63;26,73;10.638,68;523,69;0;0;523,69;26.026,16;5.189,66;-;-;0;3.687,93;-;-;11.094,31;0;-;-;-;-;0;14,96;1.463,00;1.477,97;21.449,86;47.476,02;6.480,20;2.521,58;681,85;150,06;0;115,52;2;5,15;-;573,17;140,57;1.668,32;83,58;270,54;1.125,64;47,17;903,95;0;903,95;0;13.100,99;3.972,11;0;0;0;0;0;0;0;0;3.972,11;17.073,10;1.692,03;-;-;0;1.692,03;983,65;19.392,97;1.286,39;0;5.492,65;77,27;1.477,97;-;30.402,92;47.476,02
2011;860002455;44,41;168,6;258,12;0;471,13;2,1;11.000,65;0;270,95;928,38;10.343,22;0;1.384,74;1.319,77;89,05;-;24,48;2.818,04;5.857,95;418,15;4.087,95;0;371,17;1.396,31;12.131,53;33,36;535,8;0;569,17;26.335,18;3.937,97;-;-;0;2.174,87;-;-;10.777,82;0;-;-;-;-;130;6,07;4.649,94;4.656,01;21.676,67;48.011,85;4.665,66;3.899,37;534,15;148,46;0;81,09;14,34;21,07;-;118;161,51;1.078,61;262,47;253,79;1.632,12;0;384,33;0;384,33;0;12.176,36;6.998,61;0;0;0;0;0;252,06;0;0;7.250,67;19.427,04;1.692,03;-;-;0;1.692,03;1.367,75;17.416,09;1.476,06;0;1.976,88;0;4.656,01;-;28.584,81;48.011,85
