BALANCE GENERAL;NIT;Caja;Bancos;Cuentas De Ahorro;Fondos;SUBTOTAL DISPONIBLE;INVERSIONES CP;Clientes;Cuentas Corrientes Comerciales;Deudas De Difícil Cobro;Provisiones (db);TOTAL DEUDORES COMERCIALES;Cuentas Por Cobrar A Socios y Accionistas;Anticipos y Avances;Anticipo De Imptos. y Contrib.O Saldos A Favor;Cuentas Por Cobrar a Trabajadores;Activos Biológicos CP;Deudores Varios / Otros Activos No Financieros;TOTAL OTROS DEUDORES;Materias Primas;Productos En Proceso;Productos Terminados;M/Cías No Fabricadas Por La Emp;Materiales, Repuestos y Accesorios;Otros Inventarios y Provisiones;SUBTOTAL INVENTARIOS;Gastos Pagados Por Anticipado;Cargos Diferidos;Amortización Acumulada y Otros;SUBTOTAL DIFERIDO;TOTAL ACTIVO CORRIENTE;Inversiones LP;Activos biológicos no corrientes;CxC comerciales y otras CxC no corrientes;Subtotal Deudores A Largo Plazo;Propiedades Planta Y Equipo;Plusvalía;Activos intangibles distintos de la plusvalía;Subtotal Intangibles;Subtotal Diferidos;Inventarios no corrientes;Activos por impuestos corrientes, no corriente;Otros activos no financieros no corrientes;Activos LP pignorados como garantía para Vender;Subtotal Otros Activos;De Inversiones Y Otros;De Propiedades Planta Y Equipo;Subtotal Valorizaciones;TOTAL ACTIVO NO CORRIENTE;TOTAL ACTIVO;Obligaciones Financieras;Proveedores CP;Costos y Gastos Por Pagar;Retención En La Fuente;Deudas Con Accionistas O Socios;Impuesto A Las Ventas Retenido;Impuesto De Industria y Comercio Retenido;Provisiones, Retenciones y Aportes de Nómina;Otras provisiones corrientes;Acreedores;Otras Cuenta Por Pagar;SUBTOTAL CUENTAS POR PAGAR;IMPUESTOS GRAVAMENES Y TASAS;OBLIGACIONES LABORALES;SUBTOTAL PASIVOS ESTIMAD. Y PROVIS.;DIFERIDOS;Anticipos y Avances Recibidos;Otros;SUBTOTAL OTROS PASIVOS;SUBTOTAL BONOS Y PAPELES COMERCIA.;TOTAL PASIVO CORRIENTE;Obligaciones Financieras;Proveedores LP;Subtotal Cuentas Por Pagar;Impuestos Gravámenes y Tasas;Obligaciones Laborales;Subtotal Pasivos Estimad. y Provis.;Subtotal Diferidos;Subtotal Otros Pasivos;Subtotal Bonos y Papeles Comercia.;TOTAL PASIVO NO CORRIENTE;TOTAL PASIVO;Capital Suscrito y Pagado;Prima de emisión;Acciones propias en cartera;Aportes Sociales y Otros;SUBTOTAL CAPITAL SOCIAL;SUBTOTAL SUPERAVIT DE CAPITAL;RESERVAS;REVALORIZACION DEL PATRIMONIO;DIVIDEN. O PARTC. DECRET. EN ACC.O CUOTAS;RESULTADOS DEL EJERCICIO;RESULTADOS DE EJERCICIOS ANTERIORES;SUPERAVIT POR VALORIZACIONES;INVERSIÓN SUPLEMENTARIA AL CAPITAL Y AJUSTES AÑOS ANTERIORES;TOTAL PATRIMONIO;TOTAL PASIVO Y PATRIMONIO
2020;860021302;9,25;13.725,22;0;-;13.734,47;6.254,56;11.491,37;-;-;107,57;11.383,80;0;0;0;-;0;13.260,80;13.260,80;-;-;-;-;-;22.599,24;22.599,24;-;-;-;-;67.232,87;0;0;0;0;2.320,65;0;0;0;1.016,85;0;0;0;16,91;16,91;-;-;-;3.354,41;70.587,28;248,09;11.727,54;2.414,74;-;-;-;-;-;0;-;-;2.414,74;1.844,57;0;2.671,56;-;-;8.459,12;8.459,12;-;27.365,61;365,01;0;0;0;0;-;1.133,54;0;-;1.498,55;28.864,16;76,28;605,42;0;-;681,7;0;1.158,36;0;-;-;39.883,07;-;0;41.723,12;70.587,28
2019;860021302;-;26.427,24;-;-;26.427,24;12.620,77;11.561,80;-;-;-;11.561,80;-;0;0;-;0;0;0;-;-;-;-;-;20.863,43;20.863,43;-;-;-;-;71.473,25;0;0;0;0;1.849,71;0;0;0;221,47;0;0;16,91;0;16,91;-;-;-;2.088,09;73.561,33;37,93;13.016,03;-;-;-;-;-;0;2.610,73;-;14.803,97;17.414,70;3.278,13;-;-;-;-;-;-;-;33.746,80;63,99;0;0;0;-;-;209,17;0;-;273,16;34.019,95;36,61;605,42;0;-;642,03;0;1.158,36;0;-;-;37.740,99;-;0;39.541,38;73.561,33
2018;860021302;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2017;860021302;11,25;5.553,12;-;-;5.564,37;6.482,29;23.059,63;-;-;-;23.059,63;0;896,1;3.831,95;-;0;0;4.728,05;-;-;-;-;-;16.539,72;16.539,72;-;-;-;-;56.374,07;0;0;0;0;12.103,37;0;0;0;470,24;0;0;2.990,32;0;2.990,32;-;-;-;15.563,93;71.938,00;3.356,88;10.431,70;7.379,26;-;-;-;-;0;0;-;0;7.379,26;4.080,35;-;-;-;-;-;-;-;25.248,20;12,23;0;-;0;0;5.721,70;11,24;0;-;5.745,17;30.993,37;100;793,76;0;-;893,77;0;1.518,71;0;-;-;38.532,15;-;0;40.944,63;71.938,00
2016;860021302;-;4.964,47;-;-;4.964,47;490,88;21.070,28;-;-;-;21.070,28;-;0;590,47;-;0;0;590,47;-;-;-;-;-;15.113,50;15.113,50;-;-;-;-;42.229,61;4.688,15;0;1.169,15;1.169,15;11.754,84;0;0;0;175,82;0;0;97,41;0;97,41;-;-;-;17.885,36;60.114,97;1.880,12;8.484,62;-;-;-;-;-;0;0;-;3.801,49;3.801,49;8.154,57;-;-;-;-;-;-;-;22.320,79;1.614,27;0;1.043,78;0;-;-;10,49;0;-;2.668,53;24.989,33;100;793,76;0;-;893,77;0;1.518,71;0;-;-;32.713,16;-;0;35.125,64;60.114,97
2015;860021302;11,25;6.097,85;612,98;0;6.722,08;11.807,31;14.917,35;0;1.749,13;1.671,84;14.994,63;0;1.140,91;1.657,47;101,97;-;217,11;3.117,46;5.000,70;1.840,02;150,54;1.702,11;31,29;-319,81;8.404,84;0;0;0;0;45.046,32;0;-;-;0;10.267,96;-;-;1.158,74;244,1;-;-;-;-;124,98;0;112,43;112,43;11.908,21;56.954,53;91,06;3.941,04;1.375,74;196,18;0;74,53;0;53,07;-;186,04;322,57;2.208,13;7.103,26;1.179,54;425,76;0;6.476,96;0;6.476,96;0;21.425,75;3.145,47;0;0;0;0;0;0;89,06;0;3.234,53;24.660,28;100;-;-;0;100;793,76;1.518,71;334,74;0;6.072,21;23.362,38;112,43;-;32.294,25;56.954,53
2014;860021302;11,25;2.290,99;441,89;0;2.744,13;7.965,43;9.410,10;0;1.724,42;1.336,21;9.798,32;0;742,18;0;97,01;-;237,75;1.076,94;3.592,94;2.602,74;271,87;1.261,43;46,58;-262,64;7.512,92;20,95;15,58;0;36,53;29.134,26;0;-;-;0;10.047,47;-;-;29,01;0;-;-;-;-;134,6;0;112,43;112,43;10.323,51;39.457,77;461,33;2.378,42;493,36;119,02;0;0;11,45;48,3;-;175,02;447,24;1.294,38;1.737,41;975,37;693,9;0;3.350,04;169,15;3.519,19;0;11.060,00;1.387,63;0;0;0;0;0;0;0;0;1.387,63;12.447,62;100;-;-;0;100;793,76;1.518,71;334,74;0;2.694,05;21.456,44;112,43;-;27.010,15;39.457,77
2013;860021302;11,25;2.416,63;471,79;0;2.899,67;6.657,66;11.384,23;0;1.327,20;1.120,26;11.591,17;0;496;0;85,34;-;239,09;820,43;3.532,46;2.968,93;672,3;885,12;26,46;-309,07;7.776,20;20,47;0;0;20,47;29.765,60;0;-;-;0;9.542,37;-;-;67,58;0;-;-;-;-;168,78;0;112,43;112,43;9.891,15;39.656,75;1.796,09;2.869,59;1.070,12;150,57;0;0;0;59,74;-;21,71;1.308,80;2.610,94;2.472,41;965,21;874,53;0;2.929,15;0;2.929,15;0;14.517,91;1.117,56;0;3.796,44;0;0;0;0;1.560,22;0;6.474,22;20.992,14;100;-;-;0;100;0;1.518,71;334,74;0;3.413,10;13.185,62;112,43;-;18.664,61;39.656,75
2012;860021302;12,54;1.793,84;198,47;0;2.004,85;5.599,12;10.569,21;0;1.036,24;890,99;10.714,45;0;173,47;0,13;56,76;-;3.253,99;3.484,35;3.468,91;2.379,90;631,1;1.037,89;15,06;31,13;7.563,98;0;0;0;0;29.366,75;0;-;-;0;6.460,17;-;-;92,85;49,41;-;-;-;-;188,4;0;112,43;112,43;6.903,26;36.270,01;3.723,93;2.372,00;1.480,21;167,99;3.125,26;0;0;52,43;-;0;1.335,76;6.161,64;2.266,08;848,12;885,66;0;2.101,18;0;2.101,18;0;18.358,61;1.099,67;0;0;0;0;0;0;1.560,22;0;2.659,89;21.018,50;0;-;-;100;100;0;1.518,71;334,74;0;2.545,72;10.639,90;112,43;-;15.251,51;36.270,01
2011;860021302;12,67;2.695,24;358,36;0;3.066,26;3.913,01;9.992,89;0;1.079,49;929,4;10.142,98;198,67;582,87;0;67,26;-;1.366,51;2.215,31;3.403,22;2.236,83;361,42;725;9,84;30;6.766,31;0;0;0;0;26.103,88;0;-;-;0;6.497,76;-;-;114,79;39,06;-;-;-;-;269,35;0;112,43;112,43;7.033,39;33.137,27;2.309,22;1.896,55;747,98;81,16;3.873,85;0;0;21,62;-;0;1.903,89;6.628,49;2.753,06;773,48;697,61;0;2.581,00;0;2.581,00;0;17.639,40;1.231,86;0;0;0;0;0;0;1.560,22;0;2.792,08;20.431,49;0;-;-;100;100;0;1.518,71;334,74;0;3.320,15;7.319,75;112,43;-;12.705,79;33.137,27
