BALANCE GENERAL;NIT;Caja;Bancos;Cuentas De Ahorro;Fondos;SUBTOTAL DISPONIBLE;INVERSIONES CP;Clientes;Cuentas Corrientes Comerciales;Deudas De Difícil Cobro;Provisiones (db);TOTAL DEUDORES COMERCIALES;Cuentas Por Cobrar A Socios y Accionistas;Anticipos y Avances;Anticipo De Imptos. y Contrib.O Saldos A Favor;Cuentas Por Cobrar a Trabajadores;Activos Biológicos CP;Deudores Varios / Otros Activos No Financieros;TOTAL OTROS DEUDORES;Materias Primas;Productos En Proceso;Productos Terminados;M/Cías No Fabricadas Por La Emp;Materiales, Repuestos y Accesorios;Otros Inventarios y Provisiones;SUBTOTAL INVENTARIOS;Gastos Pagados Por Anticipado;Cargos Diferidos;Amortización Acumulada y Otros;SUBTOTAL DIFERIDO;TOTAL ACTIVO CORRIENTE;Inversiones LP;Activos biológicos no corrientes;CxC comerciales y otras CxC no corrientes;Subtotal Deudores A Largo Plazo;Propiedades Planta Y Equipo;Plusvalía;Activos intangibles distintos de la plusvalía;Subtotal Intangibles;Subtotal Diferidos;Inventarios no corrientes;Activos por impuestos corrientes, no corriente;Otros activos no financieros no corrientes;Activos LP pignorados como garantía para Vender;Subtotal Otros Activos;De Inversiones Y Otros;De Propiedades Planta Y Equipo;Subtotal Valorizaciones;TOTAL ACTIVO NO CORRIENTE;TOTAL ACTIVO;Obligaciones Financieras;Proveedores CP;Costos y Gastos Por Pagar;Retención En La Fuente;Deudas Con Accionistas O Socios;Impuesto A Las Ventas Retenido;Impuesto De Industria y Comercio Retenido;Provisiones, Retenciones y Aportes de Nómina;Otras provisiones corrientes;Acreedores;Otras Cuenta Por Pagar;SUBTOTAL CUENTAS POR PAGAR;IMPUESTOS GRAVAMENES Y TASAS;OBLIGACIONES LABORALES;SUBTOTAL PASIVOS ESTIMAD. Y PROVIS.;DIFERIDOS;Anticipos y Avances Recibidos;Otros;SUBTOTAL OTROS PASIVOS;SUBTOTAL BONOS Y PAPELES COMERCIA.;TOTAL PASIVO CORRIENTE;Obligaciones Financieras;Proveedores LP;Subtotal Cuentas Por Pagar;Impuestos Gravámenes y Tasas;Obligaciones Laborales;Subtotal Pasivos Estimad. y Provis.;Subtotal Diferidos;Subtotal Otros Pasivos;Subtotal Bonos y Papeles Comercia.;TOTAL PASIVO NO CORRIENTE;TOTAL PASIVO;Capital Suscrito y Pagado;Prima de emisión;Acciones propias en cartera;Aportes Sociales y Otros;SUBTOTAL CAPITAL SOCIAL;SUBTOTAL SUPERAVIT DE CAPITAL;RESERVAS;REVALORIZACION DEL PATRIMONIO;DIVIDEN. O PARTC. DECRET. EN ACC.O CUOTAS;RESULTADOS DEL EJERCICIO;RESULTADOS DE EJERCICIOS ANTERIORES;SUPERAVIT POR VALORIZACIONES;INVERSIÓN SUPLEMENTARIA AL CAPITAL Y AJUSTES AÑOS ANTERIORES;TOTAL PATRIMONIO;TOTAL PASIVO Y PATRIMONIO
2020;830036006;20,02;9.836,90;0;-;9.856,92;1.236,09;13.834,22;-;-;908,77;12.925,45;0;202,6;426,67;-;0;87,07;716,33;-;-;-;-;-;7.995,58;7.995,58;-;-;-;-;32.730,36;0;0;0;0;4.146,77;0;68,49;68,49;434,06;0;0;0;0;0;-;-;-;4.649,33;37.379,69;0;6.518,25;-;-;-;-;-;-;0;-;1.192,50;1.192,50;161,61;-;1.220,85;-;-;5.727,70;5.727,70;-;14.820,92;124,14;0;0;0;-;-;882,86;0;-;1.007,00;15.827,91;102,55;0;0;-;102,55;3.671,09;51,28;0;-;-;17.726,86;-;0;21.551,78;37.379,69
2019;830036006;-;5.542,08;-;-;5.542,08;8,4;13.334,13;-;-;-;13.334,13;-;0;522,35;-;0;270,94;793,29;-;-;-;-;-;4.230,42;4.230,42;-;-;-;-;23.908,32;0;0;0;0;4.197,92;0;14,51;14,51;584,68;0;0;0;0;0;-;-;-;4.797,11;28.705,44;0;6.244,74;-;-;-;-;-;1.010,25;217,29;-;1.786,35;3.013,88;481,19;-;-;-;-;-;-;-;9.739,81;100,75;0;0;0;-;-;835,1;0;-;935,85;10.675,66;102,55;0;0;-;102,55;3.929,23;51,28;0;-;-;13.946,72;-;0;18.029,77;28.705,44
2018;830036006;-;2.858,34;-;-;2.858,34;9,33;13.275,77;-;-;-;13.275,77;-;0;817,04;-;0;176,12;993,16;-;-;-;-;-;3.568,40;3.568,40;-;-;-;-;20.705,00;0;0;0;0;2.921,13;0;0;0;822,99;0;0;0;0;0;-;-;-;3.744,12;24.449,12;649,95;5.399,77;-;-;-;-;-;805,58;201,16;1.266,34;0;2.273,08;376,62;-;-;-;-;-;-;-;8.699,42;0;0;0;0;-;-;963,81;0;-;963,81;9.663,23;102,55;0;0;-;102,55;0;51,28;0;-;-;14.632,06;-;0;14.785,89;24.449,12
2017;830036006;9,25;3.105,16;-;-;3.114,41;374,91;21.546,72;-;-;-;21.546,72;0;0;180,73;-;0;822,48;1.003,21;-;-;-;-;-;7.189,07;7.189,07;-;-;-;-;33.228,32;0;0;0;0;3.025,75;0;17,81;17,81;665,83;0;0;0;0;0;-;-;-;3.709,38;36.937,71;2.599,24;10.938,76;5.645,12;-;-;-;-;906,03;1.298,46;-;0;7.849,60;967,86;-;-;-;-;-;-;-;22.355,46;0;0;-;0;0;0;589,69;0;-;589,69;22.945,15;102,55;0;0;-;102,55;0;51,28;0;-;-;13.838,73;-;0;13.992,56;36.937,71
2016;830036006;-;3.088,58;-;-;3.088,58;0;7.929,54;-;-;-;7.929,54;-;0;7,19;-;0;358,61;365,8;-;-;-;-;-;4.379,46;4.379,46;-;-;-;-;15.763,39;0;0;0;0;3.115,27;0;31,74;31,74;334,32;0;0;0;0;0;-;-;-;3.481,33;19.244,71;0;2.520,88;-;-;-;-;-;656,16;890,74;-;1.225,65;2.772,56;336,66;-;-;-;-;-;-;-;5.630,09;0;0;0;0;-;-;2,05;0;-;2,05;5.632,14;102,55;0;0;-;102,55;0;51,28;0;-;-;13.458,75;-;0;13.612,58;19.244,71
2015;830036006;3,95;1.618,53;1.407,09;0;3.029,57;122,91;14.332,70;58,3;0;54,3;14.336,70;0;376,95;1.041,28;3,5;-;41,5;1.463,22;0;0;0;3.316,40;0;3.299,38;6.615,78;3,23;0;0;3,23;25.571,41;0;-;-;0;579,3;-;-;0;64,22;-;-;-;-;0;0;2.739,47;2.739,47;3.382,98;28.954,39;0;10.368,06;358,75;57,45;0;9,64;0,26;0,35;-;524,58;189,26;1.140,30;55,54;547,63;2.171,71;0;0;0;0;0;14.283,23;0;0;0;0;0;0;0;2.760,74;0;2.760,74;17.043,98;102,55;-;-;0;102,55;0;51,28;0;0;3.359,16;5.657,96;2.739,47;-;11.910,41;28.954,39
2014;830036006;3,52;519,86;263,59;0;786,96;1.739,16;6.845,55;11,52;0;89,38;6.767,69;0;188,7;1.492,68;3,23;-;60,71;1.745,33;0;0;0;2.192,66;0;1.313,90;3.506,55;2,59;31,09;0;33,67;14.579,36;0;-;-;0;603,69;-;-;0;0;-;-;-;-;0;0;2.565,76;2.565,76;3.169,45;17.748,81;0;3.899,16;260,68;276,23;0;124,17;0,53;0,17;-;526,45;551,98;1.740,21;276,69;425,93;1.115,79;0;0;0;0;0;7.457,78;0;0;0;0;0;0;0;1.913,48;0;1.913,48;9.371,26;102,55;-;-;0;102,55;0;51,28;0;0;1.240,88;4.417,09;2.565,76;-;8.377,55;17.748,81
2013;830036006;5,05;540;2.083,89;0;2.628,93;1.767,47;3.075,69;37,36;0;84,03;3.029,03;0;289,6;1.164,71;0;-;45,49;1.499,80;0;0;0;1.994,35;0;792,45;2.786,80;8,24;129,4;0;137,64;11.849,66;0;-;-;0;559,95;-;-;0;0;-;-;-;-;0;0;2.230,07;2.230,07;2.790,02;14.639,68;0;2.925,82;180,46;54,93;0;49,19;0,25;0,21;-;528;17,64;830,67;185,34;330,53;1.304,61;0;0;0;0;0;5.576,97;0;0;0;0;0;0;0;1.855,12;0;1.855,12;7.432,09;102,55;-;-;0;102,55;0;51,28;0;0;196,65;4.627,04;2.230,07;-;7.207,58;14.639,68
2012;830036006;2,13;285,66;1.347,82;0;1.635,61;1.219,47;3.975,50;130,18;4,76;45,55;4.064,89;0;410,82;1.167,61;4,5;-;38,88;1.621,81;0;0;0;1.786,67;0;364,66;2.151,33;9,75;0;0;9,75;10.702,85;0;-;-;0;470,58;-;-;0;258,08;-;-;-;-;0;0;1.818,86;1.818,86;2.547,52;13.250,37;0;2.599,06;64,39;84,96;0;93,48;0,29;70,91;-;555,22;0,4;869,65;284,02;503,96;702,71;0;0;0;0;0;4.959,40;0;0;0;0;0;0;0;1.292,04;0;1.292,04;6.251,43;102,55;-;-;0;102,55;0;51,28;101,88;0;3,04;4.921,33;1.818,86;-;6.998,93;13.250,37
2011;830036006;1,67;2.205,79;62,17;0;2.269,62;4.457,79;3.081,75;159,82;9,52;9,52;3.241,57;0;249,91;569,47;10,41;-;43,47;873,26;0;0;0;1.450,87;0;449,92;1.900,79;0;0;0;0;12.743,03;0;-;-;0;626,46;-;-;0;379,3;-;-;-;-;0;0;1.767,85;1.767,85;2.773,61;15.516,64;0;1.430,52;84,75;22,29;0;28,21;0,15;0,1;-;544,49;20,16;700,15;402,46;234,97;240,05;0;0;0;0;0;3.008,14;0;0;0;0;0;0;0;4.186,26;0;4.186,26;7.194,40;102,55;-;-;0;102,55;0;51,28;226,93;0;-334,82;6.508,46;1.767,85;-;8.322,24;15.516,64
