BALANCE GENERAL;NIT;Caja;Bancos;Cuentas De Ahorro;Fondos;SUBTOTAL DISPONIBLE;INVERSIONES CP;Clientes;Cuentas Corrientes Comerciales;Deudas De Difícil Cobro;Provisiones (db);TOTAL DEUDORES COMERCIALES;Cuentas Por Cobrar A Socios y Accionistas;Anticipos y Avances;Anticipo De Imptos. y Contrib.O Saldos A Favor;Cuentas Por Cobrar a Trabajadores;Activos Biológicos CP;Deudores Varios / Otros Activos No Financieros;TOTAL OTROS DEUDORES;Materias Primas;Productos En Proceso;Productos Terminados;M/Cías No Fabricadas Por La Emp;Materiales, Repuestos y Accesorios;Otros Inventarios y Provisiones;SUBTOTAL INVENTARIOS;Gastos Pagados Por Anticipado;Cargos Diferidos;Amortización Acumulada y Otros;SUBTOTAL DIFERIDO;TOTAL ACTIVO CORRIENTE;Inversiones LP;Activos biológicos no corrientes;CxC comerciales y otras CxC no corrientes;Subtotal Deudores A Largo Plazo;Propiedades Planta Y Equipo;Plusvalía;Activos intangibles distintos de la plusvalía;Subtotal Intangibles;Subtotal Diferidos;Inventarios no corrientes;Activos por impuestos corrientes, no corriente;Otros activos no financieros no corrientes;Activos LP pignorados como garantía para Vender;Subtotal Otros Activos;De Inversiones Y Otros;De Propiedades Planta Y Equipo;Subtotal Valorizaciones;TOTAL ACTIVO NO CORRIENTE;TOTAL ACTIVO;Obligaciones Financieras;Proveedores CP;Costos y Gastos Por Pagar;Retención En La Fuente;Deudas Con Accionistas O Socios;Impuesto A Las Ventas Retenido;Impuesto De Industria y Comercio Retenido;Provisiones, Retenciones y Aportes de Nómina;Otras provisiones corrientes;Acreedores;Otras Cuenta Por Pagar;SUBTOTAL CUENTAS POR PAGAR;IMPUESTOS GRAVAMENES Y TASAS;OBLIGACIONES LABORALES;SUBTOTAL PASIVOS ESTIMAD. Y PROVIS.;DIFERIDOS;Anticipos y Avances Recibidos;Otros;SUBTOTAL OTROS PASIVOS;SUBTOTAL BONOS Y PAPELES COMERCIA.;TOTAL PASIVO CORRIENTE;Obligaciones Financieras;Proveedores LP;Subtotal Cuentas Por Pagar;Impuestos Gravámenes y Tasas;Obligaciones Laborales;Subtotal Pasivos Estimad. y Provis.;Subtotal Diferidos;Subtotal Otros Pasivos;Subtotal Bonos y Papeles Comercia.;TOTAL PASIVO NO CORRIENTE;TOTAL PASIVO;Capital Suscrito y Pagado;Prima de emisión;Acciones propias en cartera;Aportes Sociales y Otros;SUBTOTAL CAPITAL SOCIAL;SUBTOTAL SUPERAVIT DE CAPITAL;RESERVAS;REVALORIZACION DEL PATRIMONIO;DIVIDEN. O PARTC. DECRET. EN ACC.O CUOTAS;RESULTADOS DEL EJERCICIO;RESULTADOS DE EJERCICIOS ANTERIORES;SUPERAVIT POR VALORIZACIONES;INVERSIÓN SUPLEMENTARIA AL CAPITAL Y AJUSTES AÑOS ANTERIORES;TOTAL PATRIMONIO;TOTAL PASIVO Y PATRIMONIO
2020;860016310;12,52;3.946,43;0;-;3.958,94;981,86;10.371,79;-;-;138,03;10.233,75;0;278,84;0;-;0;15.285,77;15.564,61;-;-;-;-;-;12.129,75;12.129,75;-;-;-;-;42.868,92;0;0;0;0;16.466,92;0;1.712,40;1.712,40;1.098,60;0;0;0;4,9;4,9;-;-;-;19.282,82;62.151,74;5.154,64;6.419,29;3.195,85;-;-;-;-;-;0;-;-;3.195,85;3.072,02;1.279,39;2.422,21;-;-;263,89;263,89;-;21.807,30;660,7;0;0;0;0;-;2.007,95;0;-;2.668,64;24.475,94;5.300,00;0;0;-;5.300,00;0;10.090,47;2.221,33;-;-;20.064,00;-;0;37.675,80;62.151,74
2019;860016310;-;1.836,97;-;-;1.836,97;9.620,95;11.695,03;-;-;-;11.695,03;-;0;0;-;0;214,68;214,68;-;-;-;-;-;9.152,15;9.152,15;-;-;-;-;32.519,77;0;0;0;0;15.970,16;0;1.560,21;1.560,21;1.272,29;0;0;4,9;0;4,9;-;-;-;18.807,56;51.327,33;4.955,47;7.176,23;-;-;-;-;-;810,87;2.472,06;-;357,43;3.640,36;1.470,02;-;-;-;-;-;-;-;17.242,09;3.095,83;0;0;0;-;-;1.844,31;0;-;4.940,13;22.182,22;5.300,00;0;0;-;5.300,00;0;12.041,36;2.221,33;-;-;9.582,42;-;0;29.145,11;51.327,33
2018;860016310;-;2.271,88;-;-;2.271,88;7.570,78;10.481,48;-;-;-;10.481,48;-;0;0;-;0;221,31;221,31;-;-;-;-;-;9.302,33;9.302,33;-;-;-;-;29.847,78;0;0;0;0;16.476,96;0;1.141,15;1.141,15;928,07;0;0;4,9;0;4,9;-;-;-;18.551,09;48.398,87;6.561,19;6.647,39;-;-;-;-;-;766,49;1.914,91;-;32,45;2.713,85;2.030,62;-;-;-;-;-;-;-;17.953,05;2.430,44;0;0;0;-;-;1.765,05;0;-;4.195,49;22.148,54;5.300,00;0;0;-;5.300,00;0;10.393,06;2.221,33;-;-;8.335,93;-;0;26.250,33;48.398,87
2017;860016310;12,47;348,14;-;-;360,62;5.853,32;11.808,56;-;-;-;11.808,56;0;11,77;0;-;0;89,06;100,83;-;-;-;-;-;9.978,30;9.978,30;-;-;-;-;28.101,63;0;0;0;0;16.498,71;0;1.003,29;1.003,29;94,69;0;0;4,9;0;4,9;-;-;-;17.601,59;45.703,22;4.457,07;6.548,80;373,95;-;-;-;-;748,03;1.400,57;-;0;2.522,55;1.238,48;-;-;-;-;-;-;-;14.766,90;4.740,37;0;-;0;0;0;1.737,02;0;-;6.477,40;21.244,30;5.300,00;0;0;-;5.300,00;0;8.381,06;2.221,33;-;-;8.556,53;-;0;24.458,92;45.703,22
2016;860016310;-;5.374,99;-;-;5.374,99;72,25;9.552,78;-;-;-;9.552,78;-;0;0;-;0;82,94;82,94;-;-;-;-;-;10.948,11;10.948,11;-;-;-;-;26.031,07;0;0;0;0;13.160,93;0;704,49;704,49;186,83;0;0;4,9;0;4,9;-;-;-;14.057,15;40.088,22;3.562,44;5.901,63;-;-;-;-;-;694,97;0;-;2.067,16;2.762,13;2.927,61;-;-;-;-;-;-;-;15.153,81;1.188,47;0;0;0;-;-;1.523,15;0;-;2.711,62;17.865,43;5.300,00;0;0;-;5.300,00;0;4.545,17;2.266,67;-;-;10.110,96;-;0;22.222,79;40.088,22
2015;860016310;7,84;1.281,43;14,43;662,09;1.965,79;616,33;7.211,64;0;0;117,63;7.094,00;0;2.559,68;0,27;256,03;-;80,47;2.896,44;1.510,53;219,94;1.451,36;2.795,97;3.129,05;224,62;9.331,48;1,19;157,47;0;158,65;22.062,69;0;-;-;0;5.614,32;-;-;0;1.768,96;-;-;-;-;4,9;0;4.591,78;4.591,78;11.979,96;34.042,64;1.950,98;4.784,40;1.050,49;155,27;0;25,09;0,31;169,59;-;0;414,79;1.815,54;1.229,03;623,18;1.748,70;0;519,12;0;519,12;0;12.670,94;2.115,12;0;0;0;0;0;0;0;0;2.115,12;14.786,06;5.300,00;-;-;0;5.300,00;0;3.496,41;2.380,88;0;3.487,52;0;4.591,78;-;19.256,59;34.042,64
2014;860016310;10,69;1.636,30;61,93;794,88;2.503,80;718,82;6.081,10;0;0;85,77;5.995,33;0;557,65;0,38;247,17;-;95,77;900,97;1.091,37;26,16;1.635,37;1.806,77;2.615,26;-208,76;6.966,18;0;230,39;0;230,39;17.315,47;0;-;-;0;5.350,65;-;-;28,23;1.710,95;-;-;-;-;10,9;0;4.591,78;4.591,78;11.692,51;29.007,98;1.668,61;2.538,10;651,13;139,33;0;18,17;1,68;171,69;-;0;560,84;1.542,84;1.245,10;541,55;1.358,59;0;106,8;0;106,8;0;9.001,57;1.750,00;0;0;0;0;0;0;0;0;1.750,00;10.751,57;5.300,00;-;-;0;5.300,00;0;2.457,06;2.514,04;0;3.393,53;0;4.591,78;-;18.256,41;29.007,98
2013;860016310;12,76;1.508,60;8,64;151,75;1.681,75;429,83;6.436,91;0;0;78,5;6.358,41;0;237,17;1,75;448,61;-;88,14;775,67;1.342,34;209,59;1.029,56;1.893,64;2.779,62;690,88;7.945,62;50,89;330,58;0;381,47;17.572,75;0;-;-;0;5.172,22;-;-;113,72;1.323,07;-;-;-;-;10,9;0;4.591,78;4.591,78;11.211,69;28.784,44;1.494,80;4.090,49;1.166,65;82,94;0;13,11;0,03;150,64;-;0;520,88;1.934,25;941,4;558,05;1.588,59;0;188,4;0;188,4;0;10.795,98;2.785,00;0;0;150,93;0;0;0;0;0;2.935,93;13.731,90;3.300,00;-;-;0;3.300,00;0;1.939,00;2.514,04;0;2.707,71;0;4.591,78;-;15.052,54;28.784,44
2012;860016310;8,37;1.329,14;2,6;151,08;1.491,19;44,95;5.041,52;0;0;48,69;4.992,83;0;139,51;0,72;619,94;-;345,04;1.105,20;1.064,39;56,89;974,2;1.926,06;3.001,85;745,34;7.768,73;74,31;170,21;0;244,51;15.647,42;0;-;-;0;5.249,67;-;-;271,51;1.058,29;-;-;-;-;0;0;4.591,78;4.591,78;11.171,25;26.818,67;111,58;3.221,87;1.427,59;127,39;0;41,47;0,03;207,38;-;0;418,32;2.222,17;768,64;556,73;1.301,91;0;481,13;0;481,13;0;8.664,02;3.486,25;0;0;301,85;0;0;0;0;0;3.788,10;12.452,12;3.300,00;-;-;0;3.300,00;0;1.433,58;2.514,04;0;2.527,15;0;4.591,78;-;14.366,54;26.818,67
2011;860016310;11,09;1.705,81;1,45;204,06;1.922,41;114,56;4.385,62;0;0;68,67;4.316,95;0;364,75;118,5;632,49;-;33,59;1.149,33;1.135,19;296,5;1.023,47;1.604,89;2.569,30;613,51;7.242,86;64,26;157,26;0;221,52;14.967,63;0;-;-;0;5.169,88;-;-;324,45;559,81;-;-;-;-;4,99;0;3.931,27;3.931,27;9.990,40;24.958,03;4.108,90;3.078,98;1.276,61;85,89;0;38,37;0,06;169,98;-;0;842,45;2.413,36;569,19;563,46;1.629,57;0;228,75;0;228,75;0;12.592,20;50;0;0;452,78;0;0;0;0;0;502,78;13.094,99;2.300,00;-;-;0;2.300,00;0;1.246,44;2.514,04;0;1.871,29;0;3.931,27;-;11.863,04;24.958,03
