BALANCE GENERAL;NIT;Caja;Bancos;Cuentas De Ahorro;Fondos;SUBTOTAL DISPONIBLE;INVERSIONES CP;Clientes;Cuentas Corrientes Comerciales;Deudas De Difícil Cobro;Provisiones (db);TOTAL DEUDORES COMERCIALES;Cuentas Por Cobrar A Socios y Accionistas;Anticipos y Avances;Anticipo De Imptos. y Contrib.O Saldos A Favor;Cuentas Por Cobrar a Trabajadores;Activos Biológicos CP;Deudores Varios / Otros Activos No Financieros;TOTAL OTROS DEUDORES;Materias Primas;Productos En Proceso;Productos Terminados;M/Cías No Fabricadas Por La Emp;Materiales, Repuestos y Accesorios;Otros Inventarios y Provisiones;SUBTOTAL INVENTARIOS;Gastos Pagados Por Anticipado;Cargos Diferidos;Amortización Acumulada y Otros;SUBTOTAL DIFERIDO;TOTAL ACTIVO CORRIENTE;Inversiones LP;Activos biológicos no corrientes;CxC comerciales y otras CxC no corrientes;Subtotal Deudores A Largo Plazo;Propiedades Planta Y Equipo;Plusvalía;Activos intangibles distintos de la plusvalía;Subtotal Intangibles;Subtotal Diferidos;Inventarios no corrientes;Activos por impuestos corrientes, no corriente;Otros activos no financieros no corrientes;Activos LP pignorados como garantía para Vender;Subtotal Otros Activos;De Inversiones Y Otros;De Propiedades Planta Y Equipo;Subtotal Valorizaciones;TOTAL ACTIVO NO CORRIENTE;TOTAL ACTIVO;Obligaciones Financieras;Proveedores CP;Costos y Gastos Por Pagar;Retención En La Fuente;Deudas Con Accionistas O Socios;Impuesto A Las Ventas Retenido;Impuesto De Industria y Comercio Retenido;Provisiones, Retenciones y Aportes de Nómina;Otras provisiones corrientes;Acreedores;Otras Cuenta Por Pagar;SUBTOTAL CUENTAS POR PAGAR;IMPUESTOS GRAVAMENES Y TASAS;OBLIGACIONES LABORALES;SUBTOTAL PASIVOS ESTIMAD. Y PROVIS.;DIFERIDOS;Anticipos y Avances Recibidos;Otros;SUBTOTAL OTROS PASIVOS;SUBTOTAL BONOS Y PAPELES COMERCIA.;TOTAL PASIVO CORRIENTE;Obligaciones Financieras;Proveedores LP;Subtotal Cuentas Por Pagar;Impuestos Gravámenes y Tasas;Obligaciones Laborales;Subtotal Pasivos Estimad. y Provis.;Subtotal Diferidos;Subtotal Otros Pasivos;Subtotal Bonos y Papeles Comercia.;TOTAL PASIVO NO CORRIENTE;TOTAL PASIVO;Capital Suscrito y Pagado;Prima de emisión;Acciones propias en cartera;Aportes Sociales y Otros;SUBTOTAL CAPITAL SOCIAL;SUBTOTAL SUPERAVIT DE CAPITAL;RESERVAS;REVALORIZACION DEL PATRIMONIO;DIVIDEN. O PARTC. DECRET. EN ACC.O CUOTAS;RESULTADOS DEL EJERCICIO;RESULTADOS DE EJERCICIOS ANTERIORES;SUPERAVIT POR VALORIZACIONES;INVERSIÓN SUPLEMENTARIA AL CAPITAL Y AJUSTES AÑOS ANTERIORES;TOTAL PATRIMONIO;TOTAL PASIVO Y PATRIMONIO
2020;830041054;8.538,52;5.048,82;0;-;13.587,34;75,01;27.809,66;-;-;1.068,33;26.741,33;0;0;6.102,05;-;0;0;6.102,05;-;-;-;-;-;19.199,67;19.199,67;-;-;-;-;65.705,39;808,73;0;43.070,95;43.070,95;5.661,97;0;0;0;4.286,86;0;0;0;0;0;-;-;-;53.828,51;119.533,90;0;32.421,53;-;-;-;-;-;-;0;-;0;0;7.875,58;-;0;-;-;21.897,98;21.897,98;-;62.195,09;0;0;605,68;0;-;-;0;3.171,96;-;3.777,64;65.972,74;1.966,44;0;0;-;1.966,44;0;45.261,69;0;-;-;6.333,03;-;0;53.561,16;119.533,90
2019;830041054;-;21.012,52;-;-;21.012,52;0;25.235,45;-;-;-;25.235,45;-;0;2.806,38;-;0;0;2.806,38;-;-;-;-;-;22.253,67;22.253,67;-;-;-;-;71.308,02;808,73;0;23.500,00;23.500,00;6.818,35;3.612,15;0;3.612,15;4.884,57;0;0;0;0;0;-;-;-;39.623,80;110.931,82;0;25.804,02;-;-;-;-;-;3.089,21;0;-;22.433,89;25.523,10;7.096,34;-;-;-;-;-;-;-;58.423,46;0;0;769,14;0;-;-;768,08;3.743,01;-;5.280,23;63.703,69;1.966,44;0;0;-;1.966,44;0;38.273,83;0;-;-;6.987,86;-;0;47.228,13;110.931,82
2018;830041054;-;18.248,80;-;-;18.248,80;0;30.601,65;-;-;-;30.601,65;-;0;6.993,47;-;0;0;6.993,47;-;-;-;-;-;22.648,76;22.648,76;-;-;-;-;78.492,67;808,73;0;0;0;3.285,21;7.224,31;0;7.224,31;5.586,29;0;0;0;0;0;-;-;-;16.904,53;95.397,20;0;11.786,73;-;-;-;-;-;3.323,75;0;22.285,75;0;25.609,51;9.621,28;-;-;-;-;-;-;-;47.017,52;0;0;0;0;-;-;109,13;8.030,29;-;8.139,42;55.156,94;1.966,44;0;0;-;1.966,44;0;13.949,90;0;-;-;24.323,94;-;0;40.240,27;95.397,20
2017;830041054;291,16;25.632,77;-;-;25.923,93;8.157,52;33.108,93;-;-;-;33.108,93;0;0;8.508,27;-;0;0;8.508,27;-;-;-;-;-;36.925,77;36.925,77;-;-;-;-;112.624,42;808,73;0;0;0;2.778,52;10.654,86;0;10.654,86;3.341,94;0;0;0;0;0;-;-;-;17.584,05;130.208,47;0;9.389,41;23.559,36;-;-;-;-;2.763,81;41.593,66;-;0;67.916,82;13.499,13;-;-;-;-;-;-;-;90.805,36;0;0;-;0;0;5.796,23;1.854,01;1.146,81;-;8.797,06;99.602,42;1.966,44;0;0;-;1.966,44;0;13.949,90;0;-;-;14.689,72;-;0;30.606,05;130.208,47
2016;830041054;-;79.161,62;-;-;79.161,62;0;16.874,22;-;-;-;16.874,22;-;0;7.499,94;-;0;0;7.499,94;-;-;-;-;-;15.991,78;15.991,78;-;-;-;-;119.527,58;808,73;0;0;0;2.017,96;0;0;0;3.668,66;0;0;0;0;0;-;-;-;6.495,35;126.022,93;0;6.142,40;-;-;-;-;-;2.161,35;74.086,07;-;7.326,77;83.574,18;7.842,82;-;-;-;-;-;-;-;97.559,40;0;0;9.441,07;0;-;-;1.277,39;1.828,73;-;12.547,20;110.106,60;1.966,44;0;0;-;1.966,44;0;13.394,11;0;-;-;555,78;-;0;15.916,33;126.022,93
2015;830041054;-;72.229,88;-;-;72.229,88;0;35.854,28;-;-;-;35.854,28;0;0;4.491,39;-;0;0;4.491,39;-;-;-;-;-;19.396,57;19.396,57;-;-;-;-;131.972,13;808,73;0;0;0;3.294,65;0;25,31;25,31;3.718,76;0;0;4,81;0;4,81;-;-;-;7.852,26;139.824,39;12,54;5.139,85;-;-;-;-;-;2.884,64;7.443,71;-;8.331,04;18.659,39;15.622,42;-;-;-;-;0;0;-;39.434,20;0;0;9.719,93;0;-;-;1.573,09;2.784,93;-;14.077,95;53.512,15;1.966,44;0;0;-;1.966,44;0;14.517,91;0;-;25.616,45;44.211,45;-;0;86.312,24;139.824,39
2014;830041054;99,27;9.043,26;2.307,67;0;11.450,20;10.355,26;20.032,95;2.436,67;0;1.263,55;21.206,07;0;417,75;3.352,14;8,19;-;2.762,40;6.540,48;0;0;0;8.541,76;3.659,24;4.338,94;16.539,94;49,4;3.641,08;0;3.690,48;69.782,43;16.385,91;-;-;0;29.090,54;-;-;0;42,58;-;-;-;-;7,69;0;22,25;22,25;45.548,96;115.331,39;4.023,60;9.700,28;661,37;1.467,02;0;335,07;15,34;117,08;-;131,32;0;2.727,20;4.146,66;1.689,48;12.375,50;5.113,70;1.007,53;86,88;1.094,42;0;40.870,84;0;0;0;0;0;0;0;0;0;0;40.870,84;1.966,44;-;-;0;1.966,44;4.239,91;57.781,21;2.071,48;0;8.379,27;0;22,25;-;74.460,55;115.331,39
2013;830041054;102,34;5.255,48;2.052,39;0;7.410,21;4.604,93;12.859,43;99,88;0;332,82;12.626,49;0;179,79;27,43;7,14;-;2.597,03;2.811,39;0;0;0;6.757,68;5.485,79;2.582,91;14.826,38;83,78;3.470,17;0;3.553,95;45.833,34;17.528,35;-;-;0;41.466,62;-;-;0;0;-;-;-;-;7,69;0;8,15;8,15;59.010,80;104.844,14;12.102,64;11.576,66;605,31;1.007,06;0;409,93;12,21;152,41;-;116,03;38,29;2.341,24;2.743,36;1.470,76;11.042,77;1.486,80;175,19;208,74;383,93;0;43.148,15;0;0;0;0;0;0;0;0;0;0;43.148,15;1.966,44;-;-;0;1.966,44;-131,29;50.498,30;2.071,48;0;8.375,08;-1.092,17;8,15;-;61.695,99;104.844,14
2012;830041054;140,01;4.343,53;1.549,01;0;6.032,56;5.436,46;10.239,85;156,38;0;117,47;10.278,75;0;1.106,65;565,87;18,44;-;52,2;1.743,16;0;0;0;5.315,78;5.946,95;5.072,56;16.335,29;147,05;2.206,46;0;2.353,52;42.179,73;12.478,23;-;-;0;32.683,45;-;-;0;0;-;-;-;-;7,69;0;12,45;12,45;45.181,82;87.361,55;15.520,37;6.045,92;679,37;460,14;0;86,46;16,94;224,37;-;137,8;5,08;1.610,15;1.361,38;1.535,03;6.677,40;1.724,23;15,58;783,69;799,27;0;35.273,75;0;0;0;0;0;0;0;0;0;0;35.273,75;1.966,44;-;-;0;1.966,44;-1.368,69;39.835,03;2.071,48;0;9.303,72;267,38;12,45;-;52.087,80;87.361,55
2011;830041054;139,51;6.017,30;2.535,92;0;8.692,74;5.799,45;10.517,74;67,91;0;65,71;10.519,93;0;1.462,69;186,32;18,37;-;72,94;1.740,31;0;0;0;7.788,84;7.392,63;7.159,22;22.340,69;157,89;2.309,14;0;2.467,03;51.560,14;9.387,65;-;-;0;28.403,58;-;-;0;0;-;-;-;-;7,69;0;15,11;15,11;37.814,02;89.374,17;17.516,36;10.124,64;883,74;563,78;0;81,16;23,96;184,46;-;108,05;85,17;1.930,31;1.989,42;1.293,42;9.390,13;1.581,69;81,36;1.798,63;1.879,99;0;45.705,95;0;0;0;0;0;0;0;0;0;0;45.705,95;1.966,44;-;-;0;1.966,44;-487,21;33.181,46;2.071,48;0;6.920,95;0;15,1;-;43.668,22;89.374,17
