BALANCE GENERAL;NIT;Caja;Bancos;Cuentas De Ahorro;Fondos;SUBTOTAL DISPONIBLE;INVERSIONES CP;Clientes;Cuentas Corrientes Comerciales;Deudas De Difícil Cobro;Provisiones (db);TOTAL DEUDORES COMERCIALES;Cuentas Por Cobrar A Socios y Accionistas;Anticipos y Avances;Anticipo De Imptos. y Contrib.O Saldos A Favor;Cuentas Por Cobrar a Trabajadores;Activos Biológicos CP;Deudores Varios / Otros Activos No Financieros;TOTAL OTROS DEUDORES;Materias Primas;Productos En Proceso;Productos Terminados;M/Cías No Fabricadas Por La Emp;Materiales, Repuestos y Accesorios;Otros Inventarios y Provisiones;SUBTOTAL INVENTARIOS;Gastos Pagados Por Anticipado;Cargos Diferidos;Amortización Acumulada y Otros;SUBTOTAL DIFERIDO;TOTAL ACTIVO CORRIENTE;Inversiones LP;Activos biológicos no corrientes;CxC comerciales y otras CxC no corrientes;Subtotal Deudores A Largo Plazo;Propiedades Planta Y Equipo;Plusvalía;Activos intangibles distintos de la plusvalía;Subtotal Intangibles;Subtotal Diferidos;Inventarios no corrientes;Activos por impuestos corrientes, no corriente;Otros activos no financieros no corrientes;Activos LP pignorados como garantía para Vender;Subtotal Otros Activos;De Inversiones Y Otros;De Propiedades Planta Y Equipo;Subtotal Valorizaciones;TOTAL ACTIVO NO CORRIENTE;TOTAL ACTIVO;Obligaciones Financieras;Proveedores CP;Costos y Gastos Por Pagar;Retención En La Fuente;Deudas Con Accionistas O Socios;Impuesto A Las Ventas Retenido;Impuesto De Industria y Comercio Retenido;Provisiones, Retenciones y Aportes de Nómina;Otras provisiones corrientes;Acreedores;Otras Cuenta Por Pagar;SUBTOTAL CUENTAS POR PAGAR;IMPUESTOS GRAVAMENES Y TASAS;OBLIGACIONES LABORALES;SUBTOTAL PASIVOS ESTIMAD. Y PROVIS.;DIFERIDOS;Anticipos y Avances Recibidos;Otros;SUBTOTAL OTROS PASIVOS;SUBTOTAL BONOS Y PAPELES COMERCIA.;TOTAL PASIVO CORRIENTE;Obligaciones Financieras;Proveedores LP;Subtotal Cuentas Por Pagar;Impuestos Gravámenes y Tasas;Obligaciones Laborales;Subtotal Pasivos Estimad. y Provis.;Subtotal Diferidos;Subtotal Otros Pasivos;Subtotal Bonos y Papeles Comercia.;TOTAL PASIVO NO CORRIENTE;TOTAL PASIVO;Capital Suscrito y Pagado;Prima de emisión;Acciones propias en cartera;Aportes Sociales y Otros;SUBTOTAL CAPITAL SOCIAL;SUBTOTAL SUPERAVIT DE CAPITAL;RESERVAS;REVALORIZACION DEL PATRIMONIO;DIVIDEN. O PARTC. DECRET. EN ACC.O CUOTAS;RESULTADOS DEL EJERCICIO;RESULTADOS DE EJERCICIOS ANTERIORES;SUPERAVIT POR VALORIZACIONES;INVERSIÓN SUPLEMENTARIA AL CAPITAL Y AJUSTES AÑOS ANTERIORES;TOTAL PATRIMONIO;TOTAL PASIVO Y PATRIMONIO
2020;860531287;9,15;12.262,05;0;-;12.271,20;21,37;65.073,53;-;-;151,74;64.921,79;1.607,22;3.436,13;6.190,70;-;0;243,7;11.477,74;-;-;-;-;-;83.166,79;83.166,79;-;-;-;-;171.858,90;0;0;3.287,55;3.287,55;9.000,70;0;1.570,86;1.570,86;4.668,20;0;0;0;0;0;-;-;-;18.527,32;190.386,22;16.044,58;91.469,64;-;-;-;-;-;-;0;-;8.100,98;8.100,98;2.489,88;-;0;-;-;6.069,65;6.069,65;-;124.174,74;51.293,92;0;0;0;-;-;0;0;-;51.293,92;175.468,66;6.124,05;0;0;-;6.124,05;0;2.216,33;0;-;-;6.577,18;-;0;14.917,56;190.386,22
2019;860531287;-;12.678,84;-;-;12.678,84;0;67.141,37;-;-;-;67.141,37;-;0;7.999,01;-;0;3.204,63;11.203,64;-;-;-;-;-;79.163,51;79.163,51;-;-;-;-;170.187,35;1,41;0;0;0;9.056,14;0;1.085,18;1.085,18;2.606,20;0;0;0;0;0;-;-;-;12.748,92;182.936,27;19.225,28;100.937,75;-;-;-;-;-;3.526,78;0;-;2.969,33;6.496,11;0;-;-;-;-;-;-;-;126.659,15;45.260,93;0;0;0;-;-;0;0;-;45.260,93;171.920,08;6.124,05;0;0;-;6.124,05;0;2.216,33;0;-;-;2.675,82;-;0;11.016,19;182.936,27
2018;860531287;-;9.944,96;-;-;9.944,96;1.027,46;59.065,22;-;-;-;59.065,22;-;0;3.751,78;-;0;3.253,63;7.005,42;-;-;-;-;-;62.433,32;62.433,32;-;-;-;-;139.476,38;1,41;0;0;0;6.601,50;0;629,83;629,83;2.915,46;0;0;0;0;0;-;-;-;10.148,19;149.624,57;17.913,54;75.351,92;-;-;-;-;-;2.866,20;0;2.483,25;0;5.349,45;0;-;-;-;-;-;-;-;98.614,91;44.765,82;0;0;0;-;-;0;0;-;44.765,82;143.380,73;6.124,05;0;0;-;6.124,05;0;2.216,33;0;-;-;-2.096,53;-;0;6.243,85;149.624,57
2017;860531287;10,22;5.655,39;-;-;5.665,61;56,5;56.208,76;-;-;-;56.208,76;1.607,22;0;7.621,86;-;0;1.556,87;10.785,95;-;-;-;-;-;49.148,82;49.148,82;-;-;-;-;121.865,63;5,17;0;0;0;6.330,85;0;338,23;338,23;1.810,20;0;0;0;0;0;-;-;-;8.484,45;130.350,08;16.744,27;61.309,66;1.840,60;-;-;-;-;2.573,75;0;-;0;4.414,36;0;-;-;-;-;-;-;-;82.468,28;42.970,37;0;-;0;0;0;0;0;-;42.970,37;125.438,65;6.124,05;0;0;-;6.124,05;0;2.216,33;0;-;-;-3.428,95;-;0;4.911,42;130.350,08
2016;860531287;-;6.988,00;-;-;6.988,00;0;53.696,91;-;-;-;53.696,91;-;0;4.040,98;-;0;1.512,89;5.553,87;-;-;-;-;-;45.630,64;45.630,64;-;-;-;-;111.869,42;10;0;5.772,97;5.772,97;5.300,73;0;374,94;374,94;0;0;367,33;0;0;367,33;-;-;-;11.825,97;123.695,38;14.790,88;59.699,43;-;-;-;-;-;2.456,71;0;-;3.696,46;6.153,17;0;-;-;-;-;-;-;-;80.643,47;38.503,74;0;0;0;-;-;0;0;-;38.503,74;119.147,21;6.124,05;0;0;-;6.124,05;1.557,93;2.202,91;0;-;-;-5.336,72;-;0;4.548,17;123.695,38
2015;860531287;-;10.450,33;-;-;10.450,33;5.789,68;54.735,65;-;-;-;54.735,65;0;0;6.473,69;-;0;0;6.473,69;-;-;-;-;-;44.735,30;44.735,30;-;-;-;-;122.184,65;0;0;3.394,41;3.394,41;4.760,23;0;223,79;223,79;429,33;0;0;0;0;0;-;-;-;8.807,75;130.992,40;62.516,12;58.386,08;-;-;-;-;-;2.394,27;0;-;0;2.394,27;2.472,81;-;-;-;-;0;0;-;125.769,27;196,89;0;0;0;-;-;612,28;0;-;809,16;126.578,44;6.124,05;0;0;-;6.124,05;226,58;1.502,79;0;-;7.001,17;-10.440,62;-;0;4.413,96;130.992,40
2014;860531287;7,87;2.926,22;6,35;0;2.940,44;56,5;43.109,51;2.578,53;0;1.200,55;44.487,49;0;655,02;9.447,23;159,51;-;20,68;10.282,44;0;0;0;50.971,60;0;5.158,50;56.130,10;0;527,06;0;527,06;114.424,02;0;-;-;0;2.135,25;-;-;598,81;0;-;-;-;-;0;0;1.013,96;1.013,96;3.748,02;118.172,04;35.981,40;37.530,09;2.915,20;709,48;0;96,66;44,15;255,13;-;213,12;15.753,89;19.987,62;2.889,12;2.232,53;215;0;6.430,34;0;6.430,34;0;105.266,10;1.050,00;0;0;0;0;0;0;0;0;1.050,00;106.316,10;6.124,05;-;-;0;6.124,05;-5,61;1.502,79;-326,17;0;-1.677,19;5.224,11;1.013,96;-;11.855,94;118.172,04
2013;860531287;9,21;1.330,97;31,59;0;1.371,77;57,52;42.711,40;2.291,44;0;404,68;44.598,15;0;2.561,70;4.685,38;237,23;-;379,16;7.863,47;0;0;0;52.150,09;0;0;52.150,09;0;100,89;0;100,89;106.141,88;0;-;-;0;1.327,71;-;-;254,69;0;-;-;-;-;0;0;949,41;949,41;2.531,81;108.673,69;26.414,96;41.880,13;2.403,43;488,03;0;28,89;20,48;268,48;-;17.636,21;458,82;21.304,33;1.726,08;1.798,77;0;0;1.917,76;0;1.917,76;0;95.042,03;0;0;0;0;0;0;0;0;0;0;95.042,03;6.124,05;-;-;0;6.124,05;-5,61;1.422,89;-163,09;0;798,99;4.505,02;949,41;-;13.631,67;108.673,69
2012;860531287;9,11;127,58;5,56;0;142,26;0;37.054,83;4.224,89;0;404,68;40.875,03;0;1.662,40;8.013,73;183,71;-;21,58;9.881,42;0;81,42;3,94;47.283,32;0;253,91;47.622,59;0;117,25;0;117,25;98.638,54;67,66;-;-;0;1.073,51;-;-;576,17;0;-;-;-;-;0;0;926,47;926,47;2.643,81;101.282,35;28.595,78;27.731,49;2.717,96;740,01;0;130,3;34,6;306,7;-;17.309,76;106,07;21.345,40;2.182,76;1.508,71;0;0;3.461,22;2.364,18;5.825,40;0;87.189,54;0;0;0;0;0;0;0;0;0;0;87.189,54;6.124,05;-;-;0;6.124,05;-5,61;1.202,81;0;0;2.200,86;3.644,25;926,47;-;14.092,81;101.282,35
2011;860531287;8,31;366,71;19,36;0;394,38;0;32.554,64;3.885,40;0;404,68;36.035,35;23,68;218,19;5.341,36;108,13;-;21,58;5.712,95;0;46,85;0,87;35.212,37;0;23,13;35.283,22;0,72;14,01;0;14,73;77.440,63;67,17;-;-;0;767,71;-;-;472,99;0;-;-;-;-;0;0;495,6;495,6;1.803,47;79.244,09;31.928,75;23.451,53;2.878,68;676,13;0;50,11;15,66;374,78;-;42,91;4;4.042,26;2.948,89;1.403,72;0;0;1.356,43;1.909,68;3.266,11;0;67.041,26;0;0;0;0;0;0;0;0;0;0;67.041,26;5.000,00;-;-;0;5.000,00;-5,61;1.012,76;1.287,13;0;1.759,17;2.653,80;495,6;-;12.202,83;79.244,09
