ESTADO DE RESULTADOS;NIT;Ingresos Operacionales;Costo De Ventas Y De Prestación De Servicios;UTILIDAD BRUTA;Gastos Operacionales De Administración;Gastos Operacionales De Ventas;Otras ganancias (pérdidas) Operaciones por Ajuste Niif;UTILIDAD OPERACIONAL;Ingresos No Operacionales;Gastos No Operacionales;Intereses Financieros;Otros Gastos No Operacionales;Ajustes No Operacionales Normas Internacionales;UTILIDAD ANTES DE IMPUESTOS Y AJUSTES X INFLACION;Impuesto De Renta Y Complementarios;Ganancia (pérdida) procedente de operaciones discontinuadas;GANANCIAS Y PERDIDAS;Depreciacion del Periodo;Amortizaciones
2020;800251957;24.497,03;15.936,96;8.560,07;969,88;4.728,74;-724,31;2.137,15;51,26;371,29;371,29;-;-;1.817,12;854,41;0;962,72;187,94;-
2019;800251957;27.482,23;16.550,06;10.932,17;5.551,92;1.201,88;-375,49;3.802,88;50,25;492,19;492,19;0;0;3.360,94;1.246,52;0;2.114,42;173,1;-
2018;800251957;23.592,34;14.933,61;8.658,73;5.018,40;997,89;-475,11;2.167,34;26,93;522,81;522,81;-;0;1.671,46;773,63;0;897,82;153,11;-
2017;800251957;21.054,30;13.286,25;7.768,05;4.816,69;949,38;-295,33;1.706,65;45,22;437,83;437,83;0;0;1.314,05;565,14;0;748,91;159,9;-
2016;800251957;18.468,84;11.943,25;6.525,59;4.020,16;776,02;-414,21;1.315,20;0;422,13;422,13;-;-;893,07;442,52;0;450,55;172,25;-
2015;800251957;17.391,81;12.679,96;4.711,85;3.539,01;343,38;-;829,46;202,36;765,41;322,85;442,57;-;266,41;179,14;-;87,27;-;-
2014;800251957;15.350,20;11.574,78;3.775,43;3.191,71;251,28;-;332,44;437,29;494,04;-;-;-;275,69;131,68;-;144,01;145,97;233,28
2013;800251957;14.597,03;11.270,18;3.326,85;2.315,75;235,87;-;775,23;182,51;484,82;-;-;-;472,92;230,23;-;242,68;156,06;117,04
2012;800251957;13.935,55;10.016,01;3.919,54;2.278,14;513,25;-;1.128,15;197,82;561,94;-;-;-;764,03;357,79;-;406,24;169,76;96,18
2011;800251957;11.500,13;8.211,20;3.288,93;1.786,94;514,57;-;987,42;204,98;482,31;-;-;-;710,09;342,66;-;367,43;174,82;67,98
2010;800251957;9.527,78;6.895,16;2.632,62;1.377,80;477,76;-;777,06;168,54;427,8;-;-;-;517,8;140,33;-;377,47;170,76;56,68
2009;800251957;8.311,87;7.279,48;1.032,39;911,41;195,51;-;-74,53;159,39;377,16;-;-;-;-292,3;23,43;-;-315,73;192,86;54,24
2008;800251957;8.060,23;6.330,59;1.729,63;1.101,60;66,51;-;561,52;150,92;502,44;-;-;-;210;112;-;98;176,21;57,68
2007;800251957;6.156,38;4.770,86;1.385,52;998,1;53,56;-;333,86;116,64;227,25;-;-;-;223,25;80,91;-;142,34;-;-
2006;800251957;5.524,64;3.741,32;1.783,32;875,77;58,53;-;849,02;161,56;164,04;-;-;-9,67;846,54;307,44;-;529,42;-;-
