ESTADO DE RESULTADOS;NIT;Ingresos Operacionales;Costo De Ventas Y De Prestación De Servicios;UTILIDAD BRUTA;Gastos Operacionales De Administración;Gastos Operacionales De Ventas;Otras ganancias (pérdidas) Operaciones por Ajuste Niif;UTILIDAD OPERACIONAL;Ingresos No Operacionales;Gastos No Operacionales;Intereses Financieros;Otros Gastos No Operacionales;Ajustes No Operacionales Normas Internacionales;UTILIDAD ANTES DE IMPUESTOS Y AJUSTES X INFLACION;Impuesto De Renta Y Complementarios;Ganancia (pérdida) procedente de operaciones discontinuadas;GANANCIAS Y PERDIDAS;Depreciacion del Periodo;Amortizaciones
2020;830003960;10.440,54;0;10.440,54;230,26;9.070,46;220,32;1.360,14;0;0;0;-;-;1.360,14;460,69;0;899,44;134,09;-
2019;830003960;11.119,98;0;11.119,98;9.074,67;155,65;155,08;2.044,74;0;0;0;0;0;2.044,74;603,97;0;1.440,77;105,18;-
2018;830003960;9.886,08;0;9.886,08;8.623,21;125,66;280,18;1.417,40;0;0;0;-;0;1.417,40;600,1;0;817,3;85,43;-
2017;830003960;9.313,07;0;9.313,07;7.891,57;188,11;220,11;1.453,51;0;0;0;0;0;1.453,51;545,06;0;908,45;77,87;-
2016;830003960;8.877,97;0;8.877,97;6.723,76;168,96;364,01;2.349,26;0;0;0;-;-;2.349,26;964,23;0;1.385,03;79,24;-
2015;830003960;7.960,91;0;7.960,91;6.289,22;261,52;-;1.410,17;295,35;338,69;1,44;337,25;-;1.366,83;590,8;-;776,03;-;-
2014;830003960;7.371,24;0;7.371,24;5.911,92;505,55;-;953,77;497,67;87,65;-;-;-;1.363,79;483,91;-;879,88;128,52;0
2013;830003960;8.066,43;0;8.066,43;5.747,68;1.316,07;-;1.002,68;526,72;148,41;-;-;-;1.380,98;530,83;-;850,16;129,44;0
2012;830003960;10.397,67;0;10.397,67;5.388,03;3.670,70;-;1.338,94;367,08;219,8;-;-;-;1.486,21;537,59;-;948,62;133,37;0
2011;830003960;9.220,19;0;9.220,19;4.734,60;3.639,74;-;845,86;445,47;84,99;-;-;-;1.206,34;460,68;-;745,66;113,84;0
2010;830003960;6.246,30;0;6.246,30;3.463,82;2.037,13;-;745,35;243,72;66,58;-;-;-;922,49;361,87;-;560,62;114,26;0
2009;830003960;5.207,78;0;5.207,78;2.809,93;1.783,80;-;614,05;161,82;118,88;-;-;-;657;287,44;-;369,56;88,49;0
2008;830003960;5.122,17;0;5.122,17;2.768,68;1.881,20;-;472,3;77,98;181,21;-;-;-;369,07;180,13;-;188,94;44,71;4,28
2007;830003960;3.939,27;0;3.939,27;1.845,93;1.663,82;-;429,52;57,99;221,88;-;-;-;265,63;141,21;-;124,42;-;-
2006;830003960;2.187,12;0;2.187,12;1.193,31;678,27;-;315,54;44,03;178,8;-;-;-13,14;180,77;107,63;-;60;-;-
