ESTADO DE RESULTADOS;NIT;Ingresos Operacionales;Costo De Ventas Y De Prestación De Servicios;UTILIDAD BRUTA;Gastos Operacionales De Administración;Gastos Operacionales De Ventas;Otras ganancias (pérdidas) Operaciones por Ajuste Niif;UTILIDAD OPERACIONAL;Ingresos No Operacionales;Gastos No Operacionales;Intereses Financieros;Otros Gastos No Operacionales;Ajustes No Operacionales Normas Internacionales;UTILIDAD ANTES DE IMPUESTOS Y AJUSTES X INFLACION;Impuesto De Renta Y Complementarios;Ganancia (pérdida) procedente de operaciones discontinuadas;GANANCIAS Y PERDIDAS;Depreciacion del Periodo;Amortizaciones
2020;860535640;7.861,03;4.993,45;2.867,59;488,31;1.520,42;427,81;1.286,66;0;0;0;-;-;1.286,66;246,43;0;1.040,23;107,39;-
2019;860535640;11.562,86;9.177,88;2.384,99;1.723,85;716,09;253,07;198,11;0;0;0;0;0;198,11;41,73;0;156,38;97,83;-
2018;860535640;12.055,05;9.476,72;2.578,34;1.561,82;521,48;405,78;900,81;0;0;0;-;0;900,81;318,64;0;582,17;86,33;-
2017;860535640;7.950,82;6.041,60;1.909,22;1.210,79;456,65;373,92;615,69;0;0;0;0;0;615,69;202,06;0;413,63;88,9;-
2016;860535640;3.653,00;2.092,19;1.560,81;865,73;389,95;20,99;326,13;0;0;0;-;-;326,13;121,93;0;204,2;87,23;-
2015;860535640;2.868,63;1.788,01;1.080,62;725,17;317,63;-;37,82;1.204,09;858,68;0,12;858,56;-;383,24;139,49;-;243,75;-;-
2014;860535640;2.624,64;1.660,70;963,95;613,27;239,05;-;111,62;906,08;668,21;-;-;-;349,49;127,21;-;222,28;97,33;40,82
2013;860535640;3.023,10;1.799,93;1.223,18;634,89;204,43;-;383,85;389,43;434,38;-;-;-;338,9;125,01;-;213,89;98,54;49,94
2012;860535640;3.700,69;2.762,23;938,46;584,05;202,29;-;152,12;371,71;258,88;-;-;-;264,94;99,13;-;165,82;88,31;43,06
2011;860535640;3.879,26;2.936,89;942,38;505,73;161,65;-;275;356,75;347,84;-;-;-;283,91;102,97;-;180,94;71,3;0,23
2010;860535640;2.234,89;1.420,24;814,66;508,47;202,66;-;103,52;254,79;240,6;-;-;-;117,71;48,89;-;68,82;41,9;0,74
2009;860535640;3.008,50;1.943,47;1.065,03;593,38;333,77;-;137,89;441,68;366,62;-;-;-;212,94;76,02;-;136,93;39,85;2,69
2008;860535640;2.648,66;1.674,34;974,32;592,54;250,59;-;131,2;467,78;414,78;-;-;-;184,2;68,09;-;116,11;31,8;4,5
2007;860535640;2.173,24;1.051,87;1.121,36;889,38;210,73;-;21,25;400,14;305,27;-;-;-;116,13;47,86;-;68,27;-;-
2006;860535640;1.878,55;880,36;998,19;706,64;271,36;-;20,19;263,19;133,49;-;-;-21,85;149,89;58,3;-;69,74;-;-
