ESTADO DE RESULTADOS;NIT;Ingresos Operacionales;Costo De Ventas Y De Prestación De Servicios;UTILIDAD BRUTA;Gastos Operacionales De Administración;Gastos Operacionales De Ventas;Otras ganancias (pérdidas) Operaciones por Ajuste Niif;UTILIDAD OPERACIONAL;Ingresos No Operacionales;Gastos No Operacionales;Intereses Financieros;Otros Gastos No Operacionales;Ajustes No Operacionales Normas Internacionales;UTILIDAD ANTES DE IMPUESTOS Y AJUSTES X INFLACION;Impuesto De Renta Y Complementarios;Ganancia (pérdida) procedente de operaciones discontinuadas;GANANCIAS Y PERDIDAS;Depreciacion del Periodo;Amortizaciones
2020;900065277;81.526,28;76.694,09;4.832,19;0;3.007,05;-99,1;1.726,05;307,32;862,51;862,51;-;-;1.170,85;473,17;0;697,68;0;-
2019;900065277;67.286,38;63.763,35;3.523,03;2.531,23;0;-156,82;834,98;112,8;145,6;145,6;0;0;802,18;301,49;0;500,69;0;-
2018;900065277;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2017;900065277;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2016;900065277;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2015;900065277;18.002,61;17.417,93;584,68;647,24;0;-;-62,57;378,01;520,11;7,81;512,3;-;-204,67;60,48;-;-265,14;-;-
2014;900065277;10.450,75;9.800,04;650,71;526,32;1,98;-;122,42;233,89;160,44;-;-;-;195,87;91,82;-;104,06;0;0
2013;900065277;6.315,87;5.813,01;502,86;520,73;0;-;-17,86;108,92;42,91;-;-;-;48,15;30,94;-;17,21;0;0
2012;900065277;18.110,39;16.215,40;1.894,99;1.066,84;0;-;828,15;555,99;495,87;-;-;-;888,27;336,5;-;551,77;32,41;29,34
2011;900065277;20.452,01;18.208,18;2.243,82;1.140,80;0;-;1.103,02;53,76;748,24;-;-;-;408,54;0;-;408,54;47,32;146,52
2010;900065277;12.116,30;10.521,85;1.594,45;612,19;0;-;982,26;173,63;218,81;-;-;-;937,09;0;-;937,09;41,46;45,83
2009;900065277;8.226,67;7.355,21;871,45;566,06;0;-;305,39;390,44;241,92;-;-;-;453,91;0;-;453,91;33,45;14,25
2008;900065277;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2007;900065277;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2006;900065277;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
