ESTADO DE RESULTADOS;NIT;Ingresos Operacionales;Costo De Ventas Y De Prestación De Servicios;UTILIDAD BRUTA;Gastos Operacionales De Administración;Gastos Operacionales De Ventas;Otras ganancias (pérdidas) Operaciones por Ajuste Niif;UTILIDAD OPERACIONAL;Ingresos No Operacionales;Gastos No Operacionales;Intereses Financieros;Otros Gastos No Operacionales;Ajustes No Operacionales Normas Internacionales;UTILIDAD ANTES DE IMPUESTOS Y AJUSTES X INFLACION;Impuesto De Renta Y Complementarios;Ganancia (pérdida) procedente de operaciones discontinuadas;GANANCIAS Y PERDIDAS;Depreciacion del Periodo;Amortizaciones
2020;890933171;4.705,40;12,33;4.693,07;0;3.853,56;-239,54;599,97;10,98;68,94;68,94;-;-;542,01;225;0;317,02;55,54;-
2019;890933171;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2018;890933171;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2017;890933171;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2016;890933171;3.759,24;30,95;3.728,29;3.181,14;35,48;5,83;517,5;0;169,86;169,86;-;-;347,64;165,73;0;181,91;75,22;-
2015;890933171;3.919,56;25,89;3.893,67;3.047,81;0;-;845,86;105,69;444,13;115,63;328,5;-;507,41;246,52;-;260,89;-;-
2014;890933171;3.171,98;20,25;3.151,73;2.617,25;0;-;534,48;127,06;403,77;-;-;-;257,77;114,5;-;143,27;36,25;34,89
2013;890933171;3.080,32;33,36;3.046,96;2.596,43;0;-;450,53;74,83;309,54;-;-;-;215,82;86,18;-;129,64;26,21;30,1
2012;890933171;2.620,07;33,93;2.586,14;2.376,25;0;-;209,9;115,01;270,65;-;-;-;54,26;33,97;-;20,29;32,65;0
2011;890933171;2.787,02;25,22;2.761,80;2.449,90;0;-;311,9;44,15;242,5;-;-;-;113,54;37,47;-;76,07;51,05;15,6
2010;890933171;2.078,70;18,09;2.060,62;2.335,26;0;-;-274,64;396,81;204,76;-;-;-;-82,6;7,41;-;-90,01;70,76;0,18
2009;890933171;2.119,79;0;2.119,79;2.275,25;0;-;-155,46;288,91;189,37;-;-;-;-55,92;5,79;-;-61,71;-;-
2008;890933171;2.394,14;0;2.394,14;2.300,79;0;-;93,35;278,42;185,56;-;-;-;186,21;64,42;-;121,79;46,46;83,85
2007;890933171;2.185,11;0;2.185,11;2.037,78;0;-;147,33;217,41;212,05;-;-;-;152,68;57,31;-;95,38;-;-
2006;890933171;2.057,06;14,15;2.042,91;1.806,81;0;-;236,1;205,6;213,79;-;-;9,02;227,91;97,16;-;139,77;-;-
