ESTADO DE RESULTADOS;NIT;Ingresos Operacionales;Costo De Ventas Y De Prestación De Servicios;UTILIDAD BRUTA;Gastos Operacionales De Administración;Gastos Operacionales De Ventas;Otras ganancias (pérdidas) Operaciones por Ajuste Niif;UTILIDAD OPERACIONAL;Ingresos No Operacionales;Gastos No Operacionales;Intereses Financieros;Otros Gastos No Operacionales;Ajustes No Operacionales Normas Internacionales;UTILIDAD ANTES DE IMPUESTOS Y AJUSTES X INFLACION;Impuesto De Renta Y Complementarios;Ganancia (pérdida) procedente de operaciones discontinuadas;GANANCIAS Y PERDIDAS;Depreciacion del Periodo;Amortizaciones
2020;860023981;69.353,01;53.057,06;16.295,94;0;0;299,6;16.595,54;190,77;1.870,47;1.870,47;-;0;14.915,83;4.532,28;0;10.383,55;8.344,07;-
2019;860023981;71.525,96;0;71.525,96;50.665,87;0;-248,39;20.611,70;155,48;627,76;627,76;0;0;20.139,42;6.959,26;0;13.180,16;2.265,85;-
2018;860023981;58.436,20;0;58.436,20;47.296,93;0;155,35;11.294,61;153,97;49,67;49,67;-;0;11.398,92;4.449,26;0;6.949,65;2.016,79;-
2017;860023981;52.631,20;0;52.631,20;41.219,44;0;-123,41;11.288,34;109,92;230,1;230,1;0;0;11.168,17;4.535,10;0;6.633,06;1.748,86;-
2016;860023981;41.865,03;0;41.865,03;34.853,86;0;-18,28;6.992,89;123,31;31,15;31,15;-;-;7.085,05;2.934,97;0;4.150,08;1.299,24;-
2015;860023981;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2014;860023981;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2013;860023981;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2012;860023981;13.302,46;0;13.302,46;10.844,83;0;-;2.457,63;118,99;170,36;-;-;-;2.406,25;844,06;-;1.562,20;200,86;14,18
2011;860023981;12.244,43;0;12.244,43;11.325,47;0;-;918,96;403,68;100,96;-;-;-;1.221,68;431,95;-;789,73;152,73;11,8
2010;860023981;11.677,88;0;11.677,88;7.524,25;0;-;4.153,63;310,71;44,8;-;-;-;4.419,53;1.502,26;-;2.917,28;49,88;0
2009;860023981;9.961,78;0;9.961,78;7.636,86;0;-;2.324,92;215,56;6,33;-;-;-;2.534,15;1.520,60;-;1.013,55;565,68;0
2008;860023981;9.119,12;0;9.119,12;6.129,78;0;-;2.989,35;187,68;16,76;-;-;-;3.160,26;1.972,80;-;1.187,46;127,83;0
2007;860023981;8.483,87;0;8.483,87;5.678,53;0;-;2.805,34;1.027,42;54,59;-;-;-;3.778,16;2.030,28;-;1.747,88;-;-
2006;860023981;8.612,85;0;8.612,85;6.429,44;0;-;2.183,41;380,43;297,02;-;-;-12,47;2.266,82;1.816,25;-;438,1;-;-
