ESTADO DE RESULTADOS;NIT;Ingresos Operacionales;Costo De Ventas Y De Prestación De Servicios;UTILIDAD BRUTA;Gastos Operacionales De Administración;Gastos Operacionales De Ventas;Otras ganancias (pérdidas) Operaciones por Ajuste Niif;UTILIDAD OPERACIONAL;Ingresos No Operacionales;Gastos No Operacionales;Intereses Financieros;Otros Gastos No Operacionales;Ajustes No Operacionales Normas Internacionales;UTILIDAD ANTES DE IMPUESTOS Y AJUSTES X INFLACION;Impuesto De Renta Y Complementarios;Ganancia (pérdida) procedente de operaciones discontinuadas;GANANCIAS Y PERDIDAS;Depreciacion del Periodo;Amortizaciones
2020;890903295;323.976,76;296.356,65;27.620,11;0;23.007,39;7.640,13;12.252,85;2.926,22;10.592,99;10.592,99;-;8,46;4.594,54;4.732,64;0;-138,1;44.959,12;-
2019;890903295;235.883,61;220.174,40;15.709,22;19.442,79;0;42.500,76;38.767,18;2.111,04;10.628,08;10.628,08;0;4.703,98;34.954,12;2.721,78;0;32.232,34;43.254,30;-
2018;890903295;229.890,84;191.298,31;38.592,53;27.312,37;3.465,85;12.703,19;20.517,50;1.322,21;3.859,12;3.859,12;-;4.188,46;22.169,05;3.957,96;0;18.211,10;5.289,89;-
2017;890903295;229.167,33;187.628,38;41.538,95;26.457,66;3.458,03;3.518,56;15.141,82;432,6;8.365,76;8.365,76;0;869,18;8.077,84;4.430,38;0;3.647,46;8.510,94;-
2016;890903295;230.270,56;193.170,19;37.100,37;23.322,78;4.959,94;4.003,45;12.821,11;268,12;9.323,85;9.323,85;0;848,94;4.614,32;1.940,17;0;2.674,14;11.880,25;-
2015;890903295;236.685,20;199.972,01;31.944,10;5.186,94;23.524,80;-47,28;7.954,16;54,23;8.381,94;8.381,94;-;195,47;-178,08;640,04;0;-818,11;6.900,83;-
2014;890903295;230.219,97;196.405,12;33.814,86;18.903,14;5.093,88;-;9.817,84;6.415,44;4.838,94;-;-;-;11.394,34;1.317,51;-;10.076,84;3.764,48;4.433,06
2013;890903295;206.480,71;177.678,99;28.801,72;18.369,59;3.686,92;-;6.745,21;3.707,32;5.014,38;-;-;-;5.438,15;863,22;-;4.574,93;3.825,40;3.377,06
2012;890903295;199.758,27;173.937,28;25.820,99;17.518,49;2.659,85;-;5.642,66;12.523,25;6.915,97;-;-;-;11.249,95;733,17;-;10.516,78;3.573,20;1.936,63
2011;890903295;186.681,33;164.609,77;22.071,56;17.682,79;2.434,53;-;1.954,25;17.095,65;7.850,19;-;-;-;11.199,70;1.300,99;-;9.898,71;3.810,13;988,2
2010;890903295;74.550,31;74.942,63;-392,32;8.416,40;1.243,96;-;-10.052,67;8.745,87;3.602,23;-;-;-;-4.909,04;118,93;-;-5.027,97;2.033,55;2.217,97
2009;890903295;55.300,73;54.990,59;310,14;9.534,56;589,24;-;-9.813,65;20.436,97;4.416,62;-;-;-;6.206,71;1.864,32;-;4.342,38;2.438,12;2.207,87
2008;890903295;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2007;890903295;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2006;890903295;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
