ESTADO DE RESULTADOS;NIT;Ingresos Operacionales;Costo De Ventas Y De Prestación De Servicios;UTILIDAD BRUTA;Gastos Operacionales De Administración;Gastos Operacionales De Ventas;Otras ganancias (pérdidas) Operaciones por Ajuste Niif;UTILIDAD OPERACIONAL;Ingresos No Operacionales;Gastos No Operacionales;Intereses Financieros;Otros Gastos No Operacionales;Ajustes No Operacionales Normas Internacionales;UTILIDAD ANTES DE IMPUESTOS Y AJUSTES X INFLACION;Impuesto De Renta Y Complementarios;Ganancia (pérdida) procedente de operaciones discontinuadas;GANANCIAS Y PERDIDAS;Depreciacion del Periodo;Amortizaciones
2020;811001259;16.383,77;12.387,97;3.995,80;1.256,96;2.782,29;492,62;449,17;107,82;156,67;156,67;-;-;400,31;-104,87;0;505,18;368,49;-
2019;811001259;19.860,37;14.333,72;5.526,65;3.074,96;1.606,17;269,82;1.115,34;192,17;208,68;208,68;0;0;1.098,83;543,39;0;555,44;218,07;-
2018;811001259;18.639,06;12.526,50;6.112,57;2.552,68;1.707,14;-91,13;1.761,62;146,02;222,24;222,24;-;0;1.685,40;717,86;0;967,54;176,54;-
2017;811001259;17.095,79;12.237,85;4.857,93;2.125,35;1.634,56;43,01;1.141,03;79,89;227,61;227,61;0;0;993,31;574,05;0;419,26;136,77;-
2016;811001259;14.350,04;7.751,75;6.598,29;5.615,21;1.321,04;1.324,39;986,43;72,79;309,67;309,67;-;-;749,55;362,65;0;386,9;-;-
2015;811001259;14.141,15;7.456,60;6.684,55;5.379,15;1.340,37;-;-34,97;1.307,21;454,8;0,29;454,51;-;817,44;413,73;-;403,71;-;-
2014;811001259;14.119,01;7.016,16;7.102,85;5.708,69;1.219,77;-;174,39;905,2;464,49;-;-;-;615,1;274,13;-;340,97;156,23;345,78
2013;811001259;15.084,17;6.964,87;8.119,29;6.420,84;1.399,32;-;299,14;697,53;348,72;-;-;-;647,95;295,73;-;352,22;176,53;55,27
2012;811001259;15.463,92;6.806,90;8.657,02;6.943,89;1.526,32;-;186,8;1.290,19;356,2;-;-;-;1.120,79;429,47;-;691,32;183,94;15,4
2011;811001259;16.215,91;6.092,75;10.123,15;7.416,65;1.693,10;-;1.013,41;564,17;374,11;-;-;-;1.203,47;470;-;733,47;181,67;64,79
2010;811001259;13.463,53;5.179,34;8.284,18;6.333,28;1.608,30;-;342,61;968,98;335,99;-;-;-;975,61;410,46;-;565,15;172,56;11,44
2009;811001259;14.039,79;5.701,67;8.338,12;6.444,65;1.089,78;-;803,69;845,05;448,61;-;-;-;1.200,13;464;-;736,13;178,57;6,03
2008;811001259;14.411,61;5.020,16;9.391,45;7.756,38;1.024,41;-;610,66;1.087,43;582,93;-;-;-;1.115,17;467,76;-;647,4;171,37;0
2007;811001259;14.678,30;5.179,61;9.498,69;7.671,11;1.009,76;-;817,83;1.483,21;1.197,14;-;-;-;1.103,90;590;-;513,9;-;-
2006;811001259;14.315,01;4.788,54;9.526,47;9.133,60;940,68;-;-547,8;2.140,37;663,32;-;-;-37,17;929,25;519,2;-;372,89;-;-
