ESTADO DE RESULTADOS;NIT;Ingresos Operacionales;Costo De Ventas Y De Prestación De Servicios;UTILIDAD BRUTA;Gastos Operacionales De Administración;Gastos Operacionales De Ventas;Otras ganancias (pérdidas) Operaciones por Ajuste Niif;UTILIDAD OPERACIONAL;Ingresos No Operacionales;Gastos No Operacionales;Intereses Financieros;Otros Gastos No Operacionales;Ajustes No Operacionales Normas Internacionales;UTILIDAD ANTES DE IMPUESTOS Y AJUSTES X INFLACION;Impuesto De Renta Y Complementarios;Ganancia (pérdida) procedente de operaciones discontinuadas;GANANCIAS Y PERDIDAS;Depreciacion del Periodo;Amortizaciones
2020;830002397;15.360,23;305,45;15.054,78;0;10.839,88;-24,94;4.189,97;0;76,47;76,47;-;0;4.113,49;1.331,51;0;2.781,99;40,3;-
2019;830002397;14.637,19;665,97;13.971,22;620,36;0;-9.682,79;3.668,07;0;697,47;697,47;0;0;2.970,60;958,52;0;2.012,09;30,03;-
2018;830002397;12.727,06;1.287,86;11.439,19;371,28;8.756,95;-524,65;1.786,31;0;105,65;105,65;-;0;1.680,66;745,09;0;935,57;19,12;-
2017;830002397;13.492,21;2.548,62;10.943,59;224,98;7.958,16;-586,51;2.173,95;0;233,4;233,4;0;0;1.940,55;1.128,85;0;811,7;102,48;-
2016;830002397;12.313,85;3.382,96;8.930,88;6.663,63;215,16;-344,8;1.707,29;0;365,09;365,09;0;0;1.342,21;441,28;0;900,93;79,14;-
2015;830002397;12.928,89;3.513,79;9.415,10;8.091,42;784,39;0;539,29;0;302,6;302,6;-;0;236,69;118,5;0;118,2;27,36;-
2014;830002397;12.588,12;4.096,80;8.491,32;230,83;7.483,86;-;776,63;541,1;911,88;-;-;-;405,85;372,28;-;33,58;95,48;63,7
2013;830002397;13.925,37;4.091,87;9.833,50;186,71;7.592,07;-;2.054,72;82,94;2.359,35;-;-;-;-221,7;488,38;-;-710,08;37,86;63,46
2012;830002397;15.423,02;5.904,09;9.518,93;219,54;7.771,68;-;1.527,71;388,1;969,3;-;-;-;946,51;702,48;-;244,04;36,45;8,8
2011;830002397;13.672,25;5.056,62;8.615,63;188,58;7.375,00;-;1.052,05;303;2.023,12;-;-;-;-668,07;609,96;-;-1.278,03;28,52;17,71
2010;830002397;9.811,83;693,16;9.118,66;118,23;6.494,17;-;2.506,26;45,61;912,35;-;-;-;1.639,52;536,1;-;1.103,43;44,28;1,14
2009;830002397;8.832,34;333,19;8.499,15;95,03;5.722,06;-;2.682,06;21,72;847,13;-;-;-;1.856,65;658,55;-;1.198,10;41,06;2,03
2008;830002397;8.612,34;840,39;7.771,95;95,02;5.978,51;-;1.698,43;204,86;800,39;-;-;-;1.102,90;490,5;-;612,4;41,72;0
2007;830002397;10.860,32;3.274,37;7.585,95;98,25;6.462,76;-;1.024,93;129,45;973,53;-;-;-;180,86;170,87;-;9,98;-;-
2006;830002397;10.388,85;2.249,59;8.139,26;451,22;6.047,07;-;1.640,96;143,42;502,71;-;-;-188,68;1.281,68;658,88;-;434,12;-;-
