ESTADO DE RESULTADOS;NIT;Ingresos Operacionales;Costo De Ventas Y De Prestación De Servicios;UTILIDAD BRUTA;Gastos Operacionales De Administración;Gastos Operacionales De Ventas;Otras ganancias (pérdidas) Operaciones por Ajuste Niif;UTILIDAD OPERACIONAL;Ingresos No Operacionales;Gastos No Operacionales;Intereses Financieros;Otros Gastos No Operacionales;Ajustes No Operacionales Normas Internacionales;UTILIDAD ANTES DE IMPUESTOS Y AJUSTES X INFLACION;Impuesto De Renta Y Complementarios;Ganancia (pérdida) procedente de operaciones discontinuadas;GANANCIAS Y PERDIDAS;Depreciacion del Periodo;Amortizaciones
2020;900013167;75.544,45;36.948,83;38.595,62;30.457,40;3.378,26;1.096,76;5.856,73;123,85;481,3;481,3;-;-;5.499,28;1.175,03;0;4.324,25;1.873,40;-
2019;900013167;88.417,56;45.427,23;42.990,33;3.751,79;33.778,94;-182,61;5.277,00;56,24;492,35;492,35;0;0;4.840,89;1.260,47;0;3.580,43;1.312,25;-
2018;900013167;63.290,26;33.118,52;30.171,74;3.489,69;24.044,47;953,44;3.591,03;19,28;600,44;600,44;-;0;3.009,87;1.076,39;0;1.933,48;1.349,29;-
2017;900013167;51.511,48;27.558,95;23.952,54;3.546,47;18.853,47;751,71;2.304,30;75,84;1.437,69;1.437,69;0;0;942,45;244,37;0;698,08;1.727,73;-
2016;900013167;43.977,62;23.515,53;20.462,09;2.714,81;15.573,90;547,57;2.720,95;110,72;1.193,10;1.193,10;-;-;1.638,57;681,78;0;956,79;738,93;-
2015;900013167;38.057,30;21.276,86;16.780,44;2.201,16;12.880,57;-;1.698,72;590,19;949,13;540,76;408,37;-;1.339,78;523,92;-;815,86;-;-
2014;900013167;34.334,21;20.512,00;13.822,21;1.544,71;10.971,02;-;1.306,48;387,38;630,54;-;-;-;1.063,33;405,92;-;657,4;522,3;602,01
2013;900013167;24.980,59;14.271,25;10.709,34;836,93;8.978,96;-;893,45;171,22;410,1;-;-;-;654,56;258,2;-;396,36;334,1;387,24
2012;900013167;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2011;900013167;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2010;900013167;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2009;900013167;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2008;900013167;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2007;900013167;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2006;900013167;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
