ESTADO DE RESULTADOS;NIT;Ingresos Operacionales;Costo De Ventas Y De Prestación De Servicios;UTILIDAD BRUTA;Gastos Operacionales De Administración;Gastos Operacionales De Ventas;Otras ganancias (pérdidas) Operaciones por Ajuste Niif;UTILIDAD OPERACIONAL;Ingresos No Operacionales;Gastos No Operacionales;Intereses Financieros;Otros Gastos No Operacionales;Ajustes No Operacionales Normas Internacionales;UTILIDAD ANTES DE IMPUESTOS Y AJUSTES X INFLACION;Impuesto De Renta Y Complementarios;Ganancia (pérdida) procedente de operaciones discontinuadas;GANANCIAS Y PERDIDAS;Depreciacion del Periodo;Amortizaciones
2020;800244387;290.153,63;119.648,98;170.504,65;160.460,63;38.577,91;6.654,04;-21.879,85;0;27.187,56;27.187,56;-;0;-49.067,41;-1.675,40;0;-47.392,02;17.678,65;-
2019;800244387;381.645,04;160.379,63;221.265,41;45.415,77;188.000,01;1.764,27;-10.386,10;0;24.410,89;24.410,89;0;0;-34.796,99;2.358,84;0;-37.155,83;17.075,62;-
2018;800244387;384.417,61;159.088,63;225.328,98;77.502,28;154.085,08;2.477,90;-3.780,48;0;25.782,96;25.782,96;-;0;-29.563,44;-3.987,04;0;-25.576,40;15.219,89;-
2017;800244387;361.149,52;157.265,51;203.884,01;74.396,74;144.784,49;-4.765,54;-20.062,76;0;12.538,17;12.538,17;0;0;-32.600,93;-4.060,99;0;-28.539,94;14.411,51;-
2016;800244387;302.419,96;133.819,90;168.600,07;66.065,87;111.021,11;52,84;-8.434,08;1.958,30;0;0;0;0;-6.475,78;2.385,06;0;-8.860,83;13.906,38;-
2015;800244387;269.672,55;121.215,81;142.715,54;102.304,91;69.848,88;0;-23.697,05;96.338,75;133.366,69;133.366,69;-;0;-60.724,98;1.991,91;0;-62.716,90;12.561,96;-
2014;800244387;240.470,50;102.049,61;138.420,89;55.507,79;101.266,81;-;-18.353,71;48.451,33;56.688,31;-;-;-;-26.590,69;1.878,18;-;-28.468,87;9.379,89;5.011,71
2013;800244387;236.068,05;101.059,73;135.008,32;67.512,69;98.181,16;-;-30.685,53;8.103,65;11.357,36;-;-;-;-33.939,24;985,25;-;-34.924,49;11.801,05;2.298,83
2012;800244387;214.798,81;93.788,64;121.010,17;48.539,20;80.097,60;-;-7.626,63;9.152,26;5.701,38;-;-;-;-4.175,75;0;-;-4.175,75;8.282,61;3.699,00
2011;800244387;198.240,39;88.257,16;109.983,23;49.608,89;68.489,40;-;-8.115,06;10.987,10;5.692,12;-;-;-;-2.820,08;1.118,36;-;-3.938,45;5.778,41;7.114,02
2010;800244387;164.886,11;71.108,57;93.777,54;46.048,87;59.863,64;-;-12.134,96;7.929,38;6.264,11;-;-;-;-10.469,70;1.116,72;-;-11.586,42;5.090,03;5.035,75
2009;800244387;142.874,87;66.566,50;76.308,37;29.661,94;49.594,79;-;-2.948,35;6.915,14;3.740,92;-;-;-;225,87;1.178,78;-;-952,91;4.098,71;4.855,44
2008;800244387;105.552,37;50.739,61;54.812,76;26.530,46;37.493,46;-;-9.211,15;3.460,70;3.594,77;-;-;-;-9.345,23;869,11;-;-10.214,34;3.106,90;8.206,80
2007;800244387;80.601,40;37.528,09;43.073,30;19.833,03;28.803,79;-;-5.563,51;4.574,18;2.950,98;-;-;-;-3.940,31;466,84;-;-4.407,15;-;-
2006;800244387;63.906,21;31.026,16;32.880,05;19.518,51;23.121,12;-;-9.759,58;22.437,61;19.421,19;-;-;5.162,68;-6.743,15;1.086,87;-;-2.667,34;-;-
