ESTADO DE RESULTADOS;NIT;Ingresos Operacionales;Costo De Ventas Y De Prestación De Servicios;UTILIDAD BRUTA;Gastos Operacionales De Administración;Gastos Operacionales De Ventas;Otras ganancias (pérdidas) Operaciones por Ajuste Niif;UTILIDAD OPERACIONAL;Ingresos No Operacionales;Gastos No Operacionales;Intereses Financieros;Otros Gastos No Operacionales;Ajustes No Operacionales Normas Internacionales;UTILIDAD ANTES DE IMPUESTOS Y AJUSTES X INFLACION;Impuesto De Renta Y Complementarios;Ganancia (pérdida) procedente de operaciones discontinuadas;GANANCIAS Y PERDIDAS;Depreciacion del Periodo;Amortizaciones
2020;800124979;3.166,73;1.011,35;2.155,38;2.139,96;1.237,22;189,18;-1.032,62;8,58;88,35;88,35;-;-;-1.112,40;0;0;-1.112,40;0;-
2019;800124979;9.109,57;2.676,33;6.433,25;1.745,88;4.231,83;-85,13;370,4;25,81;0;0;0;0;396,21;130,75;0;265,46;163,43;-
2018;800124979;9.453,36;2.988,26;6.465,10;1.297,62;3.975,31;-179,54;1.012,64;47,21;0;0;-;0;1.059,84;345,6;0;714,25;198,53;-
2017;800124979;8.543,00;2.879,51;5.663,49;1.129,30;3.246,41;-239,44;1.048,35;9,68;0;0;0;0;1.058,03;424,91;0;633,12;171,24;-
2016;800124979;7.873,94;2.692,98;5.180,96;584,99;3.132,22;-522,1;941,65;11,44;0;0;-;-;953,1;408,32;0;544,77;226,63;-
2015;800124979;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2014;800124979;6.705,07;2.087,80;4.617,27;514,69;2.557,85;-;1.544,73;153,23;538,16;-;-;-;1.159,81;411,69;-;748,12;42,36;3,56
2013;800124979;6.306,24;2.000,45;4.305,79;617,76;2.422,66;-;1.265,36;74,11;453,9;-;-;-;885,57;316,5;-;569,08;27,88;26,66
2012;800124979;5.510,06;1.861,09;3.648,96;598,97;2.371,07;-;678,92;59,85;172,44;-;-;-;566,33;199,48;-;366,85;31,73;3,74
2011;800124979;4.764,58;1.586,02;3.178,56;439,63;2.176,94;-;561,98;53,26;165,3;-;-;-;449,94;149,62;-;300,32;33,15;0,73
2010;800124979;4.613,26;1.577,70;3.035,56;452,77;2.106,88;-;475,91;64,49;161,37;-;-;-;379,02;136,88;-;242,15;44,25;0
2009;800124979;4.732,57;1.736,26;2.996,31;402,39;2.214,93;-;378,98;67,87;167,3;-;-;-;279,55;101,18;-;178,37;150,99;8,31
2008;800124979;4.815,78;1.773,90;3.041,88;347,62;2.196,24;-;498,01;75,27;27,72;-;-;-;545,56;182,33;-;363,23;61,08;78,15
2007;800124979;4.593,67;1.900,01;2.693,67;384,19;2.081,26;-;228,22;30,7;57,67;-;-;-;201,25;81,28;-;119,97;-;-
2006;800124979;4.148,62;1.496,43;2.652,19;347,23;1.825,13;-;479,83;23,73;47,92;-;-;7,57;455,64;198,11;-;265,1;-;-
