ESTADO DE RESULTADOS;NIT;Ingresos Operacionales;Costo De Ventas Y De Prestación De Servicios;UTILIDAD BRUTA;Gastos Operacionales De Administración;Gastos Operacionales De Ventas;Otras ganancias (pérdidas) Operaciones por Ajuste Niif;UTILIDAD OPERACIONAL;Ingresos No Operacionales;Gastos No Operacionales;Intereses Financieros;Otros Gastos No Operacionales;Ajustes No Operacionales Normas Internacionales;UTILIDAD ANTES DE IMPUESTOS Y AJUSTES X INFLACION;Impuesto De Renta Y Complementarios;Ganancia (pérdida) procedente de operaciones discontinuadas;GANANCIAS Y PERDIDAS;Depreciacion del Periodo;Amortizaciones
2020;891408584;355.133,79;146.278,54;208.855,25;167.125,77;17.720,84;-804,03;23.204,61;677,23;3.330,42;3.330,42;-;0;20.551,42;7.012,08;0;13.539,34;40.358,46;-
2019;891408584;410.548,37;177.603,18;232.945,20;20.821,45;184.894,43;-315,35;26.913,98;832,11;4.650,45;4.650,45;0;0;23.095,64;9.384,27;0;13.711,38;43.381,78;-
2018;891408584;352.918,15;148.497,73;204.420,42;18.878,17;165.344,15;367,24;20.565,34;607,82;1.838,11;1.838,11;-;0;19.335,05;8.632,23;0;10.702,83;9.333,69;-
2017;891408584;340.182,25;147.963,44;192.218,81;18.544,33;155.372,37;1.542,33;19.844,45;1.014,64;1.501,97;1.501,97;0;0;19.357,12;7.469,38;0;11.887,74;10.519,38;-
2016;891408584;309.722,11;137.716,77;172.005,34;140.214,97;15.847,21;2.751,54;18.694,71;857,67;1.353,63;1.353,63;0;0;18.198,75;8.337,26;0;9.861,49;13.156,93;-
2015;891408584;265.186,45;113.296,70;151.889,75;15.670,73;127.919,01;-;8.300,02;5.872,85;3.035,61;432,8;2.602,81;-;11.137,25;4.192,47;-;6.944,79;-;-
2014;891408584;222.917,37;91.533,31;131.384,06;14.303,50;108.496,27;-;8.584,30;3.984,89;3.675,90;-;-;-;8.893,29;3.545,85;-;5.347,44;2.914,23;7.597,41
2013;891408584;191.357,98;81.371,25;109.986,73;11.092,99;92.349,06;-;6.544,68;4.018,67;4.130,97;-;-;-;6.432,38;2.698,75;-;3.733,63;2.520,74;3.654,88
2012;891408584;153.067,51;67.015,71;86.051,80;11.105,21;70.769,36;-;4.177,23;3.367,92;3.292,98;-;-;-;4.252,17;1.958,64;-;2.293,53;1.916,20;2.215,68
2011;891408584;132.469,09;56.890,47;75.578,62;9.489,22;62.495,20;-;3.594,20;2.320,00;2.141,20;-;-;-;3.773,00;1.300,00;-;2.473,00;1.623,54;3.592,09
2010;891408584;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2009;891408584;92.377,95;43.396,38;48.981,57;5.902,55;44.320,08;-;-1.241,06;4.618,23;1.638,61;-;-;-;1.738,56;541,4;-;1.197,16;1.137,88;2.286,41
2008;891408584;81.741,63;35.922,14;45.819,49;5.603,72;40.681,20;-;-465,43;3.423,15;1.878,61;-;-;-;1.079,11;451,42;-;627,69;1.178,12;1.637,01
2007;891408584;77.616,97;33.583,90;44.033,06;5.268,72;37.805,84;-;958,5;2.771,24;1.631,90;-;-;-;2.097,84;714,39;-;1.383,46;-;-
2006;891408584;67.443,56;28.604,52;38.839,04;4.678,96;33.027,09;-;1.132,99;2.110,02;1.561,97;-;-;343,23;1.681,04;739,11;-;1.285,16;-;-
