ESTADO DE RESULTADOS;NIT;Ingresos Operacionales;Costo De Ventas Y De Prestación De Servicios;UTILIDAD BRUTA;Gastos Operacionales De Administración;Gastos Operacionales De Ventas;Otras ganancias (pérdidas) Operaciones por Ajuste Niif;UTILIDAD OPERACIONAL;Ingresos No Operacionales;Gastos No Operacionales;Intereses Financieros;Otros Gastos No Operacionales;Ajustes No Operacionales Normas Internacionales;UTILIDAD ANTES DE IMPUESTOS Y AJUSTES X INFLACION;Impuesto De Renta Y Complementarios;Ganancia (pérdida) procedente de operaciones discontinuadas;GANANCIAS Y PERDIDAS;Depreciacion del Periodo;Amortizaciones
2020;860076919;235.217,34;100.682,03;134.535,31;115.369,02;19.094,76;433,47;505;1.532,02;4.997,28;4.997,28;-;-;-2.960,27;2.838,99;0;-5.799,25;9.157,50;-
2019;860076919;380.821,31;157.887,92;222.933,39;23.348,14;147.669,77;-7.502,89;44.412,60;376,43;4.598,87;4.598,87;0;0;40.190,15;9.811,70;0;30.378,46;8.029,23;-
2018;860076919;356.302,79;155.616,67;200.686,12;22.246,10;135.595,59;-4.229,07;38.615,36;268,89;4.490,21;4.490,21;-;0;34.394,04;14.972,73;0;19.421,32;7.516,73;-
2017;860076919;339.937,60;148.780,62;191.156,98;20.807,18;132.628,64;-5.374,28;32.346,87;1.681,67;4.913,90;4.913,90;0;0;29.114,64;14.708,35;0;14.406,29;6.422,59;-
2016;860076919;298.816,18;131.683,42;167.132,76;21.533,00;109.661,33;-6.183,77;29.754,65;213,44;3.327,94;3.327,94;-;-;26.640,16;5.740,12;0;20.900,04;7.132,00;-
2015;860076919;268.822,63;116.734,50;152.088,13;17.940,06;102.197,67;-;31.950,39;4.787,94;4.082,21;383,27;3.698,94;-;32.656,12;12.086,46;-;20.569,67;-;-
2014;860076919;244.654,52;107.021,45;137.633,07;15.632,30;95.366,73;-;26.634,05;3.862,08;3.171,98;-;-;-;27.324,14;10.062,25;-;17.261,89;5.983,89;3.954,62
2013;860076919;222.121,11;98.716,31;123.404,80;14.288,54;90.795,92;-;18.320,35;2.295,76;3.197,68;-;-;-;17.418,42;6.827,66;-;10.590,76;6.049,93;9.451,57
2012;860076919;189.824,22;85.920,88;103.903,35;13.272,32;75.028,43;-;15.602,60;2.116,72;3.462,80;-;-;-;14.256,52;3.673,98;-;10.582,54;4.760,86;7.091,07
2011;860076919;171.183,10;81.442,42;89.740,68;12.220,79;65.760,77;-;11.759,12;2.623,49;3.032,07;-;-;-;11.350,53;4.400,69;-;6.949,84;4.913,74;7.507,73
2010;860076919;153.964,25;70.005,31;83.958,95;11.335,37;57.754,86;-;14.868,72;3.029,14;3.145,38;-;-;-;14.752,47;3.720,93;-;11.031,54;3.920,97;4.754,34
2009;860076919;137.862,41;65.609,90;72.252,50;10.319,53;52.455,09;-;9.477,88;3.255,04;3.298,77;-;-;-;9.434,15;2.410,87;-;7.023,28;3.816,77;4.655,00
2008;860076919;121.620,29;57.306,57;64.313,71;8.625,59;44.558,34;-;11.129,78;1.899,88;2.957,01;-;-;-;10.072,65;1.920,00;-;8.152,65;3.401,75;2.879,60
2007;860076919;96.226,09;46.600,26;49.625,83;5.835,22;32.002,57;-;11.788,04;1.402,24;5.100,44;-;-;-;8.089,83;2.634,80;-;5.455,03;-;-
2006;860076919;76.853,09;37.625,57;39.227,52;4.615,01;26.073,16;-;8.539,35;1.313,48;5.849,39;-;-;220,05;4.003,44;2.325,80;-;1.897,69;-;-
