ESTADO DE RESULTADOS;NIT;Ingresos Operacionales;Costo De Ventas Y De Prestación De Servicios;UTILIDAD BRUTA;Gastos Operacionales De Administración;Gastos Operacionales De Ventas;Otras ganancias (pérdidas) Operaciones por Ajuste Niif;UTILIDAD OPERACIONAL;Ingresos No Operacionales;Gastos No Operacionales;Intereses Financieros;Otros Gastos No Operacionales;Ajustes No Operacionales Normas Internacionales;UTILIDAD ANTES DE IMPUESTOS Y AJUSTES X INFLACION;Impuesto De Renta Y Complementarios;Ganancia (pérdida) procedente de operaciones discontinuadas;GANANCIAS Y PERDIDAS;Depreciacion del Periodo;Amortizaciones
2020;890929877;393.455,69;354.807,56;38.648,14;8.560,63;20.751,98;-1.058,98;8.276,54;523,04;2.107,29;2.107,29;-;0;6.692,29;3.702,12;0;2.990,17;10.593,05;-
2019;890929877;491.380,96;440.423,75;50.957,21;20.512,51;11.384,72;483,7;19.543,67;710,42;868,01;868,01;0;14,67;19.400,76;8.088,15;0;11.312,61;10.053,26;-
2018;890929877;461.324,05;409.578,90;51.745,15;21.299,72;12.929,41;333,95;17.849,96;554,9;665,05;665,05;-;-275,64;17.464,18;7.134,27;0;10.329,91;9.805,89;-
2017;890929877;385.135,86;343.585,41;41.550,45;17.738,14;10.827,53;424,17;13.408,94;372,78;481,79;481,79;0;0;13.299,93;7.286,16;0;6.013,77;7.378,61;-
2016;890929877;322.615,88;287.379,49;35.236,39;9.142,01;17.694,41;883,2;9.283,17;1.074,52;804,33;804,33;0;0;9.553,36;4.200,52;0;5.352,84;6.691,05;-
2015;890929877;277.273,97;250.283,87;26.438,60;9.437,02;20.488,11;0;-2.935,03;1.223,10;1.324,36;1.324,36;-;0;-3.036,29;-607,08;0;-2.429,21;6.120,72;-
2014;890929877;232.032,10;204.144,35;27.887,75;24.209,68;5.044,19;-;-1.366,13;3.316,62;1.838,75;-;-;-;111,74;0;-;111,74;1.789,35;7.982,33
2013;890929877;257.969,44;228.968,86;29.000,58;29.245,94;3.352,26;-;-3.597,61;1.040,12;3.190,04;-;-;-;-5.747,53;518,68;-;-6.266,21;2.002,54;7.505,06
2012;890929877;238.428,33;207.052,45;31.375,88;19.819,34;3.510,09;-;8.046,44;1.136,00;922,59;-;-;-;8.259,85;4.193,60;-;4.066,25;1.968,28;4.850,13
2011;890929877;182.829,07;158.773,98;24.055,09;14.843,76;3.124,44;-;6.086,88;1.580,70;1.916,13;-;-;-;5.751,45;3.001,97;-;2.749,49;2.529,67;3.266,18
2010;890929877;140.309,10;123.686,10;16.623,00;11.235,02;1.437,75;-;3.950,23;3.248,60;346,98;-;-;-;6.851,85;2.999,34;-;3.852,52;1.440,89;2.351,90
2009;890929877;118.554,21;102.464,43;16.089,78;9.308,96;919,86;-;5.860,95;1.105,29;543,23;-;-;-;6.423,02;2.496,86;-;3.926,16;895,66;1.797,53
2008;890929877;131.404,15;117.792,77;13.611,39;10.318,15;1.206,71;-;2.086,52;1.834,79;1.302,39;-;-;-;2.618,92;1.549,95;-;1.068,97;575,72;2.023,71
2007;890929877;107.651,83;93.916,26;13.735,58;10.915,79;1.051,42;-;1.768,36;935,29;1.554,45;-;-;-;1.149,20;30,91;-;1.118,30;-;-
2006;890929877;91.453,45;79.586,34;11.867,11;10.994,67;887,57;-;-15,13;1.309,15;631,02;-;-;-463,32;663;404,86;-;-205,18;-;-
