ESTADO DE RESULTADOS;NIT;Ingresos Operacionales;Costo De Ventas Y De Prestación De Servicios;UTILIDAD BRUTA;Gastos Operacionales De Administración;Gastos Operacionales De Ventas;Otras ganancias (pérdidas) Operaciones por Ajuste Niif;UTILIDAD OPERACIONAL;Ingresos No Operacionales;Gastos No Operacionales;Intereses Financieros;Otros Gastos No Operacionales;Ajustes No Operacionales Normas Internacionales;UTILIDAD ANTES DE IMPUESTOS Y AJUSTES X INFLACION;Impuesto De Renta Y Complementarios;Ganancia (pérdida) procedente de operaciones discontinuadas;GANANCIAS Y PERDIDAS;Depreciacion del Periodo;Amortizaciones
2020;830081427;55.965,11;21.999,98;33.965,13;19.268,65;6.446,87;2.830,34;11.079,95;97,75;951,02;951,02;-;0;10.226,67;1.087,09;0;9.139,58;3.294,18;-
2019;830081427;66.524,04;32.880,63;33.643,41;8.026,69;24.713,39;1.892,79;2.796,12;112,08;820,92;820,92;0;0;2.087,28;465,22;0;1.622,06;4.009,26;-
2018;830081427;61.897,64;31.499,66;30.397,98;7.346,04;23.775,99;2.061,69;1.337,64;60,28;789,01;789,01;-;0;608,92;254,97;0;353,95;3.919,95;-
2017;830081427;50.765,39;27.836,48;22.928,91;7.549,03;17.275,08;3.249,38;1.354,18;133,46;648,69;648,69;0;0;838,95;399,1;0;439,86;2.632,91;-
2016;830081427;43.569,80;23.598,13;19.971,68;7.181,01;16.316,92;3.614,18;87,92;296,86;445,1;445,1;0;-;-60,32;44,88;0;-105,2;1.671,62;-
2015;830081427;42.825,80;22.791,76;20.034,04;6.164,75;14.071,23;-;-201,94;2.751,43;438,18;112,45;325,73;-;2.111,31;994,08;-;1.117,24;-;-
2014;830081427;33.773,16;17.837,35;15.935,81;4.398,49;10.697,03;-;840,29;1.264,72;376,59;-;-;-;1.728,41;684,2;-;1.044,21;492,39;1.238,97
2013;830081427;22.959,17;12.032,46;10.926,72;4.070,94;7.071,56;-;-215,78;1.324,89;253,58;-;-;-;855,53;332,55;-;522,99;339,22;18,38
2012;830081427;20.843,60;10.782,49;10.061,11;4.020,42;6.019,27;-;21,43;946,02;180,15;-;-;-;787,3;298,79;-;488,51;293,68;159,62
2011;830081427;17.325,39;9.017,04;8.308,34;2.930,29;5.478,47;-;-100,42;857,08;131,25;-;-;-;625,42;247,3;-;378,12;267,56;443,03
2010;830081427;15.010,28;8.009,38;7.000,90;2.269,65;4.406,63;-;324,63;568,34;132,45;-;-;-;760,52;197,22;-;563,29;241,51;338,13
2009;830081427;12.676,62;6.621,84;6.054,78;2.028,88;3.872,69;-;153,21;518,99;169,9;-;-;-;502,3;163,02;-;339,28;199,04;531,5
2008;830081427;11.715,53;5.876,23;5.839,30;1.955,62;3.617,59;-;266,09;519,08;238,41;-;-;-;546,76;176,91;-;369,85;207,96;590,12
2007;830081427;7.970,98;3.880,45;4.090,53;1.347,12;2.369,21;-;374,2;229,16;217,22;-;-;-;386,14;106,91;-;279,23;-;-
2006;830081427;5.206,66;2.536,94;2.669,72;777,11;1.658,38;-;234,23;287,91;165,31;-;-;36,84;356,84;62,23;-;331,44;-;-
