BALANCE GENERAL;NIT;Caja;Bancos;Cuentas De Ahorro;Fondos;SUBTOTAL DISPONIBLE;INVERSIONES CP;Clientes;Cuentas Corrientes Comerciales;Deudas De Difícil Cobro;Provisiones (db);TOTAL DEUDORES COMERCIALES;Cuentas Por Cobrar A Socios y Accionistas;Anticipos y Avances;Anticipo De Imptos. y Contrib.O Saldos A Favor;Cuentas Por Cobrar a Trabajadores;Activos Biológicos CP;Deudores Varios / Otros Activos No Financieros;TOTAL OTROS DEUDORES;Materias Primas;Productos En Proceso;Productos Terminados;M/Cías No Fabricadas Por La Emp;Materiales, Repuestos y Accesorios;Otros Inventarios y Provisiones;SUBTOTAL INVENTARIOS;Gastos Pagados Por Anticipado;Cargos Diferidos;Amortización Acumulada y Otros;SUBTOTAL DIFERIDO;TOTAL ACTIVO CORRIENTE;Inversiones LP;Activos biológicos no corrientes;CxC comerciales y otras CxC no corrientes;Subtotal Deudores A Largo Plazo;Propiedades Planta Y Equipo;Plusvalía;Activos intangibles distintos de la plusvalía;Subtotal Intangibles;Subtotal Diferidos;Inventarios no corrientes;Activos por impuestos corrientes, no corriente;Otros activos no financieros no corrientes;Activos LP pignorados como garantía para Vender;Subtotal Otros Activos;De Inversiones Y Otros;De Propiedades Planta Y Equipo;Subtotal Valorizaciones;TOTAL ACTIVO NO CORRIENTE;TOTAL ACTIVO;Obligaciones Financieras;Proveedores CP;Costos y Gastos Por Pagar;Retención En La Fuente;Deudas Con Accionistas O Socios;Impuesto A Las Ventas Retenido;Impuesto De Industria y Comercio Retenido;Provisiones, Retenciones y Aportes de Nómina;Otras provisiones corrientes;Acreedores;Otras Cuenta Por Pagar;SUBTOTAL CUENTAS POR PAGAR;IMPUESTOS GRAVAMENES Y TASAS;OBLIGACIONES LABORALES;SUBTOTAL PASIVOS ESTIMAD. Y PROVIS.;DIFERIDOS;Anticipos y Avances Recibidos;Otros;SUBTOTAL OTROS PASIVOS;SUBTOTAL BONOS Y PAPELES COMERCIA.;TOTAL PASIVO CORRIENTE;Obligaciones Financieras;Proveedores LP;Subtotal Cuentas Por Pagar;Impuestos Gravámenes y Tasas;Obligaciones Laborales;Subtotal Pasivos Estimad. y Provis.;Subtotal Diferidos;Subtotal Otros Pasivos;Subtotal Bonos y Papeles Comercia.;TOTAL PASIVO NO CORRIENTE;TOTAL PASIVO;Capital Suscrito y Pagado;Prima de emisión;Acciones propias en cartera;Aportes Sociales y Otros;SUBTOTAL CAPITAL SOCIAL;SUBTOTAL SUPERAVIT DE CAPITAL;RESERVAS;REVALORIZACION DEL PATRIMONIO;DIVIDEN. O PARTC. DECRET. EN ACC.O CUOTAS;RESULTADOS DEL EJERCICIO;RESULTADOS DE EJERCICIOS ANTERIORES;SUPERAVIT POR VALORIZACIONES;INVERSIÓN SUPLEMENTARIA AL CAPITAL Y AJUSTES AÑOS ANTERIORES;TOTAL PATRIMONIO;TOTAL PASIVO Y PATRIMONIO
2020;860015753;0;123.527,99;170,63;-;123.698,61;68.636,36;367.269,37;-;-;13.331,11;353.938,26;0;15.233,34;130.291,61;-;0;54;145.578,94;-;-;-;-;-;364.769,40;364.769,40;-;-;-;-;1.056.621,57;0;0;8.489,26;8.489,26;1.504.174,25;0;0;0;27.008,82;0;0;0;0;0;-;-;-;1.539.672,34;2.596.293,90;296.410,40;619.142,58;-;-;-;-;-;-;0;-;0;0;27.417,55;44.996,11;2.422,96;-;-;0;0;-;990.389,60;32.212,45;0;21.181,00;0;-;-;80.710,24;0;-;134.103,69;1.124.493,29;863.859,00;0;0;-;863.859,00;0;1.210.531,83;0;-;-;-1.023.691,21;-;421.101,00;1.471.800,62;2.596.293,90
2019;860015753;-;15.892,00;-;-;15.892,00;0;200.317,44;-;-;-;200.317,44;-;0;54.953,16;-;0;870,53;55.823,69;-;-;-;-;-;101.993,12;101.993,12;-;-;-;-;374.026,24;760.665,97;0;0;0;320.571,89;0;0;0;0;0;357,73;0;0;357,73;-;-;-;1.081.595,59;1.455.621,83;51.322,53;216.258,50;-;-;-;-;-;14.060,11;0;-;0;14.060,11;3.070,00;-;-;-;-;-;-;-;284.711,14;14.205,78;0;1.531,00;0;-;-;1.373,78;0;-;17.110,55;301.821,69;863.859,36;0;0;-;863.859,36;0;1.213.289,07;0;-;-;-923.348,29;-;0;1.153.800,14;1.455.621,83
2018;860015753;-;15.699,36;-;-;15.699,36;1.968,77;170.618,72;-;-;-;170.618,72;-;0;69.008,14;-;0;0;69.008,14;-;-;-;-;-;84.743,49;84.743,49;-;-;-;-;342.038,47;746.194,41;0;0;0;321.015,70;0;0;0;0;0;357,62;0;0;357,62;-;-;-;1.067.567,73;1.409.606,21;3.049,50;208.694,70;-;-;-;-;-;13.440,05;0;0;0;13.440,05;5.022,29;-;-;-;-;-;-;-;230.206,54;0;0;0;0;-;-;13.687,37;0;-;13.687,37;243.893,91;863.859,36;0;0;-;863.859,36;0;1.202.173,55;0;-;-;-900.320,62;-;0;1.165.712,29;1.409.606,21
2017;860015753;6,3;79.858,33;-;-;79.864,63;134,15;237.051,19;-;-;-;237.051,19;0;0;109.052,02;-;0;2.161,62;111.213,64;-;-;-;-;-;87.458,06;87.458,06;-;-;-;-;515.721,67;741.453,37;0;0;0;333.446,91;0;0;0;0;0;0;357,62;0;357,62;-;-;-;1.075.257,90;1.590.979,57;35.710,64;248.397,39;0;-;-;-;-;10.736,95;0;-;0;10.736,95;3.940,91;-;-;-;-;-;-;-;298.785,89;0;0;-;0;0;0;23.438,17;0;-;23.438,17;322.224,06;863.859,36;0;0;-;863.859,36;0;1.162.553,65;0;-;-;-757.657,50;-;0;1.268.755,51;1.590.979,57
2016;860015753;-;79.204,00;-;-;79.204,00;0;163.881,00;-;-;-;163.881,00;-;3.931,00;93.432,00;-;0;0;97.363,00;-;-;-;-;-;87.793,00;87.793,00;-;-;-;-;428.241,00;592.803,00;0;70.464,00;70.464,00;335.619,00;0;0;0;0;0;0;358;0;358;-;-;-;999.244,00;1.427.485,00;71;232.245,00;-;-;-;-;-;9.841,00;0;-;0;9.841,00;20.210,00;-;-;-;-;-;-;-;262.367,00;0;0;0;0;-;-;12.649,00;0;-;12.649,00;275.016,00;863.859,00;0;0;-;863.859,00;0;1.158.708,00;0;-;-;-870.098,00;-;0;1.152.469,00;1.427.485,00
2015;860015753;-;45.543,95;-;-;45.543,95;0;196.372,66;-;-;-;196.372,66;56.876,31;0;86.036,04;-;0;6.226,87;149.139,23;-;-;-;-;-;76.329,68;76.329,68;-;-;-;-;467.385,51;901.863,15;0;70.464,36;70.464,36;323.333,10;0;0;0;0;0;0;1.734,69;0;1.734,69;-;-;-;1.297.395,31;1.764.780,82;2.018,46;493.507,24;-;-;-;-;-;7.606,46;0;-;0;7.606,46;18.242,63;-;-;-;-;0;0;-;521.374,79;0;0;0;0;-;-;12.649,44;0;-;12.649,44;534.024,23;863.859,36;0;0;-;863.859,36;0;1.298.656,78;0;-;-73.183,33;-858.576,22;-;0;1.230.756,59;1.764.780,82
2014;860015753;18,13;40.187,46;0;98,44;40.304,03;0;144.421,91;0;2.512,60;6.484,18;140.450,34;0;1.413,45;72.758,57;3.117,40;-;5.018,07;82.307,49;15.696,25;4.670,45;39.470,09;0;4.936,74;13.558,76;78.332,28;351,74;49.568,70;0;49.920,43;391.314,57;954.496,68;-;-;389.666,90;152.702,77;-;-;0;0;-;-;-;-;12.066,52;15,6;258.358,93;258.374,53;1.767.307,39;2.158.621,96;104.394,83;183.840,64;0;0;0;0;0;28,01;-;0;0,92;28,93;19.080,94;5.273,81;44.342,55;0;43.551,26;0;43.551,26;0;400.512,97;510,71;58.670,00;0;0;0;0;0;0;0;59.180,71;459.693,68;863.859,36;-;-;0;863.859,36;445.082,40;981.008,36;0;0;-543.779,64;-305.616,73;258.374,53;-;1.698.928,28;2.158.621,96
2013;860015753;20,71;14.893,85;0;0;14.914,56;0;292.048,50;0;2.512,60;5.885,82;288.675,29;0;491;60.225,65;887,28;-;8.434,46;70.038,39;16.668,53;3.331,14;41.265,12;0;5.207,95;15.427,99;81.900,72;0;0;0;0;455.528,96;1.340.547,23;-;-;474.896,45;143.795,57;-;-;0;15.707,42;-;-;-;-;1.201,70;18.974,36;113.108,23;132.082,59;2.108.230,96;2.563.759,92;0;461.420,34;1.341,71;2.464,34;0;485,4;249,78;0;-;6,34;21.125,79;25.673,36;16.439,92;5.253,80;58.687,90;0;91,41;0;91,41;0;567.566,71;0;0;0;0;0;0;0;0;0;0;567.566,71;863.808,61;-;-;0;863.808,61;117.631,99;979.873,45;0;0;160.351,52;-257.554,95;132.082,59;-;1.996.193,21;2.563.759,92
2012;860015753;49.566,53;0;0;0;49.566,53;0;202.678,39;0;0;12.263,97;190.414,42;0;454,87;42.518,61;142,64;-;7.940,58;51.056,70;21.342,56;4.905,50;29.202,30;0;6.835,87;7.192,40;69.478,62;406,11;12.410,44;0;12.816,55;373.332,82;1.114.859,36;-;-;455.178,28;130.239,23;-;-;0;10.921,00;-;-;-;-;496,8;16.192,75;113.108,23;129.300,98;1.840.995,65;2.214.328,47;353;248.256,41;0;0;0;0;0;0;-;0;0;0;18.857,32;4.889,81;40.036,65;0;249,03;0;249,03;0;312.642,22;1.342,73;112.774,87;0;10.921,00;0;0;0;0;0;125.038,60;437.680,83;863.808,61;-;-;0;863.808,61;61.219,55;914.120,08;0;0;65.753,37;-257.554,95;129.300,99;-;1.776.647,65;2.214.328,47
2011;860015753;47,12;65.178,47;2.270,60;3.533,89;71.030,08;0;126.815,30;0;0;14.202,94;112.612,36;0;1.432,13;34.967,63;281,19;-;141.475,59;178.156,54;17.851,87;3.301,93;43.199,59;0;7.171,34;11.358,14;82.882,88;13.200,92;0;0;13.200,92;457.882,78;1.015.911,85;-;-;444.919,68;112.924,05;-;-;0;21.842,31;-;-;-;-;112,34;10.579,13;113.108,23;123.687,36;1.719.397,59;2.177.280,37;329,33;263.095,47;0;2.558,93;0;507,48;205,01;0;-;0;16.295,65;19.567,06;17.094,35;5.137,72;31.243,02;0;342,85;0;342,85;0;336.809,80;1.679,55;100.968,82;0;21.842,31;0;0;0;0;0;124.490,68;461.300,48;863.808,61;-;-;0;863.808,61;66.534,51;751.906,66;0;0;167.597,20;-257.554,95;123.687,86;-;1.715.979,89;2.177.280,37
