BALANCE GENERAL;NIT;Caja;Bancos;Cuentas De Ahorro;Fondos;SUBTOTAL DISPONIBLE;INVERSIONES CP;Clientes;Cuentas Corrientes Comerciales;Deudas De Difícil Cobro;Provisiones (db);TOTAL DEUDORES COMERCIALES;Cuentas Por Cobrar A Socios y Accionistas;Anticipos y Avances;Anticipo De Imptos. y Contrib.O Saldos A Favor;Cuentas Por Cobrar a Trabajadores;Activos Biológicos CP;Deudores Varios / Otros Activos No Financieros;TOTAL OTROS DEUDORES;Materias Primas;Productos En Proceso;Productos Terminados;M/Cías No Fabricadas Por La Emp;Materiales, Repuestos y Accesorios;Otros Inventarios y Provisiones;SUBTOTAL INVENTARIOS;Gastos Pagados Por Anticipado;Cargos Diferidos;Amortización Acumulada y Otros;SUBTOTAL DIFERIDO;TOTAL ACTIVO CORRIENTE;Inversiones LP;Activos biológicos no corrientes;CxC comerciales y otras CxC no corrientes;Subtotal Deudores A Largo Plazo;Propiedades Planta Y Equipo;Plusvalía;Activos intangibles distintos de la plusvalía;Subtotal Intangibles;Subtotal Diferidos;Inventarios no corrientes;Activos por impuestos corrientes, no corriente;Otros activos no financieros no corrientes;Activos LP pignorados como garantía para Vender;Subtotal Otros Activos;De Inversiones Y Otros;De Propiedades Planta Y Equipo;Subtotal Valorizaciones;TOTAL ACTIVO NO CORRIENTE;TOTAL ACTIVO;Obligaciones Financieras;Proveedores CP;Costos y Gastos Por Pagar;Retención En La Fuente;Deudas Con Accionistas O Socios;Impuesto A Las Ventas Retenido;Impuesto De Industria y Comercio Retenido;Provisiones, Retenciones y Aportes de Nómina;Otras provisiones corrientes;Acreedores;Otras Cuenta Por Pagar;SUBTOTAL CUENTAS POR PAGAR;IMPUESTOS GRAVAMENES Y TASAS;OBLIGACIONES LABORALES;SUBTOTAL PASIVOS ESTIMAD. Y PROVIS.;DIFERIDOS;Anticipos y Avances Recibidos;Otros;SUBTOTAL OTROS PASIVOS;SUBTOTAL BONOS Y PAPELES COMERCIA.;TOTAL PASIVO CORRIENTE;Obligaciones Financieras;Proveedores LP;Subtotal Cuentas Por Pagar;Impuestos Gravámenes y Tasas;Obligaciones Laborales;Subtotal Pasivos Estimad. y Provis.;Subtotal Diferidos;Subtotal Otros Pasivos;Subtotal Bonos y Papeles Comercia.;TOTAL PASIVO NO CORRIENTE;TOTAL PASIVO;Capital Suscrito y Pagado;Prima de emisión;Acciones propias en cartera;Aportes Sociales y Otros;SUBTOTAL CAPITAL SOCIAL;SUBTOTAL SUPERAVIT DE CAPITAL;RESERVAS;REVALORIZACION DEL PATRIMONIO;DIVIDEN. O PARTC. DECRET. EN ACC.O CUOTAS;RESULTADOS DEL EJERCICIO;RESULTADOS DE EJERCICIOS ANTERIORES;SUPERAVIT POR VALORIZACIONES;INVERSIÓN SUPLEMENTARIA AL CAPITAL Y AJUSTES AÑOS ANTERIORES;TOTAL PATRIMONIO;TOTAL PASIVO Y PATRIMONIO
2020;800138131;2,95;226,02;0;-;228,97;20,75;1.409,25;-;-;7,08;1.402,17;0;0;615,8;-;0;1.650,35;2.266,16;-;-;-;-;-;1.504,15;1.504,15;-;-;-;-;5.422,20;0;0;0;0;3.111,65;0;0;0;192,75;0;0;0;0;0;-;-;-;3.304,40;8.726,60;3.691,83;1.761,26;0;-;-;-;-;-;0;-;-;0;63,49;132,54;0;-;-;28,89;28,89;-;5.678,01;0;0;0;0;0;-;0;0;-;0;5.678,01;2.600,00;2.200,00;0;-;4.800,00;297,88;142,92;0;-;-;-2.192,21;-;0;3.048,59;8.726,60
2019;800138131;-;164,05;-;-;164,05;1.403,06;1.317,92;-;-;-;1.317,92;-;0;713,23;-;0;41,08;754,3;-;-;-;-;-;873,03;873,03;-;-;-;-;4.512,36;0;0;0;0;3.218,94;0;0;0;268,69;0;0;0;0;0;-;-;-;3.487,63;7.999,99;3.368,42;1.613,87;-;-;-;-;-;0;0;-;166,49;166,49;232,13;-;-;-;-;-;-;-;5.380,91;0;0;0;0;-;-;0;0;-;0;5.380,91;2.600,00;2.200,00;0;-;4.800,00;297,88;142,92;0;-;-;-2.621,72;-;0;2.619,08;7.999,99
2018;800138131;-;9,12;-;-;9,12;1.374,21;466,04;-;-;-;466,04;-;0;454,1;-;0;47,93;502,04;-;-;-;-;-;733,99;733,99;-;-;-;-;3.085,40;0;0;0;0;3.137,55;0;1,89;1,89;1.010,47;0;0;0;0;0;-;-;-;4.149,91;7.235,31;2.074,17;1.352,09;-;-;-;-;-;0;0;-;117,8;117,8;33,86;-;-;-;-;-;-;-;3.577,92;2.543,86;0;0;0;-;-;625,28;0;-;3.169,14;6.747,06;2.500,00;0;0;-;2.500,00;297,88;142,92;0;-;-;-2.452,55;-;0;488,25;7.235,31
2017;800138131;3,9;0,93;-;-;4,83;0,14;696,07;-;-;-;696,07;0;332,99;374,01;-;0;143,09;850,09;-;-;-;-;-;586,52;586,52;-;-;-;-;2.137,65;0;0;0;0;3.097,29;0;0;0;142,49;0;0;1,35;0;1,35;-;-;-;3.241,13;5.378,78;312,13;1.210,81;129,05;-;-;-;-;0;0;-;0;129,05;441,39;-;-;-;-;-;-;-;2.093,38;2.496,19;0;-;0;0;0;19,43;0;-;2.515,62;4.609,00;2.500,00;0;0;-;2.500,00;249,48;142,92;0;-;-;-2.122,62;-;0;769,78;5.378,78
2016;800138131;-;5,53;-;-;5,53;0;1.174,36;-;-;-;1.174,36;-;0;0;-;0;0;0;-;-;-;-;-;462,19;462,19;-;-;-;-;1.642,08;0;0;0;0;3.135,47;0;0;0;0;0;11,3;0;0;11,3;-;-;-;3.146,77;4.788,84;309,44;1.098,26;-;-;-;-;-;0;0;-;106,66;106,66;536,72;-;-;-;-;-;-;-;2.051,08;3.549,62;0;0;0;-;-;0,99;0;-;3.550,61;5.601,69;1.000,00;0;0;-;1.000,00;0;142,92;249,48;-;-;-2.205,24;-;0;-812,84;4.788,84
2015;800138131;1,88;0,39;0,03;0;2,3;0,14;786,01;0;0;0;786,01;114,54;147,88;245,51;0,57;-;194,23;702,73;181,44;183,15;184,37;0;68,69;0;617,64;5,83;0;0;5,83;2.114,64;0;-;-;0;2.181,35;-;-;0;0;-;-;-;-;0;0;1.030,08;1.030,08;3.211,43;5.326,07;444,96;1.014,11;397,62;128,8;0;0,5;0,56;22,28;-;0;0;549,75;154,57;73,99;0;0;31,17;0;31,17;0;2.268,55;3.624,03;0;0;0;0;0;0;0;0;3.624,03;5.892,58;1.000,00;-;-;0;1.000,00;0;142,92;249,48;0;-195,48;-2.793,51;1.030,08;-;-566,51;5.326,07
2014;800138131;3,02;0;0,08;0;3,11;0,14;759,56;0;0;103,13;656,43;114,54;2,63;466,16;0,51;-;166,21;750,05;142,87;236,87;422,02;0;142,18;0;943,94;5,96;0;0;5,96;2.359,62;0;-;-;0;3.334,97;-;-;0;0;-;-;-;-;0;0;3.604,57;3.604,57;6.939,54;9.299,17;793,39;1.099,37;413,8;9,23;0;0,67;0,53;18,96;-;13,5;0;456,7;335,01;99,48;0;0;10,27;0;10,27;0;2.794,22;3.378,38;0;923,1;0;0;0;0;0;0;4.301,48;7.095,70;1.000,00;-;-;0;1.000,00;0;142,92;249,48;0;-631,62;-2.161,89;3.604,57;-;2.203,46;9.299,17
2013;800138131;4,54;93,16;0,15;0;97,85;0,14;783,93;0;0;72,56;711,37;94,04;19,78;278,37;0,88;-;304,04;697,1;261,59;653,21;523,56;0;140,8;0;1.579,15;35,56;0;0;35,56;3.121,16;0;-;-;0;3.442,85;-;-;0;0;-;-;-;-;0;0;4.629,25;4.629,25;8.072,09;11.193,26;607,69;1.464,08;483,65;207,76;0;0,99;1,14;8,04;-;12,63;0;714,21;33,89;77,08;0;0;129,87;0;129,87;0;3.026,82;4.168,77;0;137,9;0;0;0;0;0;0;4.306,67;7.333,49;1.000,00;-;-;0;1.000,00;0;142,92;249,48;0;-1.257,09;-904,79;4.629,25;-;3.859,77;11.193,26
2012;800138131;16,15;14,61;0,13;0;30,89;0,13;1.003,43;0;0;58,82;944,61;163,9;139,98;351,7;13,91;-;907,08;1.576,56;577,13;620,87;498,95;0;150,92;47,51;1.895,39;82,62;0;0;82,62;4.530,19;0;-;-;0;3.508,55;-;-;0;1,47;-;-;-;-;0;0;4.869,58;4.869,58;8.379,60;12.909,79;2.278,50;1.567,64;395,21;15,48;0;3,43;0,73;43,03;-;0;0;457,88;85,66;167,85;0;0;22,48;0;22,48;0;4.580,00;3.022,18;0;350,43;0;0;0;0;0;0;3.372,60;7.952,60;600;-;-;0;600;0;142,92;249,48;0;-1.208,58;303,79;4.869,58;-;4.957,19;12.909,79
2011;800138131;14,1;1,45;0,36;0;15,92;41,08;1.302,02;0;0;24,97;1.277,05;168,49;40,44;613,21;39,85;-;52,36;914,34;1.036,13;594,67;597,93;0;150,17;9,96;2.388,87;20,7;0;0;20,7;4.657,95;0;-;-;0;3.619,40;-;-;0;8,57;-;-;-;-;0;0;6.652,71;6.652,71;10.280,67;14.938,62;1.472,05;1.372,91;309,81;12,1;0;1,32;0,57;53,4;-;0;0;377,19;138,6;100,09;0;0;18,99;0;18,99;0;3.479,82;3.300,63;0;204,67;0;0;0;0;0;0;3.505,29;6.985,11;600;-;-;0;600;0;142,92;254,09;0;-540,77;844,56;6.652,71;-;7.953,51;14.938,62
