BALANCE GENERAL;NIT;Caja;Bancos;Cuentas De Ahorro;Fondos;SUBTOTAL DISPONIBLE;INVERSIONES CP;Clientes;Cuentas Corrientes Comerciales;Deudas De Difícil Cobro;Provisiones (db);TOTAL DEUDORES COMERCIALES;Cuentas Por Cobrar A Socios y Accionistas;Anticipos y Avances;Anticipo De Imptos. y Contrib.O Saldos A Favor;Cuentas Por Cobrar a Trabajadores;Activos Biológicos CP;Deudores Varios / Otros Activos No Financieros;TOTAL OTROS DEUDORES;Materias Primas;Productos En Proceso;Productos Terminados;M/Cías No Fabricadas Por La Emp;Materiales, Repuestos y Accesorios;Otros Inventarios y Provisiones;SUBTOTAL INVENTARIOS;Gastos Pagados Por Anticipado;Cargos Diferidos;Amortización Acumulada y Otros;SUBTOTAL DIFERIDO;TOTAL ACTIVO CORRIENTE;Inversiones LP;Activos biológicos no corrientes;CxC comerciales y otras CxC no corrientes;Subtotal Deudores A Largo Plazo;Propiedades Planta Y Equipo;Plusvalía;Activos intangibles distintos de la plusvalía;Subtotal Intangibles;Subtotal Diferidos;Inventarios no corrientes;Activos por impuestos corrientes, no corriente;Otros activos no financieros no corrientes;Activos LP pignorados como garantía para Vender;Subtotal Otros Activos;De Inversiones Y Otros;De Propiedades Planta Y Equipo;Subtotal Valorizaciones;TOTAL ACTIVO NO CORRIENTE;TOTAL ACTIVO;Obligaciones Financieras;Proveedores CP;Costos y Gastos Por Pagar;Retención En La Fuente;Deudas Con Accionistas O Socios;Impuesto A Las Ventas Retenido;Impuesto De Industria y Comercio Retenido;Provisiones, Retenciones y Aportes de Nómina;Otras provisiones corrientes;Acreedores;Otras Cuenta Por Pagar;SUBTOTAL CUENTAS POR PAGAR;IMPUESTOS GRAVAMENES Y TASAS;OBLIGACIONES LABORALES;SUBTOTAL PASIVOS ESTIMAD. Y PROVIS.;DIFERIDOS;Anticipos y Avances Recibidos;Otros;SUBTOTAL OTROS PASIVOS;SUBTOTAL BONOS Y PAPELES COMERCIA.;TOTAL PASIVO CORRIENTE;Obligaciones Financieras;Proveedores LP;Subtotal Cuentas Por Pagar;Impuestos Gravámenes y Tasas;Obligaciones Laborales;Subtotal Pasivos Estimad. y Provis.;Subtotal Diferidos;Subtotal Otros Pasivos;Subtotal Bonos y Papeles Comercia.;TOTAL PASIVO NO CORRIENTE;TOTAL PASIVO;Capital Suscrito y Pagado;Prima de emisión;Acciones propias en cartera;Aportes Sociales y Otros;SUBTOTAL CAPITAL SOCIAL;SUBTOTAL SUPERAVIT DE CAPITAL;RESERVAS;REVALORIZACION DEL PATRIMONIO;DIVIDEN. O PARTC. DECRET. EN ACC.O CUOTAS;RESULTADOS DEL EJERCICIO;RESULTADOS DE EJERCICIOS ANTERIORES;SUPERAVIT POR VALORIZACIONES;INVERSIÓN SUPLEMENTARIA AL CAPITAL Y AJUSTES AÑOS ANTERIORES;TOTAL PATRIMONIO;TOTAL PASIVO Y PATRIMONIO
2020;890900285;0;13.705,93;0;0;13.705,93;0;45.834,60;0;0;0;45.834,60;0;0;8.309,68;0;0;0;8.309,68;0;0;0;0;0;45.033,09;45.033,09;584,82;0;0;584,82;113.468,11;42.574,56;0;3.642,46;3.642,46;246.062,05;0;0;0;0;0;0;13.438,93;0;13.438,93;0;0;0;305.717,99;419.186,10;59.799,78;28.046,70;0;0;0;0;0;0;0;0;0;0;12.650,88;6.102,70;0;0;0;0;0;0;106.600,06;19.862,14;0;0;0;5.474,33;0;28.947,08;0;0;54.283,54;160.883,59;17,56;500,99;0;0;518,55;0;57.768,86;0;0;20.139,30;19.346,04;0;160.529,76;258.302,51;419.186,10
2019;890900285;714;5.207,48;0;0;5.921,48;0;43.334,75;0;0;0;43.334,75;2.727,44;0;2.990,96;584,69;-;1.051,61;7.354,70;21.186,43;16.325,03;10.544,54;0;6.593,66;-7,02;54.642,63;468,47;133,67;0;602,14;111.855,69;39.242,05;-;-;3.353,10;248.854,16;-;-;0;1.567,66;-;-;-;-;9.352,67;0;0;0;302.369,64;414.225,33;75.543,40;21.577,43;7.222,98;766,88;1.290,14;87,5;16,03;657,46;-;0;0;10.041,00;2.244,37;5.259,82;0;0;0;0;0;0;114.666,02;18.627,73;0;0;0;5.611,49;0;31.286,85;0;0;55.526,07;170.192,09;17,56;-;-;0;17,56;160.529,76;51.165,61;0;500,99;12.789,22;19.030,26;0;-;244.033,39;414.225,48
2018;890900285;250,94;4.627,87;0;0;4.878,80;0;37.005,34;0;0;0;37.005,34;12.877,67;0;3.476,15;493,59;0;1.036,26;17.883,67;15.256,50;9.368,50;14.752,78;177,84;6.794,50;8.106,59;54.456,72;403,6;103,03;0;506,64;114.731,17;34.353,98;0;3.910,32;3.910,32;251.536,87;0;0;0;610,88;0;0;6.765,90;0;6.765,90;0;0;0;297.177,95;411.909,11;82.265,87;18.604,88;4.893,34;563,58;1.250,00;48,71;15,98;580,17;0;0;0;7.351,76;2.590,87;4.859,99;0;0;0;0;0;0;115.673,37;22.329,36;0;0;0;5.466,55;0;31.818,04;0;0;59.613,95;175.287,31;17,56;500,99;0;0;518,55;0;45.251,81;0;0;11.052,58;19.269,10;0;160.529,76;236.621,80;411.909,11
2017;890900285;153,73;3.217,47;0;0;3.371,20;0;33.640,59;0;0;0;33.640,59;12.493,34;0;4.383,08;651,08;0;892,84;18.420,33;10.370,53;8.127,86;10.577,34;0;7.701,01;10.094,71;46.871,44;316,06;254,49;0;570,54;102.874,10;29.819,91;0;6.469,69;6.469,69;229.805,72;0;0;0;725,97;0;0;4.130,96;0;4.130,96;0;0;0;270.952,25;373.826,35;67.963,34;18.907,67;4.086,81;514,9;1.257,68;40,98;14,22;164,55;0;355,9;0;6.435,04;2.886,20;4.808,72;0;0;0;0;0;0;101.000,98;25.860,41;0;0;0;5.854,79;0;28.839,76;0;0;60.554,97;161.555,94;17,56;500,99;0;0;518,55;0;41.096,20;0;0;9.155,61;970,3;0;160.529,76;212.270,41;373.826,35
2016;890900285;102,34;2.179,70;0;0;2.282,04;0;32.631,08;0;0;0;32.631,08;144,76;0;0;625,84;-;8.852,10;9.622,71;15.348,34;8.516,48;7.364,32;17,4;5.202,81;5.512,58;41.961,93;0;0;0;0;86.497,75;28.132,95;-;-;10.320,41;226.142,46;-;-;0;2.257,39;-;-;-;-;3.471,84;0;0;0;270.325,04;356.822,79;57.778,48;13.557,71;3.264,94;601,28;1.125,75;45,45;15,14;446,13;-;16,16;0;5.514,84;4.093,60;4.605,41;0;0;0;13,83;13,83;0;85.563,86;27.251,80;0;0;0;5.736,18;0;29.920,41;0;0;62.908,39;148.472,25;17,55;-;-;0;17,55;161.030,75;26.946,19;0;0;19.150,01;1.206,04;0;-;208.350,54;356.822,79
2015;890900285;19,84;8.337,84;0;6,16;8.363,84;0;32.116,67;0;0;0;32.116,67;0;0;0;590,38;0;1.478,15;2.068,53;11.565,95;4.976,84;9.282,57;0,64;5.156,04;6.758,45;37.740,50;386,6;429,89;0;816,49;81.106,03;25.063,58;0;7.639,10;7.639,10;209.913,84;0;0;0;0;0;1.735,79;0;0;1.735,79;293,19;0;293,19;244.645,51;325.751,54;43.571,71;21.559,50;2.816,60;519,34;874,04;25,3;21,48;388,94;0;15,91;0;4.661,59;5.927,82;4.138,41;0;0;0;0;0;0;79.859,04;12.695,98;0;0;31.084,40;6.185,59;0;0;0;0;49.965,96;129.825,00;17,56;0;0;0;17,56;0;10.991,90;0;500,99;20.454,43;3.431,90;0;160.529,76;195.926,53;325.751,54
2014;890900285;0;3.328,02;0;0;3.328,02;0;18.680,12;9.375,25;0;0;28.055,37;2,92;1.000,34;0;0;-;7.562,85;8.566,11;11.291,32;4.433,39;5.606,63;0;4.718,13;3.445,02;29.494,49;0;619,22;0;619,22;70.063,21;21.253,08;-;-;1.217,38;27.249,94;-;-;8.680,58;0;-;-;-;-;0;919,39;128.602,76;129.522,15;187.923,13;257.986,34;36.434,60;17.047,23;815,51;0;0;36,68;19,55;0;-;0;3.610,95;4.482,69;1.230,50;2.610,31;791;2.456,64;0;253,58;253,58;0;65.306,55;13.268,43;0;0;292,22;0;5.572,09;0;0;0;19.132,74;84.439,29;17,56;-;-;0;17,56;1.013,92;14.169,86;21.180,04;0;7.643,54;0;129.522,16;-;173.547,08;257.986,37
2013;890900285;12,04;2.497,29;2.511,40;0;5.020,73;19.843,79;14.634,48;198,84;1.194,79;1.073,02;14.955,09;8.811,18;2.631,13;1.201,89;1.201,15;-;2.785,39;16.630,73;5.078,38;4.305,75;5.043,93;20,49;3.415,68;159,54;18.023,76;300,95;301,3;0;602,25;75.076,35;-;-;-;-;23.450,47;-;-;0;-;-;-;-;-;125,76;562,06;124.626,07;125.188,12;148.764,36;223.840,71;0;12.091,12;2.095,78;196,42;778,44;18,92;19,94;377,3;-;18,5;0;3.505,30;1.376,48;2.603,25;6.220,82;97,75;190,37;53,09;243,46;-;26.138,17;32.210,71;-;-;-;0;-;-;-;0;32.210,71;58.348,89;17,56;-;-;0;17,56;850,73;12.338,54;22.003,51;0;5.093,36;0;125.188,12;-;165.491,82;223.840,71
2012;890900285;-;5.983,77;-;-;5.983,77;0;24.630,57;-;0;0;24.630,57;0;-;-;-;-;2.933,02;2.933,02;5.164,54;3.138,72;3.611,36;82,34;2.302,08;24,35;14.323,39;-;725,4;0;725,4;48.596,15;19.763,86;-;-;897,49;24.518,90;-;-;0;0;-;-;-;-;-0,01;521,47;120.114,89;120.636,35;165.816,59;214.412,74;23.594,03;10.082,17;0;-;741,37;56,87;0;-;-;-;2.579,43;3.377,67;1.607,24;3.006,74;791;431,57;-;1.291,23;1.291,23;0;44.181,67;5.075,36;0;0;911,51;0;5.659,51;0;0;0;11.646,38;55.828,05;17,56;-;-;-;17,56;474,96;10.449,39;22.003,51;-;5.002,92;0;120.636,35;-;158.584,69;214.412,74
2011;890900285;21,03;1.819,11;2.730,45;0;4.570,59;56,7;12.903,83;318,06;0;0;13.221,89;0;207,99;2.721,85;267,72;-;20.951,73;24.149,29;4.508,54;3.778,36;4.429,17;18,11;2.075,91;2.120,82;16.930,91;253,54;300,09;0;553,63;59.483,02;4.337,88;-;-;1.209,48;28.109,65;-;-;0;0;-;-;-;-;903,9;145,01;109.064,34;109.209,34;143.770,25;203.253,27;19.800,69;13.243,82;2.223,46;413,87;0;73,35;0;399,02;-;18,89;741,37;3.869,95;2.467,70;2.675,93;791;534,36;585,9;48,81;634,71;0;44.018,17;8.154,57;0;0;0;0;5.801,59;0;0;0;13.956,16;57.974,33;17,56;-;-;0;17,56;633,64;10.504,32;22.003,51;0;2.910,57;0;109.209,34;-;145.278,94;203.253,27
