BALANCE GENERAL;NIT;Caja;Bancos;Cuentas De Ahorro;Fondos;SUBTOTAL DISPONIBLE;INVERSIONES CP;Clientes;Cuentas Corrientes Comerciales;Deudas De Difícil Cobro;Provisiones (db);TOTAL DEUDORES COMERCIALES;Cuentas Por Cobrar A Socios y Accionistas;Anticipos y Avances;Anticipo De Imptos. y Contrib.O Saldos A Favor;Cuentas Por Cobrar a Trabajadores;Activos Biológicos CP;Deudores Varios / Otros Activos No Financieros;TOTAL OTROS DEUDORES;Materias Primas;Productos En Proceso;Productos Terminados;M/Cías No Fabricadas Por La Emp;Materiales, Repuestos y Accesorios;Otros Inventarios y Provisiones;SUBTOTAL INVENTARIOS;Gastos Pagados Por Anticipado;Cargos Diferidos;Amortización Acumulada y Otros;SUBTOTAL DIFERIDO;TOTAL ACTIVO CORRIENTE;Inversiones LP;Activos biológicos no corrientes;CxC comerciales y otras CxC no corrientes;Subtotal Deudores A Largo Plazo;Propiedades Planta Y Equipo;Plusvalía;Activos intangibles distintos de la plusvalía;Subtotal Intangibles;Subtotal Diferidos;Inventarios no corrientes;Activos por impuestos corrientes, no corriente;Otros activos no financieros no corrientes;Activos LP pignorados como garantía para Vender;Subtotal Otros Activos;De Inversiones Y Otros;De Propiedades Planta Y Equipo;Subtotal Valorizaciones;TOTAL ACTIVO NO CORRIENTE;TOTAL ACTIVO;Obligaciones Financieras;Proveedores CP;Costos y Gastos Por Pagar;Retención En La Fuente;Deudas Con Accionistas O Socios;Impuesto A Las Ventas Retenido;Impuesto De Industria y Comercio Retenido;Provisiones, Retenciones y Aportes de Nómina;Otras provisiones corrientes;Acreedores;Otras Cuenta Por Pagar;SUBTOTAL CUENTAS POR PAGAR;IMPUESTOS GRAVAMENES Y TASAS;OBLIGACIONES LABORALES;SUBTOTAL PASIVOS ESTIMAD. Y PROVIS.;DIFERIDOS;Anticipos y Avances Recibidos;Otros;SUBTOTAL OTROS PASIVOS;SUBTOTAL BONOS Y PAPELES COMERCIA.;TOTAL PASIVO CORRIENTE;Obligaciones Financieras;Proveedores LP;Subtotal Cuentas Por Pagar;Impuestos Gravámenes y Tasas;Obligaciones Laborales;Subtotal Pasivos Estimad. y Provis.;Subtotal Diferidos;Subtotal Otros Pasivos;Subtotal Bonos y Papeles Comercia.;TOTAL PASIVO NO CORRIENTE;TOTAL PASIVO;Capital Suscrito y Pagado;Prima de emisión;Acciones propias en cartera;Aportes Sociales y Otros;SUBTOTAL CAPITAL SOCIAL;SUBTOTAL SUPERAVIT DE CAPITAL;RESERVAS;REVALORIZACION DEL PATRIMONIO;DIVIDEN. O PARTC. DECRET. EN ACC.O CUOTAS;RESULTADOS DEL EJERCICIO;RESULTADOS DE EJERCICIOS ANTERIORES;SUPERAVIT POR VALORIZACIONES;INVERSIÓN SUPLEMENTARIA AL CAPITAL Y AJUSTES AÑOS ANTERIORES;TOTAL PATRIMONIO;TOTAL PASIVO Y PATRIMONIO
2020;890300406;233;9.465,00;0;168;9.866,00;119.779,00;163.471,00;0;0;0;163.471,00;39.906,00;1.576,00;32.556,00;3.499,00;6.550,00;3.809,00;87.896,00;49.745,00;10.876,00;11.385,00;0;66.768,00;124;138.898,00;9.361,00;0;0;9.361,00;529.271,00;1.152.135,00;58.686,00;96.189,00;154.875,00;894.744,00;0;7.600,00;7.600,00;0;0;0;22.075,00;0;22.075,00;0;0;0;2.231.429,00;2.760.700,00;77.399,00;189.123,00;0;0;0;0;0;0;0;0;0;0;0;40.181,00;885;0;31.896,00;14.183,00;46.079,00;0;353.667,00;131.232,00;0;460.688,00;0;49.938,00;0;119.448,00;8.851,00;0;770.157,00;1.123.824,00;56;50.369,00;0;0;50.425,00;0;632.819,00;0;0;97.929,00;855.703,00;0;0;1.636.876,00;2.760.700,00
2019;890300406;250;8.620,00;0;0;8.870,00;49.148,00;195.867,00;39.249,00;0;0;235.116,00;0;1.931,00;27.370,00;4.276,00;-;1.057,00;34.634,00;49.949,00;3.549,00;12.476,00;0;75.371,00;281;141.626,00;2.209,00;0;0;2.209,00;471.603,00;1.048.677,00;-;-;85.526,00;945.605,00;-;-;14.502,00;0;-;-;-;-;150;0;0;0;2.094.460,00;2.566.063,00;159.495,00;197.006,00;0;0;0;0;0;0;-;0;4.318,00;4.318,00;0;37.859,00;1.066,00;0;0;29.020,00;29.020,00;0;428.764,00;0;0;422.164,00;0;49.990,00;0;129.949,00;4.684,00;0;606.787,00;1.035.551,00;56;-;-;0;56;0;552.070,00;0;50.369,00;77.114,00;850.903,00;0;-;1.530.512,00;2.566.063,00
2018;890300406;141;5.300,00;0;0;5.441,00;46.623,00;165.695,00;0;0;0;165.695,00;0;1.340,00;7.644,00;3.844,00;7.731,00;35.536,00;56.095,00;45.157,00;2.987,00;15.055,00;0;60.758,00;6.844,00;130.801,00;2.972,00;0;0;2.972,00;407.627,00;1.001.833,00;47.792,00;72.884,00;120.676,00;869.260,00;0;5.743,00;5.743,00;0;0;0;0;0;0;0;0;0;1.997.512,00;2.405.139,00;111.064,00;113.542,00;0;5.770,00;0;9.584,00;0;5.422,00;0;0;69.679,00;90.455,00;0;32.727,00;673;0;0;0;0;0;348.461,00;0;0;378.548,00;137.912,00;46.518,00;0;0;0;0;562.978,00;911.439,00;56;50.369,00;0;0;50.425,00;0;472.898,00;0;0;119.172,00;861.172,00;0;-9.967,00;1.493.700,00;2.405.139,00
2017;890300406;437;10.500,00;990;0;11.927,00;42.411,00;178.383,00;0;0;0;178.383,00;106.066,00;1.865,00;26.004,00;3.644,00;-;1.634,00;139.213,00;40.838,00;2.628,00;10.152,00;0;58.987,00;5.522,00;118.127,00;1.633,00;0;0;1.633,00;491.694,00;915.729,00;-;-;4.586,00;895.524,00;-;-;644;0;-;-;-;-;65.147,00;0;0;0;1.881.630,00;2.373.324,00;207.314,00;96.777,00;0;0;117.005,00;0;0;0;-;0;12.350,00;129.355,00;9.888,00;31.248,00;663;0;0;0;0;0;475.245,00;0;0;307.000,00;0;43.615,00;0;179.798,00;0;0;530.413,00;1.005.658,00;56;-;-;0;56;-10.654,00;448.608,00;0;50.369,00;62.705,00;816.582,00;0;-;1.367.666,00;2.373.324,00
2016;890300406;630;7.122,00;0;0;7.752,00;44.960,00;163.994,00;0;0;4.156,00;159.838,00;89.140,00;4.104,00;16.167,00;3.315,00;-;1.483,00;114.209,00;42.710,00;2.448,00;16.715,00;4.658,00;63.256,00;118;129.905,00;1.001,00;0;0;1.001,00;457.665,00;862.867,00;-;-;3.512,00;886.793,00;-;-;786;12.688,00;-;-;-;-;50.453,00;0;0;0;1.817.099,00;2.274.764,00;185.879,00;96.259,00;0;0;85.857,00;8.094,00;0;4.865,00;-;0;11.225,00;110.041,00;0;29.609,00;380;0;0;0;0;0;422.168,00;0;0;279.000,00;0;44.942,00;0;187.995,00;0;0;511.937,00;934.105,00;56;-;-;0;56;39.715,00;383.580,00;0;0;100.728,00;816.580,00;0;-;1.340.659,00;2.274.764,00
2015;890300406;701;7.579,00;0;0;8.280,00;39.200,00;149.381,00;0;0;4.721,00;144.660,00;81.635,00;8.066,00;6.942,00;3.375,00;-;2.298,00;102.316,00;38.966,00;2.054,00;11.314,00;5.117,00;55.642,00;72;113.165,00;1.058,00;0;0;1.058,00;408.679,00;791.062,00;-;-;2.806,00;867.851,00;-;-;0;10.737,00;-;-;-;-;45.985,00;0;0;0;1.718.441,00;2.127.120,00;124.120,00;104.777,00;0;0;77.709,00;8.822,00;0;3.113,00;-;0;8.553,00;98.197,00;0;27.750,00;269;0;0;0;0;0;355.113,00;0;0;255.000,00;0;39.318,00;0;193.251,00;0;0;487.569,00;842.682,00;56;-;-;0;56;39.972,00;321.468,00;0;0;100.502,00;822.440,00;0;-;1.284.438,00;2.127.120,00
2014;890300406;0;5.417,64;0;0;5.417,64;40.293,32;175.812,03;21.949,46;2.259,81;4.740,85;195.280,45;0;12.053,01;0;0;-;32.003,01;44.056,02;27.576,61;2.753,19;9.528,14;0;60.354,64;6.665,97;106.878,55;0;1.204,30;0;1.204,30;393.130,28;836.406,60;-;-;5.675,68;210.369,11;-;-;0;0;-;-;-;-;1.100,00;8.604,34;665.594,01;674.198,35;1.727.749,74;2.120.880,02;78.291,62;98.423,15;263.374,31;0;0;489,3;94,51;0;-;0;17.861,47;281.819,59;6.366,65;25.408,33;41.481,21;0;0;17.621,87;17.621,87;0;549.412,42;0;0;0;0;0;0;0;0;0;0;549.412,42;56,05;-;-;0;56,05;354.259,94;279.122,92;197.286,66;0;66.543,68;0;674.198,34;-;1.571.467,59;2.120.880,01
2013;890300406;224,18;5.000,56;519,73;0;5.744,47;856.424,82;151.026,34;0;2.259,81;4.966,44;148.319,70;13.141,59;2.588,74;17.051,46;6.124,98;-;10.689,82;49.596,60;25.276,21;2.416,75;8.241,34;0;59.612,89;4.170,19;99.717,38;801,19;19,2;0;820,4;1.160.623,36;-;-;-;-;215.704,72;-;-;0;-;-;-;-;-;1.100,00;8.409,26;668.764,85;677.174,11;893.978,84;2.054.602,20;51.632,67;70.798,16;8.844,17;2.575,41;230.253,56;270,29;34,77;3.815,22;-;587,19;0;246.380,61;13.233,98;20.905,08;42.033,56;0;1.662,29;11.890,59;13.552,88;-;458.536,93;40.121,96;-;-;-;8,24;-;-;-;0;40.130,20;498.667,14;56,05;-;-;0;56,05;370.618,19;257.553,46;197.286,66;0;53.246,59;0;677.174,11;-;1.555.935,06;2.054.602,20
2012;890300406;-;6.822,20;-;-;6.822,20;30.682,31;152.186,46;-;2.259,81;2.759,62;151.686,65;4.140,47;-;-;-;-;28.130,82;32.271,29;26.058,49;1.672,64;7.257,34;3.261,81;58.195,73;180,91;96.626,92;-;1.043,82;0;1.043,82;319.133,20;813.405,02;-;-;3.646,15;210.757,05;-;-;0;0;-;-;-;-;97,89;8.411,44;664.380,22;672.791,66;1.700.697,77;2.019.830,97;78.678,24;73.157,86;0;-;0;564,97;26,21;-;-;-;40.662,90;41.254,08;12.836,70;19.471,23;6.483,64;0;-;16.715,49;16.715,49;0;248.597,25;0;0;175.000,00;6.061,44;0;37.048,57;0;0;0;218.110,01;466.707,26;56,05;-;-;-;56,05;393.732,90;252.361,11;197.286,66;-;36.895,34;0;672.791,66;-;1.553.123,71;2.019.830,97
2011;890300406;1.549,43;6.719,96;414,74;0;8.684,12;53.806,94;139.915,20;0;2.259,81;2.519,44;139.655,57;0;4.481,90;18.197,67;3.548,03;-;3.285,76;29.513,35;23.834,42;1.773,13;6.865,78;0;56.915,88;4.159,55;93.548,75;874,45;0;0;874,45;326.083,18;698.008,67;-;-;3.832,85;200.426,38;-;-;0;0;-;-;-;-;330,23;7.653,07;542.740,14;550.393,21;1.452.991,34;1.779.074,52;76.333,61;72.859,88;7.903,87;2.984,22;0;537,63;10,21;4.598,16;-;523,47;40.594,62;57.152,18;24.091,37;17.184,20;8.863,27;0;3.584,05;8.105,65;11.689,69;0;268.174,21;0;0;125.000,00;0;0;38.168,44;0;0;0;163.168,44;431.342,65;56,05;-;-;0;56,05;315.949,09;252.361,15;197.286,66;0;31.685,72;0;550.393,21;-;1.347.731,87;1.779.074,52
