BALANCE GENERAL;NIT;Caja;Bancos;Cuentas De Ahorro;Fondos;SUBTOTAL DISPONIBLE;INVERSIONES CP;Clientes;Cuentas Corrientes Comerciales;Deudas De Difícil Cobro;Provisiones (db);TOTAL DEUDORES COMERCIALES;Cuentas Por Cobrar A Socios y Accionistas;Anticipos y Avances;Anticipo De Imptos. y Contrib.O Saldos A Favor;Cuentas Por Cobrar a Trabajadores;Activos Biológicos CP;Deudores Varios / Otros Activos No Financieros;TOTAL OTROS DEUDORES;Materias Primas;Productos En Proceso;Productos Terminados;M/Cías No Fabricadas Por La Emp;Materiales, Repuestos y Accesorios;Otros Inventarios y Provisiones;SUBTOTAL INVENTARIOS;Gastos Pagados Por Anticipado;Cargos Diferidos;Amortización Acumulada y Otros;SUBTOTAL DIFERIDO;TOTAL ACTIVO CORRIENTE;Inversiones LP;Activos biológicos no corrientes;CxC comerciales y otras CxC no corrientes;Subtotal Deudores A Largo Plazo;Propiedades Planta Y Equipo;Plusvalía;Activos intangibles distintos de la plusvalía;Subtotal Intangibles;Subtotal Diferidos;Inventarios no corrientes;Activos por impuestos corrientes, no corriente;Otros activos no financieros no corrientes;Activos LP pignorados como garantía para Vender;Subtotal Otros Activos;De Inversiones Y Otros;De Propiedades Planta Y Equipo;Subtotal Valorizaciones;TOTAL ACTIVO NO CORRIENTE;TOTAL ACTIVO;Obligaciones Financieras;Proveedores CP;Costos y Gastos Por Pagar;Retención En La Fuente;Deudas Con Accionistas O Socios;Impuesto A Las Ventas Retenido;Impuesto De Industria y Comercio Retenido;Provisiones, Retenciones y Aportes de Nómina;Otras provisiones corrientes;Acreedores;Otras Cuenta Por Pagar;SUBTOTAL CUENTAS POR PAGAR;IMPUESTOS GRAVAMENES Y TASAS;OBLIGACIONES LABORALES;SUBTOTAL PASIVOS ESTIMAD. Y PROVIS.;DIFERIDOS;Anticipos y Avances Recibidos;Otros;SUBTOTAL OTROS PASIVOS;SUBTOTAL BONOS Y PAPELES COMERCIA.;TOTAL PASIVO CORRIENTE;Obligaciones Financieras;Proveedores LP;Subtotal Cuentas Por Pagar;Impuestos Gravámenes y Tasas;Obligaciones Laborales;Subtotal Pasivos Estimad. y Provis.;Subtotal Diferidos;Subtotal Otros Pasivos;Subtotal Bonos y Papeles Comercia.;TOTAL PASIVO NO CORRIENTE;TOTAL PASIVO;Capital Suscrito y Pagado;Prima de emisión;Acciones propias en cartera;Aportes Sociales y Otros;SUBTOTAL CAPITAL SOCIAL;SUBTOTAL SUPERAVIT DE CAPITAL;RESERVAS;REVALORIZACION DEL PATRIMONIO;DIVIDEN. O PARTC. DECRET. EN ACC.O CUOTAS;RESULTADOS DEL EJERCICIO;RESULTADOS DE EJERCICIOS ANTERIORES;SUPERAVIT POR VALORIZACIONES;INVERSIÓN SUPLEMENTARIA AL CAPITAL Y AJUSTES AÑOS ANTERIORES;TOTAL PATRIMONIO;TOTAL PASIVO Y PATRIMONIO
2020;817000680;0.5;1.974.42;0;0;1.974.92;5.312.95;116.954.97;0;0;0;116.954.97;0;3.424.99;0;0;0;0;3.424.99;0;0;0;0;0;72.190.09;72.190.09;0;0;0;0;199.857.92;747.33;0;739.38;739.38;211.326.99;0;47.8;47.8;0;0;0;0;0;0;0;0;0;212.861.49;412.719.41;25.71;68.183.46;0;0;0;0;0;0;0;0;0;0;3.335.15;0;3.425.64;0;0;9.434.06;9.434.06;0;84.404.01;0;0;1.717.03;0;0;0;19.032.27;0;0;20.749.30;105.153.31;33.609.59;15.747.43;0;0;49.357.01;0;8.849.04;0;0;0;249.360.04;0;0;307.566.10;412.719.41
2019;817000680;0;13.550.88;0;0;13.550.88;0;110.810.40;0;0;0;110.810.40;0;0;0;0;0;0;0;0;0;0;0;0;88.960.43;88.960.43;0;0;0;0;213.321.70;33.25;0;869.24;869.24;223.677.74;0;98.21;98.21;0;0;0;0;0;0;0;0;0;224.678.44;438.000.14;291.71;90.667.76;0;0;0;0;0;3.033.42;0;0;0;3.033.42;8.317.46;0;0;0;0;0;0;0;102.310.35;15.12;0;1.666.11;0;0;0;19.091.58;0;0;20.772.82;123.083.17;33.609.59;15.747.43;0;0;49.357.01;0;8.850.09;0;0;0;256.709.87;0;0;314.916.97;438.000.14
2018;817000680;0;7.541.44;0;0;7.541.44;0;118.310.42;0;0;0;118.310.42;0;0;0;0;0;0;0;0;0;0;0;0;88.615.14;88.615.14;0;0;0;0;214.467.00;0.08;0;5.565.75;5.565.75;212.593.70;0;153.84;153.84;859.9;0;0;0;0;0;0;0;0;219.173.27;433.640.27;0;80.131.35;0;0;0;0;0;2.795.19;0;0;0;2.795.19;11.631.04;0;0;0;0;0;0;0;94.557.58;0;0;1.444.09;0;0;0;19.880.51;0;0;21.324.60;115.882.18;33.609.59;15.747.43;0;0;49.357.01;0;8.850.56;0;0;0;259.550.53;0;0;317.758.09;433.640.27
2017;817000680;0.5;8.279.49;0;0;8.279.99;35.34;154.563.16;0;0;0;154.563.16;0;0;0;0;0;0;0;0;0;0;0;0;97.609.54;97.609.54;0;0;0;0;260.488.03;0;0;1.113.68;1.113.68;195.043.78;0;209.48;209.48;849.54;0;0;0.14;0;0.14;0;0;0;197.216.61;457.704.64;0;76.488.44;0;0;0;0;0;2.432.82;0;0;0;2.432.82;21.754.52;0;0;0;0;0;0;0;100.675.78;0;0;0;0;3.017.82;0;19.451.93;0;0;22.469.75;123.145.53;33.609.59;15.747.43;0;0;49.357.01;0;182.091.10;0;0;0;103.111.00;0;0;334.559.11;457.704.64
2016;817000680;0;3.297.47;0;0;3.297.47;0;293.066.93;0;0;0;293.066.93;0;0;0;0;0;0;0;0;0;0;0;0;83.389.56;83.389.56;0;0;0;0;379.753.96;0;0;1.266.29;1.266.29;192.386.33;0;238.99;238.99;1.414.10;0;0;0.12;0;0.12;0;0;0;195.305.83;575.059.79;0;67.563.58;0;0;0;0;0;2.338.23;0;0;0;2.338.23;12.420.35;0;0;0;0;0;0;0;82.322.17;0;0;2.632.19;0;0;0;18.842.03;0;0;21.474.22;103.796.39;33.609.59;15.747.43;0;0;49.357.01;0;178.344.47;0;0;0;243.561.92;0;0;471.263.40;575.059.79
2015;817000680;0;3.519.96;0;0;3.519.96;0;149.978.77;0;0;0;149.978.77;0;0;11.886.49;0;0;0;11.886.49;0;0;0;0;0;86.862.41;86.862.41;0;0;0;0;252.247.62;0.14;0;1.204.41;1.204.41;196.063.69;0;0;0;1.008.13;0;0;0;0;0;0;0;0;198.276.37;450.523.99;0;68.193.97;0;0;0;0;0;1.990.29;1.035.67;0;0;3.025.96;19.302.96;0;0;0;0;0;0;0;90.522.88;0;0;1.993.08;0;0;0;13.539.60;0;0;15.532.68;106.055.56;33.609.59;15.747.43;0;0;49.357.01;0;9.596.83;0;0;93.913.12;191.601.48;0;0;344.468.43;450.523.99
2014;817000680;0.5;1.845.73;0;0;1.846.23;0;1.348.32;70.238.44;0;20.63;71.566.13;0;5.243.75;9.457.29;11.64;0;42.41;14.755.09;22.449.24;5.885.79;23.772.54;0;5.865.37;8.610.90;66.583.85;205.75;0;0;205.75;154.957.05;0.09;0;0;100.77;85.069.31;0;0;0;0;0;0;0;0;0;0;91.322.68;91.322.68;176.492.85;331.449.90;0;36.960.37;2.043.48;0;0;0;0;411.67;0;100.5;3.093.33;5.648.99;4.118.36;1.772.06;15.728.99;0;15.62;0;15.62;0;64.244.38;0;0;0;0;0;0;0;0;0;0;64.244.38;33.609.59;0;0;0;33.609.59;15.748.25;11.586.46;40.103.99;0;74.834.56;0;91.322.68;0;267.205.52;331.449.90
2013;817000680;0.5;3.332.31;0;0;3.332.81;0;1.058.28;113.712.21;0;20.63;114.749.86;0;3.326.74;9.096.58;10.29;0;458.26;12.891.87;18.797.03;4.776.40;22.813.99;0;6.065.75;9.279.63;61.732.79;166.85;0;0;166.85;192.874.19;0.06;0;0;51.43;80.988.85;0;0;0;0;0;0;0;0;0;0;77.000.90;77.000.90;158.041.23;350.915.42;829.13;33.494.38;2.094.71;0;0;0;0;286.56;0;88.45;2.240.61;4.710.33;6.629.46;1.696.13;15.506.82;0;0;0;0;0;62.866.25;0;0;0;0;0;0;0;0;0;0;62.866.25;33.609.59;0;0;0;33.609.59;15.748.24;0;40.103.99;0;81.561.46;40.025.01;77.000.90;0;288.049.17;350.915.42
2012;817000680;0.5;1.879.19;0;0;1.879.69;0;844.84;25.091.66;0;20.63;25.915.87;0;416.76;9.538.78;29.54;0;398.77;10.383.85;15.703.76;4.201.10;19.736.35;0;6.010.68;11.393.85;57.045.74;176.69;68.76;0;245.45;95.470.59;0.04;0;0;72.5;93.449.94;0;0;0;0;0;0;0;0;0;0;94.302.76;94.302.76;187.825.24;283.295.84;181;29.465.70;3.148.77;0;0;0;0;251.05;0;84.51;2.523.74;6.008.08;6.425.56;1.449.95;14.081.16;0;0;0;0;0;57.611.45;0;0;0;1.894.81;0;0;0;0;0;1.894.81;59.506.26;33.609.59;0;0;0;33.609.59;15.748.24;0;40.103.99;0;40.025.01;0;94.302.76;0;223.789.57;283.295.84
2011;817000680;0.5;211.09;0;0;211.59;0;1.302.06;49.969.71;0;20.63;51.251.14;0;4.022.56;8.807.25;69.87;0;375.64;13.275.32;17.212.62;4.502.20;23.724.58;0;6.636.47;8.927.49;61.003.36;245.4;0;0;245.4;125.986.81;0.04;0;0;0;82.176.76;0;0;0;68.76;0;0;0;0;0;0;80.225.43;80.225.43;162.471.00;288.457.80;54.22;30.253.82;4.237.81;0;0;0;0;241.07;0;62.19;2.580.19;7.121.25;9.021.77;1.286.99;12.099.84;0;0;0;0;0;59.837.89;0;0;0;0;0;0;0;0;0;0;59.837.89;33.609.59;0;0;0;33.609.59;15.748.25;0;40.103.99;0;31.757.64;27.175.03;80.225.43;0;228.619.91;288.457.80
