BALANCE GENERAL;NIT;Caja;Bancos;Cuentas De Ahorro;Fondos;SUBTOTAL DISPONIBLE;INVERSIONES CP;Clientes;Cuentas Corrientes Comerciales;Deudas De Difícil Cobro;Provisiones (db);TOTAL DEUDORES COMERCIALES;Cuentas Por Cobrar A Socios y Accionistas;Anticipos y Avances;Anticipo De Imptos. y Contrib.O Saldos A Favor;Cuentas Por Cobrar a Trabajadores;Activos Biológicos CP;Deudores Varios / Otros Activos No Financieros;TOTAL OTROS DEUDORES;Materias Primas;Productos En Proceso;Productos Terminados;M/Cías No Fabricadas Por La Emp;Materiales, Repuestos y Accesorios;Otros Inventarios y Provisiones;SUBTOTAL INVENTARIOS;Gastos Pagados Por Anticipado;Cargos Diferidos;Amortización Acumulada y Otros;SUBTOTAL DIFERIDO;TOTAL ACTIVO CORRIENTE;Inversiones LP;Activos biológicos no corrientes;CxC comerciales y otras CxC no corrientes;Subtotal Deudores A Largo Plazo;Propiedades Planta Y Equipo;Plusvalía;Activos intangibles distintos de la plusvalía;Subtotal Intangibles;Subtotal Diferidos;Inventarios no corrientes;Activos por impuestos corrientes, no corriente;Otros activos no financieros no corrientes;Activos LP pignorados como garantía para Vender;Subtotal Otros Activos;De Inversiones Y Otros;De Propiedades Planta Y Equipo;Subtotal Valorizaciones;TOTAL ACTIVO NO CORRIENTE;TOTAL ACTIVO;Obligaciones Financieras;Proveedores CP;Costos y Gastos Por Pagar;Retención En La Fuente;Deudas Con Accionistas O Socios;Impuesto A Las Ventas Retenido;Impuesto De Industria y Comercio Retenido;Provisiones, Retenciones y Aportes de Nómina;Otras provisiones corrientes;Acreedores;Otras Cuenta Por Pagar;SUBTOTAL CUENTAS POR PAGAR;IMPUESTOS GRAVAMENES Y TASAS;OBLIGACIONES LABORALES;SUBTOTAL PASIVOS ESTIMAD. Y PROVIS.;DIFERIDOS;Anticipos y Avances Recibidos;Otros;SUBTOTAL OTROS PASIVOS;SUBTOTAL BONOS Y PAPELES COMERCIA.;TOTAL PASIVO CORRIENTE;Obligaciones Financieras;Proveedores LP;Subtotal Cuentas Por Pagar;Impuestos Gravámenes y Tasas;Obligaciones Laborales;Subtotal Pasivos Estimad. y Provis.;Subtotal Diferidos;Subtotal Otros Pasivos;Subtotal Bonos y Papeles Comercia.;TOTAL PASIVO NO CORRIENTE;TOTAL PASIVO;Capital Suscrito y Pagado;Prima de emisión;Acciones propias en cartera;Aportes Sociales y Otros;SUBTOTAL CAPITAL SOCIAL;SUBTOTAL SUPERAVIT DE CAPITAL;RESERVAS;REVALORIZACION DEL PATRIMONIO;DIVIDEN. O PARTC. DECRET. EN ACC.O CUOTAS;RESULTADOS DEL EJERCICIO;RESULTADOS DE EJERCICIOS ANTERIORES;SUPERAVIT POR VALORIZACIONES;INVERSIÓN SUPLEMENTARIA AL CAPITAL Y AJUSTES AÑOS ANTERIORES;TOTAL PATRIMONIO;TOTAL PASIVO Y PATRIMONIO
2020;860026759;33,06;15.138,97;1,09;-;15.173,12;25,14;137.683,33;-;-;5.343,49;132.339,84;0;0;5.325,88;-;0;46.478,67;51.804,55;-;-;-;-;-;97.116,19;97.116,19;-;-;-;-;296.458,83;0;0;113.949,60;113.949,60;307.318,38;9.090,36;2.776,70;11.867,06;31.256,03;0;0;193,19;0;193,19;-;-;-;464.584,26;761.043,09;120.455,50;71.897,60;-;-;-;-;-;-;0;-;24.237,88;24.237,88;15.933,26;10.851,43;0;-;-;0;0;-;243.375,66;193.221,87;6.402,61;6.043,52;0;-;-;54.261,37;0;-;259.929,37;503.305,03;8.937,57;26.087,56;0;-;35.025,13;39.588,47;262.404,07;0;-;-;-79.279,61;-;0;257.738,06;761.043,09
2019;860026759;-;670,28;-;-;670,28;0;80.043,49;-;-;-;80.043,49;-;0;0;-;0;0;0;-;-;-;-;-;40.752,15;40.752,15;-;-;-;-;121.465,92;73.660,92;0;119.199,27;119.199,27;144.933,27;0;436,48;436,48;9.730,45;0;0;0;0;0;-;-;-;347.960,40;469.426,32;83.872,93;37.172,45;-;-;-;-;-;3.186,30;0;-;0;3.186,30;13.974,75;-;-;-;-;-;-;-;138.206,42;87.696,21;358,46;1.652,90;0;-;-;31.008,92;0;-;120.716,49;258.922,91;8.937,57;26.087,56;0;-;35.025,13;1.911,64;201.810,30;0;-;-;-28.243,66;-;0;210.503,41;469.426,32
2018;860026759;-;2.067,10;-;-;2.067,10;0;69.452,74;-;-;-;69.452,74;-;0;0;-;0;0;0;-;-;-;-;-;37.258,52;37.258,52;-;-;-;-;108.778,37;80.487,69;0;117.379,59;117.379,59;139.850,07;0;649,88;649,88;7.476,61;0;0;0;0;0;-;-;-;345.843,83;454.622,20;67.333,46;45.781,63;-;-;-;-;-;2.883,35;0;0;0;2.883,35;6.471,84;-;-;-;-;-;-;-;122.470,29;115.074,71;8.232,89;1.399,74;0;-;-;30.664,69;0;-;155.372,03;277.842,33;8.937,57;26.087,56;0;-;35.025,13;1.911,64;172.354,25;0;-;-;-32.511,15;-;0;176.779,88;454.622,20
2017;860026759;8,97;413,98;-;-;422,94;152,22;87.593,72;-;-;-;87.593,72;0;0;3.564,26;-;0;0;3.564,26;-;-;-;-;-;35.469,81;35.469,81;-;-;-;-;127.202,96;65.566,25;0;79.992,69;79.992,69;143.137,55;0;354,79;354,79;9.570,46;0;0;2.586,59;0;2.586,59;-;-;-;301.208,34;428.411,30;73.112,54;46.650,28;0;-;-;-;-;2.661,39;0;-;0;2.661,39;3.642,16;-;-;-;-;-;-;-;126.066,37;122.038,24;8.398,86;-;0;1.605,77;0;30.216,10;0;-;162.258,96;288.325,33;8.937,57;26.087,56;0;-;35.025,13;1.911,64;117.054,37;0;-;-;-13.905,18;-;0;140.085,97;428.411,30
2016;860026759;-;535,83;-;-;535,83;0;78.343,37;-;-;-;78.343,37;-;0;7.310,95;-;0;0;7.310,95;-;-;-;-;-;31.002,31;31.002,31;-;-;-;-;117.192,46;51.071,33;0;84.244,78;84.244,78;144.436,11;0;2.455,04;2.455,04;0;0;9.841,52;0;0;9.841,52;-;-;-;292.048,78;409.241,24;68.428,33;48.474,33;-;-;-;-;-;2.547,61;0;-;0;2.547,61;3.013,89;-;-;-;-;-;-;-;122.464,16;132.734,71;8.281,31;1.891,76;0;-;-;32.125,88;0;-;175.033,66;297.497,82;8.937,57;26.087,56;0;-;35.025,13;0;80.713,52;0;-;-;-3.995,24;-;0;111.743,42;409.241,24
2015;860026759;-;2.101,03;-;-;2.101,03;0;81.561,86;-;-;-;81.561,86;0;0;2.553,98;-;0;0;2.553,98;-;-;-;-;-;32.367,44;32.367,44;-;-;-;-;118.584,32;45.693,02;0;60.209,04;60.209,04;147.414,41;0;5.033,09;5.033,09;9.762,17;0;0;0;0;0;-;-;-;268.111,72;386.696,03;50.233,16;49.181,28;-;-;-;-;-;2.377,05;0;-;0;2.377,05;3.424,96;-;-;-;-;0;0;-;105.216,45;143.081,59;7.800,00;1.570,58;0;-;-;29.841,26;0;-;182.293,43;287.509,88;8.937,57;26.087,56;0;-;35.025,13;0;84.267,74;0;-;10.381,65;-30.488,37;-;0;99.186,15;386.696,03
2014;860026759;8,26;466,18;0;0;474,45;1.016,79;42.677,87;34.063,52;41,89;1.196,47;75.586,81;0;222,77;7.017,03;555,39;-;172,56;7.967,76;2.518,90;2.103,85;2.164,66;816,57;22.132,63;163,24;29.899,84;499,89;0;0;499,89;115.445,54;301.641,96;-;-;57.186,81;48.734,29;-;-;16.485,48;3.707,76;-;-;-;-;0;-46.391,90;120.550,79;74.158,89;501.915,19;617.360,73;92.070,83;21.449,19;11.692,20;909,48;0;605,89;89,97;579,82;-;741,07;7.896,32;22.514,75;4.720,90;2.301,92;1.871,00;471,83;590,61;0;590,61;0;145.991,03;100.394,09;0;0;0;0;0;0;0;0;100.394,09;246.385,12;8.937,57;-;-;0;8.937,57;61.784,06;108.992,49;50.458,63;0;66.638,32;5,66;74.158,89;-;370.975,61;617.360,73
2013;860026759;6,72;436,23;0;0;442,95;822,71;38.448,07;39.577,52;109,93;1.241,03;76.894,50;0;1.090,75;7.530,26;454,44;-;114,06;9.189,51;2.399,94;2.090,69;1.653,57;1.469,65;21.180,96;45,79;28.840,60;417,84;0;0;417,84;116.608,10;189.094,17;-;-;30.005,82;57.966,92;-;-;27.891,64;4.631,30;-;-;-;-;0;-1.540,27;110.084,41;108.544,14;418.133,98;534.742,08;92.049,79;13.416,84;9.900,20;604,21;0;139,02;81,44;544,49;-;168,92;7.996,74;19.435,02;4.382,51;1.918,10;2.617,03;0;171,5;0;171,5;0;133.990,79;102.103,41;0;0;0;0;0;0;0;0;102.103,41;236.094,20;8.937,57;-;-;0;8.937,57;19.840,44;88.430,92;52.327,60;0;20.561,57;5,63;108.544,16;-;298.647,88;534.742,08
2012;860026759;25,75;7,16;0;0;32,91;162,95;43.166,98;16.603,61;203,26;1.394,30;58.579,55;0;615,23;8.668,50;497,76;-;104,14;9.885,63;2.606,04;2.705,44;2.013,14;1.482,37;20.485,52;503,49;29.796,00;412,29;0;0;412,29;98.869,32;133.895,40;-;-;33.560,43;61.076,37;-;-;33.728,28;5.663,23;-;-;-;-;11,35;3.187,85;154.745,39;157.933,24;425.868,29;524.737,61;53.115,96;11.071,21;11.947,16;946,08;0;480,48;76,25;952,88;-;312,27;3.176,40;17.891,52;4.152,20;1.945,83;2.588,53;0;97,51;0;97,51;0;90.862,77;123.070,10;0;0;0;0;0;0;0;0;123.070,10;213.932,87;8.937,57;-;-;0;8.937,57;-3.498,95;70.477,05;54.196,56;0;22.753,86;5,41;157.933,24;-;310.804,74;524.737,61
2011;860026759;9,75;662,67;5,35;1,18;678,94;157,67;37.902,57;14.339,83;229,7;893,79;51.578,30;0;1.541,13;6.128,38;469,65;-;165,28;8.304,44;3.121,87;2.266,02;2.356,52;1.361,79;20.245,77;471,87;29.823,84;372,27;0;0;372,27;90.915,46;142.751,97;-;-;35.220,88;63.492,30;-;-;33.119,69;5.964,38;-;-;-;-;11,35;3.187,85;87.555,54;90.743,39;371.303,95;462.219,41;33.859,03;10.475,99;9.124,87;972,77;0;592,97;76,16;581,52;-;288,3;1.082,53;12.719,11;10.461,92;1.788,95;1.473,37;0;122,44;0;122,44;0;70.900,81;129.226,44;0;0;0;0;227,14;0;0;0;129.453,58;200.354,39;8.922,20;-;-;0;8.922,20;21.651,44;37.931,77;56.065,53;0;30.005,69;16.545,00;90.743,39;-;261.865,02;462.219,41
